id,page_id,author,body,created_at
cfc_517,cfp_rollup_107,kosborne@gmail.com,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_518,cfp_rollup_108,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_519,cfp_rollup_109,kosborne@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_520,cfp_rollup_110,akpan.idongesit@glenwood.edu,"Ready for merge",2026-09-15T10:00:00Z
cfc_521,cfp_rollup_111,janet.atkins@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_522,cfp_rollup_112,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_523,cfp_rollup_113,akpan.idongesit@glenwood.edu,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_524,cfp_rollup_114,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_525,cfp_rollup_115,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_526,cfp_rollup_116,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_527,cfp_rollup_117,akpan.idongesit@glenwood.edu,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_528,cfp_rollup_118,akpan.idongesit@glenwood.edu,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_529,cfp_rollup_119,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_530,cfp_rollup_120,janet.atkins@gmail.com,"Confirming figure",2026-09-15T10:00:00Z
cfc_531,cfp_rollup_121,janet.atkins@gmail.com,"Ready for merge",2026-09-15T10:00:00Z
cfc_532,cfp_rollup_122,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_533,cfp_rollup_123,akpan.idongesit@glenwood.edu,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_534,cfp_rollup_124,akpan.idongesit@glenwood.edu,"Confirming figure",2026-09-15T10:00:00Z
cfc_535,cfp_rollup_125,akpan.idongesit@glenwood.edu,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_536,cfp_rollup_126,fritz.rush@Finthesiss.ai,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_537,cfp_rollup_127,janet.atkins@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_538,cfp_rollup_128,fritz.rush@Finthesiss.ai,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_539,cfp_rollup_129,akpan.idongesit@glenwood.edu,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_540,cfp_rollup_130,kosborne@gmail.com,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_541,cfp_rollup_131,akpan.idongesit@glenwood.edu,"Ready for merge",2026-09-15T10:00:00Z
cfc_542,cfp_rollup_132,akpan.idongesit@glenwood.edu,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_543,cfp_rollup_133,janet.atkins@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_544,cfp_rollup_134,janet.atkins@gmail.com,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_545,cfp_rollup_135,akpan.idongesit@glenwood.edu,"Confirming figure",2026-09-15T10:00:00Z
cfc_546,cfp_rollup_136,sarah.kelley@gmail.com,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_547,cfp_rollup_137,akpan.idongesit@glenwood.edu,"Confirming figure",2026-09-15T10:00:00Z
cfc_548,cfp_rollup_138,kosborne@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_549,cfp_rollup_139,sarah.kelley@gmail.com,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_550,cfp_rollup_140,janet.atkins@gmail.com,"Confirming figure",2026-09-15T10:00:00Z
cfc_551,cfp_rollup_141,fritz.rush@Finthesiss.ai,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_552,cfp_rollup_142,janet.atkins@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_553,cfp_rollup_143,janet.atkins@gmail.com,"Cross-checked with Jira",2026-09-15T10:00:00Z
cfc_554,cfp_rollup_144,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_555,cfp_rollup_145,sarah.kelley@gmail.com,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_556,cfp_sop_146,kosborne@gmail.com,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_557,cfp_sop_147,sarah.kelley@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_558,cfp_sop_148,fritz.rush@Finthesiss.ai,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_559,cfp_sop_149,akpan.idongesit@glenwood.edu,"Ready for merge",2026-09-15T10:00:00Z
cfc_560,cfp_sop_150,janet.atkins@gmail.com,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_561,cfp_sop_151,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_562,cfp_sop_152,janet.atkins@gmail.com,"Confirming figure",2026-09-15T10:00:00Z
cfc_563,cfp_sop_153,fritz.rush@Finthesiss.ai,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_564,cfp_sop_154,janet.atkins@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_565,cfp_sop_155,fritz.rush@Finthesiss.ai,"Confirming figure",2026-09-15T10:00:00Z
cfc_566,cfp_sop_156,akpan.idongesit@glenwood.edu,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_567,cfp_sop_157,sarah.kelley@gmail.com,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_568,cfp_sop_158,sarah.kelley@gmail.com,"Ready for merge",2026-09-15T10:00:00Z
cfc_569,cfp_sop_159,fritz.rush@Finthesiss.ai,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_570,cfp_sop_160,fritz.rush@Finthesiss.ai,"Ready for merge",2026-09-15T10:00:00Z
cfc_571,cfp_sop_161,fritz.rush@Finthesiss.ai,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_572,cfp_sop_162,kosborne@gmail.com,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_573,cfp_sop_163,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_574,cfp_sop_164,kosborne@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_575,cfp_sop_165,kosborne@gmail.com,"Ready for merge",2026-09-15T10:00:00Z
cfc_576,cfp_bookclub_166,kosborne@gmail.com,"Confirming figure",2026-09-15T10:00:00Z
cfc_577,cfp_bookclub_167,kosborne@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_578,cfp_bookclub_168,sarah.kelley@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_579,cfp_bookclub_169,fritz.rush@Finthesiss.ai,"Ready for merge",2026-09-15T10:00:00Z
cfc_580,cfp_bookclub_170,akpan.idongesit@glenwood.edu,"Needs Kevin sign-off",2026-09-15T10:00:00Z
cfc_581,cfp_bookclub_171,akpan.idongesit@glenwood.edu,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_582,cfp_bookclub_172,sarah.kelley@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_583,cfp_bookclub_173,fritz.rush@Finthesiss.ai,"Adding to next Colorado call",2026-09-15T10:00:00Z
cfc_584,cfp_bookclub_174,janet.atkins@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_585,cfp_bookclub_175,kosborne@gmail.com,"Reviewed and updated",2026-09-15T10:00:00Z
cfc_586,cfp_family_176,akpan.idongesit@glenwood.edu,"Ready for merge",2026-09-15T10:00:00Z
cfc_587,cfp_family_177,janet.atkins@gmail.com,"Archive candidate after IDWeek",2026-09-15T10:00:00Z
cfc_588,cfp_family_178,fritz.rush@Finthesiss.ai,"Confirming figure",2026-09-15T10:00:00Z
