user_id,first_name,last_name,email,role,device_access,shared_at
usr-078,Betty,Stone,amelia.green@protonmail.com,shared_user,front-door,2024-06-19T09:00:00Z
usr-079,Helen,Turner,ethan.nelson@outlook.com,shared_user,front-door,2024-06-12T09:00:00Z
usr-080,Sandra,Smith,aria.anderson@yahoo.com,shared_user,front-door,2024-04-09T09:00:00Z
usr-081,Donna,Johnson,james.harris@outlook.com,shared_user,front-door,2024-01-09T09:00:00Z
usr-082,Carol,Williams,charlotte.o'brien@outlook.com,shared_user,front-door,2024-09-21T09:00:00Z
usr-083,Ruth,Brown,mason.baker@yahoo.com,shared_user,front-door,2024-06-05T09:00:00Z
usr-084,Emma,Jones,harper.ingram@protonmail.com,shared_user,front-door,2024-03-19T09:00:00Z
usr-085,Liam,Garcia,aiden.parker@outlook.com,shared_user,front-door,2024-04-27T09:00:00Z
usr-086,Olivia,Miller,evelyn.campbell@protonmail.com,shared_user,front-door,2024-06-13T09:00:00Z
usr-087,Noah,Rodriguez,wyatt.jackson@protonmail.com,shared_user,front-door,2024-01-26T09:00:00Z
usr-088,Ava,Wilson,emma.quinn@protonmail.com,shared_user,front-door,2024-05-13T09:00:00Z
usr-089,Elijah,Moore,liam.davis@gmail.com,shared_user,front-door,2024-09-05T09:00:00Z
usr-090,Sophia,Anderson,olivia.king@aol.com,shared_user,front-door,2024-02-20T09:00:00Z
usr-091,Mateo,Baker,noah.reid@protonmail.com,shared_user,front-door,2024-04-25T09:00:00Z
usr-092,Isabella,Campbell,ava.evans@yahoo.com,shared_user,front-door,2024-07-11T09:00:00Z
usr-093,Lucas,Davis,elijah.long@aol.com,shared_user,front-door,2024-01-15T09:00:00Z
usr-094,Mia,Evans,sophia.stone@protonmail.com,shared_user,front-door,2024-05-22T09:00:00Z
usr-095,Levi,Fisher,mateo.fisher@yahoo.com,shared_user,front-door,2024-08-05T09:00:00Z
usr-096,Amelia,Green,isabella.martin@yahoo.com,shared_user,front-door,2024-09-24T09:00:00Z
usr-097,Ethan,Harris,lucas.turner@icloud.com,shared_user,front-door,2024-01-05T09:00:00Z
usr-098,Aria,Ingram,mia.green@icloud.com,shared_user,front-door,2024-09-23T09:00:00Z
usr-099,James,Jackson,levi.nelson@outlook.com,shared_user,front-door,2024-08-04T09:00:00Z
usr-100,Charlotte,King,amelia.anderson@protonmail.com,shared_user,front-door,2024-05-10T09:00:00Z
usr-101,Mason,Long,ethan.harris@protonmail.com,shared_user,front-door,2024-04-16T09:00:00Z
usr-102,Harper,Martin,aria.o'brien@aol.com,shared_user,front-door,2024-03-15T09:00:00Z
usr-103,Aiden,Nelson,james.baker@yahoo.com,shared_user,front-door,2024-09-12T09:00:00Z
usr-104,Evelyn,OBrien,charlotte.ingram@protonmail.com,shared_user,front-door,2024-04-07T09:00:00Z
