id,channel_id,team_id,from_user_id,from_display_name,content,content_type,importance,created_date
1700000010030,chan-139,19:team-windbridge112@thread.tacv2,ujess004,"Jessica Powell","On it.",text,normal,2026-04-02T17:45:00Z
1700000010031,chan-004,19:team-windbridge001@thread.tacv2,ujess004,"Jessica Powell","On it.",text,normal,2026-07-22T15:43:00Z
1700000010032,chan-153,19:team-windbridge108@thread.tacv2,ureb003,"Rebecca Foster","Meeting notes are in Confluence.",text,normal,2026-06-24T16:12:00Z
1700000010033,chan-160,19:team-windbridge108@thread.tacv2,ureb003,"Rebecca Foster","Looking into the alert.",text,normal,2026-02-23T09:32:00Z
1700000010034,chan-125,19:team-windbridge102@thread.tacv2,umark002,"Mark Stevens","Updated the dashboard.",text,normal,2026-02-04T18:28:00Z
1700000010035,chan-004,19:team-windbridge001@thread.tacv2,ureb003,"Rebecca Foster","Deploy went green.",text,normal,2026-03-19T12:10:00Z
1700000010036,chan-165,19:team-windbridge112@thread.tacv2,ujosh005,"Joshua Archer","Pushed the latest build.",text,normal,2026-08-01T11:45:00Z
1700000010037,chan-196,19:team-windbridge113@thread.tacv2,ujosh005,"Joshua Archer","Deploy went green.",text,normal,2026-02-23T11:48:00Z
1700000010038,chan-109,19:team-windbridge113@thread.tacv2,urich006,"Richard Barrera","Standup at 9.",text,normal,2026-03-19T10:45:00Z
1700000010039,chan-137,19:team-windbridge107@thread.tacv2,ureb003,"Rebecca Foster","Reconciled the numbers.",text,normal,2026-07-20T10:31:00Z
1700000010040,chan-189,19:team-windbridge114@thread.tacv2,umark002,"Mark Stevens","Deploy went green.",text,normal,2026-02-10T08:57:00Z
1700000010041,chan-168,19:team-windbridge117@thread.tacv2,urich006,"Richard Barrera","Deploy went green.",text,normal,2026-09-23T16:18:00Z
1700000010042,chan-136,19:team-windbridge102@thread.tacv2,ubrian001,"Brian Henderson","Pushed the latest build.",text,normal,2026-03-16T15:53:00Z
1700000010043,chan-148,19:team-windbridge116@thread.tacv2,umark002,"Mark Stevens","Pushed the latest build.",text,normal,2026-10-06T12:15:00Z
1700000010044,chan-130,19:team-windbridge118@thread.tacv2,ureb003,"Rebecca Foster","Standup at 9.",text,normal,2026-03-02T10:04:00Z
1700000010045,chan-152,19:team-windbridge111@thread.tacv2,ubrian001,"Brian Henderson","Looking into the alert.",text,normal,2026-06-09T17:25:00Z
1700000010046,chan-106,19:team-windbridge109@thread.tacv2,ujosh005,"Joshua Archer","Deploy went green.",text,normal,2026-09-12T12:00:00Z
1700000010047,chan-124,19:team-windbridge109@thread.tacv2,ureb003,"Rebecca Foster","Deploy went green.",text,normal,2026-02-16T14:23:00Z
1700000010048,chan-199,19:team-windbridge117@thread.tacv2,umark002,"Mark Stevens","Can someone review the PR?",text,normal,2026-02-17T15:22:00Z
1700000010049,chan-136,19:team-windbridge102@thread.tacv2,umark002,"Mark Stevens","Reconciled the numbers.",text,normal,2026-08-15T10:50:00Z
1700000010050,chan-101,19:team-windbridge103@thread.tacv2,ubrian001,"Brian Henderson","Thanks team!",text,normal,2026-03-22T13:23:00Z
1700000010051,chan-146,19:team-windbridge106@thread.tacv2,ujess004,"Jessica Powell","Standup at 9.",text,normal,2026-08-27T10:03:00Z
1700000010052,chan-001,19:team-windbridge001@thread.tacv2,ujosh005,"Joshua Archer","Standup at 9.",text,normal,2026-05-17T15:32:00Z
1700000010053,chan-176,19:team-windbridge105@thread.tacv2,ujosh005,"Joshua Archer","Deploy went green.",text,normal,2026-07-05T08:42:00Z
1700000010054,chan-147,19:team-windbridge110@thread.tacv2,ujosh005,"Joshua Archer","Standup at 9.",text,normal,2026-09-06T09:13:00Z
1700000010055,chan-140,19:team-windbridge106@thread.tacv2,ujess004,"Jessica Powell","On it.",text,normal,2026-08-05T18:30:00Z
1700000010056,chan-163,19:team-windbridge107@thread.tacv2,ubrian001,"Brian Henderson","Deploy went green.",text,normal,2026-07-12T11:23:00Z
1700000010057,chan-148,19:team-windbridge116@thread.tacv2,ureb003,"Rebecca Foster","Can someone review the PR?",text,normal,2026-10-16T11:17:00Z
1700000010058,chan-129,19:team-windbridge106@thread.tacv2,ureb003,"Rebecca Foster","Meeting notes are in Confluence.",text,normal,2026-07-11T15:59:00Z
1700000010059,chan-182,19:team-windbridge104@thread.tacv2,urich006,"Richard Barrera","On it.",text,normal,2026-08-03T17:34:00Z
1700000010060,chan-112,19:team-windbridge107@thread.tacv2,umark002,"Mark Stevens","Thanks team!",text,normal,2026-05-19T08:07:00Z
1700000010061,chan-162,19:team-windbridge113@thread.tacv2,urich006,"Richard Barrera","Pushed the latest build.",text,normal,2026-08-20T11:59:00Z
1700000010062,chan-134,19:team-windbridge104@thread.tacv2,urich006,"Richard Barrera","Looking into the alert.",text,normal,2026-07-24T18:05:00Z
1700000010063,chan-113,19:team-windbridge101@thread.tacv2,umark002,"Mark Stevens","Standup at 9.",text,normal,2026-08-09T13:48:00Z
1700000010064,chan-108,19:team-windbridge107@thread.tacv2,ujess004,"Jessica Powell","On it.",text,normal,2026-04-14T16:20:00Z
1700000010065,chan-113,19:team-windbridge101@thread.tacv2,ujess004,"Jessica Powell","Reconciled the numbers.",text,normal,2026-09-08T09:40:00Z
1700000010066,chan-142,19:team-windbridge001@thread.tacv2,ujess004,"Jessica Powell","Looking into the alert.",text,normal,2026-07-10T18:27:00Z
1700000010067,chan-108,19:team-windbridge107@thread.tacv2,urich006,"Richard Barrera","Standup at 9.",text,normal,2026-03-25T13:59:00Z
1700000010068,chan-002,19:team-windbridge001@thread.tacv2,ujess004,"Jessica Powell","Meeting notes are in Confluence.",text,normal,2026-04-14T11:31:00Z
1700000010069,chan-144,19:team-windbridge114@thread.tacv2,umark002,"Mark Stevens","Deploy went green.",text,normal,2026-03-15T15:12:00Z
1700000010070,chan-131,19:team-windbridge114@thread.tacv2,ureb003,"Rebecca Foster","Thanks team!",text,normal,2026-06-21T12:43:00Z
1700000010071,chan-170,19:team-windbridge001@thread.tacv2,umark002,"Mark Stevens","Pushed the latest build.",text,normal,2026-10-15T11:00:00Z
1700000010072,chan-151,19:team-windbridge117@thread.tacv2,ujosh005,"Joshua Archer","Standup at 9.",text,normal,2026-06-09T11:09:00Z
1700000010073,chan-190,19:team-windbridge105@thread.tacv2,ujosh005,"Joshua Archer","Reconciled the numbers.",text,normal,2026-08-24T09:58:00Z
1700000010074,chan-129,19:team-windbridge106@thread.tacv2,ujess004,"Jessica Powell","Updated the dashboard.",text,normal,2026-09-10T10:46:00Z
1700000010075,chan-153,19:team-windbridge108@thread.tacv2,ureb003,"Rebecca Foster","Meeting notes are in Confluence.",text,normal,2026-02-02T10:18:00Z
1700000010076,chan-139,19:team-windbridge112@thread.tacv2,ujess004,"Jessica Powell","Updated the dashboard.",text,normal,2026-10-26T13:56:00Z
1700000010077,chan-151,19:team-windbridge117@thread.tacv2,umark002,"Mark Stevens","Meeting notes are in Confluence.",text,normal,2026-03-09T08:25:00Z
1700000010078,chan-157,19:team-windbridge102@thread.tacv2,umark002,"Mark Stevens","On it.",text,normal,2026-10-08T16:23:00Z
1700000010079,chan-164,19:team-windbridge115@thread.tacv2,ujosh005,"Joshua Archer","Standup at 9.",text,normal,2026-02-03T10:58:00Z
1700000010080,chan-125,19:team-windbridge102@thread.tacv2,ujess004,"Jessica Powell","Updated the dashboard.",text,normal,2026-03-03T17:29:00Z
1700000010081,chan-118,19:team-windbridge109@thread.tacv2,ubrian001,"Brian Henderson","Thanks team!",text,normal,2026-09-18T08:47:00Z
1700000010082,chan-127,19:team-windbridge105@thread.tacv2,ujosh005,"Joshua Archer","Meeting notes are in Confluence.",text,normal,2026-01-06T11:57:00Z
1700000010083,chan-113,19:team-windbridge101@thread.tacv2,ujosh005,"Joshua Archer","Can someone review the PR?",text,normal,2026-09-15T17:45:00Z
1700000010084,chan-192,19:team-windbridge111@thread.tacv2,umark002,"Mark Stevens","Thanks team!",text,normal,2026-09-09T18:15:00Z
1700000010085,chan-171,19:team-windbridge115@thread.tacv2,umark002,"Mark Stevens","Looking into the alert.",text,normal,2026-03-06T18:22:00Z
1700000010086,chan-108,19:team-windbridge107@thread.tacv2,ubrian001,"Brian Henderson","Pushed the latest build.",text,normal,2026-07-19T14:20:00Z
1700000010087,chan-189,19:team-windbridge114@thread.tacv2,ujess004,"Jessica Powell","Standup at 9.",text,normal,2026-09-24T08:06:00Z
1700000010088,chan-173,19:team-windbridge002@thread.tacv2,umark002,"Mark Stevens","Updated the dashboard.",text,normal,2026-06-26T16:17:00Z
1700000010089,chan-183,19:team-windbridge117@thread.tacv2,urich006,"Richard Barrera","Pushed the latest build.",text,normal,2026-04-03T13:34:00Z
1700000010090,chan-156,19:team-windbridge107@thread.tacv2,ujosh005,"Joshua Archer","On it.",text,normal,2026-01-12T14:03:00Z
1700000010091,chan-167,19:team-windbridge002@thread.tacv2,umark002,"Mark Stevens","Standup at 9.",text,normal,2026-09-09T12:01:00Z
1700000010092,chan-173,19:team-windbridge002@thread.tacv2,ujess004,"Jessica Powell","Looking into the alert.",text,normal,2026-05-26T09:59:00Z
1700000010093,chan-190,19:team-windbridge105@thread.tacv2,ureb003,"Rebecca Foster","Meeting notes are in Confluence.",text,normal,2026-03-06T08:16:00Z
1700000010094,chan-106,19:team-windbridge109@thread.tacv2,urich006,"Richard Barrera","Deploy went green.",text,normal,2026-06-03T16:19:00Z
1700000010095,chan-183,19:team-windbridge117@thread.tacv2,ureb003,"Rebecca Foster","On it.",text,normal,2026-05-12T08:03:00Z
1700000010096,chan-105,19:team-windbridge110@thread.tacv2,umark002,"Mark Stevens","Thanks team!",text,normal,2026-07-09T10:05:00Z
1700000010097,chan-133,19:team-windbridge119@thread.tacv2,ubrian001,"Brian Henderson","On it.",text,normal,2026-02-11T14:40:00Z
1700000010098,chan-116,19:team-windbridge116@thread.tacv2,ubrian001,"Brian Henderson","Thanks team!",text,normal,2026-03-14T16:35:00Z
1700000010099,chan-115,19:team-windbridge107@thread.tacv2,urich006,"Richard Barrera","Can someone review the PR?",text,normal,2026-03-18T15:54:00Z
