owner,weekday,start_time,end_time,timezone
courtney.harper@finthesiss.ai,thursday,13:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,09:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,18:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,17:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,thursday,13:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,13:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,13:00,17:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,10:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,10:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,monday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,10:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,12:00,18:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,14:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,14:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,08:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,16:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,12:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,11:00,18:00,America/New_York
courtney.harper@finthesiss.ai,wednesday,14:00,17:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,08:00,15:00,America/New_York
courtney.harper@finthesiss.ai,friday,09:00,15:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,09:00,17:00,America/New_York
courtney.harper@finthesiss.ai,thursday,12:00,16:00,America/New_York
courtney.harper@finthesiss.ai,monday,11:00,16:00,America/New_York
courtney.harper@finthesiss.ai,tuesday,14:00,18:00,America/New_York
