id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_0000032,cus_0000032,,40000,40000,usd,paid,in_0000032,,1623110400,
in_0000033,cus_0000033,,60000,60000,usd,paid,in_0000033,,1623542400,
in_0000034,cus_0000034,,80000,80000,usd,paid,in_0000034,,1623974400,
in_0000035,cus_0000035,,100000,100000,usd,paid,in_0000035,,1624406400,
in_0000036,cus_0000036,,120000,120000,usd,paid,in_0000036,,1624838400,
in_0000037,cus_0000037,,140000,0,usd,open,in_0000037,,1625270400,
in_0000038,cus_0000038,,160000,160000,usd,paid,in_0000038,,1625702400,
in_0000039,cus_0000039,,180000,180000,usd,paid,in_0000039,,1626134400,
in_0000040,cus_0000040,,200000,200000,usd,paid,in_0000040,,1626566400,
in_0000041,cus_0000041,,220000,220000,usd,paid,in_0000041,,1626998400,
in_0000042,cus_0000042,,240000,240000,usd,paid,in_0000042,,1627430400,
in_0000043,cus_0000043,,260000,260000,usd,paid,in_0000043,,1627862400,
in_0000044,cus_0000044,,280000,280000,usd,paid,in_0000044,,1628294400,
in_0000045,cus_0000045,,300000,300000,usd,paid,in_0000045,,1628726400,
in_0000046,cus_0000046,,20000,0,usd,open,in_0000046,,1629158400,
in_0000047,cus_0000047,,40000,40000,usd,paid,in_0000047,,1629590400,
in_0000048,cus_0000048,,60000,60000,usd,paid,in_0000048,,1630022400,
in_0000049,cus_0000049,,80000,80000,usd,paid,in_0000049,,1630454400,
in_0000050,cus_0000050,,100000,100000,usd,paid,in_0000050,,1630886400,
in_0000051,cus_0000051,,120000,120000,usd,paid,in_0000051,,1631318400,
in_0000052,cus_0000052,,140000,140000,usd,paid,in_0000052,,1631750400,
in_0000053,cus_0000053,,160000,160000,usd,paid,in_0000053,,1632182400,
in_0000054,cus_0000054,,180000,180000,usd,paid,in_0000054,,1632614400,
in_0000055,cus_0000055,,200000,0,usd,open,in_0000055,,1633046400,
in_0000056,cus_0000056,,220000,220000,usd,paid,in_0000056,,1633478400,
in_0000057,cus_0000057,,240000,240000,usd,paid,in_0000057,,1633910400,
in_0000058,cus_0000058,,260000,260000,usd,paid,in_0000058,,1634342400,
in_0000059,cus_0000059,,280000,280000,usd,paid,in_0000059,,1634774400,
in_0000060,cus_0000060,,300000,300000,usd,paid,in_0000060,,1635206400,
in_0000061,cus_0000061,,20000,20000,usd,paid,in_0000061,,1635638400,
in_0000062,cus_0000062,,40000,40000,usd,paid,in_0000062,,1636070400,
in_0000063,cus_0000063,,60000,60000,usd,paid,in_0000063,,1636502400,
in_0000064,cus_0000064,,80000,0,usd,open,in_0000064,,1636934400,
in_0000065,cus_0000065,,100000,100000,usd,paid,in_0000065,,1637366400,
in_0000066,cus_0000066,,120000,120000,usd,paid,in_0000066,,1637798400,
in_0000067,cus_0000067,,140000,140000,usd,paid,in_0000067,,1638230400,
in_0000068,cus_0000068,,160000,160000,usd,paid,in_0000068,,1638662400,
in_0000069,cus_0000069,,180000,180000,usd,paid,in_0000069,,1639094400,
in_0000070,cus_0000070,,200000,200000,usd,paid,in_0000070,,1639526400,
in_0000071,cus_0000071,,220000,220000,usd,paid,in_0000071,,1639958400,
in_0000072,cus_0000072,,240000,240000,usd,paid,in_0000072,,1640390400,
in_0000073,cus_0000073,,260000,0,usd,open,in_0000073,,1640822400,
in_0000074,cus_0000074,,280000,280000,usd,paid,in_0000074,,1641254400,
in_0000075,cus_0000075,,300000,300000,usd,paid,in_0000075,,1641686400,
in_0000076,cus_0000076,,20000,20000,usd,paid,in_0000076,,1642118400,
in_0000077,cus_0000077,,40000,40000,usd,paid,in_0000077,,1642550400,
in_0000078,cus_0000078,,60000,60000,usd,paid,in_0000078,,1642982400,
in_0000079,cus_0000079,,80000,80000,usd,paid,in_0000079,,1643414400,
in_0000080,cus_0000080,,100000,100000,usd,paid,in_0000080,,1643846400,
in_0000081,cus_0000081,,120000,120000,usd,paid,in_0000081,,1644278400,
in_0000082,cus_0000082,,140000,0,usd,open,in_0000082,,1644710400,
in_0000083,cus_0000083,,160000,160000,usd,paid,in_0000083,,1645142400,
in_0000084,cus_0000084,,180000,180000,usd,paid,in_0000084,,1645574400,
in_0000085,cus_0000085,,200000,200000,usd,paid,in_0000085,,1646006400,
in_0000086,cus_0000086,,220000,220000,usd,paid,in_0000086,,1646438400,
in_0000087,cus_0000087,,240000,240000,usd,paid,in_0000087,,1646870400,
in_0000088,cus_0000088,,260000,260000,usd,paid,in_0000088,,1647302400,
in_0000089,cus_0000089,,280000,280000,usd,paid,in_0000089,,1647734400,
in_0000090,cus_0000090,,300000,300000,usd,paid,in_0000090,,1648166400,
in_0000091,cus_0000091,,20000,0,usd,open,in_0000091,,1648598400,
in_0000092,cus_0000092,,40000,40000,usd,paid,in_0000092,,1649030400,
in_0000093,cus_0000093,,60000,60000,usd,paid,in_0000093,,1649462400,
in_0000094,cus_0000094,,80000,80000,usd,paid,in_0000094,,1649894400,
in_0000095,cus_0000095,,100000,100000,usd,paid,in_0000095,,1650326400,
in_0000096,cus_0000096,,120000,120000,usd,paid,in_0000096,,1650758400,
in_0000097,cus_0000097,,140000,140000,usd,paid,in_0000097,,1651190400,
in_0000098,cus_0000098,,160000,160000,usd,paid,in_0000098,,1651622400,
in_0000099,cus_0000099,,180000,180000,usd,paid,in_0000099,,1652054400,
in_0000100,cus_0000100,,200000,0,usd,open,in_0000100,,1652486400,
in_0000101,cus_0000101,,220000,220000,usd,paid,in_0000101,,1652918400,
in_0000102,cus_0000102,,240000,240000,usd,paid,in_0000102,,1653350400,
in_0000103,cus_0000103,,260000,260000,usd,paid,in_0000103,,1653782400,
in_0000104,cus_0000104,,280000,280000,usd,paid,in_0000104,,1654214400,
in_0000105,cus_0000105,,300000,300000,usd,paid,in_0000105,,1654646400,
in_0000106,cus_0000001,,20000,20000,usd,paid,in_0000106,,1655078400,
in_0000107,cus_0000002,,40000,40000,usd,paid,in_0000107,,1655510400,
in_0000108,cus_0000003,,60000,60000,usd,paid,in_0000108,,1655942400,
in_0000109,cus_0000004,,80000,0,usd,open,in_0000109,,1656374400,
in_0000110,cus_0000005,,100000,100000,usd,paid,in_0000110,,1656806400,
in_0000111,cus_0000006,,120000,120000,usd,paid,in_0000111,,1657238400,
in_0000112,cus_0000007,,140000,140000,usd,paid,in_0000112,,1657670400,
in_0000113,cus_0000008,,160000,160000,usd,paid,in_0000113,,1658102400,
in_0000114,cus_0000009,,180000,180000,usd,paid,in_0000114,,1658534400,
in_0000115,cus_0000010,,200000,200000,usd,paid,in_0000115,,1658966400,
in_0000116,cus_0000011,,220000,220000,usd,paid,in_0000116,,1659398400,
in_0000117,cus_0000012,,240000,240000,usd,paid,in_0000117,,1659830400,
in_0000118,cus_0000013,,260000,0,usd,open,in_0000118,,1660262400,
in_0000119,cus_0000014,,280000,280000,usd,paid,in_0000119,,1660694400,
in_0000120,cus_0000015,,300000,300000,usd,paid,in_0000120,,1661126400,
in_0000121,cus_0000016,,20000,20000,usd,paid,in_0000121,,1661558400,
in_0000122,cus_0000017,,40000,40000,usd,paid,in_0000122,,1661990400,
in_0000123,cus_0000018,,60000,60000,usd,paid,in_0000123,,1662422400,
in_0000124,cus_0000019,,80000,80000,usd,paid,in_0000124,,1662854400,
in_0000125,cus_0000020,,100000,100000,usd,paid,in_0000125,,1663286400,
in_0000126,cus_0000021,,120000,120000,usd,paid,in_0000126,,1663718400,
in_0000127,cus_0000022,,140000,0,usd,open,in_0000127,,1664150400,
in_0000128,cus_0000023,,160000,160000,usd,paid,in_0000128,,1664582400,
in_0000129,cus_0000024,,180000,180000,usd,paid,in_0000129,,1665014400,
in_0000130,cus_0000025,,200000,200000,usd,paid,in_0000130,,1665446400,
in_0000131,cus_0000026,,220000,220000,usd,paid,in_0000131,,1665878400,
in_0000132,cus_0000027,,240000,240000,usd,paid,in_0000132,,1666310400,
in_0000133,cus_0000028,,260000,260000,usd,paid,in_0000133,,1666742400,
in_0000134,cus_0000029,,280000,280000,usd,paid,in_0000134,,1667174400,
in_0000135,cus_0000030,,300000,300000,usd,paid,in_0000135,,1667606400,
