id,username,name,description,verified,protected,location,profile_image_url,created_at,followers_count,following_count,tweet_count
5074,residencywell-x68,IM Pearls-x68,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2017-06-02T16:41:15.000Z,98230,1200,5120
5075,denverruns-x69,Residency Wellness-x69,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2016-10-13T17:53:01.000Z,15600,890,4300
5076,residencywell-x70,Denver Runs-x70,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2017-06-19T07:05:31.000Z,98230,1200,5120
5077,denverruns-x71,IM Pearls-x71,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2020-05-10T10:51:29.000Z,41200,330,2210
5078,latinxmed-x72,IM Pearls-x72,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-10-21T09:13:55.000Z,184320,210,6820
5079,im_pearls-x73,IM Pearls-x73,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2018-07-05T12:14:14.000Z,23110,540,3410
5080,cardsfellow-x74,LatinX in Medicine-x74,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2017-08-22T07:35:58.000Z,41200,330,2210
5081,latinxmed-x75,LatinX in Medicine-x75,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-09-07T08:40:07.000Z,23110,540,3410
5082,denverruns-x76,Denver Runs-x76,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2018-06-23T07:59:06.000Z,23110,540,3410
5083,latinxmed-x77,Denver Runs-x77,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-03-21T09:51:15.000Z,30500,120,8900
5084,latinxmed-x78,J Crop Res Journal-x78,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2020-04-13T09:48:19.000Z,41200,330,2210
5085,jcrctweets-x79,IM Pearls-x79,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-01-06T20:12:59.000Z,23110,540,3410
5086,jcrctweets-x80,Residency Wellness-x80,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2015-09-19T07:40:30.000Z,15600,890,4300
5087,latinxmed-x81,Denver Runs-x81,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2020-04-04T09:09:44.000Z,98230,1200,5120
5088,residencywell-x82,Cards Fellow-x82,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-11-13T20:22:01.000Z,30500,120,8900
5089,latinxmed-x83,Residency Wellness-x83,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-06-13T11:35:06.000Z,15600,890,4300
5090,jcrctweets-x84,Cards Fellow-x84,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2019-04-17T01:26:24.000Z,15600,890,4300
5091,cardsfellow-x85,J Crop Res Journal-x85,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2016-07-19T17:50:16.000Z,30500,120,8900
5092,im_pearls-x86,Denver Runs-x86,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2015-04-03T14:55:05.000Z,23110,540,3410
5093,cardsfellow-x87,LatinX in Medicine-x87,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-11-11T13:29:15.000Z,98230,1200,5120
5094,im_pearls-x88,LatinX in Medicine-x88,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-09-18T01:19:13.000Z,184320,210,6820
5095,residencywell-x89,Cards Fellow-x89,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-12-23T04:29:06.000Z,98230,1200,5120
5096,jcrctweets-x90,IM Pearls-x90,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-10-27T04:08:31.000Z,98230,1200,5120
5097,latinxmed-x91,Cards Fellow-x91,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2017-06-02T22:23:03.000Z,98230,1200,5120
5098,latinxmed-x92,IM Pearls-x92,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-02-28T08:59:30.000Z,184320,210,6820
5099,residencywell-x93,Cards Fellow-x93,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-07-11T11:10:07.000Z,30500,120,8900
5100,im_pearls-x94,J Crop Res Journal-x94,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2015-10-24T05:10:30.000Z,15600,890,4300
5101,latinxmed-x95,Denver Runs-x95,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2018-12-22T07:27:07.000Z,23110,540,3410
5102,denverruns-x96,Denver Runs-x96,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-03-22T00:19:59.000Z,23110,540,3410
5103,residencywell-x97,IM Pearls-x97,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2019-05-24T21:50:22.000Z,184320,210,6820
5104,latinxmed-x98,Denver Runs-x98,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2016-03-20T14:43:04.000Z,41200,330,2210
5105,latinxmed-x99,J Crop Res Journal-x99,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-12-25T19:58:18.000Z,41200,330,2210
5106,denverruns-x100,Denver Runs-x100,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2019-05-21T04:00:02.000Z,184320,210,6820
5107,cardsfellow-x101,J Crop Res Journal-x101,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-05-22T12:34:25.000Z,30500,120,8900
5108,im_pearls-x102,IM Pearls-x102,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2018-04-29T19:40:09.000Z,23110,540,3410
5109,jcrctweets-x103,Denver Runs-x103,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-04-10T11:04:17.000Z,184320,210,6820
5110,cardsfellow-x104,Cards Fellow-x104,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2019-04-25T10:11:36.000Z,98230,1200,5120
5111,jcrctweets-x105,IM Pearls-x105,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2017-08-04T18:35:38.000Z,41200,330,2210
5112,cardsfellow-x106,J Crop Res Journal-x106,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-02-13T11:22:07.000Z,98230,1200,5120
5113,im_pearls-x107,J Crop Res Journal-x107,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2015-03-17T10:39:51.000Z,30500,120,8900
5114,jcrctweets-x108,LatinX in Medicine-x108,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-08-02T16:30:55.000Z,98230,1200,5120
5115,jcrctweets-x109,LatinX in Medicine-x109,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-05-16T16:01:31.000Z,30500,120,8900
5116,latinxmed-x110,IM Pearls-x110,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2016-12-06T06:45:08.000Z,23110,540,3410
5117,latinxmed-x111,Residency Wellness-x111,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-12-31T22:03:07.000Z,30500,120,8900
5118,jcrctweets-x112,IM Pearls-x112,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-03-28T18:33:45.000Z,23110,540,3410
5119,denverruns-x113,Cards Fellow-x113,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2020-03-23T07:08:04.000Z,98230,1200,5120
5120,residencywell-x114,IM Pearls-x114,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2020-01-16T16:30:05.000Z,98230,1200,5120
5121,jcrctweets-x115,LatinX in Medicine-x115,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-10-10T05:52:29.000Z,23110,540,3410
5122,cardsfellow-x116,Denver Runs-x116,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-11-04T11:54:50.000Z,23110,540,3410
5123,latinxmed-x117,Denver Runs-x117,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-10-01T15:10:37.000Z,15600,890,4300
5124,jcrctweets-x118,LatinX in Medicine-x118,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2019-02-21T03:26:51.000Z,184320,210,6820
5125,residencywell-x119,Denver Runs-x119,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-04-02T08:32:06.000Z,30500,120,8900
5126,latinxmed-x120,J Crop Res Journal-x120,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-01-28T09:10:28.000Z,184320,210,6820
5127,im_pearls-x121,Cards Fellow-x121,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-03-16T17:00:08.000Z,98230,1200,5120
5128,residencywell-x122,LatinX in Medicine-x122,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-11-20T11:35:54.000Z,30500,120,8900
5129,denverruns-x123,Denver Runs-x123,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-03-26T16:20:23.000Z,41200,330,2210
5130,denverruns-x124,Denver Runs-x124,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2016-12-12T20:25:44.000Z,23110,540,3410
5131,im_pearls-x125,J Crop Res Journal-x125,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2016-10-06T23:42:18.000Z,23110,540,3410
5132,latinxmed-x126,LatinX in Medicine-x126,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2015-08-14T13:09:35.000Z,184320,210,6820
5133,denverruns-x127,LatinX in Medicine-x127,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-10-15T20:31:24.000Z,23110,540,3410
5134,jcrctweets-x128,IM Pearls-x128,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2017-06-10T23:07:51.000Z,41200,330,2210
5135,residencywell-x129,IM Pearls-x129,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-02-18T02:33:01.000Z,98230,1200,5120
5136,denverruns-x130,Residency Wellness-x130,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2017-11-27T21:13:30.000Z,98230,1200,5120
5137,residencywell-x131,Cards Fellow-x131,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-11-24T01:32:10.000Z,23110,540,3410
5138,latinxmed-x132,J Crop Res Journal-x132,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2018-01-16T06:31:53.000Z,98230,1200,5120
5139,latinxmed-x133,IM Pearls-x133,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-07-05T11:44:10.000Z,98230,1200,5120
5140,jcrctweets-x134,IM Pearls-x134,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-09-04T05:14:40.000Z,41200,330,2210
5141,jcrctweets-x135,IM Pearls-x135,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2016-10-04T11:37:18.000Z,15600,890,4300
5142,im_pearls-x136,LatinX in Medicine-x136,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2015-09-04T08:15:35.000Z,23110,540,3410
5143,residencywell-x137,IM Pearls-x137,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-05-31T05:15:32.000Z,41200,330,2210
5144,jcrctweets-x138,Residency Wellness-x138,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-11-20T03:26:48.000Z,30500,120,8900
5145,latinxmed-x139,J Crop Res Journal-x139,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-08-15T16:50:21.000Z,30500,120,8900
5146,latinxmed-x140,LatinX in Medicine-x140,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-05-30T08:26:18.000Z,184320,210,6820
5147,im_pearls-x141,Denver Runs-x141,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-05-16T16:38:56.000Z,184320,210,6820
5148,jcrctweets-x142,Cards Fellow-x142,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2019-01-15T16:44:15.000Z,41200,330,2210
5149,jcrctweets-x143,IM Pearls-x143,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2019-03-07T21:11:07.000Z,15600,890,4300
5150,latinxmed-x144,Denver Runs-x144,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2018-11-12T23:55:19.000Z,98230,1200,5120
5151,jcrctweets-x145,Denver Runs-x145,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-08-17T21:47:06.000Z,30500,120,8900
5152,cardsfellow-x146,IM Pearls-x146,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2017-12-31T15:03:07.000Z,15600,890,4300
5153,cardsfellow-x147,LatinX in Medicine-x147,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-08-25T07:10:02.000Z,98230,1200,5120
5154,im_pearls-x148,Residency Wellness-x148,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2017-09-06T00:43:01.000Z,41200,330,2210
5155,jcrctweets-x149,IM Pearls-x149,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-10-20T23:21:14.000Z,23110,540,3410
5156,residencywell-x150,Cards Fellow-x150,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2015-03-17T19:42:33.000Z,184320,210,6820
5157,denverruns-x151,J Crop Res Journal-x151,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-06-23T08:38:04.000Z,184320,210,6820
5158,latinxmed-x152,LatinX in Medicine-x152,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2019-02-02T04:42:00.000Z,184320,210,6820
