id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
2020,Linda,Page,linda.h.page@gmail.com,+17185550134,Retired Teacher,Personal,evangelist,2025-06-05T00:00:00.000Z,2025-09-03T00:00:00.000Z
2021,Bryce,Han,bryce.han@stocksy.com,+14155550712,Customer Success,Stocksy,customer,2025-06-14T00:00:00.000Z,2025-09-12T00:00:00.000Z
2022,Renata,Souza,renata.souza@captureone.com,+14155550834,Software Engineer,Capture One,customer,2025-06-23T00:00:00.000Z,2025-09-21T00:00:00.000Z
2023,Ari,Bloom,ari.bloom@backblaze.com,+16505550467,Account Manager,Backblaze,customer,2025-07-02T00:00:00.000Z,2025-09-30T00:00:00.000Z
2024,Dana,Pham,dana.pham@tcpcamera.com,+18605550512,Account Executive,TCP Camera Insurance,customer,2025-07-11T00:00:00.000Z,2025-10-09T00:00:00.000Z
2025,Nora,Stein,nora.stein@squarespace.com,+12125550623,Partnerships,Squarespace,lead,2025-07-20T00:00:00.000Z,2025-10-18T00:00:00.000Z
2026,Jules,Park,jules.park@adobe.com,+14085550791,Creative Cloud Partnerships,Adobe,evangelist,2025-07-29T00:00:00.000Z,2025-10-27T00:00:00.000Z
2027,Dami,Adebayo,dami.adebayo@gmail.com,+19175550421,Stylist,Independent,evangelist,2025-08-07T00:00:00.000Z,2025-11-05T00:00:00.000Z
2028,Niko,Petrakis,niko.p.photo@gmail.com,+13475550512,Photographer,Independent,lead,2025-08-16T00:00:00.000Z,2025-11-14T00:00:00.000Z
2029,Marco,Pellini,marco.pellini@gmail.com,+19175550667,Photographer,Independent,lead,2025-08-25T00:00:00.000Z,2025-11-23T00:00:00.000Z
2030,Sofi,Akin,sofi.akin@gmail.com,+17185550789,Photographer,Independent,lead,2025-09-03T00:00:00.000Z,2025-12-02T00:00:00.000Z
2031,Hank,Walters,hank.walters@gmail.com,+19175550823,Photographer,Independent,lead,2025-09-12T00:00:00.000Z,2025-12-11T00:00:00.000Z
2032,Lars,Hoff,lars.hoff.photo@gmail.com,+12125550945,Photographer,Independent,lead,2025-09-21T00:00:00.000Z,2025-12-20T00:00:00.000Z
2033,Rin,Tanaka,rin.tanaka@gmail.com,+19175551023,Photographer,Independent,lead,2025-09-30T00:00:00.000Z,2025-12-29T00:00:00.000Z
2034,Omar,Khaled,omar.khaled.photo@gmail.com,+17185551156,Photographer,Independent,lead,2025-10-09T00:00:00.000Z,2026-01-07T00:00:00.000Z
2035,Ben,Vargas,ben.vargas@gmail.com,+13475551289,Photographer,Independent,lead,2025-10-18T00:00:00.000Z,2026-01-16T00:00:00.000Z
2036,Kai,Tanaka,kai.tanaka.photo@gmail.com,+12125551334,Photographer,Independent,lead,2025-10-27T00:00:00.000Z,2026-01-25T00:00:00.000Z
2037,Maya,Patel,maya.patel.photo@gmail.com,+19175551467,Photographer,Independent,lead,2025-11-05T00:00:00.000Z,2026-02-03T00:00:00.000Z
