sys_id,user_name,name,email,title,department,active
usr00000000000000000000000000016,olivia.rivera1016,Olivia Rivera,olivia.rivera1016@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000017,liam.vasquez1017,Liam Vasquez,liam.vasquez1017@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000018,bruno.park1018,Bruno Park,bruno.park1018@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000019,owen.costa1019,Owen Costa,owen.costa1019@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000020,eduardo.santos1020,Eduardo Santos,eduardo.santos1020@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000021,lucas.adeyemi1021,Lucas Adeyemi,lucas.adeyemi1021@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000022,hassan.thompson1022,Hassan Thompson,hassan.thompson1022@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000023,diego.wallace1023,Diego Wallace,diego.wallace1023@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,false
usr00000000000000000000000000024,emma.petrov1024,Emma Petrov,emma.petrov1024@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000025,talia.chen1025,Talia Chen,talia.chen1025@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000026,lucia.serrano1026,Lucia Serrano,lucia.serrano1026@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000027,marcus.antoine1027,Marcus Antoine,marcus.antoine1027@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000028,leah.dupont1028,Leah Dupont,leah.dupont1028@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000029,ethan.boateng1029,Ethan Boateng,ethan.boateng1029@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000030,diego.ivanov103030,Diego Ivanov,user30@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000031,lucia.dubois103131,Lucia Dubois,user31@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000032,james.silva103232,James Silva,user32@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000033,nina.wallace103333,Nina Wallace,user33@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000034,ravi.adeyemi103434,Ravi Adeyemi,user34@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000035,lucas.patel103535,Lucas Patel,user35@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000036,daniel.mbeki103636,Daniel Mbeki,user36@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000037,elena.thompson103737,Elena Thompson,user37@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000038,kofi.santos103838,Kofi Santos,user38@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000039,tariq.fernandez103939,Tariq Fernandez,user39@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000040,diego.haddad104040,Diego Haddad,user40@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000041,lena.ali104141,Lena Ali,user41@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000042,ingrid.bauer104242,Ingrid Bauer,user42@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000043,grace.osei104343,Grace Osei,user43@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000044,sofia.bello104444,Sofia Bello,user44@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000045,bianca.petrov104545,Bianca Petrov,user45@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000046,hassan.sharma104646,Hassan Sharma,user46@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000047,leah.ahmed104747,Leah Ahmed,user47@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000048,diego.nguyen104848,Diego Nguyen,user48@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000049,ava.vidal104949,Ava Vidal,user49@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000050,lena.hernandez105050,Lena Hernandez,user50@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000051,lucia.mbeki105151,Lucia Mbeki,user51@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000052,kwame.haddad105252,Kwame Haddad,user52@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000053,carlos.santos105353,Carlos Santos,user53@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000054,kofi.bauer105454,Kofi Bauer,user54@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000055,nadia.fernandez105555,Nadia Fernandez,user55@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000056,idris.bianchi105656,Idris Bianchi,user56@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000057,nadia.yamada105757,Nadia Yamada,user57@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000058,chloe.vidal105858,Chloe Vidal,user58@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000059,sam.hernandez105959,Sam Hernandez,user59@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000060,lucas.park106060,Lucas Park,user60@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000061,bianca.cohen106161,Bianca Cohen,user61@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000062,james.sullivan106262,James Sullivan,user62@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000063,kwame.lindqvist106363,Kwame Lindqvist,user63@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000064,kofi.yamada106464,Kofi Yamada,user64@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000065,liam.novak106565,Liam Novak,user65@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000066,isabella.nguyen106666,Isabella Nguyen,user66@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000067,fatima.murphy106767,Fatima Murphy,user67@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000068,eduardo.osei106868,Eduardo Osei,user68@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000069,aisha.rossi106969,Aisha Rossi,user69@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000070,simon.lindqvist107070,Simon Lindqvist,user70@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000071,tariq.serrano107171,Tariq Serrano,user71@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000072,wei.haddad107272,Wei Haddad,user72@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000073,leah.adeyemi107373,Leah Adeyemi,user73@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000074,kwame.bello107474,Kwame Bello,user74@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000075,marcus.fernandez107575,Marcus Fernandez,user75@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000076,reza.murphy107676,Reza Murphy,user76@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000077,bruno.santos107777,Bruno Santos,user77@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000078,victor.yamada107878,Victor Yamada,user78@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000079,aisha.santos107979,Aisha Santos,user79@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000080,ingrid.bianchi108080,Ingrid Bianchi,user80@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000081,aisha.zhang108181,Aisha Zhang,user81@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000082,james.ali108282,James Ali,user82@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000083,marisol.yamada108383,Marisol Yamada,user83@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000084,tariq.kowalski108484,Tariq Kowalski,user84@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000085,fatima.santos108585,Fatima Santos,user85@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000086,wei.park108686,Wei Park,user86@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000087,diego.tremblay108787,Diego Tremblay,user87@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000088,lucia.serrano108888,Lucia Serrano,user88@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000089,grace.vidal108989,Grace Vidal,user89@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000090,simon.osei109090,Simon Osei,user90@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000091,simon.vasquez109191,Simon Vasquez,user91@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000092,lena.bauer109292,Lena Bauer,user92@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
usr00000000000000000000000000093,lucas.rivera109393,Lucas Rivera,user93@ridgewoodcollegiate.ca,Education Assistant,Special Education,true
usr00000000000000000000000000094,mateo.dubois109494,Mateo Dubois,user94@ridgewoodcollegiate.ca,Attendance Secretary,Office Administration,true
usr00000000000000000000000000095,owen.bianchi109595,Owen Bianchi,user95@ridgewoodcollegiate.ca,Maintenance Technician,Custodial,true
usr00000000000000000000000000096,farah.yamada109696,Farah Yamada,user96@ridgewoodcollegiate.ca,English Teacher,English,true
usr00000000000000000000000000097,grace.serrano109797,Grace Serrano,user97@ridgewoodcollegiate.ca,Numeracy Lead Teacher,Mathematics,true
usr00000000000000000000000000098,ravi.osei109898,Ravi Osei,user98@ridgewoodcollegiate.ca,Science Teacher,Science,true
usr00000000000000000000000000099,grace.larsson109999,Grace Larsson,user99@ridgewoodcollegiate.ca,History Teacher,Social Studies,true
usr00000000000000000000000000100,hassan.okonkwo1100100,Hassan Okonkwo,user100@ridgewoodcollegiate.ca,French Teacher,French,true
usr00000000000000000000000000101,kwame.kowalski1101101,Kwame Kowalski,user101@ridgewoodcollegiate.ca,Athletics Coordinator,Physical Education,true
usr00000000000000000000000000102,priya.cohen1102102,Priya Cohen,user102@ridgewoodcollegiate.ca,Visual Arts Teacher,Arts,true
usr00000000000000000000000000103,mateo.vidal1103103,Mateo Vidal,user103@ridgewoodcollegiate.ca,Computer Studies Teacher,Technology,true
usr00000000000000000000000000104,nadia.chen1104104,Nadia Chen,user104@ridgewoodcollegiate.ca,Guidance Counsellor,Guidance,true
