object_id,name,company,street1,street2,city,state,zip,country,phone,email,is_residential,validated
addr-0023,Aisha Aguilar,Rebozo Co,2079 Cedar St,Unit 4,Austin,CO,78209,US,7722693482,aisha.aguilar@example.com,true,true
addr-0024,Lorena Cohen,,1878 Broadway St,Unit 4,Austin,CO,80203,US,6201574637,lorena.cohen@example.com,false,true
addr-0025,Blessing Cohen,Rebozo Co,2323 Alameda St,Unit 4,Austin,CO,80203,US,5041621254,blessing.cohen@example.com,false,true
addr-0026,Miguel Campos,Rebozo Co,2619 Broadway St,Ste 100,Aurora,CO,80203,US,4764325510,miguel.campos@example.com,false,true
addr-0027,Nina Solis,Stonebridge Research,1272 Speer St,Apt 2,Austin,CO,78209,US,7815069030,nina.solis@example.com,false,true
addr-0028,Mariana Contreras,Etsy Returns,3230 Speer St,Unit 4,Austin,TX,80203,US,8244530559,mariana.contreras@example.com,true,true
addr-0029,Harper Marchetti,Rebozo Co,183 Cedar St,Ste 100,Austin,CO,80203,US,8144972807,harper.marchetti@example.com,false,true
addr-0030,Beatriz Morales,,1331 Colfax St,Ste 100,Austin,TX,78704,US,2843896401,beatriz.morales@example.com,true,true
addr-0031,Grace Rojas,,3683 Speer St,Unit 4,San Antonio,CO,80203,US,8299230651,grace.rojas@example.com,false,true
addr-0032,Hector Whitfield,,1425 Alameda St,,Austin,TX,78704,US,3233088652,hector.whitfield@example.com,true,true
addr-0033,Valentina Cisneros,Etsy Returns,3034 Alameda St,Apt 2,Denver,TX,80203,US,6653267686,valentina.cisneros@example.com,true,true
addr-0034,Adriana Park,,969 Maple St,,Austin,CO,78209,US,3620953002,adriana.park@example.com,false,true
addr-0035,Ines Okafor,Stonebridge Research,320 Broadway St,Unit 4,Denver,TX,78209,US,7288706978,ines.okafor@example.com,true,true
addr-0036,Lorena Fuentes,,1242 Broadway St,,Austin,CO,78209,US,4221598078,lorena.fuentes@example.com,true,true
addr-0037,Esteban Cisneros,Etsy Returns,1363 Alameda St,Ste 100,Denver,CO,78704,US,4710801234,esteban.cisneros@example.com,false,true
addr-0038,Rafael Navarro,Rebozo Co,3495 Alameda St,Ste 100,Austin,TX,80203,US,3541683897,rafael.navarro@example.com,true,true
addr-0039,Tomas Okafor,,1589 Speer St,Ste 100,Denver,CO,78209,US,7577661527,tomas.okafor@example.com,false,true
addr-0040,Fernando Reyes,Stonebridge Research,2139 Colfax St,Unit 4,Aurora,TX,80203,US,3858920675,fernando.reyes@example.com,true,true
addr-0041,Blessing Cortes,Etsy Returns,2679 Alameda St,Ste 100,Aurora,TX,78704,US,4532558984,blessing.cortes@example.com,false,true
addr-0042, Signal Contreras,Etsy Returns,917 Alameda St,,Aurora,CO,80203,US,5095755420,signal.contreras@example.com,false,true
addr-0043,Blessing Peralta,Etsy Returns,545 Broadway St,Apt 2,Denver,TX,80203,US,5607451781,blessing.peralta@example.com,false,true
addr-0044,Monica Bautista,Rebozo Co,2173 Alameda St,Ste 100,Aurora,TX,78209,US,5747333947,monica.bautista@example.com,true,true
addr-0045,Nadia Contreras,Rebozo Co,3644 Speer St,Ste 100,San Antonio,TX,78704,US,5225827587,nadia.contreras@example.com,true,true
addr-0046,Marcus Cortes,,2799 Maple St,Unit 4,San Antonio,TX,78209,US,3430497862,marcus.cortes@example.com,false,true
addr-0047,Natalia Salazar,Stonebridge Research,3249 Cedar St,Apt 2,Austin,CO,80203,US,6545251079,natalia.salazar@example.com,true,true
addr-0048,Ines Guzman,,849 Broadway St,,San Antonio,TX,80203,US,3622536148,ines.guzman@example.com,true,true
addr-0049,Fernando Mendoza,,2386 Cedar St,Ste 100,San Antonio,CO,78704,US,2553581703,fernando.mendoza@example.com,true,true
addr-0050,Teresa Ortega,Etsy Returns,3638 Alameda St,Apt 2,San Antonio,TX,78209,US,5197187282,teresa.ortega@example.com,true,true
addr-0051,Priya Ramirez,,3631 Cedar St,Unit 4,Aurora,TX,78704,US,5726895351,priya.ramirez@example.com,false,true
addr-0052,Carlos Herrera,Rebozo Co,765 Broadway St,,Austin,CO,78704,US,5190064029,carlos.herrera@example.com,false,true
addr-0053,Harper Reyes,,1974 Maple St,Ste 100,Austin,TX,78704,US,4307662515,harper.reyes@example.com,false,true
addr-0054,Hector Patel,Stonebridge Research,1381 Colfax St,Unit 4,Denver,CO,78209,US,4299961131,hector.patel@example.com,false,true
addr-0055,Cecilia Ortega,Rebozo Co,721 Colfax St,Unit 4,Aurora,CO,78704,US,3198421426,cecilia.ortega@example.com,false,true
addr-0056,Teresa Nguyen,,264 Speer St,Unit 4,San Antonio,TX,78209,US,3865881682,teresa.nguyen@example.com,true,true
addr-0057,Omar Castillo,Etsy Returns,671 Maple St,Unit 4,Denver,CO,80203,US,5575922427,omar.castillo@example.com,true,true
addr-0058,Cecilia Peralta,,2268 Maple St,Unit 4,Aurora,CO,78209,US,5420310434,cecilia.peralta@example.com,false,true
addr-0059,Renata Vargas,,3356 Colfax St,Ste 100,Austin,CO,78704,US,7768436165,renata.vargas@example.com,false,true
addr-0060,Elena Solis,,3489 Maple St,Apt 2,San Antonio,TX,78209,US,2984239371,elena.solis@example.com,false,true
addr-0061,Rachel Nguyen,Etsy Returns,2961 Maple St,Ste 100,Austin,TX,78209,US,9088831219,rachel.nguyen@example.com,true,true
addr-0062,Cecilia Herrera,,2039 Maple St,Ste 100,Aurora,CO,78704,US,8420329201,cecilia.herrera@example.com,false,true
addr-0063,Tomas Beltran,Stonebridge Research,3300 Speer St,Apt 2,Austin,CO,78704,US,7392100010,tomas.beltran@example.com,true,true
addr-0064,Paola Mendoza,,2819 Maple St,,Austin,CO,78209,US,9059067311,paola.mendoza@example.com,false,true
addr-0065,Pedro Vargas,Stonebridge Research,3111 Broadway St,Unit 4,San Antonio,CO,80203,US,4325315067,pedro.vargas@example.com,false,true
addr-0066,Sofia Ramirez,Rebozo Co,2536 Speer St,Ste 100,Aurora,CO,78209,US,3052870030,sofia.ramirez@example.com,true,true
addr-0067,Esteban Herrera,,3440 Alameda St,Unit 4,Austin,CO,78209,US,9111552553,esteban.herrera@example.com,false,true
addr-0068,Fernando Rios,,2374 Broadway St,Ste 100,Denver,TX,78209,US,2436146238,fernando.rios@example.com,true,true
addr-0069,Gabriel Guzman,,803 Broadway St,,Austin,CO,80203,US,5527524715,gabriel.guzman@example.com,false,true
addr-0070,Elena Cisneros,,1667 Cedar St,Apt 2,Denver,CO,78704,US,7837125168,elena.cisneros@example.com,false,true
addr-0071,Lucia Vega,,2036 Cedar St,Apt 2,Denver,TX,78209,US,8568396444,lucia.vega@example.com,true,true
addr-0072,Valentina Reyes,,2638 Maple St,Unit 4,Aurora,CO,78209,US,4750111387,valentina.reyes@example.com,true,true
addr-0073,Nadia Rangel,Stonebridge Research,3514 Maple St,Apt 2,Austin,CO,80203,US,6230386395,nadia.rangel@example.com,true,true
addr-0074,Camila Navarro,,2970 Colfax St,,Denver,CO,78209,US,6705493059,camila.navarro@example.com,false,true
addr-0075,Pedro Contreras,Etsy Returns,2812 Speer St,Ste 100,San Antonio,CO,80203,US,2514905125,pedro.contreras@example.com,true,true
addr-0076,Sofia Morales,Etsy Returns,3526 Maple St,,San Antonio,TX,80203,US,7819578223,sofia.morales@example.com,true,true
addr-0077,Blessing Castillo,Rebozo Co,2095 Alameda St,,Denver,TX,78209,US,6853021121,blessing.castillo@example.com,true,true
addr-0078,Hana Salazar,Rebozo Co,2411 Speer St,Apt 2,San Antonio,CO,78704,US,2152207359,hana.salazar@example.com,true,true
addr-0079,Natalia Cortes,,1036 Maple St,,Denver,CO,78704,US,4057276470,natalia.cortes@example.com,true,true
addr-0080,Hana Morales,Stonebridge Research,2116 Maple St,Unit 4,Aurora,CO,78209,US,9105699455,hana.morales@example.com,false,true
addr-0081,Esteban Bautista,Etsy Returns,1829 Broadway St,Apt 2,Aurora,CO,78704,US,8989998678,esteban.bautista@example.com,false,true
addr-0082,Esteban Escobar,Stonebridge Research,3931 Colfax St,Ste 100,Aurora,TX,80203,US,6089705081,esteban.escobar@example.com,true,true
addr-0083,Valentina Nguyen,,1324 Cedar St,Unit 4,Austin,TX,78704,US,7820122856,valentina.nguyen@example.com,true,true
addr-0084,Rafael Cohen,Stonebridge Research,3223 Cedar St,,Aurora,CO,80203,US,4123910162,rafael.cohen@example.com,false,true
addr-0085,Javier Reyes,,1052 Cedar St,Unit 4,Aurora,TX,80203,US,4936659799,javier.reyes@example.com,false,true
addr-0086,Fernando Zamora,Stonebridge Research,1421 Colfax St,Apt 2,Aurora,TX,78704,US,9112748367,fernando.zamora@example.com,true,true
addr-0087,Rosa Castillo,Rebozo Co,1492 Speer St,Unit 4,Aurora,TX,78704,US,7401758539,rosa.castillo@example.com,false,true
addr-0088,Adriana Rios,,1388 Maple St,Ste 100,Aurora,CO,80203,US,7852564590,adriana.rios@example.com,true,true
addr-0089,Carlos Nair,Stonebridge Research,3917 Alameda St,Unit 4,Denver,TX,78704,US,8384879219,carlos.nair@example.com,false,true
addr-0090,Daniel Cisneros,Stonebridge Research,3564 Broadway St,,Denver,TX,78209,US,6215193146,daniel.cisneros@example.com,true,true
addr-0091,Andres Cohen,Stonebridge Research,426 Maple St,Ste 100,Aurora,TX,78209,US,2100788332,andres.cohen@example.com,true,true
addr-0092,Fernando Rojas,,1214 Colfax St,Apt 2,San Antonio,CO,78209,US,6763488852,fernando.rojas@example.com,false,true
addr-0093,Leah Okafor,Rebozo Co,3343 Speer St,Unit 4,San Antonio,CO,78704,US,4472297913,leah.okafor@example.com,true,true
addr-0094,Daniel Rios,Etsy Returns,388 Colfax St,,Austin,TX,78704,US,7856886232,daniel.rios@example.com,false,true
addr-0095, Signal Jimenez,Stonebridge Research,220 Speer St,,Aurora,TX,78704,US,6352292973,signal.jimenez@example.com,true,true
addr-0096,Natalia Zamora,,1080 Colfax St,Unit 4,Denver,TX,80203,US,5424412885,natalia.zamora@example.com,true,true
addr-0097,Javier Nair,Etsy Returns,2210 Maple St,,San Antonio,CO,78209,US,5105656395,javier.nair@example.com,false,true
addr-0098,Elena Villalobos,Stonebridge Research,2140 Colfax St,Unit 4,Aurora,CO,78209,US,9180255700,elena.villalobos@example.com,true,true
addr-0099,Tomas Cisneros,,2676 Cedar St,,Aurora,TX,78209,US,7926327065,tomas.cisneros@example.com,true,true
addr-0100,Camila Morales,Etsy Returns,3857 Cedar St,,Austin,TX,78704,US,4212657683,camila.morales@example.com,false,true
addr-0101,Ramon Okafor,Etsy Returns,2693 Alameda St,Ste 100,Austin,CO,78704,US,8585497852,ramon.okafor@example.com,true,true
addr-0102,Elena Rojas,Etsy Returns,1625 Cedar St,,Austin,TX,78209,US,5912071938,elena.rojas@example.com,false,true
addr-0103,Hector Herrera,,3597 Alameda St,Ste 100,San Antonio,TX,78209,US,2245333725,hector.herrera@example.com,false,true
addr-0104,Esteban Cardenas,,3539 Broadway St,Ste 100,Austin,CO,80203,US,5617499813,esteban.cardenas@example.com,true,true
addr-0105,Cecilia Morales,Stonebridge Research,617 Maple St,,Aurora,TX,78209,US,5065298953,cecilia.morales@example.com,false,true
addr-0106,Lorena Aguilar,Etsy Returns,1319 Maple St,Ste 100,Denver,TX,80203,US,6733472315,lorena.aguilar@example.com,false,true
addr-0107,Ricardo Flores,Stonebridge Research,1198 Maple St,Unit 4,Austin,CO,78704,US,6020423364,ricardo.flores@example.com,false,true
addr-0108,Camila Nair,Rebozo Co,3468 Maple St,,Denver,TX,78209,US,8017731019,camila.nair@example.com,true,true
addr-0109,Tomas Okafor,Rebozo Co,3064 Speer St,Ste 100,San Antonio,TX,80203,US,4394194434,tomas.okafor@example.com,true,true
addr-0110,Marcus Reyes,,2714 Speer St,Apt 2,Aurora,CO,80203,US,8651120800,marcus.reyes@example.com,false,true
addr-0111,Natalia Peralta,Stonebridge Research,1795 Cedar St,Ste 100,Denver,TX,80203,US,4726542629,natalia.peralta@example.com,false,true
addr-0112,Leah Peralta,Stonebridge Research,1721 Maple St,Ste 100,Aurora,TX,78209,US,3719472667,leah.peralta@example.com,true,true
addr-0113,Carlos Cohen,,384 Colfax St,,San Antonio,CO,80203,US,3967143964,carlos.cohen@example.com,true,true
addr-0114,Leah Cohen,,544 Broadway St,Unit 4,San Antonio,CO,78704,US,8635369406,leah.cohen@example.com,true,true
addr-0115,Daniel Ortega,Stonebridge Research,330 Speer St,Ste 100,Denver,CO,80203,US,5159598284,daniel.ortega@example.com,false,true
addr-0116,Camila Cisneros,,280 Alameda St,,San Antonio,TX,78209,US,7465851773,camila.cisneros@example.com,false,true
addr-0117,Leah Escobar,Stonebridge Research,486 Speer St,Ste 100,San Antonio,TX,78704,US,9071836416,leah.escobar@example.com,false,true
addr-0118,Paola Vargas,Rebozo Co,3512 Cedar St,,Austin,CO,80203,US,6004185987,paola.vargas@example.com,false,true
addr-0119,Tomas Aguilar,Etsy Returns,3914 Maple St,Ste 100,Denver,TX,78209,US,5814507230,tomas.aguilar@example.com,true,true
addr-0120,Gabriel Park,,1805 Maple St,Ste 100,Austin,CO,78209,US,5396259439,gabriel.park@example.com,true,true
addr-0121,Omar Bautista,,2180 Colfax St,,Austin,CO,78704,US,3457384170,omar.bautista@example.com,true,true
addr-0122,Isabel Mendoza,Rebozo Co,3135 Colfax St,Unit 4,Denver,CO,78209,US,2195683601,isabel.mendoza@example.com,false,true
addr-0123,Blessing Park,Etsy Returns,1987 Colfax St,,San Antonio,CO,78209,US,5392101165,blessing.park@example.com,false,true
addr-0124,Gabriel Kowalski,Stonebridge Research,2307 Broadway St,Unit 4,Austin,TX,78704,US,6640188009,gabriel.kowalski@example.com,false,true
addr-0125,Harper Contreras,Stonebridge Research,3814 Speer St,Ste 100,Austin,CO,80203,US,8858689705,harper.contreras@example.com,true,true
addr-0126,Tomas Cho,,3778 Colfax St,Ste 100,Denver,TX,80203,US,2119788334,tomas.cho@example.com,true,true
addr-0127,Kevin Rojas,Rebozo Co,3773 Cedar St,Ste 100,Denver,CO,78704,US,7060566455,kevin.rojas@example.com,true,true
addr-0128,Diego Mendoza,,484 Speer St,Apt 2,Aurora,CO,80203,US,3930719263,diego.mendoza@example.com,false,true
addr-0129,Tomas Rios,Etsy Returns,2379 Speer St,Unit 4,Denver,TX,78209,US,9115018297,tomas.rios@example.com,false,true
addr-0130,Lucia Navarro,Rebozo Co,2293 Broadway St,Apt 2,Austin,TX,78209,US,7571257011,lucia.navarro@example.com,false,true
addr-0131,Guillermo Rangel,Rebozo Co,3487 Maple St,Unit 4,Aurora,CO,78209,US,3697977255,guillermo.rangel@example.com,true,true
addr-0132,Daniel Okafor,Rebozo Co,2391 Maple St,,San Antonio,TX,78704,US,4833372762,daniel.okafor@example.com,false,true
addr-0133,Hector Cohen,,2956 Alameda St,Unit 4,Austin,TX,80203,US,8036101303,hector.cohen@example.com,false,true
addr-0134,Sergio Herrera,Stonebridge Research,2872 Maple St,,Austin,TX,80203,US,6681888321,sergio.herrera@example.com,true,true
addr-0135,Priya Patel,Etsy Returns,3390 Maple St,,Austin,CO,80203,US,8504704474,priya.patel@example.com,true,true
addr-0136,Emilio Villalobos,,487 Colfax St,Apt 2,Aurora,TX,78209,US,8084986216,emilio.villalobos@example.com,true,true
addr-0137,Diego Flores,,585 Speer St,Apt 2,Aurora,TX,78704,US,5569861776,diego.flores@example.com,true,true
addr-0138,Emilio Solis,,2274 Colfax St,Ste 100,San Antonio,CO,78209,US,8840829778,emilio.solis@example.com,true,true
addr-0139,Renata Bautista,,2693 Maple St,,San Antonio,TX,78704,US,3915132419,renata.bautista@example.com,false,true
addr-0140,Miguel Kowalski,,2616 Colfax St,,San Antonio,TX,78704,US,4070072668,miguel.kowalski@example.com,false,true
addr-0141,Isabel Rangel,Etsy Returns,1759 Speer St,Apt 2,Aurora,TX,78704,US,8461516479,isabel.rangel@example.com,false,true
addr-0142,Sofia Flores,Stonebridge Research,3111 Colfax St,Unit 4,San Antonio,TX,78209,US,6872132105,sofia.flores@example.com,true,true
addr-0143,Adriana Mendoza,Rebozo Co,2559 Alameda St,Unit 4,Denver,CO,78209,US,4209241727,adriana.mendoza@example.com,true,true
addr-0144,Elena Bautista,,2020 Broadway St,Unit 4,Denver,CO,78209,US,3602462217,elena.bautista@example.com,true,true
addr-0145,Beatriz Cortes,Rebozo Co,695 Maple St,Unit 4,Austin,TX,78704,US,4164774222,beatriz.cortes@example.com,false,true
addr-0146,Wei Vega,Rebozo Co,2580 Colfax St,,Denver,CO,80203,US,4702274907,wei.vega@example.com,true,true
addr-0147,Fernando Cisneros,,2331 Broadway St,Apt 2,San Antonio,CO,78704,US,2367717869,fernando.cisneros@example.com,false,true
addr-0148,Lucia Cho,Etsy Returns,584 Alameda St,Unit 4,San Antonio,TX,80203,US,6469440660,lucia.cho@example.com,false,true
addr-0149,Rosa Jimenez,,3535 Maple St,Unit 4,Aurora,TX,78704,US,4716721774,rosa.jimenez@example.com,false,true
addr-0150,Fernando Reyes,Stonebridge Research,3754 Colfax St,Ste 100,Aurora,TX,78704,US,8417847476,fernando.reyes@example.com,true,true
addr-0151,Ana Okafor,,705 Maple St,Ste 100,Austin,CO,78704,US,5420129976,ana.okafor@example.com,false,true
addr-0152,Mariana Rios,Stonebridge Research,472 Cedar St,,Austin,CO,80203,US,4457768830,mariana.rios@example.com,true,true
addr-0153,Diego Herrera,,1563 Broadway St,Unit 4,Austin,CO,78209,US,3762335117,diego.herrera@example.com,true,true
addr-0154,Omar Nguyen,Etsy Returns,287 Maple St,Ste 100,Austin,TX,78209,US,6002528897,omar.nguyen@example.com,true,true
addr-0155,Sergio Herrera,Stonebridge Research,2153 Cedar St,Apt 2,Denver,CO,80203,US,7781334569,sergio.herrera@example.com,false,true
addr-0156,Omar Flores,Stonebridge Research,1064 Cedar St,Unit 4,Austin,TX,78209,US,6808469900,omar.flores@example.com,false,true
addr-0157,Aisha Reyes,Rebozo Co,1829 Colfax St,Unit 4,San Antonio,CO,78704,US,7199855448,aisha.reyes@example.com,false,true
addr-0158,Mariana Bautista,,3223 Maple St,,Denver,TX,78209,US,5448813163,mariana.bautista@example.com,true,true
addr-0159,Ricardo Contreras,Etsy Returns,3057 Speer St,Unit 4,Aurora,CO,78704,US,4298242407,ricardo.contreras@example.com,false,true
addr-0160,Camila Ortega,Rebozo Co,1874 Alameda St,Apt 2,Aurora,CO,80203,US,7196231537,camila.ortega@example.com,true,true
addr-0161,Tomas Cho,,3862 Maple St,Ste 100,Aurora,TX,78704,US,2982609071,tomas.cho@example.com,true,true
addr-0162,Marcus Zamora,Rebozo Co,297 Broadway St,Ste 100,Denver,CO,78209,US,3398942615,marcus.zamora@example.com,false,true
addr-0163,Ricardo Reyes,Rebozo Co,275 Cedar St,Apt 2,San Antonio,CO,80203,US,5620619175,ricardo.reyes@example.com,true,true
addr-0164,Monica Vargas,,2473 Cedar St,Ste 100,Denver,TX,78209,US,8569072463,monica.vargas@example.com,false,true
addr-0165,Alejandro Contreras,Stonebridge Research,1059 Alameda St,Ste 100,Austin,CO,78704,US,8926313824,alejandro.contreras@example.com,false,true
addr-0166,Rafael Zamora,,2626 Broadway St,Apt 2,Austin,CO,80203,US,7582907974,rafael.zamora@example.com,false,true
addr-0167,Ramon Castillo,Stonebridge Research,3634 Alameda St,,Denver,TX,78209,US,4891281774,ramon.castillo@example.com,false,true
addr-0168,Paola Vega,,599 Maple St,Ste 100,San Antonio,CO,80203,US,6205452511,paola.vega@example.com,false,true
addr-0169,Jordan Vega,Stonebridge Research,1031 Maple St,,Denver,TX,78209,US,2250372769,jordan.vega@example.com,false,true
addr-0170,Javier Ortega,Stonebridge Research,982 Cedar St,Apt 2,Aurora,TX,78704,US,8560636460,javier.ortega@example.com,false,true
addr-0171,Carlos Okafor,,3877 Broadway St,Apt 2,Denver,TX,78209,US,6226359361,carlos.okafor@example.com,true,true
addr-0172,Beatriz Delgado,,2627 Colfax St,Ste 100,San Antonio,TX,78209,US,7804624932,beatriz.delgado@example.com,false,true
addr-0173,Rachel Park,Etsy Returns,1364 Alameda St,Unit 4,Denver,CO,80203,US,5020657641,rachel.park@example.com,false,true
addr-0174,Pedro Delgado,,757 Alameda St,Ste 100,Aurora,TX,78209,US,3551320334,pedro.delgado@example.com,false,true
addr-0175,Kevin Herrera,Stonebridge Research,597 Alameda St,,Austin,CO,80203,US,7340413702,kevin.herrera@example.com,true,true
addr-0176,Harper Morales,Rebozo Co,2330 Alameda St,Ste 100,Austin,CO,78209,US,6159225730,harper.morales@example.com,true,true
addr-0177,Lucia Rios,,3132 Alameda St,Apt 2,Denver,TX,78704,US,5834005290,lucia.rios@example.com,false,true
addr-0178,Beatriz Guzman,Etsy Returns,3660 Alameda St,Unit 4,Austin,CO,78704,US,5690044353,beatriz.guzman@example.com,true,true
addr-0179,Rafael Villalobos,Stonebridge Research,2197 Alameda St,Ste 100,Aurora,CO,78704,US,7093486307,rafael.villalobos@example.com,false,true
addr-0180,Monica Whitfield,Stonebridge Research,1585 Maple St,Ste 100,Aurora,TX,80203,US,5269849112,monica.whitfield@example.com,false,true
addr-0181,Harper Gutierrez,,3753 Alameda St,Ste 100,Denver,CO,80203,US,8303476156,harper.gutierrez@example.com,false,true
addr-0182,Teresa Contreras,,3278 Speer St,Ste 100,Aurora,TX,80203,US,5670562285,teresa.contreras@example.com,true,true
addr-0183,Marcus Bautista,Stonebridge Research,2625 Broadway St,Unit 4,San Antonio,CO,78209,US,8323813793,marcus.bautista@example.com,false,true
addr-0184,Alejandro Cortes,Rebozo Co,2323 Colfax St,,Aurora,TX,80203,US,9011241484,alejandro.cortes@example.com,true,true
addr-0185,Lucia Cohen,Stonebridge Research,571 Colfax St,Apt 2,San Antonio,TX,78209,US,7736865732,lucia.cohen@example.com,false,true
addr-0186,Monica Park,Rebozo Co,893 Maple St,,Austin,CO,78209,US,7103137172,monica.park@example.com,false,true
addr-0187,Elena Cho,Etsy Returns,3777 Colfax St,,San Antonio,TX,80203,US,8826984161,elena.cho@example.com,true,true
addr-0188, Signal Marchetti,Rebozo Co,393 Broadway St,Ste 100,Aurora,TX,78209,US,3315566473,signal.marchetti@example.com,true,true
addr-0189,Diego Gutierrez,Stonebridge Research,1399 Maple St,Apt 2,Austin,TX,80203,US,8520852908,diego.gutierrez@example.com,false,true
addr-0190,Lucia Park,Stonebridge Research,891 Colfax St,Ste 100,San Antonio,CO,78209,US,5148638793,lucia.park@example.com,true,true
addr-0191,Marcus Cisneros,,1341 Cedar St,Unit 4,Aurora,CO,80203,US,2577751967,marcus.cisneros@example.com,false,true
addr-0192,Isabel Kowalski,,652 Cedar St,Apt 2,Austin,CO,78209,US,4879761036,isabel.kowalski@example.com,true,true
addr-0193,Ricardo Okafor,Stonebridge Research,2493 Speer St,Ste 100,Austin,CO,80203,US,5847207632,ricardo.okafor@example.com,true,true
addr-0194,Beatriz Nair,,219 Alameda St,Apt 2,Aurora,CO,80203,US,6313949003,beatriz.nair@example.com,false,true
addr-0195,Blessing Beltran,,2571 Broadway St,Unit 4,Aurora,TX,78704,US,2509705084,blessing.beltran@example.com,false,true
addr-0196,Cecilia Mendoza,,2845 Maple St,,Denver,CO,80203,US,3299824979,cecilia.mendoza@example.com,false,true
addr-0197,Leah Serrano,,3832 Alameda St,Apt 2,Austin,CO,78209,US,3563032527,leah.serrano@example.com,false,true
addr-0198,Marcus Gutierrez,,975 Alameda St,Ste 100,Aurora,CO,80203,US,8197035331,marcus.gutierrez@example.com,false,true
addr-0199,Diego Cortes,,2985 Speer St,Ste 100,Austin,CO,78209,US,4342377125,diego.cortes@example.com,true,true
addr-0200,Natalia Contreras,,1411 Colfax St,Apt 2,Aurora,TX,80203,US,2351758289,natalia.contreras@example.com,false,true
addr-0201,Wei Cortes,,1914 Cedar St,Ste 100,San Antonio,TX,80203,US,2854046790,wei.cortes@example.com,true,true
addr-0202,Kevin Cardenas,Stonebridge Research,1056 Broadway St,Unit 4,Austin,TX,78209,US,9103095837,kevin.cardenas@example.com,false,true
addr-0203,Pedro Zamora,,3182 Cedar St,Ste 100,San Antonio,TX,78209,US,7939608377,pedro.zamora@example.com,false,true
addr-0204,Lorena Gutierrez,,1843 Maple St,Apt 2,San Antonio,CO,80203,US,8487595605,lorena.gutierrez@example.com,false,true
addr-0205,Javier Bautista,,618 Maple St,Unit 4,Denver,CO,80203,US,4767714574,javier.bautista@example.com,true,true
addr-0206,Javier Reyes,,3834 Colfax St,,Aurora,CO,80203,US,8104685861,javier.reyes@example.com,false,true
