id,employeeId,name,type,start,end
who-bg-018,hb_hari,Hari Jefferson,Holiday,2026-08-04,2026-08-04
who-bg-019,hb_amit,Amit Sharma,Sick,2026-04-09,2026-04-09
who-bg-020,hb_amit,Amit Sharma,Vacation,2026-03-01,2026-03-01
who-bg-021,hb_deshawn,DeShawn Williams,Holiday,2026-07-19,2026-07-19
who-bg-022,hb_maya,Maya Singh,Holiday,2026-02-16,2026-02-16
who-bg-023,hb_maya,Maya Singh,Sick,2026-05-15,2026-05-15
who-bg-024,hb_miguel,Miguel Reyes,Vacation,2026-02-02,2026-02-02
who-bg-025,hb_hari,Hari Jefferson,Sick,2026-02-17,2026-02-17
who-bg-026,hb_miguel,Miguel Reyes,Holiday,2026-03-04,2026-03-04
who-bg-027,hb_miguel,Miguel Reyes,Holiday,2026-09-23,2026-09-23
who-bg-028,hb_carlos,Carlos Medina,Personal,2026-07-09,2026-07-09
who-bg-029,hb_deshawn,DeShawn Williams,Sick,2026-06-11,2026-06-11
who-bg-030,hb_carlos,Carlos Medina,Holiday,2026-08-24,2026-08-24
who-bg-031,hb_miguel,Miguel Reyes,Personal,2026-05-13,2026-05-13
who-bg-033,hb_carlos,Carlos Medina,Vacation,2026-01-07,2026-01-07
who-bg-034,hb_carlos,Carlos Medina,Sick,2026-02-21,2026-02-21
who-bg-035,hb_amit,Amit Sharma,Holiday,2026-06-02,2026-06-02
who-bg-036,hb_maya,Maya Singh,Holiday,2026-02-12,2026-02-12
who-bg-037,hb_hari,Hari Jefferson,Sick,2026-01-15,2026-01-15
who-bg-038,hb_deshawn,DeShawn Williams,Vacation,2026-02-14,2026-02-14
who-bg-039,hb_miguel,Miguel Reyes,Personal,2026-03-02,2026-03-02
who-bg-040,hb_carlos,Carlos Medina,Vacation,2026-03-18,2026-03-18
who-bg-041,hb_deshawn,DeShawn Williams,Vacation,2026-07-17,2026-07-17
who-bg-042,hb_miguel,Miguel Reyes,Personal,2026-04-18,2026-04-18
who-bg-043,hb_amit,Amit Sharma,Holiday,2026-04-16,2026-04-16
who-bg-044,hb_carlos,Carlos Medina,Sick,2026-09-26,2026-09-26
who-bg-045,hb_hari,Hari Jefferson,Personal,2026-04-26,2026-04-26
who-bg-046,hb_carlos,Carlos Medina,Personal,2026-07-07,2026-07-07
who-bg-047,hb_maya,Maya Singh,Personal,2026-04-06,2026-04-06
who-bg-048,hb_maya,Maya Singh,Personal,2026-09-15,2026-09-15
who-bg-049,hb_amit,Amit Sharma,Vacation,2026-02-16,2026-02-16
who-bg-050,hb_amit,Amit Sharma,Holiday,2026-01-10,2026-01-10
who-bg-051,hb_deshawn,DeShawn Williams,Holiday,2026-07-23,2026-07-23
who-bg-052,hb_miguel,Miguel Reyes,Holiday,2026-09-12,2026-09-12
who-bg-053,hb_amit,Amit Sharma,Holiday,2026-07-13,2026-07-13
who-bg-054,hb_maya,Maya Singh,Personal,2026-01-20,2026-01-20
who-bg-055,hb_deshawn,DeShawn Williams,Vacation,2026-08-22,2026-08-22
who-bg-056,hb_miguel,Miguel Reyes,Personal,2026-06-12,2026-06-12
who-bg-057,hb_hari,Hari Jefferson,Sick,2026-06-12,2026-06-12
who-bg-058,hb_carlos,Carlos Medina,Vacation,2026-03-06,2026-03-06
who-bg-059,hb_maya,Maya Singh,Vacation,2026-06-12,2026-06-12
who-bg-060,hb_amit,Amit Sharma,Holiday,2026-03-11,2026-03-11
who-bg-061,hb_deshawn,DeShawn Williams,Holiday,2026-02-17,2026-02-17
who-bg-062,hb_carlos,Carlos Medina,Vacation,2026-01-16,2026-01-16
who-bg-063,hb_hari,Hari Jefferson,Vacation,2026-02-01,2026-02-01
who-bg-065,hb_maya,Maya Singh,Vacation,2026-09-08,2026-09-08
who-bg-067,hb_maya,Maya Singh,Vacation,2026-01-24,2026-01-24
who-bg-068,hb_maya,Maya Singh,Holiday,2026-08-23,2026-08-23
who-bg-069,hb_deshawn,DeShawn Williams,Holiday,2026-08-15,2026-08-15
who-bg-070,hb_miguel,Miguel Reyes,Sick,2026-02-12,2026-02-12
who-bg-071,hb_miguel,Miguel Reyes,Personal,2026-04-10,2026-04-10
who-bg-072,hb_miguel,Miguel Reyes,Personal,2026-06-24,2026-06-24
who-bg-073,hb_hari,Hari Jefferson,Sick,2026-01-01,2026-01-01
who-bg-074,hb_hari,Hari Jefferson,Sick,2026-07-03,2026-07-03
who-bg-075,hb_deshawn,DeShawn Williams,Sick,2026-08-23,2026-08-23
who-bg-076,hb_amit,Amit Sharma,Personal,2026-02-21,2026-02-21
who-bg-077,hb_deshawn,DeShawn Williams,Holiday,2026-08-06,2026-08-06
who-bg-078,hb_amit,Amit Sharma,Vacation,2026-03-01,2026-03-01
who-bg-079,hb_hari,Hari Jefferson,Holiday,2026-06-26,2026-06-26
who-bg-081,hb_deshawn,DeShawn Williams,Holiday,2026-02-20,2026-02-20
who-bg-082,hb_maya,Maya Singh,Vacation,2026-08-06,2026-08-06
who-bg-083,hb_maya,Maya Singh,Personal,2026-05-04,2026-05-04
who-bg-084,hb_hari,Hari Jefferson,Personal,2026-03-10,2026-03-10
who-bg-085,hb_miguel,Miguel Reyes,Personal,2026-05-24,2026-05-24
who-bg-086,hb_hari,Hari Jefferson,Holiday,2026-09-22,2026-09-22
who-bg-087,hb_carlos,Carlos Medina,Vacation,2026-01-26,2026-01-26
who-bg-088,hb_miguel,Miguel Reyes,Holiday,2026-04-26,2026-04-26
who-bg-089,hb_maya,Maya Singh,Personal,2026-02-27,2026-02-27
who-bg-090,hb_carlos,Carlos Medina,Personal,2026-08-08,2026-08-08
who-bg-091,hb_amit,Amit Sharma,Vacation,2026-01-04,2026-01-04
who-bg-092,hb_miguel,Miguel Reyes,Personal,2026-02-15,2026-02-15
who-bg-093,hb_amit,Amit Sharma,Holiday,2026-09-05,2026-09-05
who-bg-094,hb_maya,Maya Singh,Holiday,2026-09-08,2026-09-08
who-bg-095,hb_carlos,Carlos Medina,Sick,2026-07-01,2026-07-01
who-bg-096,hb_deshawn,DeShawn Williams,Holiday,2026-04-13,2026-04-13
who-bg-097,hb_deshawn,DeShawn Williams,Personal,2026-03-17,2026-03-17
who-bg-098,hb_deshawn,DeShawn Williams,Sick,2026-09-24,2026-09-24
who-bg-099,hb_miguel,Miguel Reyes,Vacation,2026-03-03,2026-03-03
who-pad-101,hb_amit,Amit Sharma,Vacation,2026-08-27,2026-08-27
who-pad-102,hb_miguel,Miguel Reyes,Sick,2026-08-14,2026-08-14
who-pad-103,hb_maya,Maya Singh,Personal,2026-06-23,2026-06-23
who-pad-104,hb_hari,Hari Jefferson,Sick,2026-02-08,2026-02-08
who-pad-105,hb_hari,Hari Jefferson,Vacation,2026-09-20,2026-09-20
who-pad-106,hb_maya,Maya Singh,Sick,2026-05-04,2026-05-04
