uuid,event,name,email,status,timezone,created_at,questions_and_answers
inv-6005,sev-2005,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-07-06T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6006,sev-2006,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-06-14T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6007,sev-2007,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-09-27T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6008,sev-2008,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,canceled,America/New_York,2026-09-23T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6009,sev-2009,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-04T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6010,sev-2010,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-09-05T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6011,sev-2011,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-06-06T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6012,sev-2012,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-15T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6013,sev-2013,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-05-05T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6014,sev-2014,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-07-23T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6015,sev-2015,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-07-03T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6016,sev-2016,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-14T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6017,sev-2017,Scott Henderson,scott.henderson.law@gmail.com,canceled,America/New_York,2026-06-12T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6018,sev-2018,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-05-21T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6019,sev-2019,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-05-19T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6020,sev-2020,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-07-15T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6021,sev-2021,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-07-13T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6022,sev-2022,Scott Henderson,scott.henderson.law@gmail.com,canceled,America/New_York,2026-05-09T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6023,sev-2023,Sarah Henderson,sarah.henderson.design@gmail.com,canceled,America/New_York,2026-05-22T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6024,sev-2024,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-08-15T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6025,sev-2025,Mike Torres,mike.torres.data@gmail.com,canceled,America/New_York,2026-06-16T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6026,sev-2026,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-05-24T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6027,sev-2027,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-05-27T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6028,sev-2028,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-08-14T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6029,sev-2029,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-05-06T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6030,sev-2030,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-27T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6031,sev-2031,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-09-16T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6032,sev-2032,Rebecca Foster,rebecca.foster@gmail.com,canceled,America/New_York,2026-06-07T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6033,sev-2033,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-09-17T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6034,sev-2034,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-05-19T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6035,sev-2035,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-07-05T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6036,sev-2036,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-21T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6037,sev-2037,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-09-19T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6038,sev-2038,Mike Torres,mike.torres.data@gmail.com,canceled,America/New_York,2026-06-08T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6039,sev-2039,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-09-03T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6040,sev-2040,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-05-19T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6041,sev-2041,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-09-17T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6042,sev-2042,Rebecca Kessler,m.kessler@gmail.com,canceled,America/New_York,2026-08-13T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6043,sev-2043,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-06-09T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6044,sev-2044,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-08-19T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6045,sev-2045,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-25T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6046,sev-2046,Sarah Henderson,sarah.henderson.design@gmail.com,canceled,America/New_York,2026-07-21T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6047,sev-2047,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-09-16T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6048,sev-2048,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-06-02T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6049,sev-2049,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-05-13T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6050,sev-2050,Scott Henderson,scott.henderson.law@gmail.com,canceled,America/New_York,2026-09-17T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6051,sev-2051,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-05-25T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6052,sev-2052,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-05-15T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6053,sev-2053,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-07-06T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6054,sev-2054,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-07-19T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6055,sev-2055,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-09-04T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6056,sev-2056,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-06-11T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6057,sev-2057,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-07-06T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6058,sev-2058,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-07-02T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6059,sev-2059,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-06-23T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6060,sev-2060,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-07-20T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6061,sev-2061,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-09-14T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6062,sev-2062,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-08-22T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6063,sev-2063,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-06-11T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6064,sev-2064,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-08-04T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6065,sev-2065,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-07-01T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6066,sev-2066,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-25T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6067,sev-2067,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-19T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6068,sev-2068,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-08-14T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6069,sev-2069,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-09-01T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6070,sev-2070,Rebecca Kessler,m.kessler@gmail.com,active,America/New_York,2026-07-22T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6071,sev-2071,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-07-24T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6072,sev-2072,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-16T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6073,sev-2073,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-08-25T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6074,sev-2074,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-05-17T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6075,sev-2075,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-27T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6076,sev-2076,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-09-25T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6077,sev-2077,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-06-05T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6078,sev-2078,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-06-04T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6079,sev-2079,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-08-14T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6080,sev-2080,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-08-12T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6081,sev-2081,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-07-12T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6082,sev-2082,Mark Stevens,mark.stevens@gmail.com,canceled,America/New_York,2026-06-20T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6083,sev-2083,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,active,America/New_York,2026-06-24T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6084,sev-2084,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-16T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6085,sev-2085,Mike Torres,mike.torres.data@gmail.com,active,America/New_York,2026-05-14T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6086,sev-2086,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-08-07T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6087,sev-2087,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-07-23T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6088,sev-2088,Scott Henderson,scott.henderson.law@gmail.com,active,America/New_York,2026-07-17T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6089,sev-2089,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-08-27T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6090,sev-2090,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-05-26T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6091,sev-2091,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-08-27T00:00:00Z,What would you like to discuss?|Biostatistics consult
inv-6092,sev-2092,Rebecca Foster,rebecca.foster@gmail.com,active,America/New_York,2026-06-11T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6093,sev-2093,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-08-12T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6094,sev-2094,Mark Stevens,mark.stevens@gmail.com,active,America/New_York,2026-09-25T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6095,sev-2095,Rebecca Kessler,m.kessler@gmail.com,canceled,America/New_York,2026-07-01T00:00:00Z,What would you like to discuss?|Manuscript revision plan
inv-6096,sev-2096,Sarah Henderson,sarah.henderson.design@gmail.com,active,America/New_York,2026-06-17T00:00:00Z,What would you like to discuss?|Pricing and onboarding
inv-6097,sev-2097,Jesse Torres,j.torres@student.amberfieldinstitute.edu,active,America/New_York,2026-09-12T00:00:00Z,What would you like to discuss?|Project scope and timeline
inv-6098,sev-2098,Alicia Nyugen,alicia.nyugen@student.amberfieldinstitute.edu,canceled,America/New_York,2026-05-20T00:00:00Z,What would you like to discuss?|Mentorship and coursework
inv-6099,sev-2099,Scott Henderson,scott.henderson.law@gmail.com,canceled,America/New_York,2026-05-22T00:00:00Z,What would you like to discuss?|Project scope and timeline
