id,name,company,from_name,from_email,subject,member_count,unsubscribe_count,date_created
mailchimp_lists_1018,Mailchimp item 18,company_18,Mailchimp item 18,user18@mailchimp.example,Mailchimp item 18,1189,2371,2026-08-19T15:00:00
mailchimp_lists_1019,Mailchimp item 19,company_19,Mailchimp item 19,user19@mailchimp.example,Mailchimp item 19,2869,664,2026-08-20T22:00:00
mailchimp_lists_1020,Mailchimp item 20,company_20,Mailchimp item 20,user20@mailchimp.example,Mailchimp item 20,2266,3036,2026-08-21T22:00:00
mailchimp_lists_1021,Mailchimp item 21,company_21,Mailchimp item 21,user21@mailchimp.example,Mailchimp item 21,388,3987,2026-08-22T21:00:00
mailchimp_lists_1022,Mailchimp item 22,company_22,Mailchimp item 22,user22@mailchimp.example,Mailchimp item 22,46,1547,2026-08-23T15:00:00
mailchimp_lists_1023,Mailchimp item 23,company_23,Mailchimp item 23,user23@mailchimp.example,Mailchimp item 23,2731,3478,2026-08-24T12:00:00
mailchimp_lists_1024,Mailchimp item 24,company_24,Mailchimp item 24,user24@mailchimp.example,Mailchimp item 24,3955,661,2026-08-25T16:00:00
mailchimp_lists_1025,Mailchimp item 25,company_25,Mailchimp item 25,user25@mailchimp.example,Mailchimp item 25,37,4908,2026-08-26T09:00:00
mailchimp_lists_1026,Mailchimp item 26,company_26,Mailchimp item 26,user26@mailchimp.example,Mailchimp item 26,3203,531,2026-08-27T06:00:00
mailchimp_lists_1027,Mailchimp item 27,company_27,Mailchimp item 27,user27@mailchimp.example,Mailchimp item 27,2412,4801,2026-08-28T21:00:00
mailchimp_lists_1028,Mailchimp item 28,company_28,Mailchimp item 28,user28@mailchimp.example,Mailchimp item 28,575,3807,2026-08-29T05:00:00
mailchimp_lists_1029,Mailchimp item 29,company_29,Mailchimp item 29,user29@mailchimp.example,Mailchimp item 29,2012,3818,2026-08-30T06:00:00
mailchimp_lists_1030,Mailchimp item 30,company_30,Mailchimp item 30,user30@mailchimp.example,Mailchimp item 30,1958,125,2026-08-31T06:00:00
mailchimp_lists_1031,Mailchimp item 31,company_31,Mailchimp item 31,user31@mailchimp.example,Mailchimp item 31,375,3339,2026-09-01T13:00:00
mailchimp_lists_1032,Mailchimp item 32,company_32,Mailchimp item 32,user32@mailchimp.example,Mailchimp item 32,30,236,2026-09-02T05:00:00
mailchimp_lists_1033,Mailchimp item 33,company_33,Mailchimp item 33,user33@mailchimp.example,Mailchimp item 33,4529,2125,2026-09-03T08:00:00
mailchimp_lists_1034,Mailchimp item 34,company_34,Mailchimp item 34,user34@mailchimp.example,Mailchimp item 34,1601,857,2026-09-04T00:00:00
mailchimp_lists_1035,Mailchimp item 35,company_35,Mailchimp item 35,user35@mailchimp.example,Mailchimp item 35,145,2556,2026-09-05T23:00:00
mailchimp_lists_1036,Mailchimp item 36,company_36,Mailchimp item 36,user36@mailchimp.example,Mailchimp item 36,2019,1708,2026-09-06T09:00:00
mailchimp_lists_1037,Mailchimp item 37,company_37,Mailchimp item 37,user37@mailchimp.example,Mailchimp item 37,4741,4362,2026-09-07T10:00:00
mailchimp_lists_1038,Mailchimp item 38,company_38,Mailchimp item 38,user38@mailchimp.example,Mailchimp item 38,3432,4638,2026-09-08T23:00:00
mailchimp_lists_1039,Mailchimp item 39,company_39,Mailchimp item 39,user39@mailchimp.example,Mailchimp item 39,2369,3599,2026-09-09T08:00:00
mailchimp_lists_1040,Mailchimp item 40,company_40,Mailchimp item 40,user40@mailchimp.example,Mailchimp item 40,1633,3856,2026-09-10T15:00:00
mailchimp_lists_1041,Mailchimp item 41,company_41,Mailchimp item 41,user41@mailchimp.example,Mailchimp item 41,2114,162,2026-09-11T15:00:00
mailchimp_lists_1042,Mailchimp item 42,company_42,Mailchimp item 42,user42@mailchimp.example,Mailchimp item 42,3303,4701,2026-09-12T13:00:00
mailchimp_lists_1043,Mailchimp item 43,company_43,Mailchimp item 43,user43@mailchimp.example,Mailchimp item 43,1814,4771,2026-09-13T12:00:00
mailchimp_lists_1044,Mailchimp item 44,company_44,Mailchimp item 44,user44@mailchimp.example,Mailchimp item 44,1857,4641,2026-09-14T13:00:00
mailchimp_lists_1045,Mailchimp item 45,company_45,Mailchimp item 45,user45@mailchimp.example,Mailchimp item 45,4581,1693,2026-09-15T17:00:00
mailchimp_lists_1046,Mailchimp item 46,company_46,Mailchimp item 46,user46@mailchimp.example,Mailchimp item 46,1982,3051,2026-09-16T03:00:00
mailchimp_lists_1047,Mailchimp item 47,company_47,Mailchimp item 47,user47@mailchimp.example,Mailchimp item 47,2634,4751,2026-09-17T03:00:00
mailchimp_lists_1048,Mailchimp item 48,company_48,Mailchimp item 48,user48@mailchimp.example,Mailchimp item 48,2008,2651,2026-09-18T14:00:00
mailchimp_lists_1049,Mailchimp item 49,company_49,Mailchimp item 49,user49@mailchimp.example,Mailchimp item 49,4752,94,2026-09-19T09:00:00
mailchimp_lists_1050,Mailchimp item 50,company_50,Mailchimp item 50,user50@mailchimp.example,Mailchimp item 50,537,307,2026-09-20T08:00:00
mailchimp_lists_1051,Mailchimp item 51,company_51,Mailchimp item 51,user51@mailchimp.example,Mailchimp item 51,1698,282,2026-09-21T06:00:00
mailchimp_lists_1052,Mailchimp item 52,company_52,Mailchimp item 52,user52@mailchimp.example,Mailchimp item 52,618,2181,2026-09-22T13:00:00
mailchimp_lists_1053,Mailchimp item 53,company_53,Mailchimp item 53,user53@mailchimp.example,Mailchimp item 53,2332,1282,2026-09-23T16:00:00
mailchimp_lists_1054,Mailchimp item 54,company_54,Mailchimp item 54,user54@mailchimp.example,Mailchimp item 54,4441,4354,2026-09-24T23:00:00
mailchimp_lists_1055,Mailchimp item 55,company_55,Mailchimp item 55,user55@mailchimp.example,Mailchimp item 55,4041,673,2026-09-25T04:00:00
mailchimp_lists_1056,Mailchimp item 56,company_56,Mailchimp item 56,user56@mailchimp.example,Mailchimp item 56,4116,1,2026-09-26T21:00:00
mailchimp_lists_1057,Mailchimp item 57,company_57,Mailchimp item 57,user57@mailchimp.example,Mailchimp item 57,4743,2091,2026-09-27T13:00:00
mailchimp_lists_1058,Mailchimp item 58,company_58,Mailchimp item 58,user58@mailchimp.example,Mailchimp item 58,4888,4700,2026-09-28T03:00:00
mailchimp_lists_1059,Mailchimp item 59,company_59,Mailchimp item 59,user59@mailchimp.example,Mailchimp item 59,22,3158,2026-09-29T12:00:00
mailchimp_lists_1060,Mailchimp item 60,company_60,Mailchimp item 60,user60@mailchimp.example,Mailchimp item 60,4361,3804,2026-08-01T00:00:00
mailchimp_lists_1061,Mailchimp item 61,company_61,Mailchimp item 61,user61@mailchimp.example,Mailchimp item 61,2033,2329,2026-08-02T01:00:00
mailchimp_lists_1062,Mailchimp item 62,company_62,Mailchimp item 62,user62@mailchimp.example,Mailchimp item 62,4173,3549,2026-08-03T10:00:00
mailchimp_lists_1063,Mailchimp item 63,company_63,Mailchimp item 63,user63@mailchimp.example,Mailchimp item 63,483,1928,2026-08-04T07:00:00
mailchimp_lists_1064,Mailchimp item 64,company_64,Mailchimp item 64,user64@mailchimp.example,Mailchimp item 64,97,2758,2026-08-05T04:00:00
mailchimp_lists_1065,Mailchimp item 65,company_65,Mailchimp item 65,user65@mailchimp.example,Mailchimp item 65,1012,763,2026-08-06T10:00:00
mailchimp_lists_1066,Mailchimp item 66,company_66,Mailchimp item 66,user66@mailchimp.example,Mailchimp item 66,1712,63,2026-08-07T16:00:00
mailchimp_lists_1067,Mailchimp item 67,company_67,Mailchimp item 67,user67@mailchimp.example,Mailchimp item 67,1766,3503,2026-08-08T21:00:00
mailchimp_lists_1068,Mailchimp item 68,company_68,Mailchimp item 68,user68@mailchimp.example,Mailchimp item 68,507,4554,2026-08-09T12:00:00
mailchimp_lists_1069,Mailchimp item 69,company_69,Mailchimp item 69,user69@mailchimp.example,Mailchimp item 69,2574,700,2026-08-10T09:00:00
mailchimp_lists_1070,Mailchimp item 70,company_70,Mailchimp item 70,user70@mailchimp.example,Mailchimp item 70,2411,4298,2026-08-11T18:00:00
mailchimp_lists_1071,Mailchimp item 71,company_71,Mailchimp item 71,user71@mailchimp.example,Mailchimp item 71,2237,3077,2026-08-12T09:00:00
mailchimp_lists_1072,Mailchimp item 72,company_72,Mailchimp item 72,user72@mailchimp.example,Mailchimp item 72,1492,1816,2026-08-13T09:00:00
mailchimp_lists_1073,Mailchimp item 73,company_73,Mailchimp item 73,user73@mailchimp.example,Mailchimp item 73,2316,3414,2026-08-14T01:00:00
mailchimp_lists_1074,Mailchimp item 74,company_74,Mailchimp item 74,user74@mailchimp.example,Mailchimp item 74,1149,209,2026-08-15T14:00:00
mailchimp_lists_1075,Mailchimp item 75,company_75,Mailchimp item 75,user75@mailchimp.example,Mailchimp item 75,4300,4605,2026-08-16T01:00:00
mailchimp_lists_1076,Mailchimp item 76,company_76,Mailchimp item 76,user76@mailchimp.example,Mailchimp item 76,1834,1597,2026-08-17T06:00:00
mailchimp_lists_1077,Mailchimp item 77,company_77,Mailchimp item 77,user77@mailchimp.example,Mailchimp item 77,731,3137,2026-08-18T11:00:00
mailchimp_lists_1078,Mailchimp item 78,company_78,Mailchimp item 78,user78@mailchimp.example,Mailchimp item 78,4961,4373,2026-08-19T18:00:00
mailchimp_lists_1079,Mailchimp item 79,company_79,Mailchimp item 79,user79@mailchimp.example,Mailchimp item 79,4531,2795,2026-08-20T12:00:00
mailchimp_lists_1080,Mailchimp item 80,company_80,Mailchimp item 80,user80@mailchimp.example,Mailchimp item 80,2514,421,2026-08-21T09:00:00
mailchimp_lists_1081,Mailchimp item 81,company_81,Mailchimp item 81,user81@mailchimp.example,Mailchimp item 81,937,130,2026-08-22T12:00:00
mailchimp_lists_1082,Mailchimp item 82,company_82,Mailchimp item 82,user82@mailchimp.example,Mailchimp item 82,2688,937,2026-08-23T18:00:00
mailchimp_lists_1083,Mailchimp item 83,company_83,Mailchimp item 83,user83@mailchimp.example,Mailchimp item 83,923,3472,2026-08-24T09:00:00
mailchimp_lists_1084,Mailchimp item 84,company_84,Mailchimp item 84,user84@mailchimp.example,Mailchimp item 84,285,1697,2026-08-25T05:00:00
mailchimp_lists_1085,Mailchimp item 85,company_85,Mailchimp item 85,user85@mailchimp.example,Mailchimp item 85,169,1531,2026-08-26T16:00:00
mailchimp_lists_1086,Mailchimp item 86,company_86,Mailchimp item 86,user86@mailchimp.example,Mailchimp item 86,2096,1370,2026-08-27T23:00:00
mailchimp_lists_1087,Mailchimp item 87,company_87,Mailchimp item 87,user87@mailchimp.example,Mailchimp item 87,343,362,2026-08-28T19:00:00
mailchimp_lists_1088,Mailchimp item 88,company_88,Mailchimp item 88,user88@mailchimp.example,Mailchimp item 88,814,1581,2026-08-29T17:00:00
mailchimp_lists_1089,Mailchimp item 89,company_89,Mailchimp item 89,user89@mailchimp.example,Mailchimp item 89,4472,1338,2026-08-30T09:00:00
mailchimp_lists_1090,Mailchimp item 90,company_90,Mailchimp item 90,user90@mailchimp.example,Mailchimp item 90,31,3465,2026-08-31T02:00:00
mailchimp_lists_1091,Mailchimp item 91,company_91,Mailchimp item 91,user91@mailchimp.example,Mailchimp item 91,969,3238,2026-09-01T08:00:00
mailchimp_lists_1092,Mailchimp item 92,company_92,Mailchimp item 92,user92@mailchimp.example,Mailchimp item 92,2766,2260,2026-09-02T00:00:00
mailchimp_lists_1093,Mailchimp item 93,company_93,Mailchimp item 93,user93@mailchimp.example,Mailchimp item 93,713,4313,2026-09-03T19:00:00
mailchimp_lists_1094,Mailchimp item 94,company_94,Mailchimp item 94,user94@mailchimp.example,Mailchimp item 94,2769,2174,2026-09-04T23:00:00
mailchimp_lists_1095,Mailchimp item 95,company_95,Mailchimp item 95,user95@mailchimp.example,Mailchimp item 95,623,261,2026-09-05T07:00:00
mailchimp_lists_1096,Mailchimp item 96,company_96,Mailchimp item 96,user96@mailchimp.example,Mailchimp item 96,3443,2428,2026-09-06T18:00:00
mailchimp_lists_1097,Mailchimp item 97,company_97,Mailchimp item 97,user97@mailchimp.example,Mailchimp item 97,2916,4185,2026-09-07T02:00:00
mailchimp_lists_1098,Mailchimp item 98,company_98,Mailchimp item 98,user98@mailchimp.example,Mailchimp item 98,3759,1682,2026-09-08T05:00:00
mailchimp_lists_1099,Mailchimp item 99,company_99,Mailchimp item 99,user99@mailchimp.example,Mailchimp item 99,806,2588,2026-09-09T18:00:00
