id,firstName,lastName,headline,location,industry,connectedAt,organizationId
linkedin_connections_1069,Linkedin item 69,Linkedin item 69,headline_69,location_69,industry_69,connectedAt_69,linkedin_connections_1069
linkedin_connections_1070,Linkedin item 70,Linkedin item 70,headline_70,location_70,industry_70,connectedAt_70,linkedin_connections_1070
linkedin_connections_1071,Linkedin item 71,Linkedin item 71,headline_71,location_71,industry_71,connectedAt_71,linkedin_connections_1071
linkedin_connections_1072,Linkedin item 72,Linkedin item 72,headline_72,location_72,industry_72,connectedAt_72,linkedin_connections_1072
linkedin_connections_1073,Linkedin item 73,Linkedin item 73,headline_73,location_73,industry_73,connectedAt_73,linkedin_connections_1073
linkedin_connections_1074,Linkedin item 74,Linkedin item 74,headline_74,location_74,industry_74,connectedAt_74,linkedin_connections_1074
linkedin_connections_1075,Linkedin item 75,Linkedin item 75,headline_75,location_75,industry_75,connectedAt_75,linkedin_connections_1075
linkedin_connections_1076,Linkedin item 76,Linkedin item 76,headline_76,location_76,industry_76,connectedAt_76,linkedin_connections_1076
linkedin_connections_1077,Linkedin item 77,Linkedin item 77,headline_77,location_77,industry_77,connectedAt_77,linkedin_connections_1077
linkedin_connections_1078,Linkedin item 78,Linkedin item 78,headline_78,location_78,industry_78,connectedAt_78,linkedin_connections_1078
linkedin_connections_1079,Linkedin item 79,Linkedin item 79,headline_79,location_79,industry_79,connectedAt_79,linkedin_connections_1079
linkedin_connections_1080,Linkedin item 80,Linkedin item 80,headline_80,location_80,industry_80,connectedAt_80,linkedin_connections_1080
linkedin_connections_1081,Linkedin item 81,Linkedin item 81,headline_81,location_81,industry_81,connectedAt_81,linkedin_connections_1081
linkedin_connections_1082,Linkedin item 82,Linkedin item 82,headline_82,location_82,industry_82,connectedAt_82,linkedin_connections_1082
linkedin_connections_1083,Linkedin item 83,Linkedin item 83,headline_83,location_83,industry_83,connectedAt_83,linkedin_connections_1083
linkedin_connections_1084,Linkedin item 84,Linkedin item 84,headline_84,location_84,industry_84,connectedAt_84,linkedin_connections_1084
linkedin_connections_1085,Linkedin item 85,Linkedin item 85,headline_85,location_85,industry_85,connectedAt_85,linkedin_connections_1085
linkedin_connections_1086,Linkedin item 86,Linkedin item 86,headline_86,location_86,industry_86,connectedAt_86,linkedin_connections_1086
linkedin_connections_1087,Linkedin item 87,Linkedin item 87,headline_87,location_87,industry_87,connectedAt_87,linkedin_connections_1087
linkedin_connections_1088,Linkedin item 88,Linkedin item 88,headline_88,location_88,industry_88,connectedAt_88,linkedin_connections_1088
linkedin_connections_1089,Linkedin item 89,Linkedin item 89,headline_89,location_89,industry_89,connectedAt_89,linkedin_connections_1089
linkedin_connections_1090,Linkedin item 90,Linkedin item 90,headline_90,location_90,industry_90,connectedAt_90,linkedin_connections_1090
linkedin_connections_1091,Linkedin item 91,Linkedin item 91,headline_91,location_91,industry_91,connectedAt_91,linkedin_connections_1091
linkedin_connections_1092,Linkedin item 92,Linkedin item 92,headline_92,location_92,industry_92,connectedAt_92,linkedin_connections_1092
linkedin_connections_1093,Linkedin item 93,Linkedin item 93,headline_93,location_93,industry_93,connectedAt_93,linkedin_connections_1093
linkedin_connections_1094,Linkedin item 94,Linkedin item 94,headline_94,location_94,industry_94,connectedAt_94,linkedin_connections_1094
linkedin_connections_1095,Linkedin item 95,Linkedin item 95,headline_95,location_95,industry_95,connectedAt_95,linkedin_connections_1095
linkedin_connections_1096,Linkedin item 96,Linkedin item 96,headline_96,location_96,industry_96,connectedAt_96,linkedin_connections_1096
linkedin_connections_1097,Linkedin item 97,Linkedin item 97,headline_97,location_97,industry_97,connectedAt_97,linkedin_connections_1097
linkedin_connections_1098,Linkedin item 98,Linkedin item 98,headline_98,location_98,industry_98,connectedAt_98,linkedin_connections_1098
linkedin_connections_1099,Linkedin item 99,Linkedin item 99,headline_99,location_99,industry_99,connectedAt_99,linkedin_connections_1099
