item_id,column_id,text,value
itm_17,col_dep,no,
itm_17,col_depamt,0.00,
itm_17,col_contact,greentech@example.com,
itm_17,col_notes,,
itm_18,col_date,2027-06-23,
itm_18,col_party,Reyes family,
itm_18,col_size,4,
itm_18,col_trip,half,
itm_18,col_status,held,
itm_18,col_dep,no,
itm_18,col_depamt,0.00,
itm_18,col_contact,reyes@example.com,
itm_18,col_notes,,
itm_19,col_date,2027-06-24,
itm_19,col_party,Danvers charter,
itm_19,col_size,5,
itm_19,col_trip,full,
itm_19,col_status,confirmed,
itm_19,col_dep,yes,
itm_19,col_depamt,400.00,
itm_19,col_contact,danvers@example.com,
itm_19,col_notes,,
itm_20,col_date,2027-06-05,
itm_20,col_party,Whitfield group,
itm_20,col_size,6,
itm_20,col_trip,multi,
itm_20,col_status,confirmed,
itm_20,col_dep,yes,
itm_20,col_depamt,400.00,
itm_20,col_contact,whitfield@example.com,
itm_20,col_notes,,
itm_21,col_date,2027-06-06,
itm_21,col_party,Sunbelt Realty outing,
itm_21,col_size,7,
itm_21,col_trip,half,
itm_21,col_status,tentative,
itm_21,col_dep,no,
itm_21,col_depamt,0.00,
itm_21,col_contact,sunbelt@example.com,
itm_21,col_notes,,
itm_22,col_date,2027-06-07,
itm_22,col_party,Kessler party,
itm_22,col_size,8,
itm_22,col_trip,full,
itm_22,col_status,held,
itm_22,col_dep,no,
itm_22,col_depamt,0.00,
itm_22,col_contact,kessler@example.com,
itm_22,col_notes,,
itm_23,col_date,2027-06-08,
itm_23,col_party,Abrego family,
itm_23,col_size,9,
itm_23,col_trip,multi,
itm_23,col_status,confirmed,
itm_23,col_dep,yes,
itm_23,col_depamt,400.00,
itm_23,col_contact,abrego@example.com,
itm_23,col_notes,,
itm_24,col_date,2027-07-09,
itm_24,col_party,Nolan referral,
itm_24,col_size,4,
itm_24,col_trip,half,
itm_24,col_status,confirmed,
itm_24,col_dep,yes,
itm_24,col_depamt,400.00,
itm_24,col_contact,nolan@example.com,
itm_24,col_notes,,
itm_25,col_date,2027-07-10,
itm_25,col_party,Bayport Rotary,
itm_25,col_size,5,
itm_25,col_trip,full,
itm_25,col_status,tentative,
itm_25,col_dep,no,
itm_25,col_depamt,0.00,
itm_25,col_contact,bayport@example.com,
itm_25,col_notes,,
itm_26,col_date,2027-07-11,
itm_26,col_party,Tidewater LLC,
itm_26,col_size,6,
itm_26,col_trip,multi,
itm_26,col_status,held,
itm_26,col_dep,no,
itm_26,col_depamt,0.00,
itm_26,col_contact,tidewater@example.com,
itm_26,col_notes,,
itm_27,col_date,2027-07-12,
itm_27,col_party,Marsh brothers,
itm_27,col_size,7,
itm_27,col_trip,half,
itm_27,col_status,confirmed,
itm_27,col_dep,yes,
itm_27,col_depamt,400.00,
itm_27,col_contact,marsh@example.com,
itm_27,col_notes,,
itm_28,col_date,2027-07-13,
itm_28,col_party,Vaughn bachelor party,
itm_28,col_size,8,
itm_28,col_trip,full,
itm_28,col_status,confirmed,
itm_28,col_dep,yes,
itm_28,col_depamt,400.00,
itm_28,col_contact,vaughn@example.com,
itm_28,col_notes,,
itm_29,col_date,2027-07-14,
itm_29,col_party,Delacroix group,
itm_29,col_size,9,
itm_29,col_trip,multi,
itm_29,col_status,tentative,
itm_29,col_dep,no,
itm_29,col_depamt,0.00,
itm_29,col_contact,delacroix@example.com,
itm_29,col_notes,,
itm_30,col_date,2027-06-12,
itm_30,col_party,GreenTech corp,
itm_30,col_size,12,
itm_30,col_trip,multi,
itm_30,col_status,confirmed,
itm_30,col_dep,yes,
itm_30,col_depamt,0.00,
itm_30,col_contact,greentech.ops@company.com,
itm_30,col_notes,"Board says confirmed, no deposit received",
itm_31,col_date,2027-05-08,
itm_31,col_party,Sunbelt Realty outing,
itm_31,col_size,8,
itm_31,col_trip,full,
itm_31,col_status,confirmed,
itm_31,col_dep,yes,
itm_31,col_depamt,0.00,
itm_31,col_contact,sunbelt.events@realty.com,
itm_31,col_notes,"Board says confirmed, no deposit received",
itm_32,col_date,2027-05-14,
itm_32,col_party,Kessler party,
itm_32,col_size,6,
itm_32,col_trip,multi,
itm_32,col_status,tentative,
itm_32,col_dep,no,
itm_32,col_depamt,0.00,
itm_32,col_contact,kessler@example.com,
itm_32,col_notes,"BK2027-32 multi-day requested on a Friday (2027-05-14), re-slot",
