Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
20001,Maribel Santos,Rhythm Dance Studio,maribel@rhythmdancestudio.com-e002,(610) 555-0142-e002,1218 Penn Ave,West Reading,PA,19611,0.00,true,V-001,true
20002,Nat Taveras,,nat.taveras.dance@gmail.com-e002,(610) 555-0177-e002,,Reading,PA,19601,0.00,true,V-002,true
20003,MK Dancewear,MK Dancewear LLC,billing@mkdancewear.com-e002,(215) 555-0184-e002,,Philadelphia,PA,19104,1360.00,true,V-003,false
20004,IndieSyncWorks,IndieSyncWorks LLC,licensing@indiesyncworks.com-e002,,,Brooklyn,NY,11201,35.00,true,V-004,false
20005,PA Dance Educators Group,PA Dance Educators Group,billing@padanceeducators.org-e002,,,Harrisburg,PA,17101,0.00,true,V-005,false
20006,ASCAP,ASCAP,licensing@ascap.com-e002,,,New York,NY,10023,0.00,true,V-006,false
20007,DanceMusicLibrary Pro,DanceMusicLibrary Pro,billing@dancemusiclibrary.com-e002,,,,,,0.00,true,V-007,false
20008,Notion Labs,Notion Labs Inc,billing@notion.so-e002,,,San Francisco,CA,94103,0.00,true,V-008,false
20009,Airtable,Airtable Inc,billing@airtable.com-e002,,,San Francisco,CA,94107,0.00,true,V-009,false
20010,HubSpot,HubSpot Inc,billing@hubspot.com-e002,,,Cambridge,MA,02141,0.00,true,V-010,false
20011,Mailchimp,Intuit Mailchimp,billing@mailchimp.com-e002,,,Atlanta,GA,30308,0.00,true,V-011,false
20012,Salesforce,Salesforce Inc,billing@salesforce.com-e002,,,San Francisco,CA,94105,0.00,true,V-012,false
20013,Monday.com,monday.com Ltd,billing@monday.com-e002,,,,,,0.00,true,V-013,false
20014,Eventbrite,Eventbrite Inc,billing@eventbrite.com-e002,,,San Francisco,CA,94103,0.00,true,V-014,false
20015,First Keystone FCU,First Keystone Federal Credit Union,,,,Reading,PA,19601,0.00,true,V-015,false
30001,Maribel Santos,Rhythm Dance Studio,maribel@rhythmdancestudio.com-e003,(610) 555-0142-e003,1218 Penn Ave,West Reading,PA,19611,0.00,true,V-001,true
30002,Nat Taveras,,nat.taveras.dance@gmail.com-e003,(610) 555-0177-e003,,Reading,PA,19601,0.00,true,V-002,true
30003,MK Dancewear,MK Dancewear LLC,billing@mkdancewear.com-e003,(215) 555-0184-e003,,Philadelphia,PA,19104,1360.00,true,V-003,false
30004,IndieSyncWorks,IndieSyncWorks LLC,licensing@indiesyncworks.com-e003,,,Brooklyn,NY,11201,35.00,true,V-004,false
30005,PA Dance Educators Group,PA Dance Educators Group,billing@padanceeducators.org-e003,,,Harrisburg,PA,17101,0.00,true,V-005,false
30006,ASCAP,ASCAP,licensing@ascap.com-e003,,,New York,NY,10023,0.00,true,V-006,false
30007,DanceMusicLibrary Pro,DanceMusicLibrary Pro,billing@dancemusiclibrary.com-e003,,,,,,0.00,true,V-007,false
30008,Notion Labs,Notion Labs Inc,billing@notion.so-e003,,,San Francisco,CA,94103,0.00,true,V-008,false
30009,Airtable,Airtable Inc,billing@airtable.com-e003,,,San Francisco,CA,94107,0.00,true,V-009,false
30010,HubSpot,HubSpot Inc,billing@hubspot.com-e003,,,Cambridge,MA,02141,0.00,true,V-010,false
30011,Mailchimp,Intuit Mailchimp,billing@mailchimp.com-e003,,,Atlanta,GA,30308,0.00,true,V-011,false
30012,Salesforce,Salesforce Inc,billing@salesforce.com-e003,,,San Francisco,CA,94105,0.00,true,V-012,false
30013,Monday.com,monday.com Ltd,billing@monday.com-e003,,,,,,0.00,true,V-013,false
30014,Eventbrite,Eventbrite Inc,billing@eventbrite.com-e003,,,San Francisco,CA,94103,0.00,true,V-014,false
30015,First Keystone FCU,First Keystone Federal Credit Union,,,,Reading,PA,19601,0.00,true,V-015,false
40001,Maribel Santos,Rhythm Dance Studio,maribel@rhythmdancestudio.com-e004,(610) 555-0142-e004,1218 Penn Ave,West Reading,PA,19611,0.00,true,V-001,true
40002,Nat Taveras,,nat.taveras.dance@gmail.com-e004,(610) 555-0177-e004,,Reading,PA,19601,0.00,true,V-002,true
40003,MK Dancewear,MK Dancewear LLC,billing@mkdancewear.com-e004,(215) 555-0184-e004,,Philadelphia,PA,19104,1360.00,true,V-003,false
40004,IndieSyncWorks,IndieSyncWorks LLC,licensing@indiesyncworks.com-e004,,,Brooklyn,NY,11201,35.00,true,V-004,false
40005,PA Dance Educators Group,PA Dance Educators Group,billing@padanceeducators.org-e004,,,Harrisburg,PA,17101,0.00,true,V-005,false
40006,ASCAP,ASCAP,licensing@ascap.com-e004,,,New York,NY,10023,0.00,true,V-006,false
40007,DanceMusicLibrary Pro,DanceMusicLibrary Pro,billing@dancemusiclibrary.com-e004,,,,,,0.00,true,V-007,false
40008,Notion Labs,Notion Labs Inc,billing@notion.so-e004,,,San Francisco,CA,94103,0.00,true,V-008,false
40009,Airtable,Airtable Inc,billing@airtable.com-e004,,,San Francisco,CA,94107,0.00,true,V-009,false
40010,HubSpot,HubSpot Inc,billing@hubspot.com-e004,,,Cambridge,MA,02141,0.00,true,V-010,false
40011,Mailchimp,Intuit Mailchimp,billing@mailchimp.com-e004,,,Atlanta,GA,30308,0.00,true,V-011,false
40012,Salesforce,Salesforce Inc,billing@salesforce.com-e004,,,San Francisco,CA,94105,0.00,true,V-012,false
40013,Monday.com,monday.com Ltd,billing@monday.com-e004,,,,,,0.00,true,V-013,false
40014,Eventbrite,Eventbrite Inc,billing@eventbrite.com-e004,,,San Francisco,CA,94103,0.00,true,V-014,false
40015,First Keystone FCU,First Keystone Federal Credit Union,,,,Reading,PA,19601,0.00,true,V-015,false
50001,Maribel Santos,Rhythm Dance Studio,maribel@rhythmdancestudio.com-e005,(610) 555-0142-e005,1218 Penn Ave,West Reading,PA,19611,0.00,true,V-001,true
50002,Nat Taveras,,nat.taveras.dance@gmail.com-e005,(610) 555-0177-e005,,Reading,PA,19601,0.00,true,V-002,true
50003,MK Dancewear,MK Dancewear LLC,billing@mkdancewear.com-e005,(215) 555-0184-e005,,Philadelphia,PA,19104,1360.00,true,V-003,false
50004,IndieSyncWorks,IndieSyncWorks LLC,licensing@indiesyncworks.com-e005,,,Brooklyn,NY,11201,35.00,true,V-004,false
50005,PA Dance Educators Group,PA Dance Educators Group,billing@padanceeducators.org-e005,,,Harrisburg,PA,17101,0.00,true,V-005,false
