id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
EMP-027,David,Herring,david.herring@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-11-03,Inactive,EMP-001
EMP-028,Ryan,Mullen,ryan.mullen@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-12-01,Inactive,EMP-001
EMP-029,Heather,Stafford,heather.stafford@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-10-01,Inactive,EMP-001
EMP-030,Brenda,Henry,brenda.henry@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-09-16,Inactive,EMP-001
EMP-031,Scott,Spears,scott.spears@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-08-04,Inactive,EMP-001
EMP-032,William,Nelson,william.nelson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-07-09,Inactive,EMP-001
EMP-033,Gregory,Perez,gregory.perez@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-03-20,Inactive,EMP-001
EMP-034,Charles,Gordon,charles.gordon@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-06-08,Inactive,EMP-001
EMP-035,Mr.,John Benson,mr..john.benson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-01-28,Inactive,EMP-001
EMP-036,Julie,Mendoza MD,julie.mendoza.md@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-08-03,Inactive,EMP-001
EMP-037,Matthew,Brown,matthew.brown@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-01-28,Inactive,EMP-001
EMP-038,Corey,Guzman,corey.guzman@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-07-14,Inactive,EMP-001
EMP-039,Jamie,Lopez,jamie.lopez@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-04-18,Inactive,EMP-001
EMP-040,Jessica,Mendoza,jessica.mendoza@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-08-12,Inactive,EMP-001
EMP-041,Monica,Bailey,monica.bailey@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-10-07,Inactive,EMP-001
EMP-042,Michael,Hill,michael.hill@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-07-27,Inactive,EMP-001
EMP-043,Maria,Anderson,maria.anderson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-01-23,Inactive,EMP-001
EMP-044,Ryan,Miller,ryan.miller@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-03-19,Inactive,EMP-001
EMP-045,Ellen,Ferguson,ellen.ferguson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-01-04,Inactive,EMP-001
EMP-046,Lisa,Myers,lisa.myers@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-01-04,Inactive,EMP-001
EMP-047,Russell,Page,russell.page@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-05-12,Inactive,EMP-001
EMP-048,Mark,Trujillo,mark.trujillo@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-07-06,Inactive,EMP-001
EMP-049,Charles,Wilson,charles.wilson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-04-08,Inactive,EMP-001
EMP-050,Raymond,Harmon,raymond.harmon@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-01-15,Inactive,EMP-001
EMP-051,Christine,Davis,christine.davis@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-01-28,Inactive,EMP-001
EMP-052,Jeffrey,Gonzalez,jeffrey.gonzalez@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-11-24,Inactive,EMP-001
EMP-053,Brian,Smith,brian.smith@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-04-20,Inactive,EMP-001
EMP-054,Jeffrey,Schwartz,jeffrey.schwartz@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-04-04,Inactive,EMP-001
EMP-055,Joan,Wright,joan.wright@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-12-08,Inactive,EMP-001
EMP-056,Raymond,Reynolds,raymond.reynolds@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-12-26,Inactive,EMP-001
EMP-057,Kevin,Ramos,kevin.ramos@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-02-04,Inactive,EMP-001
EMP-058,Michael,Peterson,michael.peterson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-05-24,Inactive,EMP-001
EMP-059,Jonathan,Morrison,jonathan.morrison@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-01-15,Inactive,EMP-001
EMP-060,Sean,Davis,sean.davis@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-05-07,Inactive,EMP-001
EMP-061,Dylan,Jordan,dylan.jordan@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-06-29,Inactive,EMP-001
EMP-062,Amber,Young,amber.young@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-04-29,Inactive,EMP-001
EMP-063,Kelly,Mcconnell,kelly.mcconnell@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-06-28,Inactive,EMP-001
EMP-064,Robert,Madden,robert.madden@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-03-25,Inactive,EMP-001
EMP-065,Brian,Henderson,brian.henderson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-06-15,Inactive,EMP-001
EMP-066,Chad,Johnson,chad.johnson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-04-18,Inactive,EMP-001
EMP-067,Debra,Berry,debra.berry@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-09-28,Inactive,EMP-001
EMP-068,Wayne,Le,wayne.le@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-01-08,Inactive,EMP-001
EMP-069,Bryan,Davidson,bryan.davidson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-10-27,Inactive,EMP-001
EMP-070,Laura,Bell PhD,laura.bell.phd@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-09-04,Inactive,EMP-001
EMP-071,Christopher,Kim,christopher.kim@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-03-09,Inactive,EMP-001
EMP-072,Andrew,Lopez,andrew.lopez@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-04-10,Inactive,EMP-001
EMP-073,David,White,david.white@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2020-12-15,Inactive,EMP-001
EMP-074,Xavier,Kim,xavier.kim@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-12-07,Inactive,EMP-001
EMP-075,Zachary,Porter,zachary.porter@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-12-07,Inactive,EMP-001
EMP-076,Jonathan,Snyder,jonathan.snyder@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-06-25,Inactive,EMP-001
EMP-077,Patricia,Turner,patricia.turner@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-09-04,Inactive,EMP-001
EMP-078,Karen,Weiss,karen.weiss@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-02-02,Inactive,EMP-001
EMP-079,Joseph,Harris,joseph.harris@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-10-09,Inactive,EMP-001
EMP-080,Sheryl,Garcia,sheryl.garcia@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-12-18,Inactive,EMP-001
EMP-081,Jonathan,Foley,jonathan.foley@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-05-15,Inactive,EMP-001
EMP-082,James,Bradley,james.bradley@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-07-15,Inactive,EMP-001
EMP-083,Leah,Montes,leah.montes@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-02-11,Inactive,EMP-001
EMP-084,Kimberly,Bowman,kimberly.bowman@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-06-29,Inactive,EMP-001
EMP-085,Karen,Cline,karen.cline@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2021-03-30,Inactive,EMP-001
EMP-086,Lisa,Roman,lisa.roman@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-07-24,Inactive,EMP-001
EMP-087,Lisa,Anderson,lisa.anderson@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2022-04-01,Inactive,EMP-001
EMP-088,Donald,Flores,donald.flores@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2024-06-27,Inactive,EMP-001
EMP-089,Edwin,Fields,edwin.fields@example.com,Bench,Past seasonal bench helper,"Gallup, NM",2023-04-13,Inactive,EMP-001
