id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt_kc_bg_shift_303,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-04T19:00:00-04:00,2026-09-05T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_304,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-05T19:00:00-04:00,2026-09-06T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_305,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-06T19:00:00-04:00,2026-09-07T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_306,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-07T19:00:00-04:00,2026-09-08T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_307,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-08T19:00:00-04:00,2026-09-09T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_308,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-09T19:00:00-04:00,2026-09-10T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_309,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-10T19:00:00-04:00,2026-09-11T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_310,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-11T19:00:00-04:00,2026-09-12T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_311,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-12T19:00:00-04:00,2026-09-13T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_312,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-13T19:00:00-04:00,2026-09-14T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_313,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-14T19:00:00-04:00,2026-09-15T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_314,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-15T19:00:00-04:00,2026-09-16T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_315,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-16T19:00:00-04:00,2026-09-17T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_316,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-17T19:00:00-04:00,2026-09-18T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_317,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-18T19:00:00-04:00,2026-09-19T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_318,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-19T19:00:00-04:00,2026-09-20T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_319,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-20T19:00:00-04:00,2026-09-21T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_320,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-21T19:00:00-04:00,2026-09-22T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_321,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-22T19:00:00-04:00,2026-09-23T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_322,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-23T19:00:00-04:00,2026-09-24T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_323,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-24T19:00:00-04:00,2026-09-25T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_324,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-25T19:00:00-04:00,2026-09-26T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_325,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-26T19:00:00-04:00,2026-09-27T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_326,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-27T19:00:00-04:00,2026-09-28T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_shift_327,cal_shifts,BMC ER night shift,September rotation,Boston Medical Center,2026-09-28T19:00:00-04:00,2026-09-29T07:00:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_hockey_328,cal_kids,Liam hockey practice,October Tuesday,Daly Memorial Rink Brighton,2026-10-02T17:30:00-04:00,2026-10-02T18:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_art_329,cal_kids,Chloe art class,October Wednesday,Roslindale Community Center,2026-10-03T15:30:00-04:00,2026-10-03T16:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_hockey_330,cal_kids,Liam hockey practice,October Tuesday,Daly Memorial Rink Brighton,2026-10-09T17:30:00-04:00,2026-10-09T18:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_art_331,cal_kids,Chloe art class,October Wednesday,Roslindale Community Center,2026-10-10T15:30:00-04:00,2026-10-10T16:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_hockey_332,cal_kids,Liam hockey practice,October Tuesday,Daly Memorial Rink Brighton,2026-10-16T17:30:00-04:00,2026-10-16T18:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_art_333,cal_kids,Chloe art class,October Wednesday,Roslindale Community Center,2026-10-17T15:30:00-04:00,2026-10-17T16:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_hockey_334,cal_kids,Liam hockey practice,October Tuesday,Daly Memorial Rink Brighton,2026-10-23T17:30:00-04:00,2026-10-23T18:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
evt_kc_bg_art_335,cal_kids,Chloe art class,October Wednesday,Roslindale Community Center,2026-10-24T15:30:00-04:00,2026-10-24T16:45:00-04:00,False,confirmed,kerry.cortez@finthesiss.ai,kerry.cortez@finthesiss.ai,,private
