owner,weekday,start_time,end_time,timezone
https://api.calendly.com/users/ext64,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext65,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext66,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext67,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext68,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext69,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext70,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext71,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext72,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext73,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext74,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext75,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext76,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext77,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext78,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext79,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext80,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext81,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext82,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext83,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext84,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext85,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext86,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext87,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext88,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext89,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext90,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext91,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext92,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext93,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext94,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext95,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext96,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext97,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext98,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext99,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext100,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext101,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext102,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext103,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext104,Friday,09:00,17:00,America/Toronto
