account_id,name,official_name,mask,type,subtype,available,current,limit,iso_currency_code
plaid-acct-00022,Account 22,Personal Account 22,2875,depository,credit card,55.18,5630.16,8812.84,CAD
plaid-acct-00023,Account 23,Personal Account 23,8260,depository,savings,8256.01,870.48,,CAD
plaid-acct-00024,Account 24,Personal Account 24,6785,depository,credit card,461.29,9500.78,,CAD
plaid-acct-00025,Account 25,Personal Account 25,3020,depository,savings,4670.34,2527.64,3129.17,CAD
plaid-acct-00026,Account 26,Personal Account 26,2561,depository,savings,9996.65,9564.02,18213.87,CAD
plaid-acct-00027,Account 27,Personal Account 27,4966,depository,credit card,3832.22,6883.05,,CAD
plaid-acct-00028,Account 28,Personal Account 28,8729,depository,checking,11997.31,1800.85,9666.64,CAD
plaid-acct-00029,Account 29,Personal Account 29,1703,credit,credit card,11860.81,1697.72,9969.96,CAD
plaid-acct-00030,Account 30,Personal Account 30,2927,credit,savings,8586.67,10437.67,,CAD
plaid-acct-00031,Account 31,Personal Account 31,3877,depository,savings,3851.82,3305.9,15546.66,CAD
plaid-acct-00032,Account 32,Personal Account 32,8965,credit,checking,12042.24,441.23,4672.13,CAD
plaid-acct-00033,Account 33,Personal Account 33,2650,depository,savings,10556.38,11575.98,,CAD
plaid-acct-00034,Account 34,Personal Account 34,3730,credit,credit card,8053.64,4396.01,18983.21,CAD
plaid-acct-00035,Account 35,Personal Account 35,8419,depository,checking,7576.44,12617.42,9904.45,CAD
plaid-acct-00036,Account 36,Personal Account 36,2697,credit,checking,7391.32,3772.45,,CAD
plaid-acct-00037,Account 37,Personal Account 37,2708,credit,credit card,10506.7,826.18,,CAD
plaid-acct-00038,Account 38,Personal Account 38,8418,depository,checking,5440.24,5519.09,12655.98,CAD
plaid-acct-00039,Account 39,Personal Account 39,5361,depository,credit card,1586.5,14301.26,,CAD
plaid-acct-00040,Account 40,Personal Account 40,9078,depository,savings,2847.71,3587.34,,CAD
plaid-acct-00041,Account 41,Personal Account 41,6254,depository,checking,14481.82,12087.46,17496.77,CAD
plaid-acct-00042,Account 42,Personal Account 42,2369,depository,checking,14941.84,1611.15,,CAD
plaid-acct-00043,Account 43,Personal Account 43,8239,depository,checking,3215.54,5774.28,,CAD
plaid-acct-00044,Account 44,Personal Account 44,7358,depository,credit card,12244.91,6754.8,,CAD
plaid-acct-00045,Account 45,Personal Account 45,5683,credit,checking,6559.03,4079.67,4954.01,CAD
plaid-acct-00046,Account 46,Personal Account 46,6994,depository,savings,5492.62,817.41,,CAD
plaid-acct-00047,Account 47,Personal Account 47,9764,credit,savings,2577.96,1382.98,,CAD
plaid-acct-00048,Account 48,Personal Account 48,7584,depository,checking,6465.24,8101.74,17950.09,CAD
plaid-acct-00049,Account 49,Personal Account 49,5857,credit,credit card,7416.89,6478.09,,CAD
plaid-acct-00050,Account 50,Personal Account 50,8403,depository,checking,13766.0,13093.86,,CAD
plaid-acct-00051,Account 51,Personal Account 51,7258,credit,credit card,853.96,10238.81,11836.88,CAD
plaid-acct-00052,Account 52,Personal Account 52,5333,depository,credit card,12241.37,1928.15,,CAD
plaid-acct-00053,Account 53,Personal Account 53,3513,depository,savings,1063.03,9983.99,2830.54,CAD
plaid-acct-00054,Account 54,Personal Account 54,1899,depository,savings,1655.81,7886.68,3452.4,CAD
plaid-acct-00055,Account 55,Personal Account 55,1858,depository,credit card,3952.14,14936.01,4037.55,CAD
plaid-acct-00056,Account 56,Personal Account 56,6506,credit,credit card,14515.52,3130.96,17659.78,CAD
plaid-acct-00057,Account 57,Personal Account 57,7966,credit,credit card,11140.14,5004.33,,CAD
plaid-acct-00058,Account 58,Personal Account 58,7622,credit,credit card,14898.26,5217.3,,CAD
plaid-acct-00059,Account 59,Personal Account 59,7316,depository,credit card,11107.98,4225.97,,CAD
plaid-acct-00060,Account 60,Personal Account 60,6017,credit,checking,5063.17,12686.62,,CAD
plaid-acct-00061,Account 61,Personal Account 61,4286,credit,checking,9512.92,11035.43,,CAD
plaid-acct-00062,Account 62,Personal Account 62,8499,credit,checking,13641.49,1055.75,,CAD
plaid-acct-00063,Account 63,Personal Account 63,1030,depository,checking,11374.07,6676.26,14941.63,CAD
plaid-acct-00064,Account 64,Personal Account 64,3307,credit,savings,12155.66,216.13,,CAD
plaid-acct-00065,Account 65,Personal Account 65,4925,credit,checking,14433.13,4043.19,15398.58,CAD
plaid-acct-00066,Account 66,Personal Account 66,7019,credit,credit card,11317.83,12812.57,,CAD
plaid-acct-00067,Account 67,Personal Account 67,5411,depository,savings,4284.84,4756.58,15116.58,CAD
plaid-acct-00068,Account 68,Personal Account 68,7583,credit,checking,560.08,14733.99,4767.22,CAD
plaid-acct-00069,Account 69,Personal Account 69,1431,credit,checking,4141.26,4373.73,6643.12,CAD
plaid-acct-00070,Account 70,Personal Account 70,6725,credit,checking,4862.28,14887.32,2017.94,CAD
plaid-acct-00071,Account 71,Personal Account 71,7933,depository,checking,14820.03,14800.22,,CAD
plaid-acct-00072,Account 72,Personal Account 72,4679,credit,savings,165.68,1001.85,,CAD
plaid-acct-00073,Account 73,Personal Account 73,4637,depository,savings,10129.82,12546.77,9472.15,CAD
plaid-acct-00074,Account 74,Personal Account 74,1072,depository,credit card,1704.61,13961.63,,CAD
plaid-acct-00075,Account 75,Personal Account 75,4088,depository,credit card,374.03,8025.54,,CAD
plaid-acct-00076,Account 76,Personal Account 76,7397,depository,savings,5364.35,10775.82,,CAD
plaid-acct-00077,Account 77,Personal Account 77,8889,credit,credit card,3527.47,2435.66,,CAD
plaid-acct-00078,Account 78,Personal Account 78,2013,depository,checking,8373.47,9983.96,7396.67,CAD
plaid-acct-00079,Account 79,Personal Account 79,7562,depository,savings,14457.37,6676.31,17521.06,CAD
plaid-acct-00080,Account 80,Personal Account 80,2542,credit,checking,2686.49,13380.33,,CAD
plaid-acct-00081,Account 81,Personal Account 81,2548,depository,checking,74.98,11392.04,,CAD
plaid-acct-00082,Account 82,Personal Account 82,9025,depository,credit card,13733.3,12547.48,,CAD
plaid-acct-00083,Account 83,Personal Account 83,9962,credit,credit card,4864.67,7574.9,6651.77,CAD
plaid-acct-00084,Account 84,Personal Account 84,1918,depository,checking,14873.25,2042.05,15731.59,CAD
plaid-acct-00085,Account 85,Personal Account 85,9882,depository,savings,1777.03,14699.29,,CAD
plaid-acct-00086,Account 86,Personal Account 86,2867,credit,checking,10930.66,2680.06,,CAD
plaid-acct-00087,Account 87,Personal Account 87,3747,credit,savings,104.33,9714.31,4129.57,CAD
plaid-acct-00088,Account 88,Personal Account 88,6420,credit,credit card,2602.63,9139.51,9341.61,CAD
plaid-acct-00089,Account 89,Personal Account 89,7430,depository,checking,4628.55,753.35,,CAD
plaid-acct-00090,Account 90,Personal Account 90,8965,credit,savings,5289.84,3660.28,,CAD
plaid-acct-00091,Account 91,Personal Account 91,6541,depository,savings,10529.74,7303.72,17027.77,CAD
plaid-acct-00092,Account 92,Personal Account 92,9954,credit,credit card,3150.81,565.95,10634.98,CAD
plaid-acct-00093,Account 93,Personal Account 93,3260,depository,savings,1925.26,3584.81,,CAD
plaid-acct-00094,Account 94,Personal Account 94,4451,credit,savings,8097.57,11338.93,,CAD
plaid-acct-00095,Account 95,Personal Account 95,1768,credit,savings,5098.32,4028.61,,CAD
plaid-acct-00096,Account 96,Personal Account 96,3548,credit,savings,2374.89,6725.1,16390.67,CAD
plaid-acct-00097,Account 97,Personal Account 97,9518,credit,checking,954.93,13615.14,2277.02,CAD
plaid-acct-00098,Account 98,Personal Account 98,2251,credit,credit card,10858.01,11070.42,,CAD
plaid-acct-00099,Account 99,Personal Account 99,7624,credit,savings,5567.55,7287.01,8272.02,CAD
plaid-acct-00100,Account 100,Personal Account 100,6868,depository,savings,11156.17,2581.9,,CAD
plaid-acct-00101,Account 101,Personal Account 101,2269,depository,credit card,722.93,5435.46,10720.35,CAD
plaid-acct-00102,Account 102,Personal Account 102,5611,credit,savings,4994.97,5779.75,11891.4,CAD
plaid-acct-00103,Account 103,Personal Account 103,1803,depository,credit card,14954.28,6647.21,6824.7,CAD
plaid-acct-00104,Account 104,Personal Account 104,2598,credit,checking,6488.33,12218.7,13436.47,CAD
