id,name,desc,id_board,id_list,pos,due,closed,member_ids,labels
card_bg_112,Sandra Williams - scratch repair and touch-up,Chevy Malibu repair job,board_radio,list_inprogress,6000,2026-08-14,false,,[]
card_bg_113,Nina Shah - dent removal and blend,Acura MDX repair job,board_shop,list_inprogress,45000,2026-06-27,false,,[]
card_bg_114,Robert Santos - tailgate alignment,Toyota Camry repair job,board_shop,list_done,5000,2026-08-28,false,,[]
card_bg_115,Ben Carter - door ding buff-out,Chevy Equinox repair job,board_radio,list_done,22000,2026-09-16,false,,[]
card_bg_116,Jenny Liu - rear quarter panel repair,Lexus RX repair job,board_radio,list_intake,52000,2026-10-06,false,,[]
card_bg_117,Anthony Reeves - door ding buff-out,Subaru Outback repair job,board_shop,list_inprogress,55000,2026-07-08,false,,[]
card_bg_118,Anthony Reeves - front bumper respray,Subaru Outback repair job,board_radio,list_inprogress,76000,2026-07-06,false,,[]
card_bg_119,Luis Martinez - front bumper respray,Toyota Camry repair job,board_shop,list_done,89000,2026-08-17,false,,[]
card_bg_120,Victor Reyes - fender bender collision repair,GMC Sierra repair job,board_shop,list_inprogress,30000,2026-09-07,false,,[]
card_bg_121,Anthony Reeves - full color-match paint,Subaru Outback repair job,board_shop,list_inprogress,83000,2026-08-05,false,,[]
card_bg_122,Grace Okafor - hood replacement and paint,Ford Fusion repair job,board_shop,list_done,4000,2026-08-07,false,,[]
card_bg_123,Anthony Reeves - full color-match paint,Subaru Outback repair job,board_shop,list_inprogress,26000,2026-10-04,false,,[]
card_bg_124,Rachel Green - front bumper respray,Honda CR-V repair job,board_radio,list_intake,80000,2026-06-24,false,,[]
card_bg_125,James Park - dent removal and blend,BMW 3 Series repair job,board_radio,list_inprogress,60000,2026-09-10,false,,[]
card_bg_126,Nina Shah - clearcoat restoration,Acura MDX repair job,board_radio,list_inprogress,98000,2026-06-19,false,,[]
card_bg_127,Anthony Reeves - clearcoat restoration,Subaru Outback repair job,board_shop,list_intake,84000,2026-09-12,false,,[]
card_bg_128,Marcus Webb - door ding buff-out,Ford Escape repair job,board_radio,list_inprogress,31000,2026-10-25,false,,[]
card_bg_129,Sandra Williams - scratch repair and touch-up,Chevy Malibu repair job,board_shop,list_intake,12000,2026-07-05,false,,[]
card_bg_130,Robert Santos - door ding buff-out,Toyota Camry repair job,board_shop,list_inprogress,70000,2026-06-01,false,,[]
card_bg_131,Omar Farooq - dent removal and blend,Honda Civic repair job,board_radio,list_inprogress,84000,2026-07-03,false,,[]
card_bg_132,Carla Diaz - tailgate alignment,Mazda CX-5 repair job,board_radio,list_intake,7000,2026-07-25,false,,[]
card_bg_133,Priya Desai - front bumper respray,Hyundai Sonata repair job,board_shop,list_done,58000,2026-08-23,false,,[]
card_bg_134,Michael Torres - tailgate alignment,Nissan Rogue repair job,board_shop,list_done,37000,2026-07-05,false,,[]
card_bg_135,Ravi Kapoor - hood replacement and paint,Nissan Altima repair job,board_shop,list_inprogress,53000,2026-07-23,false,,[]
card_bg_136,Priya Desai - full color-match paint,Hyundai Sonata repair job,board_shop,list_done,13000,2026-10-15,false,,[]
card_bg_137,Maria Rodriguez - full color-match paint,Honda Accord repair job,board_radio,list_inprogress,53000,2026-09-03,false,,[]
card_bg_138,Ben Carter - hood replacement and paint,Chevy Equinox repair job,board_shop,list_inprogress,77000,2026-10-11,false,,[]
card_bg_139,Marcus Webb - full color-match paint,Ford Escape repair job,board_shop,list_done,18000,2026-07-02,false,,[]
card_bg_140,Priya Desai - side mirror replacement,Hyundai Sonata repair job,board_radio,list_done,86000,2026-09-06,false,,[]
card_bg_141,Sam Cohen - clearcoat restoration,Audi A4 repair job,board_radio,list_inprogress,98000,2026-08-27,false,,[]
card_bg_142,Karen Wu - front bumper respray,Subaru Forester repair job,board_shop,list_inprogress,55000,2026-07-07,false,,[]
card_bg_143,Luis Martinez - insurance estimate repair,Toyota Camry repair job,board_shop,list_intake,68000,2026-06-18,false,,[]
card_bg_144,Jenny Liu - insurance estimate repair,Lexus RX repair job,board_shop,list_done,100000,2026-08-12,false,,[]
card_bg_145,Sam Cohen - fender bender collision repair,Audi A4 repair job,board_shop,list_intake,88000,2026-06-09,false,,[]
card_bg_146,Sam Cohen - headlight assembly swap,Audi A4 repair job,board_radio,list_intake,84000,2026-08-10,false,,[]
card_bg_147,Anthony Reeves - windshield trim repaint,Subaru Outback repair job,board_shop,list_intake,44000,2026-10-17,false,,[]
card_bg_148,Ben Carter - tailgate alignment,Chevy Equinox repair job,board_shop,list_done,66000,2026-07-21,false,,[]
card_bg_149,Tom Brady - full color-match paint,Jeep Wrangler repair job,board_radio,list_inprogress,76000,2026-10-11,false,,[]
card_bg_150,Sandra Williams - fender bender collision repair,Chevy Malibu repair job,board_radio,list_intake,24000,2026-10-11,false,,[]
card_bg_151,Carla Diaz - rear quarter panel repair,Mazda CX-5 repair job,board_shop,list_inprogress,35000,2026-07-02,false,,[]
card_bg_152,Marcus Webb - insurance estimate repair,Ford Escape repair job,board_radio,list_intake,48000,2026-07-24,false,,[]
card_bg_153,Omar Farooq - scratch repair and touch-up,Honda Civic repair job,board_shop,list_intake,30000,2026-06-25,false,,[]
card_bg_154,Luis Martinez - tailgate alignment,Toyota Camry repair job,board_radio,list_done,98000,2026-10-15,false,,[]
card_bg_155,Sandra Williams - tailgate alignment,Chevy Malibu repair job,board_shop,list_inprogress,57000,2026-08-12,false,,[]
card_bg_156,Anthony Reeves - front bumper respray,Subaru Outback repair job,board_shop,list_intake,65000,2026-10-02,false,,[]
card_bg_157,Ben Carter - side mirror replacement,Chevy Equinox repair job,board_shop,list_intake,38000,2026-08-04,false,,[]
card_bg_158,Tom Brady - insurance estimate repair,Jeep Wrangler repair job,board_shop,list_inprogress,92000,2026-06-26,false,,[]
card_bg_159,Karen Wu - dent removal and blend,Subaru Forester repair job,board_radio,list_done,91000,2026-08-21,false,,[]
card_bg_160,Karen Wu - headlight assembly swap,Subaru Forester repair job,board_shop,list_inprogress,88000,2026-10-23,false,,[]
card_bg_161,Omar Farooq - side mirror replacement,Honda Civic repair job,board_radio,list_inprogress,7000,2026-07-28,false,,[]
card_bg_162,Karen Wu - front bumper respray,Subaru Forester repair job,board_radio,list_intake,16000,2026-08-17,false,,[]
card_bg_163,Nina Shah - fender bender collision repair,Acura MDX repair job,board_radio,list_intake,4000,2026-09-21,false,,[]
card_bg_164,Anthony Reeves - clearcoat restoration,Subaru Outback repair job,board_shop,list_intake,81000,2026-06-28,false,,[]
card_bg_165,Priya Desai - dent removal and blend,Hyundai Sonata repair job,board_shop,list_inprogress,33000,2026-08-04,false,,[]
card_bg_166,Robert Santos - headlight assembly swap,Toyota Camry repair job,board_radio,list_intake,84000,2026-07-10,false,,[]
card_bg_167,Luis Martinez - side mirror replacement,Toyota Camry repair job,board_radio,list_intake,35000,2026-09-25,false,,[]
card_bg_168,Sam Cohen - full color-match paint,Audi A4 repair job,board_shop,list_done,28000,2026-08-02,false,,[]
card_bg_169,Laila Ahmed - insurance estimate repair,Toyota Corolla repair job,board_radio,list_intake,77000,2026-07-08,false,,[]
card_bg_170,Laila Ahmed - side mirror replacement,Toyota Corolla repair job,board_radio,list_inprogress,63000,2026-08-03,false,,[]
card_bg_171,Grace Okafor - door ding buff-out,Ford Fusion repair job,board_radio,list_intake,30000,2026-07-17,false,,[]
card_bg_172,Deepa Nair - full color-match paint,Kia Sorento repair job,board_shop,list_intake,64000,2026-10-06,false,,[]
card_bg_173,Sandra Williams - insurance estimate repair,Chevy Malibu repair job,board_shop,list_inprogress,94000,2026-09-26,false,,[]
card_bg_174,Anthony Reeves - wheel arch rust repair,Subaru Outback repair job,board_shop,list_intake,52000,2026-07-16,false,,[]
card_bg_175,Luis Martinez - dent removal and blend,Toyota Camry repair job,board_radio,list_done,32000,2026-06-25,false,,[]
card_bg_176,Jason Whitfield - fender bender collision repair,VW Jetta repair job,board_shop,list_intake,95000,2026-08-26,false,,[]
card_bg_177,Omar Farooq - hood replacement and paint,Honda Civic repair job,board_shop,list_done,8000,2026-10-17,false,,[]
card_bg_178,Robert Santos - windshield trim repaint,Toyota Camry repair job,board_radio,list_done,33000,2026-08-15,false,,[]
card_bg_179,Carla Diaz - wheel arch rust repair,Mazda CX-5 repair job,board_radio,list_inprogress,15000,2026-06-14,false,,[]
card_bg_180,Anthony Reeves - fender bender collision repair,Subaru Outback repair job,board_shop,list_intake,77000,2026-10-01,false,,[]
card_bg_181,Priya Desai - dent removal and blend,Hyundai Sonata repair job,board_shop,list_intake,94000,2026-09-04,false,,[]
card_bg_182,Karen Wu - side mirror replacement,Subaru Forester repair job,board_shop,list_intake,9000,2026-06-08,false,,[]
card_bg_183,Sophia Lin - headlight assembly swap,Mazda 3 repair job,board_shop,list_done,88000,2026-09-24,false,,[]
card_bg_184,Robert Santos - headlight assembly swap,Toyota Camry repair job,board_shop,list_inprogress,23000,2026-09-11,false,,[]
card_bg_185,Robert Santos - clearcoat restoration,Toyota Camry repair job,board_shop,list_inprogress,82000,2026-10-24,false,,[]
card_bg_186,James Park - rear quarter panel repair,BMW 3 Series repair job,board_shop,list_intake,95000,2026-07-27,false,,[]
card_bg_187,Sam Cohen - scratch repair and touch-up,Audi A4 repair job,board_shop,list_done,66000,2026-06-24,false,,[]
card_bg_188,Sam Cohen - clearcoat restoration,Audi A4 repair job,board_radio,list_intake,29000,2026-06-11,false,,[]
card_bg_189,Mike Johnson - scratch repair and touch-up,Dodge Ram repair job,board_radio,list_intake,14000,2026-08-18,false,,[]
card_bg_190,Sandra Williams - side mirror replacement,Chevy Malibu repair job,board_radio,list_done,85000,2026-06-08,false,,[]
card_bg_191,Rachel Green - full color-match paint,Honda CR-V repair job,board_shop,list_inprogress,98000,2026-06-07,false,,[]
card_bg_192,Mike Johnson - scratch repair and touch-up,Dodge Ram repair job,board_radio,list_intake,36000,2026-06-01,false,,[]
