id,list_id,type,status,subject_line,from_name,reply_to,title,emails_sent,send_time,create_time
cp_0054,list_congregation,regular,sent,Confirmation Class,Deacon Ruth,events@gracechurchelpaso.org,Confirmation Class,265,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0055,list_youth,regular,sent,Marriage Prep,Pastor David Henning,pastor@gracechurchelpaso.org,Marriage Prep,198,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0056,list_diabetes_ed,regular,sent,Grief Class,Deacon Maria,events@gracechurchelpaso.org,Grief Class,254,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0057,list_grief,regular,sent,Bible Study Reminder,Frank Herrera,events@gracechurchelpaso.org,Bible Study Reminder,217,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0058,list_committee,regular,sent,Vespers Service,Deacon Ruth,events@gracechurchelpaso.org,Vespers Service,272,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0059,list_wellness_clients,regular,sent,Ash Wednesday Service,Rosa Villarreal,events@gracechurchelpaso.org,Ash Wednesday Service,273,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0060,list_congregation,regular,sent,Pentecost Sunday,Deacon Maria,events@gracechurchelpaso.org,Pentecost Sunday,335,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0061,list_committee,regular,sent,Thanksgiving Meal,Rosa Villarreal,events@gracechurchelpaso.org,Thanksgiving Meal,336,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0062,list_grief,regular,sent,Widow Fellowship Meal,Frank Herrera,events@gracechurchelpaso.org,Widow Fellowship Meal,256,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0063,list_grief,regular,sent,Ladies Circle Meeting,Grace Church Office,office@gracechurchelpaso.org,Ladies Circle Meeting,202,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0064,list_grief,regular,sent,Men's Breakfast,Rosa Villarreal,events@gracechurchelpaso.org,Men's Breakfast,186,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0065,list_committee,regular,sent,Children's Choir,Frank Herrera,events@gracechurchelpaso.org,Children's Choir,275,2026-01-04T15:00:00Z,2026-01-04T14:00:00Z
cp_0066,list_clinic_vol,regular,sent,Sunday Bulletin - Jan 11 2026,Deacon Ruth,events@gracechurchelpaso.org,Sunday Bulletin - Jan 11 2026,251,2026-01-11T15:00:00Z,2026-01-11T14:00:00Z
cp_0067,list_grief,regular,sent,Weekly Prayer Chain - Jan 11 2026,Rosa Villarreal,events@gracechurchelpaso.org,Weekly Prayer Chain - Jan 11 2026,191,2026-01-11T15:00:00Z,2026-01-11T14:00:00Z
cp_0068,list_congregation,regular,sent,Youth Group Meeting - Jan 11 2026,Deacon Ruth,events@gracechurchelpaso.org,Youth Group Meeting - Jan 11 2026,217,2026-01-11T15:00:00Z,2026-01-11T14:00:00Z
cp_0069,list_diabetes_ed,regular,sent,Council Update - Jan 11 2026,Matt Coleman,matt.coleman@gracechurchelpaso.org,Council Update - Jan 11 2026,320,2026-01-11T15:00:00Z,2026-01-11T14:00:00Z
cp_0070,list_council,regular,sent,Prayer Chain Update - Jan 11 2026,Deacon Ruth,events@gracechurchelpaso.org,Prayer Chain Update - Jan 11 2026,235,2026-01-11T15:00:00Z,2026-01-11T14:00:00Z
