courseId,userId,fullName,emailAddress,photoUrl
course-ceu-0,student-3076,Oakley Underwood,oakley.underwood@learn.example.org,
course-ceu-0,student-3077,Adrian Baker,adrian.baker@learn.example.org,
course-ceu-0,student-3078,Reese Reed,reese.reed@learn.example.org,
course-ceu-0,student-3079,Zion Underwood,zion.underwood@learn.example.org,
course-ceu-0,student-3080,Uriel Evans,uriel.evans@learn.example.org,
course-ceu-0,student-3081,Yael Nolan,yael.nolan@learn.example.org,
course-ceu-0,student-3082,Blair Evans,blair.evans@learn.example.org,
course-ceu-0,student-3083,Ira Owens,ira.owens@learn.example.org,
course-ceu-0,student-3084,Casey Cole,casey.cole@learn.example.org,
course-ceu-0,student-3085,Micah Zimmer,micah.zimmer@learn.example.org,
course-ceu-0,student-3086,Micah Lopez,micah.lopez@learn.example.org,
course-ceu-0,student-3087,Gray Silva,gray.silva@learn.example.org,
course-ceu-0,student-3088,Jordan Zimmer,jordan.zimmer@learn.example.org,
course-ceu-0,student-3089,Avery Ward,avery.ward@learn.example.org,
course-ceu-0,student-3090,Logan Ingram,logan.ingram@learn.example.org,
course-ceu-0,student-3091,Casey Dunn,casey.dunn@learn.example.org,
course-ceu-0,student-3092,Blair Ward,blair.ward@learn.example.org,
course-ceu-0,student-3093,Bailey Quinn,bailey.quinn@learn.example.org,
course-ceu-0,student-3094,Adrian Gomez,adrian.gomez@learn.example.org,
course-ceu-0,student-3095,Nova Ingram,nova.ingram@learn.example.org,
course-ceu-0,student-3096,Oakley Gomez,oakley.gomez@learn.example.org,
course-ceu-0,student-3097,Frankie Mills,frankie.mills@learn.example.org,
course-ceu-0,student-3098,Avery Dunn,avery.dunn@learn.example.org,
course-ceu-0,student-3099,Marlow Quinn,marlow.quinn@learn.example.org,
course-ceu-0,student-3100,Indigo Gomez,indigo.gomez@learn.example.org,
course-ceu-0,student-3101,Finley Owens,finley.owens@learn.example.org,
course-ceu-0,student-3102,Devon Nolan,devon.nolan@learn.example.org,
course-ceu-0,student-3103,Micah Ellison,micah.ellison@learn.example.org,
course-ceu-0,student-3104,Yael Reed,yael.reed@learn.example.org,
course-ceu-0,student-3105,Xen Hayes,xen.hayes@learn.example.org,
course-ceu-0,student-3106,Noel Jensen,noel.jensen@learn.example.org,
course-ceu-0,student-3107,Micah Brooks,micah.brooks@learn.example.org,
course-ceu-0,student-3108,Indigo Cole,indigo.cole@learn.example.org,
course-ceu-0,student-3109,Xen Torres,xen.torres@learn.example.org,
course-ceu-0,student-3110,Casey Hayes,casey.hayes@learn.example.org,
course-ceu-0,student-3111,Avery Owens,avery.owens@learn.example.org,
course-ceu-0,student-3112,Oakley Zimmer,oakley.zimmer@learn.example.org,
course-ceu-0,student-3113,Tatum Baker,tatum.baker@learn.example.org,
course-ceu-0,student-3114,Yael Zimmer,yael.zimmer@learn.example.org,
course-ceu-0,student-3115,Reese Ford,reese.ford@learn.example.org,
course-ceu-0,student-3116,Devon Zimmer,devon.zimmer@learn.example.org,
course-ceu-0,student-3117,Hollis Young,hollis.young@learn.example.org,
course-ceu-0,student-3118,Ira Diaz,ira.diaz@learn.example.org,
course-ceu-0,student-3119,Hollis Jensen,hollis.jensen@learn.example.org,
