courseId,id,text,state,creationTime,updateTime,creatorUserId,alternateLink
course-ceu-7,ann-19,Module update posted.,PUBLISHED,2026-07-18T00:00:00Z,2026-07-18T00:00:00Z,provider-ceu,
course-ceu-8,ann-20,Module update posted.,PUBLISHED,2026-08-19T00:00:00Z,2026-08-19T00:00:00Z,provider-ceu,
course-ceu-9,ann-21,Module update posted.,PUBLISHED,2026-09-20T00:00:00Z,2026-09-20T00:00:00Z,provider-ceu,
course-ceu-0,ann-22,Module update posted.,PUBLISHED,2026-10-21T00:00:00Z,2026-10-21T00:00:00Z,provider-ceu,
course-ceu-1,ann-23,Module update posted.,PUBLISHED,2026-11-22T00:00:00Z,2026-11-22T00:00:00Z,provider-ceu,
course-ceu-2,ann-24,Module update posted.,PUBLISHED,2026-01-23T00:00:00Z,2026-01-23T00:00:00Z,provider-ceu,
course-ceu-3,ann-25,Module update posted.,PUBLISHED,2026-02-24T00:00:00Z,2026-02-24T00:00:00Z,provider-ceu,
course-ceu-4,ann-26,Module update posted.,PUBLISHED,2026-03-25T00:00:00Z,2026-03-25T00:00:00Z,provider-ceu,
course-ceu-5,ann-27,Module update posted.,PUBLISHED,2026-04-26T00:00:00Z,2026-04-26T00:00:00Z,provider-ceu,
course-ceu-6,ann-28,Module update posted.,PUBLISHED,2026-05-27T00:00:00Z,2026-05-27T00:00:00Z,provider-ceu,
course-ceu-7,ann-29,Module update posted.,PUBLISHED,2026-06-01T00:00:00Z,2026-06-01T00:00:00Z,provider-ceu,
course-ceu-8,ann-30,Module update posted.,PUBLISHED,2026-07-02T00:00:00Z,2026-07-02T00:00:00Z,provider-ceu,
course-ceu-9,ann-31,Module update posted.,PUBLISHED,2026-08-03T00:00:00Z,2026-08-03T00:00:00Z,provider-ceu,
course-ceu-0,ann-32,Module update posted.,PUBLISHED,2026-09-04T00:00:00Z,2026-09-04T00:00:00Z,provider-ceu,
course-ceu-1,ann-33,Module update posted.,PUBLISHED,2026-10-05T00:00:00Z,2026-10-05T00:00:00Z,provider-ceu,
course-ceu-2,ann-34,Module update posted.,PUBLISHED,2026-11-06T00:00:00Z,2026-11-06T00:00:00Z,provider-ceu,
course-ceu-3,ann-35,Module update posted.,PUBLISHED,2026-01-07T00:00:00Z,2026-01-07T00:00:00Z,provider-ceu,
course-ceu-4,ann-36,Module update posted.,PUBLISHED,2026-02-08T00:00:00Z,2026-02-08T00:00:00Z,provider-ceu,
course-ceu-5,ann-37,Module update posted.,PUBLISHED,2026-03-09T00:00:00Z,2026-03-09T00:00:00Z,provider-ceu,
course-ceu-6,ann-38,Module update posted.,PUBLISHED,2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,provider-ceu,
course-ceu-7,ann-39,Module update posted.,PUBLISHED,2026-05-11T00:00:00Z,2026-05-11T00:00:00Z,provider-ceu,
course-ceu-8,ann-40,Module update posted.,PUBLISHED,2026-06-12T00:00:00Z,2026-06-12T00:00:00Z,provider-ceu,
course-ceu-9,ann-41,Module update posted.,PUBLISHED,2026-07-13T00:00:00Z,2026-07-13T00:00:00Z,provider-ceu,
course-ceu-0,ann-42,Module update posted.,PUBLISHED,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,provider-ceu,
course-ceu-1,ann-43,Module update posted.,PUBLISHED,2026-09-15T00:00:00Z,2026-09-15T00:00:00Z,provider-ceu,
course-ceu-2,ann-44,Module update posted.,PUBLISHED,2026-10-16T00:00:00Z,2026-10-16T00:00:00Z,provider-ceu,
course-ceu-3,ann-45,Module update posted.,PUBLISHED,2026-11-17T00:00:00Z,2026-11-17T00:00:00Z,provider-ceu,
course-ceu-4,ann-46,Module update posted.,PUBLISHED,2026-01-18T00:00:00Z,2026-01-18T00:00:00Z,provider-ceu,
course-ceu-5,ann-47,Module update posted.,PUBLISHED,2026-02-19T00:00:00Z,2026-02-19T00:00:00Z,provider-ceu,
course-ceu-6,ann-48,Module update posted.,PUBLISHED,2026-03-20T00:00:00Z,2026-03-20T00:00:00Z,provider-ceu,
course-ceu-7,ann-49,Module update posted.,PUBLISHED,2026-04-21T00:00:00Z,2026-04-21T00:00:00Z,provider-ceu,
course-ceu-8,ann-50,Module update posted.,PUBLISHED,2026-05-22T00:00:00Z,2026-05-22T00:00:00Z,provider-ceu,
course-ceu-9,ann-51,Module update posted.,PUBLISHED,2026-06-23T00:00:00Z,2026-06-23T00:00:00Z,provider-ceu,
course-ceu-0,ann-52,Module update posted.,PUBLISHED,2026-07-24T00:00:00Z,2026-07-24T00:00:00Z,provider-ceu,
course-ceu-1,ann-53,Module update posted.,PUBLISHED,2026-08-25T00:00:00Z,2026-08-25T00:00:00Z,provider-ceu,
course-ceu-2,ann-54,Module update posted.,PUBLISHED,2026-09-26T00:00:00Z,2026-09-26T00:00:00Z,provider-ceu,
course-ceu-3,ann-55,Module update posted.,PUBLISHED,2026-10-27T00:00:00Z,2026-10-27T00:00:00Z,provider-ceu,
course-ceu-4,ann-56,Module update posted.,PUBLISHED,2026-11-01T00:00:00Z,2026-11-01T00:00:00Z,provider-ceu,
course-ceu-5,ann-57,Module update posted.,PUBLISHED,2026-01-02T00:00:00Z,2026-01-02T00:00:00Z,provider-ceu,
course-ceu-6,ann-58,Module update posted.,PUBLISHED,2026-02-03T00:00:00Z,2026-02-03T00:00:00Z,provider-ceu,
course-ceu-7,ann-59,Module update posted.,PUBLISHED,2026-03-04T00:00:00Z,2026-03-04T00:00:00Z,provider-ceu,
course-ceu-8,ann-60,Module update posted.,PUBLISHED,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,provider-ceu,
course-ceu-9,ann-61,Module update posted.,PUBLISHED,2026-05-06T00:00:00Z,2026-05-06T00:00:00Z,provider-ceu,
course-ceu-0,ann-62,Module update posted.,PUBLISHED,2026-06-07T00:00:00Z,2026-06-07T00:00:00Z,provider-ceu,
course-ceu-1,ann-63,Module update posted.,PUBLISHED,2026-07-08T00:00:00Z,2026-07-08T00:00:00Z,provider-ceu,
course-ceu-2,ann-64,Module update posted.,PUBLISHED,2026-08-09T00:00:00Z,2026-08-09T00:00:00Z,provider-ceu,
course-ceu-3,ann-65,Module update posted.,PUBLISHED,2026-09-10T00:00:00Z,2026-09-10T00:00:00Z,provider-ceu,
course-ceu-4,ann-66,Module update posted.,PUBLISHED,2026-10-11T00:00:00Z,2026-10-11T00:00:00Z,provider-ceu,
course-ceu-5,ann-67,Module update posted.,PUBLISHED,2026-11-12T00:00:00Z,2026-11-12T00:00:00Z,provider-ceu,
course-ceu-6,ann-68,Module update posted.,PUBLISHED,2026-01-13T00:00:00Z,2026-01-13T00:00:00Z,provider-ceu,
course-ceu-7,ann-69,Module update posted.,PUBLISHED,2026-02-14T00:00:00Z,2026-02-14T00:00:00Z,provider-ceu,
course-ceu-8,ann-70,Module update posted.,PUBLISHED,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,provider-ceu,
course-ceu-9,ann-71,Module update posted.,PUBLISHED,2026-04-16T00:00:00Z,2026-04-16T00:00:00Z,provider-ceu,
course-ceu-0,ann-72,Module update posted.,PUBLISHED,2026-05-17T00:00:00Z,2026-05-17T00:00:00Z,provider-ceu,
course-ceu-1,ann-73,Module update posted.,PUBLISHED,2026-06-18T00:00:00Z,2026-06-18T00:00:00Z,provider-ceu,
course-ceu-2,ann-74,Module update posted.,PUBLISHED,2026-07-19T00:00:00Z,2026-07-19T00:00:00Z,provider-ceu,
course-ceu-3,ann-75,Module update posted.,PUBLISHED,2026-08-20T00:00:00Z,2026-08-20T00:00:00Z,provider-ceu,
course-ceu-4,ann-76,Module update posted.,PUBLISHED,2026-09-21T00:00:00Z,2026-09-21T00:00:00Z,provider-ceu,
course-ceu-5,ann-77,Module update posted.,PUBLISHED,2026-10-22T00:00:00Z,2026-10-22T00:00:00Z,provider-ceu,
course-ceu-6,ann-78,Module update posted.,PUBLISHED,2026-11-23T00:00:00Z,2026-11-23T00:00:00Z,provider-ceu,
course-ceu-7,ann-79,Module update posted.,PUBLISHED,2026-01-24T00:00:00Z,2026-01-24T00:00:00Z,provider-ceu,
course-ceu-8,ann-80,Module update posted.,PUBLISHED,2026-02-25T00:00:00Z,2026-02-25T00:00:00Z,provider-ceu,
course-ceu-9,ann-81,Module update posted.,PUBLISHED,2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,provider-ceu,
course-ceu-0,ann-82,Module update posted.,PUBLISHED,2026-04-27T00:00:00Z,2026-04-27T00:00:00Z,provider-ceu,
course-ceu-1,ann-83,Module update posted.,PUBLISHED,2026-05-01T00:00:00Z,2026-05-01T00:00:00Z,provider-ceu,
course-ceu-2,ann-84,Module update posted.,PUBLISHED,2026-06-02T00:00:00Z,2026-06-02T00:00:00Z,provider-ceu,
course-ceu-3,ann-85,Module update posted.,PUBLISHED,2026-07-03T00:00:00Z,2026-07-03T00:00:00Z,provider-ceu,
course-ceu-4,ann-86,Module update posted.,PUBLISHED,2026-08-04T00:00:00Z,2026-08-04T00:00:00Z,provider-ceu,
course-ceu-5,ann-87,Module update posted.,PUBLISHED,2026-09-05T00:00:00Z,2026-09-05T00:00:00Z,provider-ceu,
course-ceu-6,ann-88,Module update posted.,PUBLISHED,2026-10-06T00:00:00Z,2026-10-06T00:00:00Z,provider-ceu,
course-ceu-7,ann-89,Module update posted.,PUBLISHED,2026-11-07T00:00:00Z,2026-11-07T00:00:00Z,provider-ceu,
course-ceu-8,ann-90,Module update posted.,PUBLISHED,2026-01-08T00:00:00Z,2026-01-08T00:00:00Z,provider-ceu,
course-ceu-9,ann-91,Module update posted.,PUBLISHED,2026-02-09T00:00:00Z,2026-02-09T00:00:00Z,provider-ceu,
course-ceu-0,ann-92,Module update posted.,PUBLISHED,2026-03-10T00:00:00Z,2026-03-10T00:00:00Z,provider-ceu,
course-ceu-1,ann-93,Module update posted.,PUBLISHED,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,provider-ceu,
course-ceu-2,ann-94,Module update posted.,PUBLISHED,2026-05-12T00:00:00Z,2026-05-12T00:00:00Z,provider-ceu,
course-ceu-3,ann-95,Module update posted.,PUBLISHED,2026-06-13T00:00:00Z,2026-06-13T00:00:00Z,provider-ceu,
course-ceu-4,ann-96,Module update posted.,PUBLISHED,2026-07-14T00:00:00Z,2026-07-14T00:00:00Z,provider-ceu,
course-ceu-5,ann-97,Module update posted.,PUBLISHED,2026-08-15T00:00:00Z,2026-08-15T00:00:00Z,provider-ceu,
course-ceu-6,ann-98,Module update posted.,PUBLISHED,2026-09-16T00:00:00Z,2026-09-16T00:00:00Z,provider-ceu,
course-ceu-7,ann-99,Module update posted.,PUBLISHED,2026-10-17T00:00:00Z,2026-10-17T00:00:00Z,provider-ceu,
course-ceu-8,ann-100,Module update posted.,PUBLISHED,2026-11-18T00:00:00Z,2026-11-18T00:00:00Z,provider-ceu,
course-ceu-9,ann-101,Module update posted.,PUBLISHED,2026-01-19T00:00:00Z,2026-01-19T00:00:00Z,provider-ceu,
course-ceu-0,ann-102,Module update posted.,PUBLISHED,2026-02-20T00:00:00Z,2026-02-20T00:00:00Z,provider-ceu,
course-ceu-1,ann-103,Module update posted.,PUBLISHED,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,provider-ceu,
course-ceu-2,ann-104,Module update posted.,PUBLISHED,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,provider-ceu,
course-ceu-3,ann-105,Module update posted.,PUBLISHED,2026-05-23T00:00:00Z,2026-05-23T00:00:00Z,provider-ceu,
course-ceu-4,ann-106,Module update posted.,PUBLISHED,2026-06-24T00:00:00Z,2026-06-24T00:00:00Z,provider-ceu,
course-ceu-5,ann-107,Module update posted.,PUBLISHED,2026-07-25T00:00:00Z,2026-07-25T00:00:00Z,provider-ceu,
course-ceu-6,ann-108,Module update posted.,PUBLISHED,2026-08-26T00:00:00Z,2026-08-26T00:00:00Z,provider-ceu,
course-ceu-7,ann-109,Module update posted.,PUBLISHED,2026-09-27T00:00:00Z,2026-09-27T00:00:00Z,provider-ceu,
course-ceu-8,ann-110,Module update posted.,PUBLISHED,2026-10-01T00:00:00Z,2026-10-01T00:00:00Z,provider-ceu,
