id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
8001000445,Joel,Krasicki,joel@krasickiranch.example,(541) 555-2429,Herd Manager,Krasicki Ranch,lead,2023-06-16T17:00:00.000Z,2026-10-10T11:00:00.000Z
8001000446,Nina,Blackwood,nina@blackwoodcattle.example,(541) 555-2442,Herd Manager,Blackwood Cattle Co,lead,2020-09-07T18:00:00.000Z,2026-08-26T11:00:00.000Z
8001000447,Reba,Mercer,reba@mercerranch.example,(541) 555-2455,Owner,Mercer Family Ranch,customer,2020-09-19T17:00:00.000Z,2026-09-26T13:00:00.000Z
8001000448,Sam,Delgado,sam@deltabarranch.example,(541) 555-2468,Herd Manager,Delta Bar Ranch,customer,2021-04-18T18:00:00.000Z,2026-09-28T10:00:00.000Z
8001000449,Brett,Holbrook,,(541) 555-2481,Owner / Operator,Holbrook Ranch,customer,2024-03-30T15:00:00.000Z,2026-09-02T11:00:00.000Z
8001000450,Nina,Sanders,nina@sanderslivestock.example,(541) 555-2494,Owner / Operator,Sanders Livestock,lead,2020-09-30T18:00:00.000Z,2026-09-12T12:00:00.000Z
8001000451,Cole,Prieto,cole@prietoheifers.example,(541) 555-2507,Owner,Prieto Heifers LLC,customer,2021-05-05T18:00:00.000Z,2026-09-12T10:00:00.000Z
8001000452,Eddie,Vogel,eddie@vogelcattle.example,(541) 555-2520,Owner,Vogel Cattle,lead,2023-04-03T17:00:00.000Z,2026-09-19T15:00:00.000Z
8001000453,Reba,Ortega,reba@ortegaranch.example,(541) 555-2533,Herd Manager,Ortega Ranch,customer,2022-04-10T15:00:00.000Z,2026-09-18T18:00:00.000Z
8001000454,Joel,Nichols,joel@nicholsdairy.example,(541) 555-2546,Owner / Operator,Nichols Dairy,customer,2020-12-23T17:00:00.000Z,2026-08-27T16:00:00.000Z
8001000455,Cole,Blain,,(541) 555-2559,Owner,Blain Bros Cattle Co,customer,2021-10-21T16:00:00.000Z,2026-09-14T09:00:00.000Z
8001000456,Joel,Foster,joel@crookedrivercattle.example,(541) 555-2572,Owner,Crooked River Cattle,lead,2023-08-30T17:00:00.000Z,2026-08-11T10:00:00.000Z
8001000457,Reba,Mathis,reba@highlonesomeranch.example,(541) 555-2585,Owner,High Lonesome Ranch,customer,2023-01-13T18:00:00.000Z,2026-08-08T11:00:00.000Z
8001000458,Nina,Sturgis,,(541) 555-2598,Herd Manager,Juniper Hollow Ranch,customer,2024-04-10T16:00:00.000Z,2026-08-29T17:00:00.000Z
8001000459,Reba,Tetherow,,(541) 555-2611,Owner,Tetherow Cattle Co,customer,2022-01-30T18:00:00.000Z,2026-09-29T16:00:00.000Z
8001000460,Nina,Pruitt,nina@sageflatlivestock.example,(541) 555-2624,Owner / Operator,Sage Flat Livestock,customer,2020-09-04T18:00:00.000Z,2026-09-18T12:00:00.000Z
8001000461,Cole,Conway,cole@bigfallsranch.example,(541) 555-2637,Owner / Operator,Big Falls Ranch,lead,2021-05-08T17:00:00.000Z,2026-10-08T10:00:00.000Z
8001000462,Cole,Doyle,,(541) 555-2650,Herd Manager,Painted Hills Cattle,customer,2024-03-16T18:00:00.000Z,2026-08-06T14:00:00.000Z
8001000463,Nina,Mosier,nina@diamondmranch.example,(541) 555-2663,Herd Manager,Diamond M Ranch,customer,2021-09-13T16:00:00.000Z,2026-08-07T11:00:00.000Z
8001000464,Reba,Beckett,reba@wychuscreek.example,(541) 555-2676,Herd Manager,Wychus Creek Ranch,customer,2020-11-30T17:00:00.000Z,2026-08-16T17:00:00.000Z
8001000465,Cole,Harmon,cole@lonepinecattle.example,(541) 555-2689,Owner,Lone Pine Cattle,customer,2023-01-19T18:00:00.000Z,2026-10-02T09:00:00.000Z
8001000466,Brett,Lindqvist,,(541) 555-2702,Herd Manager,Aspen Valley Ranch,customer,2024-01-12T16:00:00.000Z,2026-08-24T17:00:00.000Z
8001000467,Sam,Calloway,sam@bearcreeklivestock.example,(541) 555-2715,Owner,Bear Creek Livestock,customer,2020-08-15T17:00:00.000Z,2026-08-18T16:00:00.000Z
8001000468,Eddie,Okafor,,(541) 555-2728,Owner,Smith Rock Ranch,lead,2023-11-24T16:00:00.000Z,2026-09-16T16:00:00.000Z
8001000469,Reba,Quintana,reba@threesisterscattle.example,(541) 555-2741,Owner,Three Sisters Cattle,customer,2021-10-02T18:00:00.000Z,2026-09-01T17:00:00.000Z
8001000470,Eddie,Yarborough,eddie@ochococattle.example,(541) 555-2754,Owner,Ochoco Cattle Co,customer,2023-07-26T17:00:00.000Z,2026-09-30T13:00:00.000Z
8001000471,Nina,Renner,,(541) 555-2767,Herd Manager,Pine Mountain Ranch,customer,2022-05-30T18:00:00.000Z,2026-09-22T15:00:00.000Z
8001000472,Brett,O'Brien,brett@juniperridgeequine.example,(541) 555-2780,Owner / Operator,Juniper Ridge Equine,lead,2021-06-28T15:00:00.000Z,2026-08-29T13:00:00.000Z
8001000473,Nina,Henderson,nina@hendersonranch.com,(541) 555-2793,Herd Manager,Henderson Ranch,lead,2020-05-10T17:00:00.000Z,2026-08-26T12:00:00.000Z
8001000474,Brett,Watson,brett@watson-cattle.example,(541) 555-2806,Herd Manager,Watson Ranch,lead,2021-01-16T18:00:00.000Z,2026-09-24T10:00:00.000Z
8001000475,Brett,Krasicki,brett@krasickiranch.example,(541) 555-2819,Owner / Operator,Krasicki Ranch,customer,2020-10-03T17:00:00.000Z,2026-10-06T13:00:00.000Z
8001000476,Nina,Blackwood,nina@blackwoodcattle.example,(541) 555-2832,Herd Manager,Blackwood Cattle Co,customer,2023-01-23T16:00:00.000Z,2026-09-26T12:00:00.000Z
8001000477,Eddie,Mercer,,(541) 555-2845,Owner / Operator,Mercer Family Ranch,customer,2021-03-20T17:00:00.000Z,2026-08-06T09:00:00.000Z
8001000478,Eddie,Delgado,eddie@deltabarranch.example,(541) 555-2858,Owner,Delta Bar Ranch,customer,2020-11-26T18:00:00.000Z,2026-09-22T18:00:00.000Z
8001000479,Sam,Holbrook,sam@holbrookranch.example,(541) 555-2871,Owner,Holbrook Ranch,lead,2021-09-10T17:00:00.000Z,2026-08-04T16:00:00.000Z
8001000480,Reba,Sanders,reba@sanderslivestock.example,(541) 555-2884,Owner / Operator,Sanders Livestock,customer,2024-04-16T16:00:00.000Z,2026-09-01T14:00:00.000Z
8001000481,Sam,Prieto,,(541) 555-2897,Owner / Operator,Prieto Heifers LLC,customer,2021-09-09T15:00:00.000Z,2026-10-03T09:00:00.000Z
8001000482,Eddie,Vogel,eddie@vogelcattle.example,(541) 555-2910,Owner,Vogel Cattle,lead,2021-07-18T16:00:00.000Z,2026-08-31T18:00:00.000Z
8001000483,Sam,Ortega,,(541) 555-2923,Owner,Ortega Ranch,customer,2023-09-08T15:00:00.000Z,2026-08-19T11:00:00.000Z
8001000484,Sam,Nichols,sam@nicholsdairy.example,(541) 555-2936,Owner / Operator,Nichols Dairy,lead,2021-06-21T17:00:00.000Z,2026-08-22T09:00:00.000Z
8001000485,Eddie,Blain,,(541) 555-2949,Owner / Operator,Blain Bros Cattle Co,lead,2021-07-31T17:00:00.000Z,2026-09-23T13:00:00.000Z
8001000486,Sam,Foster,,(541) 555-2962,Herd Manager,Crooked River Cattle,customer,2024-01-07T17:00:00.000Z,2026-10-05T12:00:00.000Z
8001000487,Joel,Mathis,joel@highlonesomeranch.example,(541) 555-2975,Owner,High Lonesome Ranch,customer,2022-06-10T17:00:00.000Z,2026-10-05T17:00:00.000Z
8001000488,Sam,Sturgis,sam@juniperhollow.example,(541) 555-2988,Herd Manager,Juniper Hollow Ranch,customer,2023-01-19T18:00:00.000Z,2026-10-07T11:00:00.000Z
8001000489,Eddie,Tetherow,eddie@tetherowcattle.example,(541) 555-3001,Herd Manager,Tetherow Cattle Co,lead,2022-04-14T17:00:00.000Z,2026-08-10T16:00:00.000Z
8001000490,Sam,Pruitt,,(541) 555-3014,Owner,Sage Flat Livestock,customer,2023-09-06T15:00:00.000Z,2026-09-14T15:00:00.000Z
8001000491,Eddie,Conway,eddie@bigfallsranch.example,(541) 555-3027,Herd Manager,Big Falls Ranch,customer,2020-10-15T17:00:00.000Z,2026-08-19T17:00:00.000Z
8001000492,Cole,Doyle,cole@paintedhillscattle.example,(541) 555-3040,Owner / Operator,Painted Hills Cattle,customer,2021-05-09T17:00:00.000Z,2026-09-07T15:00:00.000Z
8001000493,Joel,Mosier,joel@diamondmranch.example,(541) 555-3053,Owner,Diamond M Ranch,customer,2023-08-17T17:00:00.000Z,2026-08-30T17:00:00.000Z
8001000494,Brett,Beckett,brett@wychuscreek.example,(541) 555-3066,Owner / Operator,Wychus Creek Ranch,customer,2024-03-26T16:00:00.000Z,2026-08-07T14:00:00.000Z
8001000495,Nina,Harmon,nina@lonepinecattle.example,(541) 555-3079,Owner / Operator,Lone Pine Cattle,customer,2022-05-03T16:00:00.000Z,2026-08-27T09:00:00.000Z
8001000496,Cole,Lindqvist,,(541) 555-3092,Herd Manager,Aspen Valley Ranch,customer,2024-02-29T18:00:00.000Z,2026-09-25T17:00:00.000Z
8001000497,Eddie,Calloway,,(541) 555-3105,Herd Manager,Bear Creek Livestock,customer,2021-03-05T15:00:00.000Z,2026-08-12T11:00:00.000Z
8001000498,Eddie,Okafor,,(541) 555-3118,Owner / Operator,Smith Rock Ranch,customer,2022-03-14T15:00:00.000Z,2026-08-15T16:00:00.000Z
8001000499,Cole,Quintana,cole@threesisterscattle.example,(541) 555-3131,Owner / Operator,Three Sisters Cattle,customer,2022-09-26T15:00:00.000Z,2026-09-07T17:00:00.000Z
8001000500,Reba,Yarborough,reba@ochococattle.example,(541) 555-3144,Owner / Operator,Ochoco Cattle Co,customer,2023-02-16T16:00:00.000Z,2026-09-12T10:00:00.000Z
8001000501,Brett,Renner,brett@pinemountainranch.example,(541) 555-3157,Owner,Pine Mountain Ranch,customer,2020-08-23T16:00:00.000Z,2026-08-10T15:00:00.000Z
8001000502,Brett,O'Brien,brett@juniperridgeequine.example,(541) 555-3170,Owner / Operator,Juniper Ridge Equine,customer,2023-01-31T18:00:00.000Z,2026-08-15T18:00:00.000Z
8001000503,Sam,Henderson,,(541) 555-3183,Owner,Henderson Ranch,customer,2021-10-02T17:00:00.000Z,2026-08-02T10:00:00.000Z
8001000504,Joel,Watson,joel@watson-cattle.example,(541) 555-3196,Owner / Operator,Watson Ranch,lead,2021-08-09T18:00:00.000Z,2026-09-17T12:00:00.000Z
8001000505,Joel,Krasicki,joel@krasickiranch.example,(541) 555-3209,Owner / Operator,Krasicki Ranch,customer,2022-12-05T17:00:00.000Z,2026-08-21T09:00:00.000Z
8001000506,Joel,Blackwood,joel@blackwoodcattle.example,(541) 555-3222,Owner,Blackwood Cattle Co,customer,2022-08-10T16:00:00.000Z,2026-08-26T14:00:00.000Z
8001000507,Sam,Mercer,,(541) 555-3235,Owner,Mercer Family Ranch,customer,2022-11-26T17:00:00.000Z,2026-09-14T12:00:00.000Z
8001000508,Sam,Delgado,sam@deltabarranch.example,(541) 555-3248,Herd Manager,Delta Bar Ranch,lead,2020-08-05T18:00:00.000Z,2026-09-07T12:00:00.000Z
8001000509,Reba,Holbrook,reba@holbrookranch.example,(541) 555-3261,Owner,Holbrook Ranch,customer,2021-12-20T15:00:00.000Z,2026-08-01T14:00:00.000Z
8001000510,Eddie,Sanders,eddie@sanderslivestock.example,(541) 555-3274,Owner / Operator,Sanders Livestock,customer,2020-04-20T17:00:00.000Z,2026-08-11T14:00:00.000Z
8001000511,Brett,Prieto,brett@prietoheifers.example,(541) 555-3287,Herd Manager,Prieto Heifers LLC,lead,2023-04-19T15:00:00.000Z,2026-10-10T18:00:00.000Z
8001000512,Cole,Vogel,,(541) 555-3300,Owner / Operator,Vogel Cattle,customer,2021-06-16T17:00:00.000Z,2026-10-08T14:00:00.000Z
8001000513,Eddie,Ortega,eddie@ortegaranch.example,(541) 555-3313,Owner,Ortega Ranch,lead,2022-10-17T17:00:00.000Z,2026-08-30T15:00:00.000Z
8001000514,Brett,Nichols,,(541) 555-3326,Herd Manager,Nichols Dairy,customer,2023-01-08T16:00:00.000Z,2026-08-22T09:00:00.000Z
8001000515,Eddie,Blain,eddie@blainbros.example,(541) 555-3339,Owner / Operator,Blain Bros Cattle Co,lead,2021-06-30T15:00:00.000Z,2026-08-14T15:00:00.000Z
8001000516,Brett,Foster,brett@crookedrivercattle.example,(541) 555-3352,Owner,Crooked River Cattle,customer,2021-01-01T16:00:00.000Z,2026-10-02T10:00:00.000Z
8001000517,Joel,Mathis,,(541) 555-3365,Owner,High Lonesome Ranch,customer,2021-01-31T17:00:00.000Z,2026-08-21T15:00:00.000Z
8001000518,Eddie,Sturgis,,(541) 555-3378,Owner,Juniper Hollow Ranch,customer,2020-11-13T16:00:00.000Z,2026-08-10T10:00:00.000Z
8001000519,Brett,Tetherow,brett@tetherowcattle.example,(541) 555-3391,Owner,Tetherow Cattle Co,lead,2024-03-31T18:00:00.000Z,2026-08-29T18:00:00.000Z
8001000520,Nina,Pruitt,nina@sageflatlivestock.example,(541) 555-3404,Herd Manager,Sage Flat Livestock,customer,2020-07-12T18:00:00.000Z,2026-08-27T10:00:00.000Z
8001000521,Cole,Conway,cole@bigfallsranch.example,(541) 555-3417,Owner,Big Falls Ranch,customer,2020-08-27T18:00:00.000Z,2026-09-09T13:00:00.000Z
8001000522,Eddie,Doyle,,(541) 555-3430,Owner,Painted Hills Cattle,customer,2020-04-29T15:00:00.000Z,2026-10-08T17:00:00.000Z
8001000523,Brett,Mosier,brett@diamondmranch.example,(541) 555-3443,Herd Manager,Diamond M Ranch,lead,2021-05-15T17:00:00.000Z,2026-09-06T11:00:00.000Z
8001000524,Sam,Beckett,sam@wychuscreek.example,(541) 555-3456,Owner / Operator,Wychus Creek Ranch,customer,2020-03-14T16:00:00.000Z,2026-09-15T18:00:00.000Z
8001000525,Reba,Harmon,reba@lonepinecattle.example,(541) 555-3469,Owner / Operator,Lone Pine Cattle,customer,2021-10-11T16:00:00.000Z,2026-09-14T09:00:00.000Z
8001000526,Brett,Lindqvist,brett@aspenvalleyranch.example,(541) 555-3482,Herd Manager,Aspen Valley Ranch,customer,2022-02-23T18:00:00.000Z,2026-09-10T13:00:00.000Z
8001000527,Joel,Calloway,joel@bearcreeklivestock.example,(541) 555-3495,Herd Manager,Bear Creek Livestock,lead,2022-09-24T15:00:00.000Z,2026-09-17T16:00:00.000Z
8001000528,Cole,Okafor,,(541) 555-3508,Owner / Operator,Smith Rock Ranch,customer,2020-05-16T15:00:00.000Z,2026-10-09T15:00:00.000Z
8001000529,Nina,Quintana,nina@threesisterscattle.example,(541) 555-3521,Herd Manager,Three Sisters Cattle,customer,2020-11-21T17:00:00.000Z,2026-09-05T17:00:00.000Z
8001000530,Cole,Yarborough,,(541) 555-3534,Herd Manager,Ochoco Cattle Co,lead,2021-03-14T15:00:00.000Z,2026-08-08T15:00:00.000Z
8001000531,Joel,Renner,joel@pinemountainranch.example,(541) 555-3547,Owner / Operator,Pine Mountain Ranch,customer,2021-10-16T17:00:00.000Z,2026-10-04T13:00:00.000Z
8001000532,Cole,O'Brien,cole@juniperridgeequine.example,(541) 555-3560,Herd Manager,Juniper Ridge Equine,customer,2023-04-05T15:00:00.000Z,2026-08-24T12:00:00.000Z
8001000533,Cole,Henderson,,(541) 555-3573,Owner / Operator,Henderson Ranch,customer,2022-01-08T16:00:00.000Z,2026-09-25T18:00:00.000Z
8001000534,Reba,Watson,,(541) 555-3586,Owner / Operator,Watson Ranch,customer,2021-07-01T15:00:00.000Z,2026-09-10T18:00:00.000Z
8001000535,Nina,Krasicki,nina@krasickiranch.example,(541) 555-3599,Owner / Operator,Krasicki Ranch,customer,2020-05-08T18:00:00.000Z,2026-09-24T10:00:00.000Z
8001000536,Brett,Blackwood,brett@blackwoodcattle.example,(541) 555-3612,Owner / Operator,Blackwood Cattle Co,customer,2024-05-13T16:00:00.000Z,2026-09-26T16:00:00.000Z
8001000537,Cole,Mercer,,(541) 555-3625,Owner,Mercer Family Ranch,lead,2021-03-02T18:00:00.000Z,2026-08-05T11:00:00.000Z
8001000538,Joel,Delgado,joel@deltabarranch.example,(541) 555-3638,Owner,Delta Bar Ranch,customer,2022-01-08T15:00:00.000Z,2026-08-24T11:00:00.000Z
8001000539,Sam,Holbrook,sam@holbrookranch.example,(541) 555-3651,Herd Manager,Holbrook Ranch,customer,2023-08-01T18:00:00.000Z,2026-09-23T09:00:00.000Z
8001000540,Cole,Sanders,cole@sanderslivestock.example,(541) 555-3664,Owner,Sanders Livestock,customer,2020-07-13T16:00:00.000Z,2026-10-05T17:00:00.000Z
8001000541,Sam,Prieto,sam@prietoheifers.example,(541) 555-3677,Owner / Operator,Prieto Heifers LLC,lead,2021-10-04T15:00:00.000Z,2026-09-09T12:00:00.000Z
8001000542,Nina,Vogel,nina@vogelcattle.example,(541) 555-3690,Owner,Vogel Cattle,lead,2022-10-28T17:00:00.000Z,2026-09-23T09:00:00.000Z
8001000543,Eddie,Ortega,,(541) 555-3703,Owner / Operator,Ortega Ranch,customer,2020-02-26T15:00:00.000Z,2026-10-07T15:00:00.000Z
8001000544,Sam,Nichols,sam@nicholsdairy.example,(541) 555-3716,Owner / Operator,Nichols Dairy,customer,2021-10-17T16:00:00.000Z,2026-10-01T11:00:00.000Z
8001000545,Reba,Blain,reba@blainbros.example,(541) 555-3729,Owner,Blain Bros Cattle Co,lead,2023-04-08T16:00:00.000Z,2026-08-11T13:00:00.000Z
8001000546,Joel,Foster,joel@crookedrivercattle.example,(541) 555-3742,Herd Manager,Crooked River Cattle,customer,2021-08-06T18:00:00.000Z,2026-10-02T17:00:00.000Z
8001000547,Eddie,Mathis,eddie@highlonesomeranch.example,(541) 555-3755,Owner,High Lonesome Ranch,customer,2020-01-22T15:00:00.000Z,2026-09-13T14:00:00.000Z
8001000548,Sam,Sturgis,,(541) 555-3768,Owner,Juniper Hollow Ranch,customer,2020-06-14T16:00:00.000Z,2026-09-08T12:00:00.000Z
8001000549,Brett,Tetherow,brett@tetherowcattle.example,(541) 555-3781,Owner,Tetherow Cattle Co,customer,2020-02-23T18:00:00.000Z,2026-09-17T16:00:00.000Z
8001000550,Joel,Pruitt,joel@sageflatlivestock.example,(541) 555-3794,Owner / Operator,Sage Flat Livestock,customer,2023-04-01T16:00:00.000Z,2026-10-05T17:00:00.000Z
8001000551,Joel,Conway,,(541) 555-3807,Owner / Operator,Big Falls Ranch,customer,2022-06-12T17:00:00.000Z,2026-09-13T16:00:00.000Z
8001000552,Brett,Doyle,brett@paintedhillscattle.example,(541) 555-3820,Owner / Operator,Painted Hills Cattle,customer,2023-03-12T18:00:00.000Z,2026-09-07T18:00:00.000Z
8001000553,Cole,Mosier,cole@diamondmranch.example,(541) 555-3833,Owner / Operator,Diamond M Ranch,lead,2022-12-04T17:00:00.000Z,2026-08-25T11:00:00.000Z
8001000554,Eddie,Beckett,,(541) 555-3846,Owner / Operator,Wychus Creek Ranch,customer,2020-08-22T18:00:00.000Z,2026-08-26T13:00:00.000Z
8001000555,Sam,Harmon,,(541) 555-3859,Herd Manager,Lone Pine Cattle,lead,2023-10-29T15:00:00.000Z,2026-08-23T10:00:00.000Z
8001000556,Nina,Lindqvist,nina@aspenvalleyranch.example,(541) 555-3872,Owner / Operator,Aspen Valley Ranch,customer,2022-07-24T18:00:00.000Z,2026-10-08T18:00:00.000Z
8001000557,Brett,Calloway,,(541) 555-3885,Owner,Bear Creek Livestock,lead,2022-04-23T17:00:00.000Z,2026-10-05T14:00:00.000Z
8001000558,Joel,Okafor,joel@smithrockranch.example,(541) 555-3898,Owner,Smith Rock Ranch,customer,2021-09-17T16:00:00.000Z,2026-10-04T12:00:00.000Z
8001000559,Reba,Quintana,reba@threesisterscattle.example,(541) 555-3911,Owner / Operator,Three Sisters Cattle,customer,2023-10-17T15:00:00.000Z,2026-09-02T12:00:00.000Z
8001000560,Reba,Yarborough,,(541) 555-3924,Owner / Operator,Ochoco Cattle Co,customer,2023-02-10T18:00:00.000Z,2026-09-04T12:00:00.000Z
8001000561,Brett,Renner,,(541) 555-3937,Herd Manager,Pine Mountain Ranch,customer,2020-10-20T17:00:00.000Z,2026-08-10T17:00:00.000Z
