id,meeting_id,email,first_name,last_name,status,join_time,create_time
reg-ref-037,8001112263,barbara.adams@riversidemed.com,First037,Last037,denied,2026-05-28T10:00:00Z,2026-03-26T09:00:00Z
reg-ref-038,8001112264,karen.park@riversidemed.com,First038,Last038,denied,2026-05-05T10:00:00Z,2026-09-06T09:00:00Z
reg-ref-039,8001112265,john.kim@humana.com,First039,Last039,denied,2026-06-10T13:00:00Z,2026-07-16T09:00:00Z
reg-ref-040,8001112266,kevin.brown@summit-heart.org,First040,Last040,denied,2026-03-21T15:00:00Z,2026-08-28T09:00:00Z
reg-ref-041,8001112267,elizabeth.adams@gmail.com,First041,Last041,approved,2026-07-06T12:00:00Z,2026-02-04T09:00:00Z
reg-ref-042,8001112268,john.nair@riversidemed.com,First042,Last042,approved,2026-01-23T17:00:00Z,2026-08-23T09:00:00Z
reg-ref-043,8001112269,steven.brown@edwards.com,First043,Last043,pending,2026-04-25T17:00:00Z,2026-02-06T09:00:00Z
reg-ref-044,8001112270,elizabeth.brown@coastalcardiology.com,First044,Last044,approved,2026-08-12T12:00:00Z,2026-06-08T09:00:00Z
reg-ref-045,8001112271,joseph.garcia@medtronic.com,First045,Last045,approved,2026-02-02T09:00:00Z,2026-02-22T09:00:00Z
reg-ref-046,8001112272,chloe.kim@jaxheart.org,First046,Last046,approved,2026-06-25T17:00:00Z,2026-04-14T09:00:00Z
reg-ref-047,8001112273,jennifer.patel@gulfcoaststate.edu,First047,Last047,denied,2026-07-13T12:00:00Z,2026-05-05T09:00:00Z
reg-ref-048,8001112274,patricia.jones@gmail.com,First048,Last048,approved,2026-03-06T17:00:00Z,2026-08-15T09:00:00Z
reg-ref-049,8001112275,ramesh.brennan@stfrancisjax.org,First049,Last049,pending,2026-03-22T17:00:00Z,2026-02-04T09:00:00Z
reg-ref-050,8001112276,chloe.baker@bcbsfl.com,First050,Last050,approved,2026-04-23T11:00:00Z,2026-01-16T09:00:00Z
reg-ref-051,8001112277,david.smith@uhc.com,First051,Last051,denied,2026-06-21T16:00:00Z,2026-03-26T09:00:00Z
reg-ref-052,8001112278,mark.garcia@medtronic.com,First052,Last052,approved,2026-08-09T11:00:00Z,2026-05-14T09:00:00Z
reg-ref-053,8001112279,daniel.park@lakewoodmedresearch.edu,First053,Last053,approved,2026-02-05T10:00:00Z,2026-09-21T09:00:00Z
reg-ref-054,8001112280,kenneth.martinez@yahoo.com,First054,Last054,pending,2026-08-27T08:00:00Z,2026-08-27T09:00:00Z
reg-ref-055,8001112281,priya.garcia@coastalcardiology.com,First055,Last055,approved,2026-01-06T16:00:00Z,2026-03-23T09:00:00Z
reg-ref-056,8001112282,steven.wilson@gmail.com,First056,Last056,denied,2026-02-23T09:00:00Z,2026-08-20T09:00:00Z
reg-ref-057,8001112283,marcus.wilson@gulfcoaststate.edu,First057,Last057,denied,2026-02-27T17:00:00Z,2026-06-21T09:00:00Z
reg-ref-058,8001112284,susan.patel@edwards.com,First058,Last058,denied,2026-06-22T12:00:00Z,2026-01-06T09:00:00Z
reg-ref-059,8001112285,joseph.baker@medtronic.com,First059,Last059,pending,2026-02-05T15:00:00Z,2026-01-13T09:00:00Z
reg-ref-060,8001112286,diego.jones@coastalcardiology.com,First060,Last060,approved,2026-03-15T12:00:00Z,2026-06-02T09:00:00Z
reg-ref-061,8001112287,patricia.brown@aetna.com,First061,Last061,pending,2026-02-03T08:00:00Z,2026-04-17T09:00:00Z
reg-ref-062,8001112288,paul.chen@coastalcardiology.com,First062,Last062,denied,2026-04-21T13:00:00Z,2026-02-25T09:00:00Z
reg-ref-063,8001112289,robert.nair@stfrancisjax.org,First063,Last063,approved,2026-03-11T17:00:00Z,2026-07-07T09:00:00Z
reg-ref-064,8001112290,david.wilson@coastalcardiology.com,First064,Last064,denied,2026-03-24T08:00:00Z,2026-09-09T09:00:00Z
reg-ref-065,8001112291,donald.martinez@humana.com,First065,Last065,approved,2026-06-22T17:00:00Z,2026-08-05T09:00:00Z
reg-ref-066,8001112292,joseph.baker@yahoo.com,First066,Last066,approved,2026-07-24T08:00:00Z,2026-03-19T09:00:00Z
reg-ref-067,8001112293,amanda.johnson@riversidemed.com,First067,Last067,denied,2026-06-09T13:00:00Z,2026-04-19T09:00:00Z
reg-ref-068,8001112294,kevin.jones@jaxheart.org,First068,Last068,approved,2026-03-11T08:00:00Z,2026-09-07T09:00:00Z
reg-ref-069,8001112295,christopher.hussain@lakewoodmedresearch.edu,First069,Last069,denied,2026-08-28T12:00:00Z,2026-09-25T09:00:00Z
reg-ref-070,8001112296,daniel.hussain@gmail.com,First070,Last070,approved,2026-02-18T13:00:00Z,2026-06-02T09:00:00Z
reg-ref-071,8001112297,sarah.whitfield@coastalcardiology.com,First071,Last071,denied,2026-01-03T17:00:00Z,2026-04-20T09:00:00Z
reg-ref-072,8001112298,ravi.johnson@gulfcoaststate.edu,First072,Last072,approved,2026-08-02T14:00:00Z,2026-03-07T09:00:00Z
reg-ref-073,8001112299,karen.adams@gmail.com,First073,Last073,pending,2026-08-20T13:00:00Z,2026-08-26T09:00:00Z
reg-ref-074,8001112300,susan.wilson@edwards.com,First074,Last074,denied,2026-08-10T17:00:00Z,2026-09-24T09:00:00Z
reg-ref-075,8001112301,amanda.davis@gmail.com,First075,Last075,approved,2026-08-12T12:00:00Z,2026-09-13T09:00:00Z
reg-ref-076,8001112302,karen.johnson@coastalcardio.foundation,First076,Last076,approved,2026-03-18T10:00:00Z,2026-07-24T09:00:00Z
reg-ref-077,8001112303,jessica.davis@gulfcoaststate.edu,First077,Last077,pending,2026-09-11T11:00:00Z,2026-05-26T09:00:00Z
reg-ref-078,8001112304,charles.kim@jaxheart.org,First078,Last078,pending,2026-01-26T12:00:00Z,2026-02-12T09:00:00Z
reg-ref-079,8001112305,amanda.rivera@medtronic.com,First079,Last079,approved,2026-02-24T15:00:00Z,2026-06-22T09:00:00Z
reg-ref-080,8001112306,patricia.rodriguez@outlook.com,First080,Last080,pending,2026-01-02T13:00:00Z,2026-01-11T09:00:00Z
reg-ref-081,8001112307,jennifer.thompson@yahoo.com,First081,Last081,approved,2026-03-08T10:00:00Z,2026-05-28T09:00:00Z
reg-ref-082,8001112308,barbara.garcia@edwards.com,First082,Last082,pending,2026-08-15T09:00:00Z,2026-04-06T09:00:00Z
reg-ref-083,8001112309,susan.jones@medtronic.com,First083,Last083,denied,2026-04-07T09:00:00Z,2026-01-15T09:00:00Z
reg-ref-084,8001112310,ravi.thompson@gmail.com,First084,Last084,denied,2026-01-16T15:00:00Z,2026-01-27T09:00:00Z
reg-ref-085,8001112311,susan.hussain@uhc.com,First085,Last085,denied,2026-04-21T08:00:00Z,2026-04-16T09:00:00Z
reg-ref-086,8001112312,ramesh.nair@lakewoodmedresearch.edu,First086,Last086,approved,2026-04-28T08:00:00Z,2026-02-28T09:00:00Z
reg-ref-087,8001112313,kevin.baker@coastalcardio.foundation,First087,Last087,approved,2026-03-09T09:00:00Z,2026-05-05T09:00:00Z
reg-ref-088,8001112314,sarah.brennan@gmail.com,First088,Last088,denied,2026-03-07T10:00:00Z,2026-01-26T09:00:00Z
reg-ref-089,8001112315,amanda.kim@bcbsfl.com,First089,Last089,denied,2026-09-05T08:00:00Z,2026-03-12T09:00:00Z
reg-ref-090,8001112316,diego.williams@gmail.com,First090,Last090,denied,2026-01-15T12:00:00Z,2026-09-06T09:00:00Z
reg-ref-091,8001112317,donald.jones@yahoo.com,First091,Last091,pending,2026-07-10T12:00:00Z,2026-07-10T09:00:00Z
reg-ref-092,8001112318,amanda.whitfield@stfrancisjax.org,First092,Last092,pending,2026-08-09T14:00:00Z,2026-09-09T09:00:00Z
reg-ref-093,8001112319,donald.smith@stfrancisjax.org,First093,Last093,denied,2026-03-11T11:00:00Z,2026-04-10T09:00:00Z
reg-ref-094,8001112320,mary.rivera@riversidemed.com,First094,Last094,denied,2026-05-27T12:00:00Z,2026-08-02T09:00:00Z
reg-ref-095,8001112321,diego.johnson@outlook.com,First095,Last095,pending,2026-04-17T11:00:00Z,2026-04-14T09:00:00Z
reg-ref-096,8001112322,donald.whitfield@aetna.com,First096,Last096,denied,2026-04-25T17:00:00Z,2026-03-18T09:00:00Z
reg-ref-097,8001112323,mary.baker@riversidemed.com,First097,Last097,approved,2026-08-02T15:00:00Z,2026-02-16T09:00:00Z
reg-ref-098,8001112324,linda.davis@edwards.com,First098,Last098,approved,2026-02-28T11:00:00Z,2026-07-05T09:00:00Z
reg-ref-099,8001112325,jennifer.patel@summit-heart.org,First099,Last099,denied,2026-06-06T08:00:00Z,2026-04-20T09:00:00Z
reg-ref-100,8001112326,kenneth.park@outlook.com,First100,Last100,pending,2026-06-21T12:00:00Z,2026-05-19T09:00:00Z
reg-ref-101,8001112327,susan.brennan@outlook.com,First101,Last101,pending,2026-03-22T16:00:00Z,2026-07-05T09:00:00Z
reg-ref-102,8001112328,matthew.jones@jaxheart.org,First102,Last102,pending,2026-06-24T10:00:00Z,2026-02-01T09:00:00Z
reg-ref-103,8001112329,steven.martinez@stfrancisjax.org,First103,Last103,approved,2026-05-22T12:00:00Z,2026-06-20T09:00:00Z
reg-ref-104,8001112330,christopher.jones@jaxheart.org,First104,Last104,denied,2026-02-22T14:00:00Z,2026-02-01T09:00:00Z
