agent_id,name,brokerage,phone,email,license_number,active_listings,sold_last_12mo,rating,reviews
agt_1ae48fc818,Kimberly Lee,Long and Foster,301-555-9076,brenda95@example.net,MD-523892,9,76,3.7,198
agt_e9a82f4337,Mr. Edward Price,Keller Williams,301-555-2718,sgarner@example.net,MD-555898,25,75,4.9,168
agt_35b04ff934,Sarah Nelson,Redfin,301-555-7549,lauracollins@example.com,MD-497057,19,39,3.9,30
agt_2953ced797,Clinton Robertson,Compass,301-555-8352,davisjennifer@example.net,MD-662688,17,65,3.5,206
agt_fd2430956e,Beverly Lewis,RE/MAX,301-555-6222,nbowman@example.net,MD-509572,5,20,4.9,274
agt_e639405449,Roy Cox,Keller Williams,301-555-7114,cory41@example.com,MD-878765,22,21,3.8,197
agt_d6ec564ffd,Elizabeth Jennings,Compass,301-555-7743,joe36@example.net,MD-311151,14,49,3.6,294
agt_06284429f2,Robert Herring,Berkshire Hathaway,301-555-7434,karina79@example.org,MD-108888,14,29,4.7,145
agt_77d90c9d19,Joshua Chavez,Compass,301-555-5324,hernandezbrooke@example.net,MD-248068,25,63,3.9,137
agt_e15d53c621,Michael Heath,Coldwell Banker,301-555-9327,bobby02@example.net,MD-361437,3,36,4.4,35
agt_4b718c6416,Aaron Wolfe,Berkshire Hathaway,301-555-9400,jeanhubbard@example.com,MD-906148,22,57,4.4,84
agt_f4c2cdf937,Amanda Thompson,Coldwell Banker,301-555-7928,alejandrogibson@example.net,MD-400185,16,65,4.6,179
agt_1d9e64bbed,Alan Barton,Keller Williams,301-555-3411,villakayla@example.net,MD-987958,11,61,4.4,11
agt_b334e77215,Kaitlyn Norris,Long and Foster,301-555-5042,turnerrebecca@example.org,MD-646634,17,55,4.8,76
agt_92d7839a06,Victor Burns,Coldwell Banker,301-555-2040,fleach@example.org,MD-475440,4,50,4.9,284
agt_a111250c8b,Nathaniel Rodriguez,Compass,301-555-5565,morgansarah@example.com,MD-109342,2,48,4.2,193
agt_f1aadf8ef1,Randall Weeks,Compass,301-555-2705,cooperpamela@example.net,MD-355643,1,71,3.6,205
agt_74db82480c,Sylvia Hicks,RE/MAX,301-555-4762,scottsamantha@example.org,MD-399352,16,12,3.5,191
agt_08a3f51ead,Michael Martin,Redfin,301-555-2971,vcruz@example.com,MD-540213,8,57,4.3,71
agt_95e4882e32,Jessica Horn,Berkshire Hathaway,301-555-7857,claudia87@example.org,MD-421696,4,61,4.9,114
agt_ae1b080ff3,Jennifer Mejia,Berkshire Hathaway,301-555-1852,tonyalowe@example.com,MD-924440,19,71,4.3,288
agt_8b8eb8611e,Amber Ward MD,Berkshire Hathaway,301-555-1219,brewertracie@example.org,MD-991929,9,71,4.3,177
agt_a33c69496e,James Baker,RE/MAX,301-555-9410,krichards@example.org,MD-367974,13,59,4.5,135
agt_1f834fb074,Sarah Brady,Berkshire Hathaway,301-555-8839,paul52@example.com,MD-315496,21,25,4.1,49
agt_1d8d6b90df,Emily Mathews,Compass,301-555-8726,lewislaura@example.com,MD-609635,16,63,4.4,63
agt_056cd0617f,Michael Smith,Keller Williams,301-555-1287,pamelacalderon@example.com,MD-658639,9,56,3.7,119
agt_10d5460d17,Jose Gillespie,RE/MAX,301-555-4633,daniel96@example.net,MD-713226,12,58,4.7,279
agt_da2f965ba5,Gregory Butler,Coldwell Banker,301-555-2474,briannavaughn@example.org,MD-630988,12,74,4.8,267
agt_7c79b52e88,Nancy Johnson,Redfin,301-555-4577,ngonzalez@example.com,MD-484561,7,40,4.6,21
agt_3ecf84446f,Tamara Whitaker,Coldwell Banker,301-555-3839,cherylperry@example.org,MD-333142,18,64,4.4,37
agt_48f9bdf3f9,Leslie Wilcox,Keller Williams,301-555-3767,lbennett@example.net,MD-660724,9,20,3.6,242
agt_2e498c05aa,Daniel Cruz,Berkshire Hathaway,301-555-8714,stacyreynolds@example.org,MD-218717,11,60,4.4,45
agt_441a06e83a,Matthew Strickland,Redfin,301-555-8612,nicolemiller@example.com,MD-367904,2,72,3.9,191
agt_ea6126fc5c,Mrs. Alexandria Phillips,Redfin,301-555-5545,yross@example.com,MD-258038,11,46,4.4,135
agt_681de915d2,Stephanie Beasley,Long and Foster,301-555-5836,brendanwhite@example.org,MD-606458,24,43,4.8,179
agt_4637196e42,Thomas Nguyen,RE/MAX,301-555-1204,julie29@example.com,MD-490528,18,72,4.1,34
agt_e6b21b4a28,Olivia Lewis,Compass,301-555-9571,chambersmichelle@example.net,MD-742634,4,74,4.8,36
agt_e521a23fc0,Bonnie Villegas,Keller Williams,301-555-3936,colejackson@example.com,MD-782530,21,64,4.2,96
agt_0b9a22c835,Taylor White,Keller Williams,301-555-2873,kerryshields@example.net,MD-842210,23,32,3.5,56
agt_987864d6f1,Phillip Hall,Coldwell Banker,301-555-6442,paula59@example.net,MD-551397,10,44,3.9,123
agt_81ad64b965,David Freeman,Compass,301-555-8594,usuarez@example.com,MD-273777,18,62,4.9,16
agt_2d4533270a,Terry Williams,Berkshire Hathaway,301-555-9939,gsherman@example.org,MD-190967,5,33,4.7,185
agt_76d962b647,Jacob Lindsey,Berkshire Hathaway,301-555-3357,rthompson@example.com,MD-934953,10,10,4.5,97
agt_12307b7591,Allison Thomas,Coldwell Banker,301-555-4842,christopher30@example.com,MD-947141,18,16,3.9,290
agt_3227dc94e8,Kristin Kemp,Berkshire Hathaway,301-555-4211,jeffrey01@example.net,MD-377715,11,13,4.8,76
agt_6b336fd821,David Finley,Keller Williams,301-555-3210,sarahnguyen@example.org,MD-943548,22,24,4.6,80
agt_8c001ab0e8,Charles King,Long and Foster,301-555-3275,gwilliams@example.org,MD-123410,25,12,4.4,127
agt_04a8c86da0,Gabriel Rodriguez,Berkshire Hathaway,301-555-7692,cynthiaanderson@example.net,MD-305847,25,79,4.4,195
agt_683b7ff06b,Alyssa George,RE/MAX,301-555-3022,summer88@example.org,MD-114834,7,16,4.5,55
agt_c44211f7ce,Brian Elliott,RE/MAX,301-555-1685,stevenandrews@example.net,MD-166435,10,63,4.9,216
agt_3b8de415e0,Joshua Frazier,Berkshire Hathaway,301-555-4915,veronica55@example.net,MD-955763,5,75,3.5,222
agt_4fa822bdda,Michael Curtis,Berkshire Hathaway,301-555-8182,oshaw@example.org,MD-757803,24,58,4.0,38
agt_891ac28626,Brandon Gonzalez,Coldwell Banker,301-555-9318,stephensellers@example.net,MD-719567,24,54,4.9,279
agt_4cfcde8324,Christie Beltran,RE/MAX,301-555-5544,jlee@example.com,MD-344740,9,47,4.8,141
agt_0be752baf5,Daniel Nunez,Keller Williams,301-555-4755,sierra55@example.org,MD-964164,1,9,4.5,9
agt_94c0455c4b,Timothy Dalton,Long and Foster,301-555-4406,odonnelljacob@example.org,MD-349110,5,73,4.8,81
agt_b7668d63f9,Annette Martin,Keller Williams,301-555-8752,scott92@example.org,MD-569724,11,12,3.6,246
agt_476c253eaa,Jennifer Collins,Keller Williams,301-555-5911,nielsensheila@example.com,MD-233439,6,66,4.4,104
agt_95453f2351,Danielle Maddox,Berkshire Hathaway,301-555-2198,michaelgarcia@example.net,MD-317231,16,14,3.6,29
agt_192641143c,Courtney Griffin,Compass,301-555-9488,christopherharris@example.org,MD-188393,22,54,4.3,279
agt_3d8b8a6d4a,Suzanne Ramirez,RE/MAX,301-555-3816,teresa25@example.net,MD-487069,10,75,3.7,25
agt_f39c38e644,Tracy Pearson,Coldwell Banker,301-555-4302,wmcintosh@example.org,MD-901827,11,22,4.7,287
agt_59ab60e18e,Pamela Becker,Keller Williams,301-555-2257,qanderson@example.com,MD-733140,8,62,4.8,223
agt_4d1d93995d,Scott Myers,Redfin,301-555-9734,benjaminyoung@example.com,MD-558648,14,54,4.3,213
agt_10eb154729,Robin Turner,Compass,301-555-7305,torreseric@example.org,MD-574767,17,22,4.8,183
agt_47d13b64b8,Kristy White,Compass,301-555-5584,robertlopez@example.org,MD-315964,5,49,4.2,178
agt_ddb30ca167,Richard Castillo Jr.,Keller Williams,301-555-1072,riveracharles@example.net,MD-348349,20,10,3.5,22
agt_39d392a88f,Cathy Travis,Long and Foster,301-555-3331,whernandez@example.org,MD-789072,22,18,3.6,84
agt_d14ef2fdb5,Taylor Morse,Redfin,301-555-1672,jlopez@example.com,MD-525087,8,12,4.4,119
agt_b9f49fc59a,Antonio Payne,Long and Foster,301-555-1841,amueller@example.org,MD-978744,19,50,4.2,72
agt_ce3591cfa5,Dawn Clarke,Coldwell Banker,301-555-8267,craig94@example.net,MD-614374,19,15,4.3,213
agt_6c1bac9b20,Luis Jones,Berkshire Hathaway,301-555-1641,johnsonkrista@example.net,MD-298434,23,70,3.6,248
agt_8b0ed194ed,Kenneth Carr,Long and Foster,301-555-5903,smithdylan@example.com,MD-461909,8,50,4.9,154
agt_1087cc2c94,Lisa Murray,Berkshire Hathaway,301-555-5761,kyleolson@example.net,MD-138618,12,65,4.6,126
agt_719eb8e019,Christine Rodriguez,Long and Foster,301-555-6298,davidsonmary@example.com,MD-144585,6,14,3.5,80
agt_4a2eb394fd,Jamie Chung,Keller Williams,301-555-8098,robertacox@example.org,MD-111098,15,52,4.8,165
agt_b4c16fa59a,James Carter,Redfin,301-555-2833,pmassey@example.com,MD-436914,6,30,3.5,228
agt_fdf0b55dad,Randall Brooks,Redfin,301-555-7445,elizabethgreen@example.org,MD-872330,16,79,4.9,52
agt_762f3682f7,Carlos Garrett,Coldwell Banker,301-555-4979,rubenspencer@example.org,MD-704170,10,65,4.0,11
agt_010bf4445c,Brandi Mcintosh,Keller Williams,301-555-8523,lwilliams@example.org,MD-848416,11,35,3.6,89
agt_20c7b48c9d,Amanda Collier,Berkshire Hathaway,301-555-1155,pamela98@example.net,MD-714670,24,74,4.1,78
agt_a8c70e5634,Gabriel Moore,Berkshire Hathaway,301-555-5093,jonathanbuck@example.net,MD-122069,24,39,4.4,258
agt_4da776d48c,Charles Hebert,RE/MAX,301-555-7804,whiteamanda@example.net,MD-216905,1,39,4.8,233
agt_c8980f1815,Victor Acosta,Coldwell Banker,301-555-2413,ramosjulie@example.org,MD-343050,9,73,3.9,291
agt_9aed3cc268,Matthew Skinner,Berkshire Hathaway,301-555-7866,julie17@example.org,MD-631457,14,71,4.1,285
agt_3dda76019e,Marcus Howell,Compass,301-555-3970,andrewedwards@example.org,MD-544140,25,45,4.8,223
agt_3dd727a144,Benjamin Crane,Berkshire Hathaway,301-555-3275,dbryant@example.org,MD-600482,23,59,3.5,233
agt_57c2cae48f,Mario Smith,RE/MAX,301-555-7353,breynolds@example.org,MD-149591,4,51,4.0,205
agt_88330caa60,Gregory Fuller,Coldwell Banker,301-555-1009,elizabeth19@example.com,MD-328849,1,46,4.6,160
agt_cff981f202,Mark Armstrong,Redfin,301-555-9576,rjordan@example.com,MD-949131,8,70,4.8,33
agt_b81c2eacc4,James Randall DDS,Keller Williams,301-555-8985,aaron21@example.org,MD-957851,23,38,3.6,168
agt_687d6a1352,Joe Huynh,Coldwell Banker,301-555-4804,acooper@example.net,MD-465208,21,60,4.9,196
agt_455dcd2a7b,Ashley Fields,Redfin,301-555-4768,brittany47@example.com,MD-461951,13,76,3.5,292
agt_2727039cc4,Edgar Rosario,Compass,301-555-3763,owensvanessa@example.net,MD-951115,1,31,4.5,45
agt_c23849b0d4,Eric Williams,Long and Foster,301-555-7864,fpena@example.net,MD-918071,24,65,4.9,256
agt_b8a0ef2ed2,Andrew Hancock,Long and Foster,301-555-7269,jessepierce@example.com,MD-969537,7,59,4.9,252
agt_0c84a06275,Michele Faulkner,Long and Foster,301-555-1977,andrewbishop@example.org,MD-438134,2,66,4.3,219
agt_a520d9a4ab,Abigail Boyd,RE/MAX,301-555-8734,reevessean@example.org,MD-531224,17,77,3.7,169
agt_f5054eadd1,Jeffrey Mcbride,RE/MAX,301-555-2091,dvelasquez@example.net,MD-829334,9,64,4.6,254
agt_8086979364,Jeremy Peters,Keller Williams,301-555-5944,sandra20@example.com,MD-649586,4,51,4.5,226
agt_669718d4f4,Vincent Mays,Redfin,301-555-5196,mmiller@example.net,MD-791195,2,48,3.8,45
agt_b0b0823347,Donna Taylor,Redfin,301-555-7834,emily57@example.org,MD-376439,20,32,3.9,65
agt_4173c73270,Tony Williams,Compass,301-555-1087,baileyevelyn@example.net,MD-782819,15,26,3.7,50
agt_be06a6fabc,Linda Daniel,Redfin,301-555-8131,harold72@example.com,MD-629390,10,37,4.9,57
agt_08a371ae73,Richard Smith,Redfin,301-555-2825,jbaird@example.com,MD-832963,6,72,4.7,178
agt_bf6b1c6043,Christian Porter,Keller Williams,301-555-9806,alewis@example.net,MD-785447,25,14,4.2,35
agt_5dfaf807c5,Cassandra Romero,Keller Williams,301-555-7776,njames@example.com,MD-753231,14,40,4.2,72
agt_663ca735ab,Alan Harvey,Berkshire Hathaway,301-555-4299,dyersamuel@example.org,MD-514183,25,58,4.2,271
agt_478d3913e9,Larry Andrade,Long and Foster,301-555-4516,jhowell@example.org,MD-177948,14,33,4.0,117
agt_8eb723085b,Regina Leon,RE/MAX,301-555-8608,powens@example.com,MD-967770,5,28,4.2,5
agt_8d746ee2a7,Zachary Gomez,Keller Williams,301-555-3812,amanda99@example.com,MD-525475,16,60,4.2,174
agt_38d8543182,Chris Bailey,Redfin,301-555-6586,courtneybryant@example.com,MD-423300,24,9,3.8,160
agt_743bcfa6ad,Matthew Price,RE/MAX,301-555-3173,williamscynthia@example.net,MD-729407,15,69,4.9,268
agt_e3f696485d,Denise Allen,RE/MAX,301-555-6302,rickylawson@example.com,MD-195208,3,47,4.2,256
agt_fa26dd0f8e,James Livingston,Coldwell Banker,301-555-7892,phoward@example.com,MD-801351,13,69,3.5,284
agt_d553d604c4,Lauren Kane,Long and Foster,301-555-2208,daniel23@example.net,MD-889454,7,6,4.2,51
agt_243c7360ec,Jason Flynn,Long and Foster,301-555-5197,hannahholmes@example.com,MD-637009,14,67,4.9,259
agt_1e614cda02,Michael Ingram,Long and Foster,301-555-2709,tjohnson@example.net,MD-216144,19,54,4.0,208
agt_7a2c8f384d,Emily Williamson,Berkshire Hathaway,301-555-6060,michaelbrown@example.org,MD-915536,9,39,4.4,247
agt_4c1c4b47ed,Janet Tapia,Keller Williams,301-555-4055,phernandez@example.com,MD-560086,6,42,4.7,11
agt_fb0530ccb6,Travis Wood,Keller Williams,301-555-6228,alexandra59@example.org,MD-532515,20,61,4.2,273
agt_0069b237a6,Casey Foster,Coldwell Banker,301-555-8648,igrant@example.net,MD-780067,20,50,4.6,293
agt_8b8f9368d3,Rachel Tran,Redfin,301-555-2725,pearsonrachel@example.net,MD-924554,6,6,4.4,186
agt_74af3a0e8f,Angela Mcdonald,Berkshire Hathaway,301-555-3609,charris@example.net,MD-645547,21,43,4.7,119
agt_785ab75479,Karen Preston,Compass,301-555-6464,mthomas@example.net,MD-632841,17,30,3.8,89
agt_318184d067,John Dunn,RE/MAX,301-555-9240,alanthomas@example.org,MD-935286,8,42,4.5,74
agt_2981591acd,Kevin Hurley,Compass,301-555-1569,davidmiller@example.com,MD-592254,23,72,4.7,230
agt_c60d04efbd,Bonnie Sawyer,Compass,301-555-8671,trevorpalmer@example.com,MD-457773,22,77,4.4,91
agt_c2fc53f51a,Veronica Watson,RE/MAX,301-555-5465,nicole44@example.org,MD-419818,14,7,4.9,82
agt_926faed46b,Beth Watson,Compass,301-555-8550,michellemorris@example.org,MD-430768,11,57,3.9,269
agt_54d2c56e60,Holly Martinez,Coldwell Banker,301-555-7639,connerdaniel@example.org,MD-947528,3,28,3.9,139
agt_d84346af26,Alexander Coleman,Long and Foster,301-555-6806,brittanyking@example.org,MD-510478,10,21,3.7,90
agt_f7ecb0674c,Tara Reed,Long and Foster,301-555-1179,anthonyjohnson@example.org,MD-876144,5,56,4.9,141
agt_d30709f113,Jeffrey Lee,Keller Williams,301-555-1197,kennethcollier@example.com,MD-969677,20,28,4.7,158
agt_0c89a56451,Stephanie Cisneros,Keller Williams,301-555-2861,daviddavidson@example.com,MD-563819,12,9,4.9,71
agt_4fb634bed2,Shannon Wilson,Redfin,301-555-3667,glennhartman@example.com,MD-129317,2,61,4.7,18
agt_ef0e06c84a,Brandon Johnson,Redfin,301-555-8931,obean@example.net,MD-357529,2,74,5.0,110
agt_e7286b12ff,David Heath,Redfin,301-555-7553,michael74@example.com,MD-253922,5,80,3.6,212
agt_e19bedff45,Evan Price,Coldwell Banker,301-555-7281,ihart@example.com,MD-713723,14,12,4.8,237
agt_e52ffa0498,Michael Guzman,Long and Foster,301-555-2428,tyler88@example.org,MD-788964,3,25,3.5,24
agt_a23ee21838,Thomas Carrillo,Compass,301-555-1992,jeffrey91@example.org,MD-658835,3,52,4.0,39
agt_eea375000b,Stacy Kennedy,Berkshire Hathaway,301-555-9966,heather90@example.com,MD-627269,3,33,4.4,297
agt_e24d1a72ef,Adam Hernandez,Compass,301-555-6577,smithmark@example.net,MD-321481,17,47,4.7,61
agt_113b354327,Jessica Cox,Long and Foster,301-555-2528,sellersmichael@example.org,MD-478841,16,32,3.8,164
agt_fa14c17d3d,Louis Wright,Keller Williams,301-555-2096,laura26@example.net,MD-102659,16,10,4.5,172
agt_9aae15c845,Ryan Mendoza,Redfin,301-555-3787,orrmitchell@example.org,MD-667654,24,65,3.9,121
agt_a3369f255d,Erin Hart,Compass,301-555-7400,lbrown@example.net,MD-382430,23,23,3.9,210
agt_2189f470aa,Holly Woods,Long and Foster,301-555-8867,grantmelanie@example.net,MD-936839,12,60,4.6,214
agt_746db4b589,Pamela Hogan,Redfin,301-555-8892,andre03@example.com,MD-439824,23,79,3.7,191
agt_1c3e6a39e9,Brooke Haynes,Coldwell Banker,301-555-2668,ihill@example.net,MD-879739,12,43,4.6,15
agt_346258f9aa,Jimmy May,Berkshire Hathaway,301-555-6833,petersenmaureen@example.org,MD-345645,19,74,3.7,99
agt_567a7eefe4,James Cruz,Long and Foster,301-555-4244,cheryl52@example.com,MD-363435,17,15,4.3,199
agt_1a352f07c2,Shawn Preston,Long and Foster,301-555-7352,briannasanchez@example.com,MD-225181,8,74,3.9,202
agt_6dae252f76,Patricia Wong DDS,Long and Foster,301-555-9016,evillarreal@example.org,MD-773998,11,6,4.0,257
agt_3b094d4c65,Nicole Vargas,Coldwell Banker,301-555-6000,gutierrezjason@example.com,MD-405495,11,68,5.0,246
agt_c40310b430,Kathryn Mcmahon MD,RE/MAX,301-555-5498,nicolegarcia@example.org,MD-533049,22,17,4.7,201
agt_1c8040b89c,Chloe Clay,Keller Williams,301-555-7038,cassandraoconnor@example.org,MD-462081,15,76,4.9,15
agt_8b3045fcda,Stacey Nolan,Coldwell Banker,301-555-4572,pruiz@example.net,MD-777898,1,5,4.7,273
agt_22a59b8e27,Stephanie Smith,Compass,301-555-2822,carradam@example.org,MD-558395,11,62,4.0,89
agt_b98675ee4f,Vernon Jefferson,Berkshire Hathaway,301-555-4774,bradley21@example.com,MD-112113,21,25,4.2,241
agt_4e6c829d74,Amy Harrington,Berkshire Hathaway,301-555-6079,stephenpayne@example.org,MD-213480,3,52,4.0,134
agt_50774e1b6e,Tara Frey,Compass,301-555-3879,trussell@example.org,MD-521018,5,48,3.8,22
agt_8afbcc974f,Caroline Smith,Berkshire Hathaway,301-555-5717,sthomas@example.net,MD-693678,1,72,4.7,287
agt_b50c902360,David Dawson,Redfin,301-555-8784,nicole86@example.org,MD-311682,3,58,3.7,257
agt_9f5c249d3a,Kristen Smith,Keller Williams,301-555-3062,marshallleon@example.org,MD-292485,23,68,3.7,49
agt_1e01d91003,Richard Smith,Keller Williams,301-555-1157,paula66@example.com,MD-223868,7,41,4.8,54
agt_491ea013cd,Robert Cobb,Long and Foster,301-555-5819,grossdenise@example.org,MD-110915,1,78,5.0,50
agt_068fc6debf,Jose Huber,Coldwell Banker,301-555-2953,daniellegordon@example.com,MD-241684,23,50,3.9,6
agt_16a1798843,Thomas Hernandez,Redfin,301-555-4095,alexandriamurillo@example.net,MD-201858,13,67,3.7,207
agt_3013444086,Martha Smith,Long and Foster,301-555-7895,johnsonchloe@example.net,MD-274930,12,35,4.1,124
agt_491158d4f6,Brian Fry,Coldwell Banker,301-555-6828,cortezdavid@example.com,MD-208980,5,63,4.6,178
agt_a28faa77f2,Kenneth Roberts,Compass,301-555-3358,brianrojas@example.com,MD-901446,5,77,3.6,154
agt_de0c4f9322,William Holt,Redfin,301-555-2915,petersondebra@example.org,MD-671923,24,68,3.5,176
agt_38d29f2e66,Dana Mckinney,RE/MAX,301-555-7126,hjimenez@example.com,MD-550227,3,79,4.9,16
agt_98c5e6d220,Christina Wright,Redfin,301-555-3521,nathan43@example.net,MD-936331,10,43,3.6,269
agt_ed488ac720,Stacy Kent,Long and Foster,301-555-8854,qleach@example.org,MD-342280,5,36,3.5,187
agt_f2c4fb9ad8,Wendy Burton,Berkshire Hathaway,301-555-4233,tony79@example.net,MD-313031,16,47,3.6,279
agt_359af6ff00,Elizabeth Mclean,Compass,301-555-8574,justin83@example.com,MD-189210,16,48,4.6,280
agt_928b633865,Ernest Luna,Long and Foster,301-555-6026,lmiller@example.org,MD-452139,7,76,4.9,277
agt_3fb675e2ea,William Graves,RE/MAX,301-555-6503,pramirez@example.com,MD-808178,23,74,3.5,28
agt_656510d37e,Joshua Adams,Keller Williams,301-555-3512,pbaker@example.net,MD-220077,2,32,4.6,42
agt_f804d07f65,Tammy Gregory,Long and Foster,301-555-5390,nicolenelson@example.net,MD-246951,2,57,4.6,256
agt_6b9358c137,Henry Gonzalez,Keller Williams,301-555-8429,cameronreynolds@example.org,MD-615490,21,40,4.0,179
agt_bf6ebc945f,William Burnett,Coldwell Banker,301-555-5027,jonathan24@example.org,MD-775438,20,62,4.9,171
agt_bed9b2587a,Travis Best,Coldwell Banker,301-555-1457,william71@example.net,MD-232133,23,56,4.5,249
