id,firstName,lastName,headline,location,industry,connectedAt,organizationId
li_c021,Meg,Okonkwo,Receptionist at Birchwood Animal Hospital,Michigan,Veterinary,1714501800,org_0
li_c022,Brianna,Brooks,DVM at Northern Michigan Veterinary,Michigan,Veterinary,1559327400,org_1
li_c023,Rachel,Reed,Receptionist at Great Lakes CC,Michigan,Veterinary,1675189800,org_2
li_c024,Amy,Kim,CVT at MVMA,Michigan,Veterinary,1675189800,org_3
li_c025,Mark,Hart,Receptionist at AVMA,Michigan,Veterinary,1675189800,org_4
li_c026,Dave,Ito,Receptionist at Cherry Capital Vet,Michigan,Veterinary,1714501800,org_5
li_c027,Kelly,Kowalczyk,Veterinarian at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1627756200,org_6
li_c028,Jordan,Lindstrom,Practice Manager at Birchwood Animal Hospital,Michigan,Veterinary,1675189800,org_0
li_c029,Priya,Nguyen,Veterinarian at Northern Michigan Veterinary,Michigan,Veterinary,1627756200,org_1
li_c030,Tom,Walsh,CVT at Great Lakes CC,Michigan,Veterinary,1714501800,org_2
li_c031,Nina,Ruiz,DVM at MVMA,Michigan,Veterinary,1559327400,org_3
li_c032,Chris,Vance,Practice Manager at AVMA,Michigan,Veterinary,1559327400,org_4
li_c033,Erin,Diaz,DVM at Cherry Capital Vet,Michigan,Veterinary,1675189800,org_5
li_c034,Sam,Torres,Veterinarian at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1675189800,org_6
li_c035,Lucia,Jansen,CVT at Birchwood Animal Hospital,Michigan,Veterinary,1627756200,org_0
li_c036,Ben,Patel,Practice Manager at Northern Michigan Veterinary,Michigan,Veterinary,1714501800,org_1
li_c037,Grace,Cole,Receptionist at Great Lakes CC,Michigan,Veterinary,1627756200,org_2
li_c038,Owen,Fox,Veterinarian at MVMA,Michigan,Veterinary,1627756200,org_3
li_c039,Maya,莫,CVT at AVMA,Michigan,Veterinary,1627756200,org_4
li_c040,Sarah,Hensley,Vet Tech Assistant at Cherry Capital Vet,Michigan,Veterinary,1714501800,org_5
li_c041,Meg,Okonkwo,Receptionist at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1627756200,org_6
li_c042,Brianna,Brooks,CVT at Birchwood Animal Hospital,Michigan,Veterinary,1627756200,org_0
li_c043,Rachel,Reed,Practice Manager at Northern Michigan Veterinary,Michigan,Veterinary,1559327400,org_1
li_c044,Amy,Kim,DVM at Great Lakes CC,Michigan,Veterinary,1675189800,org_2
li_c045,Mark,Hart,Vet Tech Assistant at MVMA,Michigan,Veterinary,1675189800,org_3
li_c046,Dave,Ito,CVT at AVMA,Michigan,Veterinary,1627756200,org_4
li_c047,Kelly,Kowalczyk,Practice Manager at Cherry Capital Vet,Michigan,Veterinary,1714501800,org_5
li_c048,Jordan,Lindstrom,Practice Manager at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1627756200,org_6
li_c049,Priya,Nguyen,DVM at Birchwood Animal Hospital,Michigan,Veterinary,1714501800,org_0
li_c050,Tom,Walsh,DVM at Northern Michigan Veterinary,Michigan,Veterinary,1714501800,org_1
li_c051,Nina,Ruiz,Practice Manager at Great Lakes CC,Michigan,Veterinary,1675189800,org_2
li_c052,Chris,Vance,Practice Manager at MVMA,Michigan,Veterinary,1627756200,org_3
li_c053,Erin,Diaz,CVT at AVMA,Michigan,Veterinary,1714501800,org_4
li_c054,Sam,Torres,Practice Manager at Cherry Capital Vet,Michigan,Veterinary,1627756200,org_5
li_c055,Lucia,Jansen,DVM at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1675189800,org_6
li_c056,Ben,Patel,Practice Manager at Birchwood Animal Hospital,Michigan,Veterinary,1559327400,org_0
li_c057,Grace,Cole,Receptionist at Northern Michigan Veterinary,Michigan,Veterinary,1627756200,org_1
li_c058,Owen,Fox,Veterinarian at Great Lakes CC,Michigan,Veterinary,1714501800,org_2
li_c059,Maya,莫,CVT at MVMA,Michigan,Veterinary,1627756200,org_3
li_c060,Sarah,Hensley,Vet Tech Assistant at AVMA,Michigan,Veterinary,1627756200,org_4
li_c061,Meg,Okonkwo,Veterinarian at Cherry Capital Vet,Michigan,Veterinary,1627756200,org_5
li_c062,Brianna,Brooks,DVM at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1559327400,org_6
li_c063,Rachel,Reed,DVM at Birchwood Animal Hospital,Michigan,Veterinary,1675189800,org_0
li_c064,Amy,Kim,DVM at Northern Michigan Veterinary,Michigan,Veterinary,1675189800,org_1
li_c065,Mark,Hart,Practice Manager at Great Lakes CC,Michigan,Veterinary,1627756200,org_2
li_c066,Dave,Ito,Practice Manager at MVMA,Michigan,Veterinary,1559327400,org_3
li_c067,Kelly,Kowalczyk,Practice Manager at AVMA,Michigan,Veterinary,1714501800,org_4
li_c068,Jordan,Lindstrom,Veterinarian at Cherry Capital Vet,Michigan,Veterinary,1675189800,org_5
li_c069,Priya,Nguyen,Vet Tech Assistant at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1627756200,org_6
li_c070,Tom,Walsh,DVM at Birchwood Animal Hospital,Michigan,Veterinary,1714501800,org_0
li_c071,Nina,Ruiz,Practice Manager at Northern Michigan Veterinary,Michigan,Veterinary,1714501800,org_1
li_c072,Chris,Vance,Practice Manager at Great Lakes CC,Michigan,Veterinary,1559327400,org_2
li_c073,Erin,Diaz,Vet Tech Assistant at MVMA,Michigan,Veterinary,1675189800,org_3
li_c074,Sam,Torres,Vet Tech Assistant at AVMA,Michigan,Veterinary,1627756200,org_4
li_c075,Lucia,Jansen,DVM at Cherry Capital Vet,Michigan,Veterinary,1627756200,org_5
li_c076,Ben,Patel,Receptionist at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1714501800,org_6
li_c077,Grace,Cole,Practice Manager at Birchwood Animal Hospital,Michigan,Veterinary,1559327400,org_0
li_c078,Owen,Fox,Vet Tech Assistant at Northern Michigan Veterinary,Michigan,Veterinary,1559327400,org_1
li_c079,Maya,莫,Receptionist at Great Lakes CC,Michigan,Veterinary,1559327400,org_2
li_c080,Sarah,Hensley,Veterinarian at MVMA,Michigan,Veterinary,1714501800,org_3
li_c081,Meg,Okonkwo,DVM at AVMA,Michigan,Veterinary,1714501800,org_4
li_c082,Brianna,Brooks,CVT at Cherry Capital Vet,Michigan,Veterinary,1675189800,org_5
li_c083,Rachel,Reed,Veterinarian at Grand Traverse Bay Pet Hospital,Michigan,Veterinary,1559327400,org_6
li_c084,Amy,Kim,CVT at Birchwood Animal Hospital,Michigan,Veterinary,1559327400,org_0
li_c085,Mark,Hart,Vet Tech Assistant at Northern Michigan Veterinary,Michigan,Veterinary,1559327400,org_1
li_c086,Dave,Ito,Receptionist at Great Lakes CC,Michigan,Veterinary,1675189800,org_2
li_c087,Kelly,Kowalczyk,DVM at MVMA,Michigan,Veterinary,1627756200,org_3
li_c088,Jordan,Lindstrom,Vet Tech Assistant at AVMA,Michigan,Veterinary,1559327400,org_4
li_c089,Priya,Nguyen,CVT at Cherry Capital Vet,Michigan,Veterinary,1675189800,org_5
