id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER-0000000000015,CAPTURE,COMPLETED,41.43,USD,jess.kowalski@gmail.com,utilities dana half,2026-10-14T00:00:00Z
ORDER-0000000000016,CAPTURE,COMPLETED,39.89,USD,jess.kowalski@gmail.com,utilities dana half,2026-11-13T00:00:00Z
ORDER-0000000000017,CAPTURE,COMPLETED,41.52,USD,sofia.reyes@gmail.com,dinner split,2026-11-01T00:00:00Z
ORDER-0000000000018,CAPTURE,COMPLETED,43.91,USD,carmen.serrano@gmail.com,concert tickets split,2026-04-29T00:00:00Z
ORDER-0000000000019,CAPTURE,COMPLETED,44.95,USD,carmen.serrano@gmail.com,dinner split,2026-08-06T00:00:00Z
ORDER-0000000000020,CAPTURE,COMPLETED,41.61,USD,carmen.serrano@gmail.com,care package reimbursement,2026-05-22T00:00:00Z
ORDER-0000000000021,CAPTURE,COMPLETED,23.67,USD,jess.kowalski@gmail.com,shared groceries,2026-07-27T00:00:00Z
ORDER-0000000000022,CAPTURE,COMPLETED,26.32,USD,jess.kowalski@gmail.com,dinner split,2025-07-23T00:00:00Z
ORDER-0000000000023,CAPTURE,COMPLETED,34.92,USD,jess.kowalski@gmail.com,care package reimbursement,2025-07-09T00:00:00Z
ORDER-0000000000024,CAPTURE,COMPLETED,46.36,USD,carmen.serrano@gmail.com,concert tickets split,2026-10-10T00:00:00Z
ORDER-0000000000025,CAPTURE,COMPLETED,15.81,USD,jess.kowalski@gmail.com,concert tickets split,2025-12-28T00:00:00Z
ORDER-0000000000026,CAPTURE,COMPLETED,55.60,USD,jess.kowalski@gmail.com,concert tickets split,2026-01-13T00:00:00Z
ORDER-0000000000027,CAPTURE,COMPLETED,28.80,USD,luis.escobar@gmail.com,utilities split,2026-07-24T00:00:00Z
ORDER-0000000000028,CAPTURE,COMPLETED,27.31,USD,jess.kowalski@gmail.com,utilities split,2025-07-25T00:00:00Z
ORDER-0000000000029,CAPTURE,COMPLETED,58.30,USD,luis.escobar@gmail.com,care package reimbursement,2026-10-01T00:00:00Z
ORDER-0000000000030,CAPTURE,COMPLETED,22.31,USD,carmen.serrano@gmail.com,dinner split,2026-04-22T00:00:00Z
ORDER-0000000000031,CAPTURE,COMPLETED,25.03,USD,sofia.reyes@gmail.com,dinner split,2026-01-08T00:00:00Z
ORDER-0000000000032,CAPTURE,COMPLETED,55.03,USD,carmen.serrano@gmail.com,care package reimbursement,2026-05-07T00:00:00Z
ORDER-0000000000033,CAPTURE,COMPLETED,12.55,USD,carmen.serrano@gmail.com,concert tickets split,2026-09-26T00:00:00Z
ORDER-0000000000034,CAPTURE,COMPLETED,19.45,USD,jess.kowalski@gmail.com,care package reimbursement,2026-06-17T00:00:00Z
ORDER-0000000000035,CAPTURE,COMPLETED,34.47,USD,sofia.reyes@gmail.com,care package reimbursement,2026-01-08T00:00:00Z
ORDER-0000000000036,CAPTURE,COMPLETED,27.75,USD,sofia.reyes@gmail.com,concert tickets split,2026-04-24T00:00:00Z
ORDER-0000000000037,CAPTURE,COMPLETED,52.78,USD,sofia.reyes@gmail.com,shared groceries,2026-06-28T00:00:00Z
ORDER-0000000000038,CAPTURE,COMPLETED,15.80,USD,jess.kowalski@gmail.com,shared groceries,2026-03-18T00:00:00Z
ORDER-0000000000039,CAPTURE,COMPLETED,19.76,USD,carmen.serrano@gmail.com,concert tickets split,2026-05-23T00:00:00Z
ORDER-0000000000040,CAPTURE,COMPLETED,50.79,USD,sofia.reyes@gmail.com,dinner split,2026-04-25T00:00:00Z
ORDER-0000000000041,CAPTURE,COMPLETED,39.89,USD,carmen.serrano@gmail.com,concert tickets split,2026-05-13T00:00:00Z
ORDER-0000000000042,CAPTURE,COMPLETED,28.66,USD,jess.kowalski@gmail.com,dinner split,2026-06-14T00:00:00Z
ORDER-0000000000043,CAPTURE,COMPLETED,20.78,USD,luis.escobar@gmail.com,care package reimbursement,2025-09-23T00:00:00Z
ORDER-0000000000044,CAPTURE,COMPLETED,34.06,USD,carmen.serrano@gmail.com,concert tickets split,2025-06-20T00:00:00Z
ORDER-0000000000045,CAPTURE,COMPLETED,26.59,USD,carmen.serrano@gmail.com,concert tickets split,2026-09-13T00:00:00Z
ORDER-0000000000046,CAPTURE,COMPLETED,51.73,USD,jess.kowalski@gmail.com,care package reimbursement,2025-10-01T00:00:00Z
ORDER-0000000000047,CAPTURE,COMPLETED,15.56,USD,carmen.serrano@gmail.com,shared groceries,2025-11-29T00:00:00Z
ORDER-0000000000048,CAPTURE,COMPLETED,38.88,USD,sofia.reyes@gmail.com,dinner split,2026-02-03T00:00:00Z
ORDER-0000000000049,CAPTURE,COMPLETED,58.90,USD,luis.escobar@gmail.com,utilities split,2026-05-13T00:00:00Z
ORDER-0000000000050,CAPTURE,COMPLETED,50.48,USD,jess.kowalski@gmail.com,shared groceries,2026-10-22T00:00:00Z
ORDER-0000000000051,CAPTURE,COMPLETED,52.20,USD,luis.escobar@gmail.com,dinner split,2026-11-07T00:00:00Z
ORDER-0000000000052,CAPTURE,COMPLETED,45.87,USD,jess.kowalski@gmail.com,dinner split,2026-04-21T00:00:00Z
ORDER-0000000000053,CAPTURE,COMPLETED,25.64,USD,sofia.reyes@gmail.com,utilities split,2026-03-11T00:00:00Z
ORDER-0000000000054,CAPTURE,COMPLETED,43.57,USD,sofia.reyes@gmail.com,utilities split,2026-07-24T00:00:00Z
ORDER-0000000000055,CAPTURE,COMPLETED,47.31,USD,luis.escobar@gmail.com,utilities split,2026-05-07T00:00:00Z
ORDER-0000000000056,CAPTURE,COMPLETED,22.36,USD,jess.kowalski@gmail.com,concert tickets split,2026-10-15T00:00:00Z
ORDER-0000000000057,CAPTURE,COMPLETED,49.25,USD,jess.kowalski@gmail.com,concert tickets split,2026-06-05T00:00:00Z
ORDER-0000000000058,CAPTURE,COMPLETED,17.31,USD,luis.escobar@gmail.com,care package reimbursement,2026-03-08T00:00:00Z
ORDER-0000000000059,CAPTURE,COMPLETED,39.36,USD,luis.escobar@gmail.com,shared groceries,2025-07-08T00:00:00Z
ORDER-0000000000060,CAPTURE,COMPLETED,20.12,USD,sofia.reyes@gmail.com,utilities split,2026-10-19T00:00:00Z
ORDER-0000000000061,CAPTURE,COMPLETED,51.48,USD,luis.escobar@gmail.com,concert tickets split,2026-02-24T00:00:00Z
ORDER-0000000000062,CAPTURE,COMPLETED,38.06,USD,luis.escobar@gmail.com,dinner split,2026-08-20T00:00:00Z
ORDER-0000000000063,CAPTURE,COMPLETED,25.31,USD,sofia.reyes@gmail.com,dinner split,2025-07-20T00:00:00Z
ORDER-0000000000064,CAPTURE,COMPLETED,15.36,USD,jess.kowalski@gmail.com,shared groceries,2026-10-31T00:00:00Z
ORDER-0000000000065,CAPTURE,COMPLETED,26.96,USD,jess.kowalski@gmail.com,care package reimbursement,2026-05-12T00:00:00Z
ORDER-0000000000066,CAPTURE,COMPLETED,27.00,USD,sofia.reyes@gmail.com,concert tickets split,2026-03-17T00:00:00Z
ORDER-0000000000067,CAPTURE,COMPLETED,21.30,USD,luis.escobar@gmail.com,utilities split,2026-03-12T00:00:00Z
ORDER-0000000000068,CAPTURE,COMPLETED,28.98,USD,carmen.serrano@gmail.com,dinner split,2026-08-28T00:00:00Z
ORDER-0000000000069,CAPTURE,COMPLETED,51.99,USD,jess.kowalski@gmail.com,dinner split,2026-03-24T00:00:00Z
ORDER-0000000000070,CAPTURE,COMPLETED,18.05,USD,jess.kowalski@gmail.com,shared groceries,2026-04-25T00:00:00Z
ORDER-0000000000071,CAPTURE,COMPLETED,39.40,USD,carmen.serrano@gmail.com,concert tickets split,2025-11-15T00:00:00Z
ORDER-0000000000072,CAPTURE,COMPLETED,55.84,USD,luis.escobar@gmail.com,shared groceries,2025-08-13T00:00:00Z
ORDER-0000000000073,CAPTURE,COMPLETED,48.05,USD,sofia.reyes@gmail.com,shared groceries,2026-07-01T00:00:00Z
ORDER-0000000000074,CAPTURE,COMPLETED,17.98,USD,jess.kowalski@gmail.com,shared groceries,2025-07-20T00:00:00Z
ORDER-0000000000075,CAPTURE,COMPLETED,19.42,USD,jess.kowalski@gmail.com,shared groceries,2026-04-21T00:00:00Z
ORDER-0000000000076,CAPTURE,COMPLETED,49.76,USD,luis.escobar@gmail.com,shared groceries,2025-08-16T00:00:00Z
ORDER-0000000000077,CAPTURE,COMPLETED,25.57,USD,sofia.reyes@gmail.com,shared groceries,2025-08-06T00:00:00Z
ORDER-0000000000078,CAPTURE,COMPLETED,44.54,USD,carmen.serrano@gmail.com,dinner split,2026-10-02T00:00:00Z
ORDER-0000000000079,CAPTURE,COMPLETED,47.39,USD,luis.escobar@gmail.com,concert tickets split,2025-11-28T00:00:00Z
ORDER-0000000000080,CAPTURE,COMPLETED,50.34,USD,luis.escobar@gmail.com,utilities split,2025-06-20T00:00:00Z
ORDER-0000000000081,CAPTURE,COMPLETED,29.19,USD,carmen.serrano@gmail.com,care package reimbursement,2026-04-07T00:00:00Z
ORDER-0000000000082,CAPTURE,COMPLETED,34.81,USD,jess.kowalski@gmail.com,shared groceries,2025-12-10T00:00:00Z
ORDER-0000000000083,CAPTURE,COMPLETED,18.47,USD,carmen.serrano@gmail.com,care package reimbursement,2026-06-25T00:00:00Z
ORDER-0000000000084,CAPTURE,COMPLETED,32.11,USD,carmen.serrano@gmail.com,concert tickets split,2026-06-30T00:00:00Z
ORDER-0000000000085,CAPTURE,COMPLETED,42.84,USD,jess.kowalski@gmail.com,care package reimbursement,2026-10-26T00:00:00Z
ORDER-0000000000086,CAPTURE,COMPLETED,53.12,USD,luis.escobar@gmail.com,concert tickets split,2026-04-13T00:00:00Z
ORDER-0000000000087,CAPTURE,COMPLETED,53.88,USD,jess.kowalski@gmail.com,care package reimbursement,2025-09-30T00:00:00Z
ORDER-0000000000088,CAPTURE,COMPLETED,13.40,USD,carmen.serrano@gmail.com,care package reimbursement,2026-01-21T00:00:00Z
ORDER-0000000000089,CAPTURE,COMPLETED,45.27,USD,sofia.reyes@gmail.com,care package reimbursement,2026-11-18T00:00:00Z
ORDER-0000000000090,CAPTURE,COMPLETED,41.97,USD,carmen.serrano@gmail.com,utilities split,2025-11-01T00:00:00Z
ORDER-0000000000091,CAPTURE,COMPLETED,27.80,USD,sofia.reyes@gmail.com,dinner split,2026-09-10T00:00:00Z
ORDER-0000000000092,CAPTURE,COMPLETED,28.74,USD,carmen.serrano@gmail.com,utilities split,2025-09-06T00:00:00Z
ORDER-0000000000093,CAPTURE,COMPLETED,14.91,USD,jess.kowalski@gmail.com,utilities split,2025-07-28T00:00:00Z
ORDER-0000000000094,CAPTURE,COMPLETED,12.91,USD,sofia.reyes@gmail.com,concert tickets split,2026-02-06T00:00:00Z
ORDER-0000000000095,CAPTURE,COMPLETED,31.23,USD,carmen.serrano@gmail.com,shared groceries,2026-01-03T00:00:00Z
ORDER-0000000000096,CAPTURE,COMPLETED,43.94,USD,jess.kowalski@gmail.com,shared groceries,2026-05-15T00:00:00Z
ORDER-0000000000097,CAPTURE,COMPLETED,21.50,USD,jess.kowalski@gmail.com,concert tickets split,2026-10-10T00:00:00Z
ORDER-0000000000098,CAPTURE,COMPLETED,21.86,USD,jess.kowalski@gmail.com,concert tickets split,2026-04-14T00:00:00Z
ORDER-0000000000099,CAPTURE,COMPLETED,32.74,USD,jess.kowalski@gmail.com,dinner split,2026-03-08T00:00:00Z
ORDER-0000000000100,CAPTURE,COMPLETED,59.68,USD,luis.escobar@gmail.com,shared groceries,2026-08-12T00:00:00Z
ORDER-0000000000101,CAPTURE,COMPLETED,52.24,USD,sofia.reyes@gmail.com,care package reimbursement,2026-11-17T00:00:00Z
ORDER-0000000000102,CAPTURE,COMPLETED,25.94,USD,sofia.reyes@gmail.com,shared groceries,2026-01-04T00:00:00Z
ORDER-0000000000103,CAPTURE,COMPLETED,14.81,USD,jess.kowalski@gmail.com,concert tickets split,2026-03-11T00:00:00Z
ORDER-0000000000104,CAPTURE,COMPLETED,49.44,USD,luis.escobar@gmail.com,care package reimbursement,2026-09-14T00:00:00Z
ORDER-0000000000105,CAPTURE,COMPLETED,38.83,USD,carmen.serrano@gmail.com,dinner split,2026-08-28T00:00:00Z
ORDER-0000000000106,CAPTURE,COMPLETED,12.41,USD,luis.escobar@gmail.com,concert tickets split,2025-12-01T00:00:00Z
ORDER-0000000000107,CAPTURE,COMPLETED,54.27,USD,sofia.reyes@gmail.com,shared groceries,2026-01-19T00:00:00Z
ORDER-0000000000108,CAPTURE,COMPLETED,55.26,USD,luis.escobar@gmail.com,concert tickets split,2026-01-26T00:00:00Z
ORDER-0000000000109,CAPTURE,COMPLETED,42.27,USD,sofia.reyes@gmail.com,concert tickets split,2026-05-10T00:00:00Z
ORDER-0000000000110,CAPTURE,COMPLETED,38.39,USD,carmen.serrano@gmail.com,concert tickets split,2025-11-21T00:00:00Z
ORDER-0000000000111,CAPTURE,COMPLETED,48.01,USD,luis.escobar@gmail.com,shared groceries,2025-12-08T00:00:00Z
ORDER-0000000000112,CAPTURE,COMPLETED,14.24,USD,jess.kowalski@gmail.com,utilities split,2026-03-29T00:00:00Z
ORDER-0000000000113,CAPTURE,COMPLETED,22.96,USD,carmen.serrano@gmail.com,care package reimbursement,2026-11-04T00:00:00Z
ORDER-0000000000114,CAPTURE,COMPLETED,19.00,USD,luis.escobar@gmail.com,care package reimbursement,2026-10-12T00:00:00Z
ORDER-0000000000115,CAPTURE,COMPLETED,28.70,USD,jess.kowalski@gmail.com,utilities split,2025-10-08T00:00:00Z
ORDER-0000000000116,CAPTURE,COMPLETED,41.81,USD,carmen.serrano@gmail.com,utilities split,2025-10-22T00:00:00Z
ORDER-0000000000117,CAPTURE,COMPLETED,17.82,USD,jess.kowalski@gmail.com,shared groceries,2025-11-03T00:00:00Z
ORDER-0000000000118,CAPTURE,COMPLETED,15.86,USD,sofia.reyes@gmail.com,concert tickets split,2025-06-07T00:00:00Z
ORDER-0000000000119,CAPTURE,COMPLETED,19.89,USD,luis.escobar@gmail.com,care package reimbursement,2026-04-08T00:00:00Z
ORDER-0000000000120,CAPTURE,COMPLETED,26.62,USD,carmen.serrano@gmail.com,care package reimbursement,2026-08-23T00:00:00Z
ORDER-0000000000121,CAPTURE,COMPLETED,56.00,USD,jess.kowalski@gmail.com,utilities split,2026-03-11T00:00:00Z
ORDER-0000000000122,CAPTURE,COMPLETED,16.33,USD,luis.escobar@gmail.com,shared groceries,2026-01-26T00:00:00Z
ORDER-0000000000123,CAPTURE,COMPLETED,43.12,USD,carmen.serrano@gmail.com,dinner split,2026-09-02T00:00:00Z
ORDER-0000000000124,CAPTURE,COMPLETED,17.98,USD,carmen.serrano@gmail.com,shared groceries,2026-10-05T00:00:00Z
ORDER-0000000000125,CAPTURE,COMPLETED,58.99,USD,carmen.serrano@gmail.com,dinner split,2025-11-16T00:00:00Z
ORDER-0000000000126,CAPTURE,COMPLETED,45.05,USD,sofia.reyes@gmail.com,dinner split,2025-09-30T00:00:00Z
ORDER-0000000000127,CAPTURE,COMPLETED,23.13,USD,jess.kowalski@gmail.com,concert tickets split,2025-08-14T00:00:00Z
ORDER-0000000000128,CAPTURE,COMPLETED,30.85,USD,carmen.serrano@gmail.com,care package reimbursement,2026-05-30T00:00:00Z
ORDER-0000000000129,CAPTURE,COMPLETED,17.44,USD,luis.escobar@gmail.com,utilities split,2026-10-27T00:00:00Z
ORDER-0000000000130,CAPTURE,COMPLETED,42.13,USD,luis.escobar@gmail.com,concert tickets split,2025-12-04T00:00:00Z
ORDER-0000000000131,CAPTURE,COMPLETED,12.66,USD,sofia.reyes@gmail.com,dinner split,2025-08-26T00:00:00Z
ORDER-0000000000132,CAPTURE,COMPLETED,16.95,USD,carmen.serrano@gmail.com,concert tickets split,2026-04-09T00:00:00Z
ORDER-0000000000133,CAPTURE,COMPLETED,30.80,USD,jess.kowalski@gmail.com,utilities split,2026-02-20T00:00:00Z
ORDER-0000000000134,CAPTURE,COMPLETED,53.30,USD,jess.kowalski@gmail.com,care package reimbursement,2026-03-24T00:00:00Z
ORDER-0000000000135,CAPTURE,COMPLETED,34.04,USD,luis.escobar@gmail.com,shared groceries,2026-03-11T00:00:00Z
ORDER-0000000000136,CAPTURE,COMPLETED,48.10,USD,jess.kowalski@gmail.com,care package reimbursement,2026-09-16T00:00:00Z
ORDER-0000000000137,CAPTURE,COMPLETED,22.57,USD,luis.escobar@gmail.com,shared groceries,2026-02-28T00:00:00Z
ORDER-0000000000138,CAPTURE,COMPLETED,32.01,USD,sofia.reyes@gmail.com,utilities split,2026-01-06T00:00:00Z
ORDER-0000000000139,CAPTURE,COMPLETED,26.99,USD,luis.escobar@gmail.com,concert tickets split,2026-04-11T00:00:00Z
ORDER-0000000000140,CAPTURE,COMPLETED,44.03,USD,jess.kowalski@gmail.com,shared groceries,2026-05-08T00:00:00Z
ORDER-0000000000141,CAPTURE,COMPLETED,27.89,USD,jess.kowalski@gmail.com,utilities split,2026-06-25T00:00:00Z
ORDER-0000000000142,CAPTURE,COMPLETED,27.46,USD,sofia.reyes@gmail.com,dinner split,2026-04-02T00:00:00Z
ORDER-0000000000143,CAPTURE,COMPLETED,51.20,USD,jess.kowalski@gmail.com,concert tickets split,2026-01-14T00:00:00Z
ORDER-0000000000144,CAPTURE,COMPLETED,40.67,USD,carmen.serrano@gmail.com,dinner split,2026-07-04T00:00:00Z
ORDER-0000000000145,CAPTURE,COMPLETED,21.62,USD,luis.escobar@gmail.com,care package reimbursement,2026-08-15T00:00:00Z
ORDER-0000000000146,CAPTURE,COMPLETED,48.48,USD,sofia.reyes@gmail.com,utilities split,2026-03-30T00:00:00Z
ORDER-0000000000147,CAPTURE,COMPLETED,30.59,USD,jess.kowalski@gmail.com,dinner split,2026-01-24T00:00:00Z
ORDER-0000000000148,CAPTURE,COMPLETED,13.71,USD,sofia.reyes@gmail.com,concert tickets split,2025-09-07T00:00:00Z
ORDER-0000000000149,CAPTURE,COMPLETED,41.01,USD,jess.kowalski@gmail.com,shared groceries,2025-08-01T00:00:00Z
ORDER-0000000000150,CAPTURE,COMPLETED,52.97,USD,sofia.reyes@gmail.com,utilities split,2026-02-24T00:00:00Z
ORDER-0000000000151,CAPTURE,COMPLETED,59.48,USD,carmen.serrano@gmail.com,care package reimbursement,2025-07-24T00:00:00Z
ORDER-0000000000152,CAPTURE,COMPLETED,28.18,USD,sofia.reyes@gmail.com,utilities split,2025-06-14T00:00:00Z
ORDER-0000000000153,CAPTURE,COMPLETED,55.13,USD,jess.kowalski@gmail.com,concert tickets split,2025-12-27T00:00:00Z
ORDER-0000000000154,CAPTURE,COMPLETED,55.10,USD,sofia.reyes@gmail.com,dinner split,2026-04-23T00:00:00Z
ORDER-0000000000155,CAPTURE,COMPLETED,44.05,USD,jess.kowalski@gmail.com,care package reimbursement,2025-06-23T00:00:00Z
ORDER-0000000000156,CAPTURE,COMPLETED,41.93,USD,carmen.serrano@gmail.com,utilities split,2026-09-18T00:00:00Z
ORDER-0000000000157,CAPTURE,COMPLETED,57.15,USD,luis.escobar@gmail.com,utilities split,2025-10-06T00:00:00Z
ORDER-0000000000158,CAPTURE,COMPLETED,21.09,USD,sofia.reyes@gmail.com,shared groceries,2025-09-02T00:00:00Z
ORDER-0000000000159,CAPTURE,COMPLETED,51.22,USD,sofia.reyes@gmail.com,care package reimbursement,2025-08-04T00:00:00Z
ORDER-0000000000160,CAPTURE,COMPLETED,48.99,USD,luis.escobar@gmail.com,care package reimbursement,2025-10-24T00:00:00Z
ORDER-0000000000161,CAPTURE,COMPLETED,39.68,USD,sofia.reyes@gmail.com,dinner split,2025-11-10T00:00:00Z
ORDER-0000000000162,CAPTURE,COMPLETED,40.65,USD,luis.escobar@gmail.com,care package reimbursement,2025-06-27T00:00:00Z
ORDER-0000000000163,CAPTURE,COMPLETED,52.55,USD,jess.kowalski@gmail.com,shared groceries,2026-10-29T00:00:00Z
ORDER-0000000000164,CAPTURE,COMPLETED,55.03,USD,carmen.serrano@gmail.com,care package reimbursement,2026-04-24T00:00:00Z
ORDER-0000000000165,CAPTURE,COMPLETED,24.03,USD,jess.kowalski@gmail.com,shared groceries,2025-06-18T00:00:00Z
ORDER-0000000000166,CAPTURE,COMPLETED,56.81,USD,sofia.reyes@gmail.com,concert tickets split,2026-11-16T00:00:00Z
ORDER-0000000000167,CAPTURE,COMPLETED,51.20,USD,sofia.reyes@gmail.com,shared groceries,2025-11-21T00:00:00Z
ORDER-0000000000168,CAPTURE,COMPLETED,39.52,USD,sofia.reyes@gmail.com,shared groceries,2026-01-27T00:00:00Z
ORDER-0000000000169,CAPTURE,COMPLETED,16.65,USD,carmen.serrano@gmail.com,shared groceries,2025-12-24T00:00:00Z
ORDER-0000000000170,CAPTURE,COMPLETED,23.38,USD,luis.escobar@gmail.com,care package reimbursement,2026-05-09T00:00:00Z
ORDER-0000000000171,CAPTURE,COMPLETED,39.83,USD,luis.escobar@gmail.com,concert tickets split,2025-09-08T00:00:00Z
ORDER-0000000000172,CAPTURE,COMPLETED,25.55,USD,carmen.serrano@gmail.com,shared groceries,2025-10-17T00:00:00Z
ORDER-0000000000173,CAPTURE,COMPLETED,15.29,USD,jess.kowalski@gmail.com,care package reimbursement,2026-07-20T00:00:00Z
ORDER-0000000000174,CAPTURE,COMPLETED,44.67,USD,jess.kowalski@gmail.com,dinner split,2025-10-14T00:00:00Z
ORDER-0000000000175,CAPTURE,COMPLETED,59.50,USD,jess.kowalski@gmail.com,dinner split,2026-02-02T00:00:00Z
ORDER-0000000000176,CAPTURE,COMPLETED,17.10,USD,jess.kowalski@gmail.com,concert tickets split,2026-03-13T00:00:00Z
ORDER-0000000000177,CAPTURE,COMPLETED,13.95,USD,luis.escobar@gmail.com,utilities split,2026-08-30T00:00:00Z
ORDER-0000000000178,CAPTURE,COMPLETED,36.45,USD,luis.escobar@gmail.com,concert tickets split,2026-03-06T00:00:00Z
ORDER-0000000000179,CAPTURE,COMPLETED,15.07,USD,luis.escobar@gmail.com,shared groceries,2025-09-06T00:00:00Z
ORDER-0000000000180,CAPTURE,COMPLETED,58.00,USD,jess.kowalski@gmail.com,care package reimbursement,2025-07-02T00:00:00Z
ORDER-0000000000181,CAPTURE,COMPLETED,28.03,USD,luis.escobar@gmail.com,concert tickets split,2025-12-21T00:00:00Z
ORDER-0000000000182,CAPTURE,COMPLETED,50.23,USD,jess.kowalski@gmail.com,utilities split,2025-06-24T00:00:00Z
ORDER-0000000000183,CAPTURE,COMPLETED,12.72,USD,carmen.serrano@gmail.com,shared groceries,2025-06-02T00:00:00Z
ORDER-0000000000184,CAPTURE,COMPLETED,54.13,USD,jess.kowalski@gmail.com,utilities split,2025-12-14T00:00:00Z
ORDER-0000000000185,CAPTURE,COMPLETED,44.13,USD,jess.kowalski@gmail.com,shared groceries,2026-02-04T00:00:00Z
ORDER-0000000000186,CAPTURE,COMPLETED,13.23,USD,carmen.serrano@gmail.com,care package reimbursement,2026-10-19T00:00:00Z
ORDER-0000000000187,CAPTURE,COMPLETED,54.08,USD,sofia.reyes@gmail.com,concert tickets split,2026-08-21T00:00:00Z
ORDER-0000000000188,CAPTURE,COMPLETED,33.87,USD,luis.escobar@gmail.com,care package reimbursement,2026-01-28T00:00:00Z
ORDER-0000000000189,CAPTURE,COMPLETED,58.25,USD,carmen.serrano@gmail.com,dinner split,2025-07-14T00:00:00Z
ORDER-0000000000190,CAPTURE,COMPLETED,41.47,USD,sofia.reyes@gmail.com,care package reimbursement,2026-01-06T00:00:00Z
ORDER-0000000000191,CAPTURE,COMPLETED,52.55,USD,jess.kowalski@gmail.com,dinner split,2026-07-31T00:00:00Z
ORDER-0000000000192,CAPTURE,COMPLETED,20.35,USD,luis.escobar@gmail.com,concert tickets split,2026-01-21T00:00:00Z
ORDER-0000000000193,CAPTURE,COMPLETED,19.08,USD,carmen.serrano@gmail.com,dinner split,2026-01-08T00:00:00Z
ORDER-0000000000194,CAPTURE,COMPLETED,47.79,USD,sofia.reyes@gmail.com,concert tickets split,2025-09-30T00:00:00Z
ORDER-0000000000195,CAPTURE,COMPLETED,27.91,USD,carmen.serrano@gmail.com,shared groceries,2026-09-13T00:00:00Z
ORDER-0000000000196,CAPTURE,COMPLETED,21.47,USD,jess.kowalski@gmail.com,utilities split,2025-07-08T00:00:00Z
ORDER-0000000000197,CAPTURE,COMPLETED,50.18,USD,carmen.serrano@gmail.com,utilities split,2026-10-29T00:00:00Z
ORDER-0000000000198,CAPTURE,COMPLETED,18.87,USD,carmen.serrano@gmail.com,shared groceries,2026-04-06T00:00:00Z
ORDER-0000000000199,CAPTURE,COMPLETED,30.76,USD,jess.kowalski@gmail.com,care package reimbursement,2025-08-19T00:00:00Z
ORDER-0000000000200,CAPTURE,COMPLETED,23.98,USD,luis.escobar@gmail.com,care package reimbursement,2026-02-27T00:00:00Z
ORDER-0000000000201,CAPTURE,COMPLETED,55.89,USD,luis.escobar@gmail.com,dinner split,2025-06-14T00:00:00Z
ORDER-0000000000202,CAPTURE,COMPLETED,33.59,USD,carmen.serrano@gmail.com,care package reimbursement,2026-09-21T00:00:00Z
ORDER-0000000000203,CAPTURE,COMPLETED,29.92,USD,jess.kowalski@gmail.com,utilities split,2025-07-26T00:00:00Z
ORDER-0000000000204,CAPTURE,COMPLETED,21.95,USD,jess.kowalski@gmail.com,concert tickets split,2026-09-20T00:00:00Z
ORDER-0000000000205,CAPTURE,COMPLETED,49.23,USD,luis.escobar@gmail.com,utilities split,2025-06-24T00:00:00Z
ORDER-0000000000206,CAPTURE,COMPLETED,30.11,USD,jess.kowalski@gmail.com,shared groceries,2025-11-28T00:00:00Z
ORDER-0000000000207,CAPTURE,COMPLETED,52.72,USD,jess.kowalski@gmail.com,shared groceries,2025-10-09T00:00:00Z
