Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr,Balance,Active,Job,Notes
2010,Elena Herrera,Elena,Herrera,,"{""Address"": ""elena.herrera010@example.com""}","{""FreeFormNumber"": ""+15755556410""}","{""Line1"": ""110 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",470,true,false,Ranch tack order
2011,Javier Herrera,Javier,Herrera,,"{""Address"": ""javier.herrera011@example.com""}","{""FreeFormNumber"": ""+15755556411""}","{""Line1"": ""111 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",517,true,false,Ranch tack order
2012,Lucia Herrera,Lucia,Herrera,Lucia Herrera Ranch,"{""Address"": ""lucia.herrera012@example.com""}","{""FreeFormNumber"": ""+15755556412""}","{""Line1"": ""112 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",564,true,true,Preferred retail buyer
2013,Guillermo Herrera,Guillermo,Herrera,,"{""Address"": ""guillermo.herrera013@example.com""}","{""FreeFormNumber"": ""+15755556413""}","{""Line1"": ""113 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",611,true,false,Ranch tack order
2014,Marisol Herrera,Marisol,Herrera,,"{""Address"": ""marisol.herrera014@example.com""}","{""FreeFormNumber"": ""+15755556414""}","{""Line1"": ""114 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",658,true,false,Ranch tack order
2015,Tomas Herrera,Tomas,Herrera,,"{""Address"": ""tomas.herrera015@example.com""}","{""FreeFormNumber"": ""+15755556415""}","{""Line1"": ""115 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",705,true,false,Preferred retail buyer
2016,Camila Herrera,Camila,Herrera,Camila Herrera Ranch,"{""Address"": ""camila.herrera016@example.com""}","{""FreeFormNumber"": ""+15755556416""}","{""Line1"": ""116 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",752,true,true,Ranch tack order
2017,Sebastian Herrera,Sebastian,Herrera,,"{""Address"": ""sebastian.herrera017@example.com""}","{""FreeFormNumber"": ""+15755556417""}","{""Line1"": ""117 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",799,true,false,Ranch tack order
2018,Valeria Herrera,Valeria,Herrera,,"{""Address"": ""valeria.herrera018@example.com""}","{""FreeFormNumber"": ""+15755556418""}","{""Line1"": ""118 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",46,true,false,Preferred retail buyer
2019,Nicolas Herrera,Nicolas,Herrera,,"{""Address"": ""nicolas.herrera019@example.com""}","{""FreeFormNumber"": ""+15755556419""}","{""Line1"": ""119 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",93,true,false,Ranch tack order
2020,Miguel Cardenas,Miguel,Cardenas,Miguel Cardenas Ranch,"{""Address"": ""miguel.cardenas020@example.com""}","{""FreeFormNumber"": ""+15755556420""}","{""Line1"": ""120 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",140,true,true,Ranch tack order
2021,Ana Cardenas,Ana,Cardenas,,"{""Address"": ""ana.cardenas021@example.com""}","{""FreeFormNumber"": ""+15755556421""}","{""Line1"": ""121 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",187,true,false,Preferred retail buyer
2022,Roberto Cardenas,Roberto,Cardenas,,"{""Address"": ""roberto.cardenas022@example.com""}","{""FreeFormNumber"": ""+15755556422""}","{""Line1"": ""122 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",234,true,false,Ranch tack order
2023,Consuelo Cardenas,Consuelo,Cardenas,,"{""Address"": ""consuelo.cardenas023@example.com""}","{""FreeFormNumber"": ""+15755556423""}","{""Line1"": ""123 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",281,true,false,Ranch tack order
2024,Sofia Cardenas,Sofia,Cardenas,Sofia Cardenas Ranch,"{""Address"": ""sofia.cardenas024@example.com""}","{""FreeFormNumber"": ""+15755556424""}","{""Line1"": ""124 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",328,true,true,Preferred retail buyer
2025,Diego Cardenas,Diego,Cardenas,,"{""Address"": ""diego.cardenas025@example.com""}","{""FreeFormNumber"": ""+15755556425""}","{""Line1"": ""125 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",375,true,false,Ranch tack order
2026,Isabel Cardenas,Isabel,Cardenas,,"{""Address"": ""isabel.cardenas026@example.com""}","{""FreeFormNumber"": ""+15755556426""}","{""Line1"": ""126 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",422,true,false,Ranch tack order
2027,Rafael Cardenas,Rafael,Cardenas,,"{""Address"": ""rafael.cardenas027@example.com""}","{""FreeFormNumber"": ""+15755556427""}","{""Line1"": ""127 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",469,true,false,Preferred retail buyer
2028,Pilar Cardenas,Pilar,Cardenas,Pilar Cardenas Ranch,"{""Address"": ""pilar.cardenas028@example.com""}","{""FreeFormNumber"": ""+15755556428""}","{""Line1"": ""128 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",516,true,true,Ranch tack order
2029,Enrique Cardenas,Enrique,Cardenas,,"{""Address"": ""enrique.cardenas029@example.com""}","{""FreeFormNumber"": ""+15755556429""}","{""Line1"": ""129 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",563,true,false,Ranch tack order
2030,Elena Cardenas,Elena,Cardenas,,"{""Address"": ""elena.cardenas030@example.com""}","{""FreeFormNumber"": ""+15755556430""}","{""Line1"": ""130 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",610,true,false,Preferred retail buyer
2031,Javier Cardenas,Javier,Cardenas,,"{""Address"": ""javier.cardenas031@example.com""}","{""FreeFormNumber"": ""+15755556431""}","{""Line1"": ""131 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",657,true,false,Ranch tack order
2032,Lucia Cardenas,Lucia,Cardenas,Lucia Cardenas Ranch,"{""Address"": ""lucia.cardenas032@example.com""}","{""FreeFormNumber"": ""+15755556432""}","{""Line1"": ""132 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",704,true,true,Ranch tack order
2033,Guillermo Cardenas,Guillermo,Cardenas,,"{""Address"": ""guillermo.cardenas033@example.com""}","{""FreeFormNumber"": ""+15755556433""}","{""Line1"": ""133 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",751,true,false,Preferred retail buyer
2034,Marisol Cardenas,Marisol,Cardenas,,"{""Address"": ""marisol.cardenas034@example.com""}","{""FreeFormNumber"": ""+15755556434""}","{""Line1"": ""134 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",798,true,false,Ranch tack order
2035,Tomas Cardenas,Tomas,Cardenas,,"{""Address"": ""tomas.cardenas035@example.com""}","{""FreeFormNumber"": ""+15755556435""}","{""Line1"": ""135 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",45,true,false,Ranch tack order
2036,Camila Cardenas,Camila,Cardenas,Camila Cardenas Ranch,"{""Address"": ""camila.cardenas036@example.com""}","{""FreeFormNumber"": ""+15755556436""}","{""Line1"": ""136 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",92,true,true,Preferred retail buyer
2037,Sebastian Cardenas,Sebastian,Cardenas,,"{""Address"": ""sebastian.cardenas037@example.com""}","{""FreeFormNumber"": ""+15755556437""}","{""Line1"": ""137 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",139,true,false,Ranch tack order
2038,Valeria Cardenas,Valeria,Cardenas,,"{""Address"": ""valeria.cardenas038@example.com""}","{""FreeFormNumber"": ""+15755556438""}","{""Line1"": ""138 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",186,true,false,Ranch tack order
2039,Nicolas Cardenas,Nicolas,Cardenas,,"{""Address"": ""nicolas.cardenas039@example.com""}","{""FreeFormNumber"": ""+15755556439""}","{""Line1"": ""139 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",233,true,false,Preferred retail buyer
2040,Miguel Vega,Miguel,Vega,Miguel Vega Ranch,"{""Address"": ""miguel.vega040@example.com""}","{""FreeFormNumber"": ""+15755556440""}","{""Line1"": ""140 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",280,true,true,Ranch tack order
2041,Ana Vega,Ana,Vega,,"{""Address"": ""ana.vega041@example.com""}","{""FreeFormNumber"": ""+15755556441""}","{""Line1"": ""141 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",327,true,false,Ranch tack order
2042,Roberto Vega,Roberto,Vega,,"{""Address"": ""roberto.vega042@example.com""}","{""FreeFormNumber"": ""+15755556442""}","{""Line1"": ""142 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",374,true,false,Preferred retail buyer
2043,Consuelo Vega,Consuelo,Vega,,"{""Address"": ""consuelo.vega043@example.com""}","{""FreeFormNumber"": ""+15755556443""}","{""Line1"": ""143 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",421,true,false,Ranch tack order
2044,Sofia Vega,Sofia,Vega,Sofia Vega Ranch,"{""Address"": ""sofia.vega044@example.com""}","{""FreeFormNumber"": ""+15755556444""}","{""Line1"": ""144 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",468,true,true,Ranch tack order
2045,Diego Vega,Diego,Vega,,"{""Address"": ""diego.vega045@example.com""}","{""FreeFormNumber"": ""+15755556445""}","{""Line1"": ""145 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",515,true,false,Preferred retail buyer
2046,Isabel Vega,Isabel,Vega,,"{""Address"": ""isabel.vega046@example.com""}","{""FreeFormNumber"": ""+15755556446""}","{""Line1"": ""146 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",562,true,false,Ranch tack order
2047,Rafael Vega,Rafael,Vega,,"{""Address"": ""rafael.vega047@example.com""}","{""FreeFormNumber"": ""+15755556447""}","{""Line1"": ""147 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",609,true,false,Ranch tack order
2048,Pilar Vega,Pilar,Vega,Pilar Vega Ranch,"{""Address"": ""pilar.vega048@example.com""}","{""FreeFormNumber"": ""+15755556448""}","{""Line1"": ""148 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",656,true,true,Preferred retail buyer
2049,Enrique Vega,Enrique,Vega,,"{""Address"": ""enrique.vega049@example.com""}","{""FreeFormNumber"": ""+15755556449""}","{""Line1"": ""149 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",703,true,false,Ranch tack order
2050,Elena Vega,Elena,Vega,,"{""Address"": ""elena.vega050@example.com""}","{""FreeFormNumber"": ""+15755556450""}","{""Line1"": ""150 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",750,true,false,Ranch tack order
2051,Javier Vega,Javier,Vega,,"{""Address"": ""javier.vega051@example.com""}","{""FreeFormNumber"": ""+15755556451""}","{""Line1"": ""151 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",797,true,false,Preferred retail buyer
2052,Lucia Vega,Lucia,Vega,Lucia Vega Ranch,"{""Address"": ""lucia.vega052@example.com""}","{""FreeFormNumber"": ""+15755556452""}","{""Line1"": ""152 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",44,true,true,Ranch tack order
2053,Guillermo Vega,Guillermo,Vega,,"{""Address"": ""guillermo.vega053@example.com""}","{""FreeFormNumber"": ""+15755556453""}","{""Line1"": ""153 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",91,true,false,Ranch tack order
2054,Marisol Vega,Marisol,Vega,,"{""Address"": ""marisol.vega054@example.com""}","{""FreeFormNumber"": ""+15755556454""}","{""Line1"": ""154 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",138,true,false,Preferred retail buyer
2055,Tomas Vega,Tomas,Vega,,"{""Address"": ""tomas.vega055@example.com""}","{""FreeFormNumber"": ""+15755556455""}","{""Line1"": ""155 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",185,true,false,Ranch tack order
2056,Camila Vega,Camila,Vega,Camila Vega Ranch,"{""Address"": ""camila.vega056@example.com""}","{""FreeFormNumber"": ""+15755556456""}","{""Line1"": ""156 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",232,true,true,Ranch tack order
2057,Sebastian Vega,Sebastian,Vega,,"{""Address"": ""sebastian.vega057@example.com""}","{""FreeFormNumber"": ""+15755556457""}","{""Line1"": ""157 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",279,true,false,Preferred retail buyer
2058,Valeria Vega,Valeria,Vega,,"{""Address"": ""valeria.vega058@example.com""}","{""FreeFormNumber"": ""+15755556458""}","{""Line1"": ""158 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",326,true,false,Ranch tack order
2059,Nicolas Vega,Nicolas,Vega,,"{""Address"": ""nicolas.vega059@example.com""}","{""FreeFormNumber"": ""+15755556459""}","{""Line1"": ""159 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",373,true,false,Ranch tack order
2060,Miguel Salinas,Miguel,Salinas,Miguel Salinas Ranch,"{""Address"": ""miguel.salinas060@example.com""}","{""FreeFormNumber"": ""+15755556460""}","{""Line1"": ""160 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",420,true,true,Preferred retail buyer
2061,Ana Salinas,Ana,Salinas,,"{""Address"": ""ana.salinas061@example.com""}","{""FreeFormNumber"": ""+15755556461""}","{""Line1"": ""161 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",467,true,false,Ranch tack order
2062,Roberto Salinas,Roberto,Salinas,,"{""Address"": ""roberto.salinas062@example.com""}","{""FreeFormNumber"": ""+15755556462""}","{""Line1"": ""162 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",514,true,false,Ranch tack order
2063,Consuelo Salinas,Consuelo,Salinas,,"{""Address"": ""consuelo.salinas063@example.com""}","{""FreeFormNumber"": ""+15755556463""}","{""Line1"": ""163 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",561,true,false,Preferred retail buyer
2064,Sofia Salinas,Sofia,Salinas,Sofia Salinas Ranch,"{""Address"": ""sofia.salinas064@example.com""}","{""FreeFormNumber"": ""+15755556464""}","{""Line1"": ""164 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",608,true,true,Ranch tack order
2065,Diego Salinas,Diego,Salinas,,"{""Address"": ""diego.salinas065@example.com""}","{""FreeFormNumber"": ""+15755556465""}","{""Line1"": ""165 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",655,true,false,Ranch tack order
2066,Isabel Salinas,Isabel,Salinas,,"{""Address"": ""isabel.salinas066@example.com""}","{""FreeFormNumber"": ""+15755556466""}","{""Line1"": ""166 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",702,true,false,Preferred retail buyer
2067,Rafael Salinas,Rafael,Salinas,,"{""Address"": ""rafael.salinas067@example.com""}","{""FreeFormNumber"": ""+15755556467""}","{""Line1"": ""167 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",749,true,false,Ranch tack order
2068,Pilar Salinas,Pilar,Salinas,Pilar Salinas Ranch,"{""Address"": ""pilar.salinas068@example.com""}","{""FreeFormNumber"": ""+15755556468""}","{""Line1"": ""168 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",796,true,true,Ranch tack order
2069,Enrique Salinas,Enrique,Salinas,,"{""Address"": ""enrique.salinas069@example.com""}","{""FreeFormNumber"": ""+15755556469""}","{""Line1"": ""169 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",43,true,false,Preferred retail buyer
2070,Elena Salinas,Elena,Salinas,,"{""Address"": ""elena.salinas070@example.com""}","{""FreeFormNumber"": ""+15755556470""}","{""Line1"": ""170 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",90,true,false,Ranch tack order
2071,Javier Salinas,Javier,Salinas,,"{""Address"": ""javier.salinas071@example.com""}","{""FreeFormNumber"": ""+15755556471""}","{""Line1"": ""171 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",137,true,false,Ranch tack order
2072,Lucia Salinas,Lucia,Salinas,Lucia Salinas Ranch,"{""Address"": ""lucia.salinas072@example.com""}","{""FreeFormNumber"": ""+15755556472""}","{""Line1"": ""172 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",184,true,true,Preferred retail buyer
2073,Guillermo Salinas,Guillermo,Salinas,,"{""Address"": ""guillermo.salinas073@example.com""}","{""FreeFormNumber"": ""+15755556473""}","{""Line1"": ""173 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",231,true,false,Ranch tack order
2074,Marisol Salinas,Marisol,Salinas,,"{""Address"": ""marisol.salinas074@example.com""}","{""FreeFormNumber"": ""+15755556474""}","{""Line1"": ""174 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",278,true,false,Ranch tack order
2075,Tomas Salinas,Tomas,Salinas,,"{""Address"": ""tomas.salinas075@example.com""}","{""FreeFormNumber"": ""+15755556475""}","{""Line1"": ""175 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",325,true,false,Preferred retail buyer
2076,Camila Salinas,Camila,Salinas,Camila Salinas Ranch,"{""Address"": ""camila.salinas076@example.com""}","{""FreeFormNumber"": ""+15755556476""}","{""Line1"": ""176 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",372,true,true,Ranch tack order
2077,Sebastian Salinas,Sebastian,Salinas,,"{""Address"": ""sebastian.salinas077@example.com""}","{""FreeFormNumber"": ""+15755556477""}","{""Line1"": ""177 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",419,true,false,Ranch tack order
2078,Valeria Salinas,Valeria,Salinas,,"{""Address"": ""valeria.salinas078@example.com""}","{""FreeFormNumber"": ""+15755556478""}","{""Line1"": ""178 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",466,true,false,Preferred retail buyer
2079,Nicolas Salinas,Nicolas,Salinas,,"{""Address"": ""nicolas.salinas079@example.com""}","{""FreeFormNumber"": ""+15755556479""}","{""Line1"": ""179 Foster St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",513,true,false,Ranch tack order
2080,Miguel Marquez,Miguel,Marquez,Miguel Marquez Ranch,"{""Address"": ""miguel.marquez080@example.com""}","{""FreeFormNumber"": ""+15755556480""}","{""Line1"": ""180 Church St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",560,true,true,Ranch tack order
2081,Ana Marquez,Ana,Marquez,,"{""Address"": ""ana.marquez081@example.com""}","{""FreeFormNumber"": ""+15755556481""}","{""Line1"": ""181 Mesquite St"", ""City"": ""Mesilla"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",607,true,false,Preferred retail buyer
2082,Roberto Marquez,Roberto,Marquez,,"{""Address"": ""roberto.marquez082@example.com""}","{""FreeFormNumber"": ""+15755556482""}","{""Line1"": ""182 Alameda St"", ""City"": ""Anthony"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",654,true,false,Ranch tack order
2083,Consuelo Marquez,Consuelo,Marquez,,"{""Address"": ""consuelo.marquez083@example.com""}","{""FreeFormNumber"": ""+15755556483""}","{""Line1"": ""183 Solano St"", ""City"": ""Radium Springs"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",701,true,false,Ranch tack order
2084,Sofia Marquez,Sofia,Marquez,Sofia Marquez Ranch,"{""Address"": ""sofia.marquez084@example.com""}","{""FreeFormNumber"": ""+15755556484""}","{""Line1"": ""184 Water St"", ""City"": ""Do\u00f1a Ana"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",748,true,true,Preferred retail buyer
2085,Diego Marquez,Diego,Marquez,,"{""Address"": ""diego.marquez085@example.com""}","{""FreeFormNumber"": ""+15755556485""}","{""Line1"": ""185 Main St"", ""City"": ""Hatch"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",795,true,false,Ranch tack order
2086,Isabel Marquez,Isabel,Marquez,,"{""Address"": ""isabel.marquez086@example.com""}","{""FreeFormNumber"": ""+15755556486""}","{""Line1"": ""186 Idaho St"", ""City"": ""Deming"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",42,true,false,Ranch tack order
2087,Rafael Marquez,Rafael,Marquez,,"{""Address"": ""rafael.marquez087@example.com""}","{""FreeFormNumber"": ""+15755556487""}","{""Line1"": ""187 Picacho St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88001""}",89,true,false,Preferred retail buyer
2088,Pilar Marquez,Pilar,Marquez,Pilar Marquez Ranch,"{""Address"": ""pilar.marquez088@example.com""}","{""FreeFormNumber"": ""+15755556488""}","{""Line1"": ""188 Amador St"", ""City"": ""Las Cruces"", ""CountrySubDivisionCode"": ""NM"", ""PostalCode"": ""88005""}",136,true,true,Ranch tack order
