id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_0003066,cus_0003066,sub_0003065,11653,17230,usd,uncollectible,INV-2026-5255,ch_3716,1735689600,1741046400
in_0003067,cus_0003030,sub_0003028,23367,8160,usd,void,INV-2026-1473,ch_3662,1735689600,1741046400
in_0003068,cus_0003074,sub_0003021,6047,21351,usd,draft,INV-2026-8771,ch_7266,1735689600,1741046400
in_0003069,cus_0003030,sub_0003097,24384,24095,usd,paid,INV-2026-1057,ch_4368,1735689600,1741046400
in_0003070,cus_0003069,sub_0003053,9264,23599,usd,paid,INV-2026-5301,ch_7058,1735689600,1741046400
in_0003071,cus_0003032,sub_0003051,12730,18225,usd,uncollectible,INV-2026-9872,ch_8618,1735689600,1741046400
in_0003072,cus_0003059,sub_0003,5717,9880,usd,void,INV-2026-2369,ch_8937,1735689600,1741046400
in_0003073,cus_0003084,sub_0003044,13027,2328,usd,uncollectible,INV-2026-5817,ch_2966,1735689600,1741046400
in_0003074,cus_0003024,sub_0003085,18742,17200,usd,uncollectible,INV-2026-7417,ch_8775,1735689600,1741046400
in_0003075,cus_0003085,sub_0007,23223,23022,usd,open,INV-2026-5069,ch_5106,1735689600,1741046400
in_0003076,cus_0003058,sub_0003036,21214,4041,usd,void,INV-2026-7962,ch_6146,1735689600,1741046400
in_0003077,cus_0003088,sub_0003040,19405,22477,usd,void,INV-2026-2326,ch_4787,1735689600,1741046400
in_0003078,cus_0003024,sub_0003086,7558,20201,usd,draft,INV-2026-9848,ch_4223,1735689600,1741046400
in_0003079,cus_0003005,sub_0003055,4241,8504,usd,draft,INV-2026-1494,ch_9497,1735689600,1741046400
in_0003080,cus_0003034,sub_0003100,16877,11555,usd,draft,INV-2026-2736,ch_2713,1735689600,1741046400
in_0003081,cus_0003035,sub_0003062,17935,15773,usd,draft,INV-2026-1676,ch_4543,1735689600,1741046400
in_0003082,cus_0003095,sub_0003098,15230,23284,usd,uncollectible,INV-2026-1596,ch_8644,1735689600,1741046400
in_0003083,cus_0003097,sub_0003063,6848,12006,usd,uncollectible,INV-2026-4307,ch_4100,1735689600,1741046400
in_0003084,cus_0003055,sub_0003076,12846,9952,usd,draft,INV-2026-6314,ch_4375,1735689600,1741046400
in_0003085,cus_0003075,sub_0003031,23675,1537,usd,draft,INV-2026-1306,ch_4526,1735689600,1741046400
in_0003086,cus_0003007,sub_0003053,8312,3930,usd,paid,INV-2026-5983,ch_2853,1735689600,1741046400
in_0003087,cus_0003051,sub_0003032,14605,23487,usd,void,INV-2026-7666,ch_5988,1735689600,1741046400
in_0003088,cus_0003068,sub_0003079,14257,3281,usd,draft,INV-2026-2100,ch_6619,1735689600,1741046400
in_0003089,cus_0003001,sub_0003023,13248,17398,usd,paid,INV-2026-1646,ch_7538,1735689600,1741046400
in_0003090,cus_0003010,sub_0003027,3130,4648,usd,void,INV-2026-9091,ch_6462,1735689600,1741046400
in_0003091,cus_0003011,sub_0003028,5861,7749,usd,draft,INV-2026-1280,ch_8744,1735689600,1741046400
in_0003092,cus_0003027,sub_0003096,15921,18445,usd,uncollectible,INV-2026-5219,ch_6133,1735689600,1741046400
in_0003093,cus_0003073,sub_0003010,14473,8471,usd,paid,INV-2026-7565,ch_4176,1735689600,1741046400
in_0003094,cus_0003040,sub_0003087,6369,16728,usd,draft,INV-2026-3828,ch_2696,1735689600,1741046400
in_0003095,cus_0003096,sub_0003071,24418,9425,usd,open,INV-2026-8050,ch_2756,1735689600,1741046400
in_0003096,cus_0003100,sub_0003080,7312,11567,usd,void,INV-2026-8956,ch_3956,1735689600,1741046400
in_0003097,cus_0003097,sub_0003037,19607,7693,usd,paid,INV-2026-5580,ch_2243,1735689600,1741046400
in_0003098,cus_0003101,sub_0001,12310,21228,usd,draft,INV-2026-3833,ch_3431,1735689600,1741046400
in_0003099,cus_0003014,sub_0003094,16755,14434,usd,void,INV-2026-5634,ch_3783,1735689600,1741046400
in_0003100,cus_0003057,sub_0003041,9279,6792,usd,paid,INV-2026-4907,ch_5709,1735689600,1741046400
in_0003101,cus_0003006,sub_0003087,18938,13598,usd,draft,INV-2026-7048,ch_1844,1735689600,1741046400
in_0003102,cus_0003071,sub_0003068,16727,2316,usd,paid,INV-2026-4239,ch_4043,1735689600,1741046400
in_0003103,cus_0003011,sub_0003014,24815,4104,usd,open,INV-2026-9266,ch_5302,1735689600,1741046400
in_0003104,cus_0003036,sub_0007,24969,13948,usd,paid,INV-2026-1025,ch_3130,1735689600,1741046400
