account_id,name,official_name,mask,type,subtype,available,current,limit,iso_currency_code
acc_plaid_eaeef00743,Reed PLC Account,Hester-Davis Money Market,8227,depository,401k,3668.97,26547.45,,USD
acc_plaid_ebba9a6d27,Brady-Mccann Account,"Hicks, Peterson and Gardner Savings",3622,credit,checking,23915.57,17048.64,,USD
acc_plaid_50ee1cc7d1,"Morrow, Morgan and Pena Account","Cohen, Ross and Martin Checking",3486,credit,credit card,6554.34,16839.40,,USD
acc_plaid_fe5748d4ab,"Schneider, Roberts and Howard Account",Gonzalez-Phillips Checking,7685,investment,checking,66.08,5058.12,,USD
acc_plaid_5e0d5fc41c,"Griffin, Adams and Aguirre Account",Reeves Ltd Savings,5867,investment,401k,5503.89,21918.68,,USD
acc_plaid_0a5165fbc4,Miller-Moore Account,Rodriguez Ltd Savings,7660,depository,401k,28017.09,15346.91,,USD
acc_plaid_ddd4558e70,Rojas-Terry Account,Moyer PLC Money Market,6679,investment,credit card,13956.43,20578.49,,USD
acc_plaid_0e24a69010,Collier LLC Account,"Taylor, Hicks and Garrett Money Market",7540,loan,auto,20430.45,14704.41,,USD
acc_plaid_d1be8f74c7,"Martin, Cooper and Shepard Account",Delgado-Watts Money Market,1200,investment,auto,19558.69,17177.14,,USD
acc_plaid_30e4f6e31d,Fuentes LLC Account,Henry-Mclean Checking,6247,loan,auto,26416.87,21205.75,,USD
acc_plaid_b6bd751586,Mcdaniel PLC Account,Henderson Ltd Savings,9755,loan,credit card,10226.81,3558.79,,USD
acc_plaid_76c07f1795,Walters-Hunter Account,Cross LLC Savings,4602,credit,auto,2225.51,5022.49,,USD
acc_plaid_039e9e09a1,"Fox, Sheppard and Herrera Account",Davis-Rios Money Market,9388,credit,checking,10957.81,394.12,,USD
acc_plaid_58cd1ec604,Curry Ltd Account,Howard-Williams Checking,8313,investment,brokerage,9480.69,9570.50,,USD
acc_plaid_9bdf089890,"Austin, Watson and Sampson Account",Porter Inc Money Market,4254,depository,auto,26617.74,28241.81,,USD
acc_plaid_e91cf338fd,Martinez LLC Account,"Fuller, Andrade and Weaver Money Market",9042,investment,credit card,27931.01,6060.58,,USD
acc_plaid_46383245d9,Wilson and Sons Account,"Haney, Campbell and Cummings Money Market",2127,depository,brokerage,19583.87,10537.14,,USD
acc_plaid_78781a3ddb,King-Welch Account,Stanley-Morgan Savings,4040,depository,brokerage,22688.79,27800.42,,USD
acc_plaid_cdd25f0bf8,Marshall-Morales Account,"Turner, Cox and Jones Money Market",1078,depository,401k,15248.90,18552.58,,USD
acc_plaid_30358bd6de,Young-Lester Account,Roberts-Young Checking,9406,credit,auto,28891.31,7769.85,,USD
acc_plaid_5da65ffd70,Black Group Account,"Ramirez, Cox and Thomas Money Market",8808,depository,credit card,24005.47,22393.96,,USD
acc_plaid_8b9d3d755e,Rice and Sons Account,Scott-Hurst Checking,8001,depository,checking,9790.19,20601.54,,USD
acc_plaid_d0ce13e2bf,Hunt-Rowland Account,Brown-Bruce Checking,2432,credit,checking,7190.99,28346.44,,USD
acc_plaid_cecf7d202f,Salinas and Sons Account,"Jones, Miranda and Evans Savings",2690,investment,savings,28523.34,1986.78,,USD
acc_plaid_3a935a9df6,Woods-Brown Account,"Rice, Nelson and Adams Savings",9749,credit,savings,23221.91,17387.10,,USD
acc_plaid_3247586e26,"Hernandez, Shelton and Morgan Account","Park, Steele and Stephens Checking",8709,credit,401k,23473.33,23602.43,,USD
acc_plaid_40006b7eed,"Hess, Rodriguez and Lopez Account",Richards-Williams Money Market,9553,investment,401k,22767.93,28779.19,,USD
acc_plaid_e06e3337a5,Montgomery and Sons Account,Sanchez Group Savings,9710,credit,401k,4857.47,2547.84,,USD
acc_plaid_00abdbebb4,"Harris, Moore and Wade Account",Crosby Group Money Market,7988,depository,checking,12491.73,28130.09,,USD
acc_plaid_97246cc700,Carr PLC Account,Holloway PLC Savings,5968,depository,auto,4708.52,13641.83,,USD
acc_plaid_da2488476a,Hudson-Rose Account,Alvarado-Castro Checking,5031,credit,credit card,1149.15,8875.46,,USD
acc_plaid_d7fef9f32a,Garcia-Noble Account,Wagner-Smith Money Market,5907,credit,auto,4249.10,7177.20,,USD
acc_plaid_5ae894d6b5,Brady Ltd Account,"Oliver, King and Hanson Checking",1886,credit,checking,26043.85,27843.24,,USD
acc_plaid_51d3438cc6,Wyatt PLC Account,Wilson-Ryan Money Market,2052,investment,checking,25331.47,8350.22,,USD
acc_plaid_bdbb186487,"Gibbs, Bartlett and Humphrey Account",Miller-Ross Savings,3958,depository,401k,20678.94,25279.26,,USD
acc_plaid_3b5def415b,"Cox, Pierce and Pratt Account",Hernandez PLC Money Market,2727,credit,savings,13005.94,20755.91,,USD
acc_plaid_665ded0266,Reyes Group Account,Acevedo Group Checking,9921,investment,credit card,25853.59,29937.04,,USD
acc_plaid_dc9ecd3b99,Martin Inc Account,Allen-Gray Money Market,7929,investment,brokerage,1469.85,9702.27,,USD
acc_plaid_bcb50edb11,"Adams, Tucker and Osborne Account",Gonzalez Ltd Money Market,4297,loan,401k,23917.95,16642.96,,USD
acc_plaid_7d094996d0,Shaffer-Jones Account,"Williams, Harmon and Hansen Money Market",8262,investment,auto,25263.44,29709.64,,USD
acc_plaid_9e8369e89b,Green-Taylor Account,Herman-Johnson Money Market,5626,depository,checking,1547.41,29234.35,,USD
acc_plaid_af88cacf99,"Watts, Boone and French Account","Dougherty, Davidson and Carrillo Savings",5602,depository,savings,11328.49,3834.95,,USD
acc_plaid_fe7d573d68,"Wall, Kirby and Pacheco Account",Randolph-Ross Money Market,4133,credit,checking,9230.65,23909.82,,USD
acc_plaid_a42dd0fa55,Ibarra-Stephens Account,Watkins-Anderson Checking,9370,loan,checking,17725.61,17486.57,,USD
acc_plaid_dc94baa0a7,"Ramirez, Jackson and Gonzalez Account",English PLC Savings,1406,investment,401k,15705.20,6676.02,,USD
acc_plaid_7597adee67,Hernandez PLC Account,Richardson LLC Checking,1131,loan,brokerage,3240.23,8363.68,,USD
acc_plaid_8fb2768b75,"Coleman, Chung and Buckley Account","Bruce, Young and Steele Checking",4902,credit,credit card,16288.36,15029.18,,USD
acc_plaid_94cba1b670,Green-Gardner Account,Johnson PLC Money Market,4978,credit,brokerage,26157.44,8983.78,,USD
acc_plaid_d6909a7643,Jones-Scott Account,"Thompson, Watson and Smith Money Market",1579,loan,credit card,22516.61,27837.54,,USD
acc_plaid_dac2f2c3bb,"Ayala, Rogers and Miller Account",Black and Sons Checking,6541,credit,savings,11631.36,23376.86,,USD
acc_plaid_32b0ae59f7,Garrett-Jennings Account,David-Patel Savings,9426,depository,brokerage,26285.07,26857.47,,USD
acc_plaid_7a166fb850,Norris-Smith Account,Lambert-Eaton Savings,8764,loan,brokerage,24276.34,10302.35,,USD
acc_plaid_e81f5ea0a1,Morales-Gonzales Account,"Taylor, Flores and Taylor Money Market",3200,depository,brokerage,7779.70,15913.48,,USD
acc_plaid_ce59114312,"Murray, Sawyer and Moore Account",Singh-Ochoa Savings,3859,investment,auto,7311.01,4026.64,,USD
acc_plaid_397e6c7833,Zavala-Torres Account,Swanson Group Checking,1420,depository,credit card,2919.70,15508.89,,USD
acc_plaid_ff740c6b1e,Johnson PLC Account,Mendoza Ltd Savings,5270,loan,auto,19466.80,22733.83,,USD
acc_plaid_7bd5e379fd,Ball and Sons Account,Stewart-Miller Money Market,2882,investment,credit card,29523.96,2394.32,,USD
acc_plaid_4d7057959e,Bradley-Hale Account,Long-Andrews Money Market,8364,loan,auto,12260.89,11663.88,,USD
acc_plaid_1075f7bc0f,Baker-Mcgrath Account,"Mcintosh, Jackson and Garcia Savings",5814,investment,brokerage,16221.71,9359.82,,USD
acc_plaid_a95e53ef2c,Howard-Rivera Account,Powers-Rivera Money Market,2592,investment,savings,13073.31,16529.26,,USD
acc_plaid_5d704d8a18,Hood-Harris Account,Paul-Williams Money Market,7931,investment,savings,18436.54,9712.39,,USD
acc_plaid_723a0a7d91,Huang Inc Account,Cooke Group Savings,1765,credit,brokerage,29124.41,24291.58,,USD
acc_plaid_a45c7f824b,"Martinez, Macias and Ward Account",Moran Inc Checking,9849,credit,brokerage,25286.46,8313.48,,USD
acc_plaid_681ac91284,"Maddox, Olson and Sanchez Account",Ramirez Inc Checking,2476,loan,credit card,26862.39,11112.01,,USD
acc_plaid_5f385c590d,Davis Group Account,Farmer Ltd Savings,8737,loan,401k,21998.55,23696.35,,USD
acc_plaid_4abc1f04f2,Stevens-Palmer Account,Odom PLC Checking,1422,investment,savings,12240.78,25823.59,,USD
acc_plaid_a51b74c9fd,Johnson-Sandoval Account,Horne PLC Savings,2272,loan,checking,7810.00,21247.74,,USD
acc_plaid_8d7ad1d1e1,"Bridges, Perkins and Mendoza Account","Williams, Keith and Sutton Money Market",9873,loan,brokerage,6281.19,22009.48,,USD
acc_plaid_1a0d68ff9d,Miller Ltd Account,Carrillo LLC Money Market,7501,credit,checking,16744.99,15627.32,,USD
acc_plaid_fa24f2fa9e,Gaines and Sons Account,Liu-Simmons Savings,3665,loan,401k,4351.58,6290.21,,USD
acc_plaid_66b2311140,"Hernandez, Willis and Meyer Account",Johnson Ltd Savings,3959,credit,auto,1779.99,4678.71,,USD
acc_plaid_db1816ee25,Ballard LLC Account,"Fisher, Holloway and Park Checking",9086,loan,brokerage,11008.50,26944.30,,USD
acc_plaid_e8a5a41f61,Hicks-Nichols Account,Alvarez PLC Money Market,7095,depository,checking,4260.24,19069.45,,USD
acc_plaid_0f60d9502f,Clark Inc Account,"Scott, Booker and Jimenez Savings",1104,investment,checking,4113.85,11090.67,,USD
acc_plaid_9d35cf717e,Peterson and Sons Account,"Campbell, Brown and Ellis Checking",1595,investment,brokerage,9420.81,19805.95,,USD
acc_plaid_5a348d1b13,"Hendricks, Vega and Johnson Account",Hill LLC Savings,8589,investment,checking,15537.93,12097.57,,USD
acc_plaid_dd5457dd90,"Miller, Adams and Waters Account","Williams, Grant and Arnold Money Market",9744,loan,checking,15185.85,18230.02,,USD
acc_plaid_f122ac0197,Marks-Gordon Account,Miller and Sons Savings,6429,depository,checking,16850.41,9394.79,,USD
acc_plaid_4150ee3f3a,"Daniels, Ballard and Molina Account",Harris-Young Checking,6842,loan,savings,723.80,22281.80,,USD
acc_plaid_b8ac5ac507,Rodriguez-Jones Account,Yang-Li Savings,3241,credit,auto,14704.40,4180.87,,USD
acc_plaid_0ed8603442,"Diaz, Castillo and Crawford Account",Martinez-Cooper Savings,3776,investment,brokerage,22078.88,24371.73,,USD
acc_plaid_b6febdf306,"Miller, Clark and Walker Account",Williams Inc Savings,6220,depository,credit card,6187.29,4706.79,,USD
acc_plaid_1c9b66642c,Fuller PLC Account,Clark-Smith Money Market,7326,credit,auto,8834.32,6265.23,,USD
acc_plaid_b39cb4bd24,Smith-Holland Account,Mccoy LLC Checking,8652,investment,401k,13442.61,380.56,,USD
acc_plaid_87e124c7bf,Watson-Vaughn Account,Williams and Sons Checking,4063,loan,checking,534.49,4946.31,,USD
acc_plaid_0de442d2b4,May-Li Account,Rasmussen-Alvarado Savings,8812,loan,401k,27248.59,22934.42,,USD
acc_plaid_0308457235,Brown Group Account,"Green, Jefferson and Jackson Checking",4146,depository,brokerage,28813.80,5606.91,,USD
acc_plaid_3eba7ea7e3,"White, Rodriguez and Torres Account",Buchanan Inc Money Market,6360,investment,brokerage,25556.95,5538.17,,USD
acc_plaid_4272771bbe,Contreras Inc Account,Scott and Sons Checking,1913,investment,brokerage,25106.66,13625.64,,USD
acc_plaid_92c928b76c,"Lester, Wise and Bell Account",Banks-Christensen Savings,4942,credit,credit card,2740.82,25699.66,,USD
acc_plaid_b90c86d8da,"Freeman, Myers and Martinez Account",Jones and Sons Savings,3517,investment,credit card,16759.02,5801.37,,USD
acc_plaid_56f451fca6,Moran-Jones Account,"Henderson, Johnson and Alvarez Checking",1945,loan,savings,19345.92,2500.25,,USD
acc_plaid_e53ac05878,"Henderson, Brown and Watts Account",Kerr PLC Checking,8855,credit,401k,26893.06,9162.95,,USD
acc_plaid_d0c4418396,"Jenkins, Martin and Drake Account",Norman Group Money Market,4038,investment,savings,25644.49,21755.89,,USD
acc_plaid_a9eaa8b823,"Clements, Ray and Bennett Account","Hanson, Brown and Mccullough Checking",7020,credit,401k,7846.78,17248.28,,USD
acc_plaid_c489d4f443,Campbell-Morrow Account,Wilson-Cooper Checking,6209,loan,savings,26521.69,19272.15,,USD
acc_plaid_42424881b2,Griffith-Powell Account,Kim-Friedman Savings,5701,depository,brokerage,2616.42,24622.12,,USD
acc_plaid_29a8dfdee3,"Reid, Brown and Poole Account","Sweeney, Raymond and Green Savings",2752,loan,savings,3608.72,6685.90,,USD
acc_plaid_86ef22a7a5,Webb-Hayes Account,Wood PLC Savings,2676,loan,savings,29159.63,19915.21,,USD
acc_plaid_1ee169f8af,Solis-Nichols Account,Wilson-Robinson Savings,5756,depository,auto,27989.34,17715.80,,USD
acc_plaid_bddb391d91,"Proctor, Ortega and Love Account",Hernandez and Sons Money Market,9375,loan,auto,9392.02,37.50,,USD
acc_plaid_fd44babd57,Martinez-White Account,Morton-Davila Money Market,9981,credit,checking,5025.94,182.62,,USD
acc_plaid_afc6b866b5,Rodriguez-Thompson Account,Diaz-Rodriguez Checking,5407,depository,brokerage,26300.38,5481.93,,USD
acc_plaid_25284d6d07,Taylor-Farrell Account,"Roberts, Fry and Wilson Savings",6300,depository,checking,16049.22,21353.66,,USD
acc_plaid_e5428acdee,"Cook, Lewis and Martin Account","Dean, Brown and Cooper Money Market",2295,credit,401k,20195.57,27260.50,,USD
acc_plaid_0885ead733,Jones-Wallace Account,"Mcintyre, Williams and Kelly Money Market",3420,depository,checking,1208.01,20316.55,,USD
acc_plaid_936fd591e2,Foster LLC Account,Duncan-Bennett Checking,7844,depository,brokerage,13498.78,17334.05,,USD
acc_plaid_1c62aa6866,Fitzgerald and Sons Account,Odonnell-Jackson Savings,8337,investment,savings,8021.45,2020.62,,USD
acc_plaid_d99e725882,Mason-Smith Account,"Walker, Johnson and Gilbert Savings",1090,investment,brokerage,16210.98,25676.40,,USD
acc_plaid_73881fb0f2,Dalton Inc Account,Strickland-Peterson Money Market,8568,depository,401k,1465.18,11637.46,,USD
acc_plaid_269c33213d,Sanchez and Sons Account,Williams LLC Checking,9431,depository,credit card,15377.45,13645.90,,USD
acc_plaid_32ae24d372,Martin-Richardson Account,Cook-Hughes Checking,2850,depository,brokerage,1675.10,8962.16,,USD
acc_plaid_9b07841d10,Medina Ltd Account,Diaz PLC Checking,6826,credit,credit card,26245.22,14825.70,,USD
acc_plaid_1c7f5e45c8,"Lewis, Cox and Hill Account",Haley-Hansen Checking,3018,loan,credit card,25960.05,22463.28,,USD
acc_plaid_71c5466a89,"Moody, Brown and Gallagher Account",Rodriguez and Sons Savings,8041,loan,savings,2116.44,69.82,,USD
acc_plaid_3ddd472d40,Griffin-Roberts Account,Wood Group Savings,5727,loan,401k,17235.82,368.86,,USD
acc_plaid_1cb9bed311,Williams-Soto Account,Harris-Dominguez Savings,7627,loan,401k,25027.33,26460.90,,USD
acc_plaid_bfb845ab18,Holland-Foster Account,"Simmons, Hester and Jones Savings",3541,loan,savings,13074.27,207.26,,USD
acc_plaid_43df23c693,Nelson PLC Account,Davis Ltd Checking,7764,credit,brokerage,513.33,17430.90,,USD
acc_plaid_4e672a7352,Cannon-Taylor Account,"Price, Ross and Brown Savings",3829,investment,401k,11013.82,1377.07,,USD
acc_plaid_569b749113,Nunez and Sons Account,West PLC Savings,9742,credit,401k,14582.16,18369.41,,USD
acc_plaid_3a4617e6fc,"Young, Finley and Schroeder Account","Beard, Moore and Williams Checking",2302,investment,checking,19814.48,6616.30,,USD
acc_plaid_0321e8c179,Ward-Wolf Account,"Shaw, Kirby and Freeman Money Market",4355,credit,brokerage,10939.05,17784.26,,USD
acc_plaid_ef6b259d0b,Mcclain LLC Account,Cohen Ltd Money Market,2988,credit,savings,2425.17,942.91,,USD
acc_plaid_5ad459ee1e,Martin Inc Account,Bradley-Burns Savings,8802,depository,auto,6632.06,13298.19,,USD
acc_plaid_55d32156c7,Espinoza Ltd Account,Ross-Gray Checking,6469,depository,checking,9126.18,25881.92,,USD
acc_plaid_57aef0e734,"Taylor, Jennings and Waters Account","Ball, Robertson and Ortiz Savings",1188,depository,savings,24657.58,4285.75,,USD
acc_plaid_14582ea384,Mills-Arnold Account,Garcia LLC Money Market,9070,depository,savings,11469.32,3731.07,,USD
acc_plaid_595fec04aa,Carr-Hunter Account,Nelson-Burgess Savings,7084,depository,auto,18086.97,4288.34,,USD
acc_plaid_7ea36fae79,"Lawson, Washington and Santos Account","Martin, Nguyen and Gutierrez Savings",2525,credit,brokerage,9655.87,21917.77,,USD
acc_plaid_10298db93a,Oconnor-Fletcher Account,Henry Group Checking,7245,credit,401k,3990.38,27101.28,,USD
acc_plaid_88f8d25d7f,Gibson-Garcia Account,Davis-Shaw Money Market,2367,investment,credit card,19343.01,4884.92,,USD
acc_plaid_c872b65b24,Perez-Salazar Account,Daniels-Johnson Money Market,4380,credit,brokerage,20128.86,16950.92,,USD
acc_plaid_56180501a7,Jackson-Fuller Account,"Grant, Moore and Henry Checking",6019,credit,401k,10974.64,20519.95,,USD
acc_plaid_afd8bce23f,Donaldson Group Account,Hart Inc Money Market,6833,credit,credit card,7856.05,2484.16,,USD
acc_plaid_ac2d84f53d,Richards LLC Account,Cohen-Hernandez Money Market,1041,depository,checking,22694.67,17635.01,,USD
acc_plaid_6b8723eb60,"Moore, James and Scott Account",Cook Group Checking,5211,credit,savings,18549.49,13770.25,,USD
acc_plaid_0a9a098872,Mays-Daugherty Account,Schmidt Inc Checking,5960,credit,savings,8259.32,1476.31,,USD
acc_plaid_96f224427f,Steele Inc Account,"Davis, Thompson and Gonzalez Checking",3947,depository,credit card,12748.93,15608.55,,USD
acc_plaid_9dca9eca35,Smith LLC Account,"Savage, Richards and Buchanan Checking",1337,investment,checking,5407.15,20896.18,,USD
acc_plaid_ab2c855946,Ashley-Long Account,Henderson-Cook Savings,2905,loan,auto,29784.82,8784.14,,USD
acc_plaid_11ebc46604,"Harris, Higgins and Herring Account","Johnson, Aguilar and Allen Checking",7681,credit,credit card,28857.96,29941.24,,USD
acc_plaid_522e81fd81,"Lindsey, Martinez and Arias Account",Jimenez Group Checking,3072,depository,checking,4827.16,27214.48,,USD
acc_plaid_3089f6e60d,Harrison-Ball Account,"Berger, Kennedy and Ward Money Market",6589,depository,credit card,20839.57,29697.39,,USD
acc_plaid_ee58d2da42,"Wells, Fernandez and English Account","Steele, Wyatt and Reynolds Money Market",4622,depository,savings,1148.70,29290.55,,USD
acc_plaid_624d74ed62,Sullivan-Brown Account,"Hurley, Pearson and Ford Savings",9093,loan,savings,19667.07,25131.55,,USD
acc_plaid_0c56e2f61b,"Oneill, Meyer and Perry Account","Graves, Fernandez and Carroll Checking",1285,loan,401k,7201.21,4524.75,,USD
acc_plaid_8e83530660,Clayton PLC Account,Dominguez Ltd Checking,5707,depository,401k,21883.99,10530.82,,USD
acc_plaid_ad65eeccb3,Barrett-Moran Account,Brown Inc Checking,9587,investment,credit card,27988.39,7100.91,,USD
acc_plaid_507608a2f7,Parker-Williams Account,White-Norris Money Market,3467,investment,savings,17946.99,28290.70,,USD
acc_plaid_588144a5f1,"Ortiz, Hughes and Williams Account","Kerr, Farley and Miller Savings",8804,credit,brokerage,6904.09,25588.12,,USD
acc_plaid_64b2093201,Beck Group Account,Lin-Allen Checking,7023,credit,savings,8049.33,28054.07,,USD
acc_plaid_0978510be0,"Quinn, Murray and Sexton Account",Mason-Williams Money Market,2181,investment,savings,23013.50,27467.45,,USD
acc_plaid_edc8b56f6f,Cross PLC Account,"Sullivan, Rodgers and Garcia Money Market",4835,depository,auto,9688.41,4616.52,,USD
acc_plaid_11fa2a7ad4,Hill-Andrade Account,Payne Inc Money Market,9810,investment,credit card,27070.84,17266.90,,USD
acc_plaid_89781d0115,"Brown, Alvarado and Jones Account",Rivera Group Money Market,5769,loan,auto,1928.02,2042.85,,USD
acc_plaid_d80144b053,"Moore, Schmidt and Garrison Account",Harrison Inc Checking,6137,credit,auto,9647.21,14371.05,,USD
acc_plaid_d4451fc784,Collins-Oconnell Account,"Hunt, Martinez and Washington Money Market",7247,depository,brokerage,17709.20,22760.51,,USD
acc_plaid_9d087987e5,Johnson-Lewis Account,Murray-Wallace Money Market,5644,investment,savings,2706.14,23240.42,,USD
acc_plaid_caaebb3d61,Mendez LLC Account,Duke-Spencer Checking,8489,depository,checking,1342.00,22335.91,,USD
acc_plaid_ae6be2234c,Cantrell Ltd Account,Travis-Andrade Savings,2096,depository,401k,10450.07,5047.32,,USD
acc_plaid_3dc255590c,Howell-Phillips Account,Harmon-Fox Checking,7863,credit,401k,23940.73,20262.73,,USD
acc_plaid_24a59b1a87,Flores-Chan Account,Hart Ltd Savings,1125,credit,401k,18958.94,10874.33,,USD
acc_plaid_e3eb203016,Lam-Mitchell Account,Elliott and Sons Checking,1901,loan,savings,6034.86,13412.06,,USD
acc_plaid_d1c3a7e5e4,Hicks LLC Account,Mack-Cunningham Savings,6458,depository,auto,6357.75,10640.88,,USD
acc_plaid_d128b35db3,"Romero, Wagner and Young Account",Carter and Sons Savings,9951,investment,401k,20029.67,1713.87,,USD
acc_plaid_d6a7a6fe68,Cox LLC Account,Nicholson-Bryant Savings,1613,depository,savings,4231.67,15172.78,,USD
acc_plaid_566d3b2b1b,Weber-Moran Account,Klein-Lane Checking,8466,credit,checking,26574.15,18902.78,,USD
acc_plaid_1eb0c8fcb5,"Preston, Estrada and Johnston Account",Ortiz-Deleon Money Market,3512,investment,checking,23432.07,29471.14,,USD
acc_plaid_e39b362459,Brown-Edwards Account,"Scott, Morrison and Gentry Money Market",1043,credit,checking,17676.34,21519.83,,USD
acc_plaid_35c48bf3fd,Jensen-Thomas Account,"Chan, King and Anderson Money Market",7226,loan,savings,22185.55,28530.87,,USD
acc_plaid_4973d07d84,"Bass, Smith and Hickman Account",Warner and Sons Savings,9007,depository,auto,10546.86,6172.61,,USD
acc_plaid_f7a5bff188,Taylor-Olson Account,Reed PLC Checking,8462,investment,savings,5851.64,19193.95,,USD
acc_plaid_45e1efe424,Gonzales Inc Account,Burke Ltd Money Market,3187,depository,brokerage,8946.34,5108.18,,USD
acc_plaid_6adc1b41b9,Sanchez-Turner Account,Kramer-Fleming Money Market,7543,depository,401k,9835.55,26083.71,,USD
acc_plaid_04c61b089e,Wagner Inc Account,Harmon-Carey Money Market,7999,depository,savings,23706.45,15233.53,,USD
acc_plaid_410c4f3430,Russo Group Account,"Martinez, Rivera and Peterson Savings",5239,credit,credit card,10795.55,8786.00,,USD
acc_plaid_3fb15f093e,Coffey-Patel Account,Davidson PLC Checking,4692,investment,credit card,15562.01,26896.22,,USD
