id,dealname,pipeline,dealstage,amount,closedate,dealtype,associated_company,associated_contact,createdate,lastmodifieddate
hs-d-0011,Sakura Abe inquiry piece 11,pl-collectors,st-quote,46500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-012,hs-c-0011,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0012,Kenji Matsumoto inquiry piece 12,pl-collectors,st-hold,48000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-013,hs-c-0012,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0013,Yui Watanabe inquiry piece 13,pl-collectors,st-won,49500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-014,hs-c-0013,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0014,Sakura Abe inquiry piece 14,pl-collectors,st-lost,51000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-015,hs-c-0014,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0015,Ayaka Kato inquiry piece 15,pl-collectors,st-new,52500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-016,hs-c-0015,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0016,Takumi Sasaki inquiry piece 16,pl-collectors,st-quote,54000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-017,hs-c-0016,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0017,Daichi Kato inquiry piece 17,pl-collectors,st-hold,55500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-018,hs-c-0017,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0018,Hiroshi Sasaki inquiry piece 18,pl-collectors,st-won,57000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-019,hs-c-0018,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0019,Sota Takahashi inquiry piece 19,pl-collectors,st-lost,58500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-020,hs-c-0019,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0020,Emi Hayashi inquiry piece 20,pl-collectors,st-new,60000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-021,hs-c-0020,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0021,Ayaka Shimizu inquiry piece 21,pl-collectors,st-quote,61500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-022,hs-c-0021,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0022,Yui Yamamoto inquiry piece 22,pl-collectors,st-hold,63000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-023,hs-c-0022,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0023,Takumi Kato inquiry piece 23,pl-collectors,st-won,64500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-024,hs-c-0023,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0024,Ayaka Yamada inquiry piece 24,pl-collectors,st-lost,66000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-025,hs-c-0024,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0025,Aiko Sasaki inquiry piece 25,pl-collectors,st-new,67500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-026,hs-c-0025,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0026,Daichi Takahashi inquiry piece 26,pl-collectors,st-quote,69000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-001,hs-c-0026,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0027,Ayaka Hayashi inquiry piece 27,pl-collectors,st-hold,70500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-002,hs-c-0027,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0028,Yui Yamada inquiry piece 28,pl-collectors,st-won,72000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-003,hs-c-0028,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0029,Daichi Ikeda inquiry piece 29,pl-collectors,st-lost,73500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-004,hs-c-0029,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0030,Takumi Matsumoto inquiry piece 30,pl-collectors,st-new,75000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-005,hs-c-0030,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0031,Mika Yamamoto inquiry piece 31,pl-collectors,st-quote,76500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-006,hs-c-0031,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0032,Kanna Nakamura inquiry piece 32,pl-collectors,st-hold,78000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-007,hs-c-0032,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0033,Takumi Nakamura inquiry piece 33,pl-collectors,st-won,79500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-008,hs-c-0033,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0034,Hiroshi Sato inquiry piece 34,pl-collectors,st-lost,81000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-009,hs-c-0034,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0035,Emi Nakamura inquiry piece 35,pl-collectors,st-new,82500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-010,hs-c-0035,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0036,Sakura Suzuki inquiry piece 36,pl-collectors,st-quote,84000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-011,hs-c-0036,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0037,Rina Kobayashi inquiry piece 37,pl-collectors,st-hold,85500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-012,hs-c-0037,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0038,Sakura Watanabe inquiry piece 38,pl-collectors,st-won,87000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-013,hs-c-0038,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0039,Haruto Matsumoto inquiry piece 39,pl-collectors,st-lost,88500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-014,hs-c-0039,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0040,Emi Yamazaki inquiry piece 40,pl-collectors,st-new,90000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-015,hs-c-0040,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0041,Ren Shimizu inquiry piece 41,pl-collectors,st-quote,91500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-016,hs-c-0041,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0042,Haruto Kimura inquiry piece 42,pl-collectors,st-hold,93000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-017,hs-c-0042,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0043,Sho Yamamoto inquiry piece 43,pl-collectors,st-won,94500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-018,hs-c-0043,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0044,Kenji Abe inquiry piece 44,pl-collectors,st-lost,96000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-019,hs-c-0044,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0045,Aiko Kobayashi inquiry piece 45,pl-collectors,st-new,97500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-020,hs-c-0045,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0046,Ren Yamazaki inquiry piece 46,pl-collectors,st-quote,99000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-021,hs-c-0046,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0047,Sota Matsumoto inquiry piece 47,pl-collectors,st-hold,100500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-022,hs-c-0047,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0048,Sota Suzuki inquiry piece 48,pl-collectors,st-won,102000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-023,hs-c-0048,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0049,Ryo Sato inquiry piece 49,pl-collectors,st-lost,103500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-024,hs-c-0049,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0050,Naomi Abe inquiry piece 50,pl-collectors,st-new,105000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-025,hs-c-0050,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0051,Ryo Suzuki inquiry piece 51,pl-collectors,st-quote,106500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-026,hs-c-0051,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0052,Yui Shimizu inquiry piece 52,pl-collectors,st-hold,108000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-001,hs-c-0052,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0053,Kanna Yamada inquiry piece 53,pl-collectors,st-won,109500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-002,hs-c-0053,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0054,Haruto Kimura inquiry piece 54,pl-collectors,st-lost,111000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-003,hs-c-0054,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0055,Aiko Watanabe inquiry piece 55,pl-collectors,st-new,112500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-004,hs-c-0055,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0056,Mika Inoue inquiry piece 56,pl-collectors,st-quote,114000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-005,hs-c-0056,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0057,Sota Ikeda inquiry piece 57,pl-collectors,st-hold,115500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-006,hs-c-0057,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0058,Takumi Yamazaki inquiry piece 58,pl-collectors,st-won,117000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-007,hs-c-0058,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0059,Ren Abe inquiry piece 59,pl-collectors,st-lost,118500.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-008,hs-c-0059,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
hs-d-0060,Sota Watanabe inquiry piece 60,pl-collectors,st-new,120000.0,2026-12-15T09:00:00Z,newbusiness,hs-co-priv-009,hs-c-0060,2026-05-01T09:00:00Z,2026-09-25T09:00:00Z
