user_id,first_name,last_name,email,role,device_access,shared_at
su_0060,First60,Last60,a24@yahoo.com,owner,guest,2026-08-11
su_0061,First61,Last61,a56@yahoo.com,owner,guest,2026-08-22
su_0062,First62,Last62,a70@yahoo.com,shared,guest,2026-03-18
su_0063,First63,Last63,a69@gmail.com,owner,full,2026-09-18
su_0064,First64,Last64,m85@gmail.com,shared,guest,2026-01-30
su_0065,First65,Last65,m97@gmail.com,shared,full,2026-05-31
su_0066,First66,Last66,a32@gmail.com,shared,full,2026-02-22
su_0067,First67,Last67,a30@yahoo.com,owner,full,2026-06-27
su_0068,First68,Last68,s32@yahoo.com,shared,guest,2026-01-15
su_0069,First69,Last69,k49@yahoo.com,shared,guest,2026-02-17
su_0070,First70,Last70,s63@yahoo.com,shared,guest,2026-01-22
su_0071,First71,Last71,m97@gmail.com,shared,guest,2026-01-14
su_0072,First72,Last72,a66@yahoo.com,shared,guest,2026-06-07
su_0073,First73,Last73,m56@yahoo.com,owner,full,2026-04-06
su_0074,First74,Last74,a28@gmail.com,owner,guest,2026-03-15
su_0075,First75,Last75,s20@gmail.com,owner,full,2026-04-24
su_0076,First76,Last76,k11@yahoo.com,owner,full,2026-10-11
su_0077,First77,Last77,a20@yahoo.com,owner,guest,2026-05-10
su_0078,First78,Last78,j56@yahoo.com,owner,full,2026-03-07
su_0079,First79,Last79,a42@gmail.com,shared,guest,2026-06-12
su_0080,First80,Last80,m10@gmail.com,owner,full,2026-07-01
su_0081,First81,Last81,k81@yahoo.com,shared,full,2026-09-27
su_0082,First82,Last82,a79@yahoo.com,owner,guest,2026-06-05
su_0083,First83,Last83,m32@gmail.com,owner,guest,2026-09-30
su_0084,First84,Last84,a62@gmail.com,owner,guest,2026-02-01
su_0085,First85,Last85,m33@gmail.com,shared,guest,2026-09-01
su_0086,First86,Last86,j80@gmail.com,owner,guest,2026-08-27
su_0087,First87,Last87,m10@yahoo.com,owner,full,2026-09-25
su_0088,First88,Last88,s97@gmail.com,shared,full,2026-04-17
su_0089,First89,Last89,j78@gmail.com,shared,full,2026-05-25
su_0090,First90,Last90,k60@gmail.com,shared,guest,2026-03-11
su_0091,First91,Last91,m17@yahoo.com,owner,full,2026-09-12
su_0092,First92,Last92,j22@yahoo.com,owner,full,2026-08-01
su_0093,First93,Last93,j29@gmail.com,owner,guest,2026-04-21
su_0094,First94,Last94,k56@gmail.com,shared,guest,2026-07-04
su_0095,First95,Last95,j35@gmail.com,shared,full,2026-08-07
su_0096,First96,Last96,j19@yahoo.com,shared,guest,2026-08-02
su_0097,First97,Last97,j39@gmail.com,owner,guest,2026-09-24
su_0098,First98,Last98,m67@gmail.com,owner,guest,2026-10-08
su_0099,First99,Last99,s16@gmail.com,owner,full,2026-06-15
su_0100,First100,Last100,s15@gmail.com,owner,guest,2026-05-08
su_0101,First101,Last101,m18@yahoo.com,shared,full,2026-06-07
su_0102,First102,Last102,m84@gmail.com,shared,guest,2026-08-11
su_0103,First103,Last103,j97@yahoo.com,shared,full,2026-03-20
su_0104,First104,Last104,s72@yahoo.com,owner,guest,2026-03-19
su_0105,First105,Last105,k21@gmail.com,shared,guest,2026-10-01
su_0106,First106,Last106,a46@gmail.com,shared,full,2026-03-31
su_0107,First107,Last107,k66@gmail.com,owner,full,2026-09-27
su_0108,First108,Last108,k66@yahoo.com,owner,full,2026-10-01
su_0109,First109,Last109,j62@yahoo.com,shared,full,2026-05-12
su_0110,First110,Last110,j59@yahoo.com,owner,full,2026-03-30
su_0111,First111,Last111,a76@gmail.com,owner,full,2026-01-22
su_0112,First112,Last112,j45@yahoo.com,shared,full,2026-09-27
su_0113,First113,Last113,j33@yahoo.com,owner,guest,2026-01-28
su_0114,First114,Last114,k49@yahoo.com,shared,full,2026-03-02
su_0115,First115,Last115,j32@yahoo.com,shared,full,2026-03-21
su_0116,First116,Last116,j90@yahoo.com,owner,full,2026-03-20
su_0117,First117,Last117,j80@yahoo.com,shared,guest,2026-02-04
su_0118,First118,Last118,a24@gmail.com,shared,guest,2026-03-14
su_0119,First119,Last119,s13@gmail.com,owner,full,2026-04-03
