id,firstName,lastName,workEmail,department,jobTitle,location,hireDate,status,supervisorId
bhr-laurel-creek-22841-e036,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e037,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e038,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e039,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e040,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e041,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e042,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e043,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e044,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e045,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e046,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e047,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e048,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e049,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e050,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e051,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e052,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e053,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e054,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e055,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e056,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e057,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e058,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e059,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e060,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e061,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e062,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e063,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e064,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e065,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e066,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e067,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e068,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e069,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e070,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e071,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e072,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e073,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e074,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e075,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e076,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e077,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e078,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
bhr-laurel-creek-22841-e079,Amanda,Webb,amanda.webb@laurelcreek.health,Emergency Department,Senior ER RN,Reading PA,2015-06-15,Active,
