page_id,property_name,property_type,value
928cdfbfc35dc390d07313b867d06060,Completion %,number,70
928cdfbfc35dc390d07313b867d06060,Duration (min),number,43
928cdfbfc35dc390d07313b867d06060,Session #,number,35
2011bb27dd4060032ea34cd80aadb250,Chapter,select,Ch1
2011bb27dd4060032ea34cd80aadb250,Completion %,number,62
2011bb27dd4060032ea34cd80aadb250,Duration (min),number,17
2011bb27dd4060032ea34cd80aadb250,Session #,number,36
bd27ccf908b1e38749e34e142b94393d,Chapter,select,Ch1
bd27ccf908b1e38749e34e142b94393d,Completion %,number,82
bd27ccf908b1e38749e34e142b94393d,Duration (min),number,27
bd27ccf908b1e38749e34e142b94393d,Session #,number,37
25da31702909bfc4ddab8032d24213ee,Chapter,select,Ch1
25da31702909bfc4ddab8032d24213ee,Completion %,number,82
25da31702909bfc4ddab8032d24213ee,Duration (min),number,34
25da31702909bfc4ddab8032d24213ee,Session #,number,38
22e3ee9b18a94721ec94f62e195589db,Chapter,select,Ch1
22e3ee9b18a94721ec94f62e195589db,Completion %,number,31
22e3ee9b18a94721ec94f62e195589db,Duration (min),number,38
22e3ee9b18a94721ec94f62e195589db,Session #,number,39
f8ba0dbbee4e3aa6547eab88b3b086d5,Chapter,select,Ch1-3
f8ba0dbbee4e3aa6547eab88b3b086d5,Completion %,number,71
f8ba0dbbee4e3aa6547eab88b3b086d5,Duration (min),number,46
f8ba0dbbee4e3aa6547eab88b3b086d5,Session #,number,40
b390bd963d74f75a786d500a55d39091,Chapter,select,Ch1-3
b390bd963d74f75a786d500a55d39091,Completion %,number,34
b390bd963d74f75a786d500a55d39091,Duration (min),number,18
b390bd963d74f75a786d500a55d39091,Session #,number,41
99aafa0e3eed0a0ed97820091024f8eb,Chapter,select,Ch1-3
99aafa0e3eed0a0ed97820091024f8eb,Completion %,number,17
99aafa0e3eed0a0ed97820091024f8eb,Duration (min),number,42
99aafa0e3eed0a0ed97820091024f8eb,Session #,number,42
52dce2c61bc9cb125f9b9fb1ef7af896,Chapter,select,Ch1-3
52dce2c61bc9cb125f9b9fb1ef7af896,Completion %,number,16
52dce2c61bc9cb125f9b9fb1ef7af896,Duration (min),number,38
52dce2c61bc9cb125f9b9fb1ef7af896,Session #,number,43
0b80cd8fcb5f396b82dd6f4356823a52,Chapter,select,Ch1-3
0b80cd8fcb5f396b82dd6f4356823a52,Completion %,number,86
0b80cd8fcb5f396b82dd6f4356823a52,Duration (min),number,49
0b80cd8fcb5f396b82dd6f4356823a52,Session #,number,44
4f0b9a04e786997a45a24e7e5f1d6de9,Chapter,select,Ch1-3
4f0b9a04e786997a45a24e7e5f1d6de9,Completion %,number,57
4f0b9a04e786997a45a24e7e5f1d6de9,Duration (min),number,52
4f0b9a04e786997a45a24e7e5f1d6de9,Session #,number,45
c49da299e479924e18709f7a03e32eb7,Sentry ID,rich_text,LT-1247
c49da299e479924e18709f7a03e32eb7,Severity,select,BLOCKER
c49da299e479924e18709f7a03e32eb7,Status,select,open
30acfc3ac261c548140c390d804694c4,Sentry ID,rich_text,LT-1231
30acfc3ac261c548140c390d804694c4,Severity,select,MAJOR
30acfc3ac261c548140c390d804694c4,Status,select,open
f0c4c072146e51f3e4438acad177f3cc,Sentry ID,rich_text,LT-1218
f0c4c072146e51f3e4438acad177f3cc,Severity,select,MAJOR
f0c4c072146e51f3e4438acad177f3cc,Status,select,open
b93f0b2535c1bf8f1d32f03f487117f1,Sentry ID,rich_text,LT-1205
b93f0b2535c1bf8f1d32f03f487117f1,Severity,select,MAJOR
b93f0b2535c1bf8f1d32f03f487117f1,Status,select,open
085b89917c1074197ac6dd528518c8c2,Sentry ID,rich_text,LT-1198
085b89917c1074197ac6dd528518c8c2,Severity,select,MINOR
085b89917c1074197ac6dd528518c8c2,Status,select,open
f24d2d92bd2b307d0d6d3b425ee207cf,Sentry ID,rich_text,LT-1189
f24d2d92bd2b307d0d6d3b425ee207cf,Severity,select,MINOR
f24d2d92bd2b307d0d6d3b425ee207cf,Status,select,closed
b17171d1056dda6059ecc9f0effde74a,Sentry ID,rich_text,LT-1176
b17171d1056dda6059ecc9f0effde74a,Severity,select,MINOR
b17171d1056dda6059ecc9f0effde74a,Status,select,closed
b7d3ef62f8e9bb55c6ca47e2228e8780,Sentry ID,rich_text,LT-1163
b7d3ef62f8e9bb55c6ca47e2228e8780,Severity,select,MINOR
b7d3ef62f8e9bb55c6ca47e2228e8780,Status,select,closed
8c450aaa52352e1926addf9f205001f2,Sentry ID,rich_text,LT-1147
8c450aaa52352e1926addf9f205001f2,Severity,select,TRIVIAL
8c450aaa52352e1926addf9f205001f2,Status,select,closed
049257382de83569e052789f8a87e34e,Sentry ID,rich_text,LT-1138
049257382de83569e052789f8a87e34e,Severity,select,MINOR
049257382de83569e052789f8a87e34e,Status,select,closed
548b2797d75fb6e7c7e87f3bfd6f8781,Sentry ID,rich_text,
548b2797d75fb6e7c7e87f3bfd6f8781,Severity,select,MINOR
548b2797d75fb6e7c7e87f3bfd6f8781,Status,select,closed
31b238dfc6a8db1f2fa74368d10ae1d5,Sentry ID,rich_text,
31b238dfc6a8db1f2fa74368d10ae1d5,Severity,select,TRIVIAL
31b238dfc6a8db1f2fa74368d10ae1d5,Status,select,open
20990c3e42f24fa60e556f3890db03a0,Sentry ID,rich_text,
20990c3e42f24fa60e556f3890db03a0,Severity,select,MINOR
20990c3e42f24fa60e556f3890db03a0,Status,select,open
294ec6443e49151d99c7699531adc72c,Sentry ID,rich_text,
294ec6443e49151d99c7699531adc72c,Severity,select,TRIVIAL
294ec6443e49151d99c7699531adc72c,Status,select,closed
5c2c0bb140ed5be6a739d12ab5fb32f8,Sentry ID,rich_text,
5c2c0bb140ed5be6a739d12ab5fb32f8,Severity,select,MINOR
5c2c0bb140ed5be6a739d12ab5fb32f8,Status,select,open
bfa395ab7c99c9a11f12c354d58adccc,Sentry ID,rich_text,
bfa395ab7c99c9a11f12c354d58adccc,Severity,select,MINOR
bfa395ab7c99c9a11f12c354d58adccc,Status,select,closed
50030c91bbb9138ce92549f1338ae6ae,Sentry ID,rich_text,
50030c91bbb9138ce92549f1338ae6ae,Severity,select,TRIVIAL
50030c91bbb9138ce92549f1338ae6ae,Status,select,open
93cc54d4529eea1b095fd82d0019c05e,Sentry ID,rich_text,
93cc54d4529eea1b095fd82d0019c05e,Severity,select,MINOR
93cc54d4529eea1b095fd82d0019c05e,Status,select,closed
d8342828fa0e6a4fbaa73d239e2e1b99,Sentry ID,rich_text,
d8342828fa0e6a4fbaa73d239e2e1b99,Severity,select,MINOR
d8342828fa0e6a4fbaa73d239e2e1b99,Status,select,closed
fd954b68669c5c13496b0ab73c3100b9,Sentry ID,rich_text,
fd954b68669c5c13496b0ab73c3100b9,Severity,select,TRIVIAL
fd954b68669c5c13496b0ab73c3100b9,Status,select,open
859b13b3ac3dd1212bbccdbb8e7ceee3,Sentry ID,rich_text,
859b13b3ac3dd1212bbccdbb8e7ceee3,Severity,select,TRIVIAL
859b13b3ac3dd1212bbccdbb8e7ceee3,Status,select,closed
a06601dcfb87fbef61f513a7ed990abd,Sentry ID,rich_text,
a06601dcfb87fbef61f513a7ed990abd,Severity,select,TRIVIAL
a06601dcfb87fbef61f513a7ed990abd,Status,select,open
ab1ea1ef47b9808c5a3660d7c6976a9e,Sentry ID,rich_text,
ab1ea1ef47b9808c5a3660d7c6976a9e,Severity,select,TRIVIAL
ab1ea1ef47b9808c5a3660d7c6976a9e,Status,select,closed
ffdfc993312be4c86294d510ad188b13,Sentry ID,rich_text,
ffdfc993312be4c86294d510ad188b13,Severity,select,TRIVIAL
ffdfc993312be4c86294d510ad188b13,Status,select,closed
e9a54ef19b5f190aaf2148ea3bca8850,Sentry ID,rich_text,
e9a54ef19b5f190aaf2148ea3bca8850,Severity,select,TRIVIAL
e9a54ef19b5f190aaf2148ea3bca8850,Status,select,closed
bc9010d9c7dffd1000a436d6cf1dcdf7,Sentry ID,rich_text,
bc9010d9c7dffd1000a436d6cf1dcdf7,Severity,select,MINOR
bc9010d9c7dffd1000a436d6cf1dcdf7,Status,select,open
a33ca2018445237070b9cdf3230cefa2,Sentry ID,rich_text,
a33ca2018445237070b9cdf3230cefa2,Severity,select,MINOR
a33ca2018445237070b9cdf3230cefa2,Status,select,open
d886d3e469e204829946a8ccca8d9f96,Sentry ID,rich_text,
d886d3e469e204829946a8ccca8d9f96,Severity,select,TRIVIAL
d886d3e469e204829946a8ccca8d9f96,Status,select,open
063140275c15e264e3f570696ce9f0e7,Sentry ID,rich_text,
063140275c15e264e3f570696ce9f0e7,Severity,select,MINOR
063140275c15e264e3f570696ce9f0e7,Status,select,open
133300c6e6b7d080bb13f401cbac4bf2,Sentry ID,rich_text,
133300c6e6b7d080bb13f401cbac4bf2,Severity,select,TRIVIAL
133300c6e6b7d080bb13f401cbac4bf2,Status,select,open
58103c4a312a8d697cd2b5c04629c15e,Segment,select,Seg A
58103c4a312a8d697cd2b5c04629c15e,Outlet,rich_text,Rock Paper Shotgun
58103c4a312a8d697cd2b5c04629c15e,Outreach Wave,select,Oct 27
0f8074fdbcef81bdbd407e1f3e2a5a41,Segment,select,Seg A
0f8074fdbcef81bdbd407e1f3e2a5a41,Outlet,rich_text,Indie Games Plus
0f8074fdbcef81bdbd407e1f3e2a5a41,Outreach Wave,select,Oct 27
1e869c2645abeb787d2a40fb50e66d27,Segment,select,Seg A
1e869c2645abeb787d2a40fb50e66d27,Outlet,rich_text,Warp Door
1e869c2645abeb787d2a40fb50e66d27,Outreach Wave,select,Oct 27
e936e77fc24e85553d045dee7e3cabea,Segment,select,Seg A
e936e77fc24e85553d045dee7e3cabea,Outlet,rich_text,Alpha Beta Gamer
e936e77fc24e85553d045dee7e3cabea,Outreach Wave,select,Oct 27
639b61ed26188a05ad404a3a3a86fb57,Segment,select,Seg A
639b61ed26188a05ad404a3a3a86fb57,Outlet,rich_text,GameDeveloper
639b61ed26188a05ad404a3a3a86fb57,Outreach Wave,select,Oct 27
cc15e16d439987f857ab6e046e5617c3,Segment,select,Seg A
cc15e16d439987f857ab6e046e5617c3,Outlet,rich_text,PC Gamer
cc15e16d439987f857ab6e046e5617c3,Outreach Wave,select,Oct 27
f6d81e06f2b32c60b4c1b82ed493b3b3,Segment,select,Seg A
f6d81e06f2b32c60b4c1b82ed493b3b3,Outlet,rich_text,Vice Waypoint
f6d81e06f2b32c60b4c1b82ed493b3b3,Outreach Wave,select,Oct 27
d819966ddd3cb584c31c83a982df1a98,Segment,select,Seg A
d819966ddd3cb584c31c83a982df1a98,Outlet,rich_text,Indiepocalypse
d819966ddd3cb584c31c83a982df1a98,Outreach Wave,select,Oct 27
8dcdf4885bc4f933fa77c48f686a61f3,Segment,select,Seg A
8dcdf4885bc4f933fa77c48f686a61f3,Outlet,rich_text,TIGSource
8dcdf4885bc4f933fa77c48f686a61f3,Outreach Wave,select,Oct 27
2d75d2a315f3125c284b9f4c91895b69,Segment,select,Seg A
2d75d2a315f3125c284b9f4c91895b69,Outlet,rich_text,Video Chums
2d75d2a315f3125c284b9f4c91895b69,Outreach Wave,select,Oct 27
65359ba6943368675b8ff27aba9bb51d,Segment,select,Seg A
65359ba6943368675b8ff27aba9bb51d,Outlet,rich_text,Nintendo Life
65359ba6943368675b8ff27aba9bb51d,Outreach Wave,select,Oct 27
6468c0e2fe4e93d0459f6228e9b31ddc,Segment,select,Seg A
6468c0e2fe4e93d0459f6228e9b31ddc,Outlet,rich_text,Wireframe Magazine
6468c0e2fe4e93d0459f6228e9b31ddc,Outreach Wave,select,Oct 27
2d0b5c63c83729d61c22d348b953ad2f,Segment,select,Seg B
2d0b5c63c83729d61c22d348b953ad2f,Outlet,rich_text,The Stranger
2d0b5c63c83729d61c22d348b953ad2f,Outreach Wave,select,Oct 28
80abd7cfc553c28753528eef14f5ade6,Segment,select,Seg B
80abd7cfc553c28753528eef14f5ade6,Outlet,rich_text,Seattle Times arts
80abd7cfc553c28753528eef14f5ade6,Outreach Wave,select,Oct 28
7791754171d3e85211b553d59208ffe0,Segment,select,Seg B
7791754171d3e85211b553d59208ffe0,Outlet,rich_text,Crosscut
7791754171d3e85211b553d59208ffe0,Outreach Wave,select,Oct 28
233ca1f2beaa287b360cd4d140ce1ee8,Segment,select,Seg B
233ca1f2beaa287b360cd4d140ce1ee8,Outlet,rich_text,KEXP
233ca1f2beaa287b360cd4d140ce1ee8,Outreach Wave,select,Oct 28
8bc2a593522a1beccbdb0cf7ade1f5e9,Segment,select,Seg B
8bc2a593522a1beccbdb0cf7ade1f5e9,Outlet,rich_text,KUOW
8bc2a593522a1beccbdb0cf7ade1f5e9,Outreach Wave,select,Oct 28
605bea15e2a336ea3add8125020b51fb,Segment,select,Seg B
605bea15e2a336ea3add8125020b51fb,Outlet,rich_text,GeekWire
605bea15e2a336ea3add8125020b51fb,Outreach Wave,select,Oct 28
f911847c4e486c9162e293eef82a01ce,Segment,select,Seg B
f911847c4e486c9162e293eef82a01ce,Outlet,rich_text,Seattle Refined
f911847c4e486c9162e293eef82a01ce,Outreach Wave,select,Oct 28
fa0f34c5d48f525e9e64a043f29d7dfe,Segment,select,Seg B
fa0f34c5d48f525e9e64a043f29d7dfe,Outlet,rich_text,PSST Podcast
fa0f34c5d48f525e9e64a043f29d7dfe,Outreach Wave,select,Oct 28
e8391ee89d923c372c6dd6da7a98bf56,Segment,select,Seg B
e8391ee89d923c372c6dd6da7a98bf56,Outlet,rich_text,The Urbanist
e8391ee89d923c372c6dd6da7a98bf56,Outreach Wave,select,Oct 28
30e64f8eaae4410885cd4cf7de19c578,Segment,select,Seg C
30e64f8eaae4410885cd4cf7de19c578,Outlet,rich_text,CID Herald
30e64f8eaae4410885cd4cf7de19c578,Outreach Wave,select,Oct 29
05cbd9dbb2ef58f7499dc9713788e7e0,Segment,select,Seg C
05cbd9dbb2ef58f7499dc9713788e7e0,Outlet,rich_text,Cascadia Design Review
05cbd9dbb2ef58f7499dc9713788e7e0,Outreach Wave,select,Oct 29
dcab6a4b8c7487c520691b331a7c6b34,Segment,select,Seg C
dcab6a4b8c7487c520691b331a7c6b34,Outlet,rich_text,IGDA Student
dcab6a4b8c7487c520691b331a7c6b34,Outreach Wave,select,Oct 29
05c055f8512088341655ba588939e74f,Segment,select,Seg C
05c055f8512088341655ba588939e74f,Outlet,rich_text,DiGRA
05c055f8512088341655ba588939e74f,Outreach Wave,select,Oct 29
799ffee6a140ca99dad402b2f2415af4,Segment,select,Seg C
799ffee6a140ca99dad402b2f2415af4,Outlet,rich_text,UW Daily
799ffee6a140ca99dad402b2f2415af4,Outreach Wave,select,Oct 29
ee2db90df0c614f65cdf6d527280a188,Segment,select,Seg C
ee2db90df0c614f65cdf6d527280a188,Outlet,rich_text,Seattle Central Weekly
ee2db90df0c614f65cdf6d527280a188,Outreach Wave,select,Oct 29
f407d6ce452e9252bcb1b751b928ce50,Segment,select,Seg D
f407d6ce452e9252bcb1b751b928ce50,Outlet,rich_text,@lanternkeeper
f407d6ce452e9252bcb1b751b928ce50,Outreach Wave,select,Oct 30
059602a5cc7fe44c9c7f4d47a2f89064,Segment,select,Seg D
059602a5cc7fe44c9c7f4d47a2f89064,Outlet,rich_text,Nathan Cho
059602a5cc7fe44c9c7f4d47a2f89064,Outreach Wave,select,Oct 30
b3f473061149a90914148eea4d09220a,Segment,select,Seg D
b3f473061149a90914148eea4d09220a,Outlet,rich_text,@slowgames_zine
b3f473061149a90914148eea4d09220a,Outreach Wave,select,Oct 30
28d36761bf85fdcc5061de2b4bd71048,Segment,select,Seg D
28d36761bf85fdcc5061de2b4bd71048,Outlet,rich_text,Ari Blum (PNW Discord)
28d36761bf85fdcc5061de2b4bd71048,Outreach Wave,select,Oct 30
c7d09bd1e667c2fe29e3f79ba3c5f801,Segment,select,Seg D
c7d09bd1e667c2fe29e3f79ba3c5f801,Outlet,rich_text,Riley Vance
c7d09bd1e667c2fe29e3f79ba3c5f801,Outreach Wave,select,Oct 30
75457d4b6b52fdd7d262a39e6c69d6be,Status,select,active
75457d4b6b52fdd7d262a39e6c69d6be,Amount USD,number,1100
75457d4b6b52fdd7d262a39e6c69d6be,Terms,select,flat
75457d4b6b52fdd7d262a39e6c69d6be,Due Date,date,2026-11-20
594675fbd49e588c88c0004255446a68,Status,select,closed
594675fbd49e588c88c0004255446a68,Amount USD,number,800
594675fbd49e588c88c0004255446a68,Terms,select,flat
594675fbd49e588c88c0004255446a68,Due Date,date,2026-02-27
e65f5c811331761841e7327aa4b837eb,Status,select,closed
e65f5c811331761841e7327aa4b837eb,Amount USD,number,350
e65f5c811331761841e7327aa4b837eb,Terms,select,flat
e65f5c811331761841e7327aa4b837eb,Due Date,date,2026-07-19
2d6aca5dc960e6f1417a126b87c95d6b,Status,select,closed
2d6aca5dc960e6f1417a126b87c95d6b,Amount USD,number,250
2d6aca5dc960e6f1417a126b87c95d6b,Terms,select,flat
2d6aca5dc960e6f1417a126b87c95d6b,Due Date,date,2026-02-05
1531c5ebac12a821b43b3b3ea1b70a77,Status,select,lead
1531c5ebac12a821b43b3b3ea1b70a77,Amount USD,number,900
1531c5ebac12a821b43b3b3ea1b70a77,Terms,select,flat
1531c5ebac12a821b43b3b3ea1b70a77,Due Date,date,2026-11-30
dea135a0523fd6bc60514f0a45f5d747,Status,select,lead
dea135a0523fd6bc60514f0a45f5d747,Amount USD,number,700
dea135a0523fd6bc60514f0a45f5d747,Terms,select,flat
dea135a0523fd6bc60514f0a45f5d747,Due Date,date,2026-12-15
d792e2ae30522aaa1b70cd84c4beb1fc,Status,select,lead
d792e2ae30522aaa1b70cd84c4beb1fc,Amount USD,number,1200
d792e2ae30522aaa1b70cd84c4beb1fc,Terms,select,flat
d792e2ae30522aaa1b70cd84c4beb1fc,Due Date,date,2026-12-31
307143ad2984b30f81b51e118ed1b562,Status,select,declined
307143ad2984b30f81b51e118ed1b562,Amount USD,number,0
307143ad2984b30f81b51e118ed1b562,Terms,select,declined
307143ad2984b30f81b51e118ed1b562,Due Date,date,2026-08-01
15a6308445131a19e53a87813098b17a,Status,select,declined
15a6308445131a19e53a87813098b17a,Amount USD,number,0
15a6308445131a19e53a87813098b17a,Terms,select,declined
15a6308445131a19e53a87813098b17a,Due Date,date,2026-06-14
fdde1f2611d54c4ca325ff8b89c1eda8,Status,select,closed
fdde1f2611d54c4ca325ff8b89c1eda8,Amount USD,number,150
fdde1f2611d54c4ca325ff8b89c1eda8,Terms,select,flat
fdde1f2611d54c4ca325ff8b89c1eda8,Due Date,date,2026-04-11
7649395da380d11b07fe5cb631d3dbf7,Status,select,lead
7649395da380d11b07fe5cb631d3dbf7,Amount USD,number,500
7649395da380d11b07fe5cb631d3dbf7,Terms,select,flat
7649395da380d11b07fe5cb631d3dbf7,Due Date,date,2027-01-15
cc1b428a3cce07207ebe895be6652bf1,Status,select,lead
cc1b428a3cce07207ebe895be6652bf1,Amount USD,number,800
cc1b428a3cce07207ebe895be6652bf1,Terms,select,flat
cc1b428a3cce07207ebe895be6652bf1,Due Date,date,2027-02-10
