id,dealname,pipeline,dealstage,amount,closedate,dealtype,associated_company,associated_contact,createdate,lastmodifieddate
hs_deal_0014,Commission - Jose Taylor,commission_pipeline,closedwon,900,2026-07-01,existingbusiness,,hs_c_buy-0120,2026-02-17T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0015,Commission - Diana Collins,commission_pipeline,qualified_to_buy,300,2026-07-01,existingbusiness,,hs_c_buy-0011,2025-12-16T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0016,Commission - Michael Hernandez,commission_pipeline,qualified_to_buy,850,2026-07-01,existingbusiness,,hs_c_buy-0088,2026-01-28T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0017,Commission - Tami Moore,commission_pipeline,closedwon,600,2026-07-01,existingbusiness,,hs_c_buy-0003,2026-02-06T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0018,Commission - Christopher Ellison,commission_pipeline,presentation_scheduled,850,2026-07-01,newbusiness,,hs_c_buy-0025,2026-06-13T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0019,Commission - Andrea Bowen,commission_pipeline,closedwon,500,2026-07-01,newbusiness,,hs_c_buy-0118,2026-02-24T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0020,Commission - Maureen Ryan,commission_pipeline,in_progress,400,2026-07-01,existingbusiness,,hs_c_buy-0074,2026-01-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0021,Commission - Dennis Gonzales,commission_pipeline,closedwon,300,2026-07-01,existingbusiness,,hs_c_buy-0080,2026-01-01T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0022,Commission - Shane Anderson,commission_pipeline,closedwon,720,2026-07-01,newbusiness,,hs_c_buy-0039,2026-02-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0023,Commission - David Trujillo,commission_pipeline,qualified_to_buy,850,2026-07-01,newbusiness,,hs_c_buy-0056,2025-08-04T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0024,Commission - Louis Chavez,commission_pipeline,closedwon,500,2026-07-01,existingbusiness,,hs_c_buy-0033,2026-03-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0025,Commission - Cheryl Gentry,commission_pipeline,in_progress,720,2026-07-01,newbusiness,,hs_c_buy-0115,2026-05-05T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0026,Commission - Edward Roach,commission_pipeline,in_progress,500,2026-07-01,newbusiness,,hs_c_buy-0086,2025-07-21T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0027,Commission - Maureen Ryan,commission_pipeline,closedwon,850,2026-07-01,existingbusiness,,hs_c_buy-0074,2025-07-13T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0028,Commission - Brittany Nichols,commission_pipeline,presentation_scheduled,400,2026-07-01,existingbusiness,,hs_c_buy-0068,2025-10-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0029,Commission - Dana Warner,commission_pipeline,closedwon,1200,2026-07-01,newbusiness,,hs_c_buy-0055,2025-12-17T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0030,Commission - Michael Hernandez,commission_pipeline,closedwon,300,2026-07-01,existingbusiness,,hs_c_buy-0088,2025-10-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0031,Commission - Nathan Simmons,commission_pipeline,closedwon,500,2026-07-01,existingbusiness,,hs_c_buy-0022,2025-09-02T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0032,Commission - Theresa Ingram,commission_pipeline,qualified_to_buy,400,2026-07-01,newbusiness,,hs_c_buy-0090,2026-01-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0033,Commission - Andrew Perez,commission_pipeline,closedwon,850,2026-07-01,newbusiness,,hs_c_buy-0038,2025-12-08T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0034,Commission - Dennis Gonzales,commission_pipeline,presentation_scheduled,600,2026-07-01,newbusiness,,hs_c_buy-0080,2025-12-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0035,Commission - Jose Taylor,commission_pipeline,presentation_scheduled,900,2026-07-01,newbusiness,,hs_c_buy-0120,2025-10-09T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0036,Commission - Daniel Clark,commission_pipeline,in_progress,500,2026-07-01,newbusiness,,hs_c_buy-0041,2025-08-01T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0037,Commission - Dana Warner,commission_pipeline,presentation_scheduled,850,2026-07-01,existingbusiness,,hs_c_buy-0055,2026-02-19T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0038,Commission - Andrew Brady,commission_pipeline,qualified_to_buy,500,2026-07-01,existingbusiness,,hs_c_buy-0008,2025-10-15T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0039,Commission - Tami Moore,commission_pipeline,closedwon,400,2026-07-01,existingbusiness,,hs_c_buy-0003,2026-05-30T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0040,Commission - Anthony Rivera,commission_pipeline,in_progress,780,2026-07-01,newbusiness,,hs_c_buy-0009,2026-01-14T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0041,Commission - Joseph Hernandez IV,commission_pipeline,closedwon,600,2026-07-01,existingbusiness,,hs_c_buy-0060,2025-07-15T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0042,Commission - Richard Roach,commission_pipeline,in_progress,900,2026-07-01,newbusiness,,hs_c_buy-0093,2025-09-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0043,Commission - Jessica Shea,commission_pipeline,in_progress,780,2026-07-01,newbusiness,,hs_c_buy-0073,2026-02-17T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0044,Commission - Joshua Moore,commission_pipeline,in_progress,300,2026-07-01,existingbusiness,,hs_c_buy-0108,2025-07-18T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0045,Commission - James Mullins,commission_pipeline,qualified_to_buy,600,2026-07-01,newbusiness,,hs_c_buy-0069,2025-11-03T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0046,Commission - Brittany Nichols,commission_pipeline,in_progress,720,2026-07-01,newbusiness,,hs_c_buy-0068,2026-02-07T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0047,Commission - Joseph Hernandez IV,commission_pipeline,closedwon,400,2026-07-01,existingbusiness,,hs_c_buy-0060,2025-12-16T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0048,Commission - Victoria Brown,commission_pipeline,in_progress,1200,2026-07-01,existingbusiness,,hs_c_buy-0064,2025-08-05T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0049,Commission - Kayla Horn,commission_pipeline,in_progress,600,2026-07-01,existingbusiness,,hs_c_buy-0110,2025-08-25T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0050,Commission - Antonio Contreras,commission_pipeline,closedwon,850,2026-07-01,existingbusiness,,hs_c_buy-0054,2026-05-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0051,Commission - Kelly Campbell,commission_pipeline,closedwon,500,2026-07-01,existingbusiness,,hs_c_buy-0029,2025-10-05T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0052,Commission - Sandra Roberts,commission_pipeline,closedwon,500,2026-07-01,existingbusiness,,hs_c_buy-0030,2025-08-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0053,Commission - Edward Roach,commission_pipeline,in_progress,900,2026-07-01,newbusiness,,hs_c_buy-0086,2026-02-09T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0054,Commission - Andrea Bowen,commission_pipeline,qualified_to_buy,500,2026-07-01,newbusiness,,hs_c_buy-0118,2025-09-29T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0055,Commission - Eileen Smith,commission_pipeline,closedwon,900,2026-07-01,existingbusiness,,hs_c_buy-0021,2025-09-25T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0056,Commission - Jason Mcclain,commission_pipeline,closedwon,900,2026-07-01,newbusiness,,hs_c_buy-0034,2026-01-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0057,Commission - Toni Rodriguez,commission_pipeline,closedwon,850,2026-07-01,newbusiness,,hs_c_buy-0087,2025-10-22T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0058,Commission - Tami Moore,commission_pipeline,closedwon,850,2026-07-01,existingbusiness,,hs_c_buy-0003,2025-10-05T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0059,Commission - Dylan Logan,commission_pipeline,closedwon,600,2026-07-01,newbusiness,,hs_c_buy-0102,2025-11-20T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0060,Commission - Julia Smith,commission_pipeline,closedwon,720,2026-07-01,existingbusiness,,hs_c_buy-0103,2026-06-07T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0061,Commission - Christopher Ellison,commission_pipeline,qualified_to_buy,1200,2026-07-01,existingbusiness,,hs_c_buy-0025,2025-09-06T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0062,Commission - Seth Escobar,commission_pipeline,in_progress,500,2026-07-01,existingbusiness,,hs_c_buy-0006,2026-02-25T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0063,Commission - Joseph Hernandez IV,commission_pipeline,presentation_scheduled,1200,2026-07-01,existingbusiness,,hs_c_buy-0060,2026-06-03T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0064,Commission - Jose Taylor,commission_pipeline,qualified_to_buy,500,2026-07-01,newbusiness,,hs_c_buy-0120,2025-07-18T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0065,Commission - Steven Delgado DDS,commission_pipeline,presentation_scheduled,720,2026-07-01,existingbusiness,,hs_c_buy-0035,2025-07-31T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0066,Commission - Karen Duke,commission_pipeline,qualified_to_buy,500,2026-07-01,newbusiness,,hs_c_buy-0013,2025-12-03T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0067,Commission - Megan Boyer,commission_pipeline,presentation_scheduled,500,2026-07-01,existingbusiness,,hs_c_buy-0109,2025-10-13T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0068,Commission - Robert Deleon,commission_pipeline,presentation_scheduled,720,2026-07-01,newbusiness,,hs_c_buy-0058,2025-09-29T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0069,Commission - Monica Bishop,commission_pipeline,closedwon,850,2026-07-01,newbusiness,,hs_c_buy-0099,2025-10-11T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0070,Commission - Laura Pena,commission_pipeline,in_progress,300,2026-07-01,newbusiness,,hs_c_buy-0101,2025-07-03T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0071,Commission - Monique Hamilton,commission_pipeline,in_progress,720,2026-07-01,newbusiness,,hs_c_buy-0007,2026-04-06T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0072,Commission - Jill Perry,commission_pipeline,closedwon,600,2026-07-01,existingbusiness,,hs_c_buy-0018,2026-01-16T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0073,Commission - Christopher Ellison,commission_pipeline,presentation_scheduled,600,2026-07-01,existingbusiness,,hs_c_buy-0025,2025-11-30T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0074,Commission - Andrew Brady,commission_pipeline,closedwon,900,2026-07-01,newbusiness,,hs_c_buy-0008,2026-03-08T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0075,Commission - Monique Hamilton,commission_pipeline,qualified_to_buy,900,2026-07-01,existingbusiness,,hs_c_buy-0007,2025-07-17T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0076,Commission - Patricia Smith,commission_pipeline,qualified_to_buy,900,2026-07-01,newbusiness,,hs_c_buy-0107,2026-05-25T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0077,Commission - Andrew Rasmussen,commission_pipeline,qualified_to_buy,400,2026-07-01,newbusiness,,hs_c_buy-0061,2025-07-25T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0078,Commission - Mary Williams,commission_pipeline,closedwon,780,2026-07-01,newbusiness,,hs_c_buy-0085,2025-11-29T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0079,Commission - Abigail Martinez,commission_pipeline,closedwon,500,2026-07-01,newbusiness,,hs_c_buy-0097,2025-12-29T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0080,Commission - Joseph Hernandez IV,commission_pipeline,qualified_to_buy,780,2026-07-01,newbusiness,,hs_c_buy-0060,2026-04-10T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0081,Commission - Kelly Campbell,commission_pipeline,presentation_scheduled,1200,2026-07-01,newbusiness,,hs_c_buy-0029,2026-01-31T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0082,Commission - Jessica Shea,commission_pipeline,closedwon,500,2026-07-01,existingbusiness,,hs_c_buy-0073,2026-05-07T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0083,Commission - Charles Sharp,commission_pipeline,in_progress,900,2026-07-01,existingbusiness,,hs_c_buy-0067,2026-01-24T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0084,Commission - Ryan Cooper,commission_pipeline,in_progress,300,2026-07-01,existingbusiness,,hs_c_buy-0119,2026-03-15T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0085,Commission - Andrew Hess,commission_pipeline,closedwon,400,2026-07-01,newbusiness,,hs_c_buy-0066,2026-04-04T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0086,Commission - Eileen Smith,commission_pipeline,in_progress,500,2026-07-01,newbusiness,,hs_c_buy-0021,2025-12-23T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0087,Commission - Matthew Smith,commission_pipeline,presentation_scheduled,1200,2026-07-01,existingbusiness,,hs_c_buy-0063,2025-11-03T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0088,Commission - Desiree Hobbs,commission_pipeline,closedwon,900,2026-07-01,existingbusiness,,hs_c_buy-0075,2026-02-24T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0089,Commission - Mary Williams,commission_pipeline,qualified_to_buy,300,2026-07-01,newbusiness,,hs_c_buy-0085,2025-11-06T09:00:00Z,2026-11-28T10:00:00Z
hs_deal_0090,Commission - Alex Vasquez,commission_pipeline,closedwon,720,2026-07-01,newbusiness,,hs_c_buy-0100,2025-12-18T09:00:00Z,2026-11-28T10:00:00Z
