id,name,domain,industry,city,state,numberofemployees,annualrevenue,createdate
hs_co_0023,Carter-Cohen Southwest,sosa.net,Supplier,New Robertostad,NM,16,179956.07,2025-01-05T09:00:00Z
hs_co_0024,Marsh Group Trading Co.,simpson-lewis.biz,Supplier,Millerside,MI,10,1665449.16,2025-12-08T09:00:00Z
hs_co_0025,Ward-Rivera Trading Co.,neal.com,Supplier,Carlsonchester,KY,26,1653062.6,2024-01-13T09:00:00Z
hs_co_0026,"Barker, Nichols and Peterson Gallery",hall.com,Craft Fair,Anthonyhaven,OR,6,271697.85,2025-10-05T09:00:00Z
hs_co_0027,"Mckay, Sloan and Downs Gallery",martinez.org,Gallery,Michaelhaven,VT,8,1836748.76,2024-03-18T09:00:00Z
hs_co_0028,Fitzgerald-Rojas Gallery,blair-henderson.com,Craft Fair,Pittsshire,NJ,4,1736546.91,2025-11-12T09:00:00Z
hs_co_0029,Oliver-Hill Southwest,simmons.com,Wholesale,Oliviatown,NV,17,1067317.47,2025-04-30T09:00:00Z
hs_co_0030,Quinn and Sons Southwest,hall.com,Supplier,New Amy,WY,37,511711.82,2025-05-09T09:00:00Z
hs_co_0031,Cole-Sims Gallery,rodriguez.com,Wholesale,Contrerasburgh,RI,27,1934827.6,2025-09-01T09:00:00Z
hs_co_0032,Smith Ltd Trading Co.,jones.com,Wholesale,Cobbfurt,AR,37,132290.31,2025-10-17T09:00:00Z
hs_co_0033,Thompson and Sons Gallery,barber.org,Gallery,Matthewshaven,DE,12,673131.74,2024-12-23T09:00:00Z
hs_co_0034,"Chase, Harris and Hoffman Trading Co.",frazier-williams.com,Supplier,North Annstad,TX,9,1303456.91,2025-04-29T09:00:00Z
hs_co_0035,"Parker, Cobb and Harris Trading Co.",adams-thompson.com,Craft Fair,South Victoria,MS,33,1919478.77,2023-07-07T09:00:00Z
hs_co_0036,"Rios, Lindsey and Novak Gallery",russell.com,Supplier,Brownside,AZ,29,426558.73,2023-12-12T09:00:00Z
hs_co_0037,"Richard, Wright and Wiggins Southwest",cherry.com,Wholesale,Foxfurt,TN,18,1572351.9,2023-12-18T09:00:00Z
hs_co_0038,Mccarthy-Pope Gallery,ali.com,Gallery,New Davidshire,KY,31,1954640.27,2026-05-25T09:00:00Z
hs_co_0039,Bryant-Lamb Gallery,ramirez-clark.com,Supplier,Port Alex,VI,21,205034.89,2026-03-14T09:00:00Z
hs_co_0040,Smith-Cruz Southwest,leonard.com,Gallery,Johnview,NM,39,684560.79,2025-01-07T09:00:00Z
hs_co_0041,Lopez-Morton Trading Co.,chandler.biz,Wholesale,Markmouth,NH,10,709976.11,2026-02-17T09:00:00Z
hs_co_0042,Wood Group Gallery,rodriguez-collier.net,Gallery,Flemingside,NM,5,1862183.84,2024-11-08T09:00:00Z
hs_co_0043,"Harris, Brooks and Salinas Southwest",galloway.org,Wholesale,Jenniferstad,VT,24,83860.89,2024-05-29T09:00:00Z
hs_co_0044,Schmitt-Clark Southwest,brown.org,Supplier,West Julia,WV,40,505253.09,2025-10-15T09:00:00Z
hs_co_0045,Larson-Green Trading Co.,williams-brown.org,Supplier,Keithhaven,NH,24,343400.84,2023-07-15T09:00:00Z
hs_co_0046,Arnold Inc Southwest,barrett-richards.com,Supplier,West Paula,UT,5,1905438.02,2025-12-18T09:00:00Z
hs_co_0047,"Todd, Reynolds and Ortiz Gallery",lopez.com,Craft Fair,New Marchaven,OK,8,1378879.58,2023-11-25T09:00:00Z
hs_co_0048,Watts-Lopez Gallery,lambert-moore.com,Craft Fair,Hernandezland,PW,33,1231687.18,2025-10-23T09:00:00Z
hs_co_0049,Reyes PLC Trading Co.,robinson.biz,Gallery,North Anthony,MH,11,1932376.23,2025-05-02T09:00:00Z
hs_co_0050,Mckinney-Marks Southwest,stephens.com,Craft Fair,Lake Rayshire,MS,24,1459183.59,2026-03-11T09:00:00Z
hs_co_0051,Parrish-Robinson Trading Co.,sandoval.com,Supplier,Chanshire,NM,18,1154959.99,2025-04-14T09:00:00Z
hs_co_0052,Lawson Ltd Trading Co.,juarez.com,Supplier,Amberfurt,WY,31,329585.37,2024-06-12T09:00:00Z
hs_co_0053,"Williams, Hernandez and Ward Trading Co.",walker.biz,Wholesale,South Scottland,WY,27,887624.59,2023-07-12T09:00:00Z
hs_co_0054,Burton-Phillips Trading Co.,ayers-berry.com,Craft Fair,South Cameronbury,NH,13,1980325.77,2024-09-25T09:00:00Z
hs_co_0055,Lee-Novak Southwest,taylor-dunn.com,Wholesale,Jasminefort,ME,19,905349.66,2024-04-09T09:00:00Z
hs_co_0056,"Gomez, Dunlap and Perez Gallery",lawson.biz,Supplier,East Jenniferstad,RI,34,189799.22,2024-04-05T09:00:00Z
hs_co_0057,Snyder Group Gallery,young.info,Wholesale,New Melissa,MT,38,1141921.56,2026-05-14T09:00:00Z
hs_co_0058,Chen Ltd Gallery,munoz-kerr.info,Gallery,Leefort,UT,6,1662426.63,2025-12-31T09:00:00Z
hs_co_0059,Cook-Lucas Trading Co.,hanna.com,Craft Fair,Blairfurt,MP,10,395187.86,2026-06-03T09:00:00Z
hs_co_0060,Murphy Ltd Gallery,adams.com,Craft Fair,Juliefort,MD,3,778588.04,2023-08-23T09:00:00Z
hs_co_0061,Ellis-Adams Gallery,blankenship.biz,Wholesale,North Debbieville,MS,22,368928.95,2024-12-25T09:00:00Z
hs_co_0062,Green-Alexander Southwest,perry-mendoza.info,Craft Fair,Joshualand,KY,30,450140.96,2025-01-05T09:00:00Z
hs_co_0063,Cole Ltd Southwest,chambers.com,Gallery,Port Keithview,NV,37,1897403.9,2024-06-05T09:00:00Z
hs_co_0064,Quinn-Brown Trading Co.,bush.com,Gallery,Andrealand,MD,1,1854000.53,2025-08-15T09:00:00Z
hs_co_0065,"Bryant, Ford and Willis Gallery",gonzalez.com,Gallery,Matthewton,ND,13,178417.68,2025-05-21T09:00:00Z
hs_co_0066,Morgan Group Southwest,baldwin.com,Craft Fair,Powellmouth,TX,15,525634.86,2023-07-18T09:00:00Z
hs_co_0067,Lopez Group Southwest,taylor-allen.com,Supplier,West Eddie,PA,3,636577.73,2024-10-25T09:00:00Z
hs_co_0068,Cole and Sons Southwest,ramirez.com,Gallery,Haleyfurt,MS,12,1408434.62,2025-01-16T09:00:00Z
hs_co_0069,Harding-Williams Southwest,jones.net,Wholesale,New Robinshire,FL,26,892178.47,2023-08-03T09:00:00Z
hs_co_0070,"Sanders, Rodriguez and Davidson Trading Co.",walker-watson.org,Gallery,Lake Timothyside,NC,20,1514172.61,2026-03-17T09:00:00Z
hs_co_0071,May-Frey Gallery,wagner.biz,Supplier,Bradshawchester,PR,34,1630138.76,2025-01-17T09:00:00Z
hs_co_0072,Jones LLC Southwest,fisher-miller.net,Wholesale,West Paul,OK,12,419528.99,2026-04-18T09:00:00Z
hs_co_0073,Price PLC Southwest,diaz.com,Supplier,South Crystal,WY,3,574391.01,2024-03-28T09:00:00Z
hs_co_0074,Murphy-Miller Southwest,moran.info,Craft Fair,Jessicaton,VA,25,1074700.32,2023-07-13T09:00:00Z
hs_co_0075,Rodriguez-Morse Gallery,west.biz,Wholesale,Port Lindaport,NC,16,1506470.41,2025-02-08T09:00:00Z
hs_co_0076,Harris PLC Gallery,townsend.org,Gallery,South Wendy,VT,4,1111067.04,2025-06-16T09:00:00Z
hs_co_0077,"Hernandez, Wells and Randolph Trading Co.",smith.net,Wholesale,Lake Michelle,NE,18,83621.78,2026-04-16T09:00:00Z
hs_co_0078,Adams-Brock Southwest,carpenter-smith.com,Craft Fair,North Jacqueline,FM,13,1172794.09,2025-09-03T09:00:00Z
hs_co_0079,"Robinson, Smith and Nichols Southwest",huerta.com,Wholesale,West Nathan,MN,5,494129.08,2024-05-04T09:00:00Z
hs_co_0080,Miller LLC Southwest,jackson-frazier.org,Supplier,Port Moniquestad,PW,18,442180.41,2025-08-14T09:00:00Z
hs_co_0081,"Fernandez, Williams and Patrick Trading Co.",ramirez.com,Craft Fair,Duncanberg,WA,19,1151516.76,2025-05-29T09:00:00Z
hs_co_0082,Wade-Brooks Gallery,burns.net,Craft Fair,Rivasport,WY,19,1595133.28,2024-06-21T09:00:00Z
hs_co_0083,"Rodgers, Robbins and Baker Southwest",simmons-beck.com,Wholesale,Port Michelleland,TN,14,1770169.34,2025-11-03T09:00:00Z
hs_co_0084,Anderson Inc Trading Co.,barnett.com,Wholesale,Angelaburgh,PW,1,867917.59,2025-02-27T09:00:00Z
hs_co_0085,"Mullen, Little and Fields Southwest",ayala.biz,Wholesale,New Andrea,NY,27,797107.89,2026-03-18T09:00:00Z
