account_id,name,official_name,mask,type,subtype,available,current,limit,iso_currency_code
act_ccu_save_4188_snap_202709,Cascade CCU Savings,Cascade Community Credit Union - Vacation Savings,4188,depository,savings,4225.21,4225.21,,USD
act_visa_4421_snap_202710,Visa Reward,Cascade CCU Visa Reward Card,4421,credit,credit card,4057.80,-942.20,5000.00,USD
act_ford_loan_snap_202711,Ford Truck Loan,Ford Motor Credit - 2019 F-250,2019,loan,auto,0.00,-11575.94,,USD
act_ccu_check_7732_snap_202712,Cascade CCU Checking,Cascade Community Credit Union - Personal Checking,7732,depository,checking,4557.54,4557.54,,USD
act_ccu_save_4188_snap_202801,Cascade CCU Savings,Cascade Community Credit Union - Vacation Savings,4188,depository,savings,3942.78,3942.78,,USD
act_visa_4421_snap_202802,Visa Reward,Cascade CCU Visa Reward Card,4421,credit,credit card,4247.08,-752.92,5000.00,USD
act_ford_loan_snap_202803,Ford Truck Loan,Ford Motor Credit - 2019 F-250,2019,loan,auto,0.00,-9810.28,,USD
act_ccu_check_7732_snap_202804,Cascade CCU Checking,Cascade Community Credit Union - Personal Checking,7732,depository,checking,3364.34,3364.34,,USD
act_ccu_save_4188_snap_202805,Cascade CCU Savings,Cascade Community Credit Union - Vacation Savings,4188,depository,savings,3767.45,3767.45,,USD
act_visa_4421_snap_202806,Visa Reward,Cascade CCU Visa Reward Card,4421,credit,credit card,3545.46,-1454.54,5000.00,USD
act_ford_loan_snap_202807,Ford Truck Loan,Ford Motor Credit - 2019 F-250,2019,loan,auto,0.00,-8763.72,,USD
act_ccu_check_7732_snap_202808,Cascade CCU Checking,Cascade Community Credit Union - Personal Checking,7732,depository,checking,5135.88,5135.88,,USD
act_ccu_save_4188_snap_202809,Cascade CCU Savings,Cascade Community Credit Union - Vacation Savings,4188,depository,savings,3551.16,3551.16,,USD
act_visa_4421_snap_202810,Visa Reward,Cascade CCU Visa Reward Card,4421,credit,credit card,3392.82,-1607.18,5000.00,USD
act_ford_loan_snap_202811,Ford Truck Loan,Ford Motor Credit - 2019 F-250,2019,loan,auto,0.00,-11336.14,,USD
act_ccu_check_7732_snap_202812,Cascade CCU Checking,Cascade Community Credit Union - Personal Checking,7732,depository,checking,3265.01,3265.01,,USD
