id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
7000000229,Charles River Run,Run,5534,1547,1670,80,3.58,2024-04-04T09:30:00Z,3,2000000
7000000230,Easy walk - Cambridge,Walk,3100,3124,3224,42,0.99,2024-04-06T08:30:00Z,2,
7000000231,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5459,0.0,2.20,2024-04-11T08:30:00Z,0,
7000000232,Charles River Run,Run,7355,1668,1683,69,4.41,2024-04-15T13:30:00Z,6,2000000
7000000233,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5603,0.0,2.20,2024-04-18T10:30:00Z,3,
7000000234,Charles River Run,Run,5115,2081,2250,36,2.46,2024-04-20T07:30:00Z,3,2000000
7000000235,Charles River Run,Run,7892,1717,1876,35,4.60,2024-04-24T09:30:00Z,0,2000004
7000000236,Charles River Run,Run,7597,1602,1686,21,4.74,2024-04-28T17:30:00Z,3,2000004
7000000237,Charles River Run,Run,6341,1504,1802,2,4.22,2024-05-03T19:30:00Z,7,2000004
7000000238,Bike commute - Cambridge,Ride,13717,2679,2813,85,5.12,2024-05-07T12:30:00Z,3,2000003
7000000239,Charles River Run,Run,7999,2041,2053,62,3.92,2024-05-09T07:30:00Z,1,2000004
7000000240,Charles River Run,Run,7619,2812,2995,10,2.71,2024-05-14T13:30:00Z,6,2000000
7000000241,Charles River Run,Run,7880,2818,2897,54,2.80,2024-05-19T16:30:00Z,5,2000000
7000000242,Easy walk - Cambridge,Walk,3684,2351,2629,58,1.57,2024-05-22T17:30:00Z,0,
7000000243,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5662,0.0,2.20,2024-05-27T18:30:00Z,4,
7000000244,Easy walk - Cambridge,Walk,4603,2387,2567,57,1.93,2024-06-01T16:30:00Z,5,
7000000245,Bike commute - Cambridge,Ride,13650,1702,1800,12,8.02,2024-06-03T09:30:00Z,1,2000001
7000000246,Charles River Run,Run,5816,2021,2065,61,2.88,2024-06-06T13:30:00Z,3,2000004
7000000247,Charles River Run,Run,7474,1729,1927,86,4.32,2024-06-10T08:30:00Z,2,2000004
7000000248,Charles River Run,Run,6821,2847,3140,3,2.40,2024-06-13T08:30:00Z,3,2000004
7000000249,Bike commute - Cambridge,Ride,10919,2666,2896,56,4.10,2024-06-16T14:30:00Z,3,2000005
7000000250,Charles River Run,Run,7392,1641,1859,16,4.50,2024-06-18T06:30:00Z,5,2000000
7000000251,Charles River Run,Run,6296,2403,2694,0,2.62,2024-06-22T17:30:00Z,1,2000000
7000000252,Bike commute - Cambridge,Ride,14397,2013,2093,64,7.15,2024-06-25T11:30:00Z,7,2000002
7000000253,Charles River Run,Run,5052,1736,1922,16,2.91,2024-06-29T17:30:00Z,7,2000000
7000000254,Bike commute - Cambridge,Ride,16648,2262,2548,23,7.36,2024-07-04T10:30:00Z,6,2000005
7000000255,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5681,0.0,2.20,2024-07-06T17:30:00Z,2,
7000000256,Bike commute - Cambridge,Ride,16673,1490,1628,78,11.19,2024-07-11T08:30:00Z,0,2000001
7000000257,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5558,0.0,2.20,2024-07-16T15:30:00Z,2,
7000000258,Charles River Run,Run,5663,2722,3019,9,2.08,2024-07-20T10:30:00Z,1,2000004
7000000259,Charles River Run,Run,6057,1416,1536,53,4.28,2024-07-23T14:30:00Z,7,2000000
7000000260,Easy walk - Cambridge,Walk,3626,2775,2789,59,1.31,2024-07-28T07:30:00Z,2,
7000000261,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5519,0.0,2.20,2024-07-30T08:30:00Z,1,
7000000262,Charles River Run,Run,7242,2610,2743,40,2.77,2024-08-04T06:30:00Z,6,2000004
7000000263,Bike commute - Cambridge,Ride,14217,2857,3030,1,4.98,2024-08-06T18:30:00Z,5,2000002
7000000264,Charles River Run,Run,6816,2461,2735,2,2.77,2024-08-10T06:30:00Z,0,2000004
7000000265,Bike commute - Cambridge,Ride,11258,3028,3321,29,3.72,2024-08-12T08:30:00Z,1,2000005
7000000266,Charles River Run,Run,5040,1614,1893,6,3.12,2024-08-16T17:30:00Z,6,2000004
7000000267,Charles River Run,Run,6437,1864,1936,89,3.45,2024-08-18T18:30:00Z,0,2000004
7000000268,Charles River Run,Run,7954,2530,2768,38,3.14,2024-08-21T09:30:00Z,3,2000004
7000000269,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5606,0.0,2.20,2024-08-26T13:30:00Z,2,
7000000270,Charles River Run,Run,6727,1629,1734,3,4.13,2024-08-30T18:30:00Z,4,2000000
7000000271,Charles River Run,Run,6792,1655,1849,22,4.10,2024-09-04T15:30:00Z,2,2000004
7000000272,Easy walk - Cambridge,Walk,4957,3372,3573,50,1.47,2024-09-06T12:30:00Z,6,
7000000273,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5529,0.0,2.20,2024-09-10T08:30:00Z,7,
7000000274,Bike commute - Cambridge,Ride,10187,1750,2001,54,5.82,2024-09-12T17:30:00Z,4,2000005
7000000275,Charles River Run,Run,6697,2795,3023,12,2.40,2024-09-17T09:30:00Z,4,2000004
7000000276,Charles River Run,Run,6866,2187,2300,62,3.14,2024-09-20T15:30:00Z,7,2000000
7000000277,Charles River Run,Run,5021,2072,2200,87,2.42,2024-09-22T18:30:00Z,3,2000004
7000000278,Easy walk - Cambridge,Walk,3633,2612,2624,46,1.39,2024-09-26T12:30:00Z,0,
7000000279,Charles River Run,Run,6693,2466,2663,42,2.71,2024-09-30T10:30:00Z,1,2000000
7000000280,Charles River Run,Run,4545,2319,2484,45,1.96,2024-10-05T18:30:00Z,3,2000000
7000000281,Easy walk - Cambridge,Walk,4531,2021,2102,58,2.24,2024-10-08T06:30:00Z,2,
7000000282,Charles River Run,Run,7456,1732,2020,18,4.30,2024-10-11T13:30:00Z,6,2000000
7000000283,Bike commute - Cambridge,Ride,12063,2649,2692,77,4.55,2024-10-14T09:30:00Z,4,2000002
7000000284,Charles River Run,Run,4672,1963,2246,43,2.38,2024-10-18T14:30:00Z,0,2000000
7000000285,Charles River Run,Run,7814,1984,2159,36,3.94,2024-10-22T08:30:00Z,1,2000004
7000000286,Charles River Run,Run,6260,1834,1984,67,3.41,2024-10-24T07:30:00Z,6,2000004
7000000287,Easy walk - Cambridge,Walk,4498,3158,3443,67,1.42,2024-10-28T16:30:00Z,1,
7000000288,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5528,0.0,2.20,2024-11-01T19:30:00Z,1,
7000000289,Bike commute - Cambridge,Ride,13840,1958,2064,47,7.07,2024-11-04T09:30:00Z,5,2000005
7000000290,Bike commute - Cambridge,Ride,14512,3079,3333,0,4.71,2024-11-06T07:30:00Z,7,2000005
7000000291,Charles River Run,Run,7480,2311,2378,70,3.24,2024-11-09T09:30:00Z,6,2000000
7000000292,Charles River Run,Run,6365,2526,2585,84,2.52,2024-11-11T19:30:00Z,0,2000004
7000000293,Bike commute - Cambridge,Ride,11593,2389,2570,83,4.85,2024-11-15T19:30:00Z,2,2000001
7000000294,Charles River Run,Run,7632,1609,1771,83,4.74,2024-11-20T07:30:00Z,5,2000004
7000000295,Bike commute - Cambridge,Ride,14432,2960,2978,53,4.88,2024-11-22T10:30:00Z,0,2000001
7000000296,Bike commute - Cambridge,Ride,15176,2821,3108,71,5.38,2024-11-27T12:30:00Z,3,2000005
7000000297,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5624,0.0,2.20,2024-12-01T12:30:00Z,7,
7000000298,Easy walk - Cambridge,Walk,2515,2032,2316,27,1.24,2024-12-05T07:30:00Z,3,
7000000299,Bike commute - Cambridge,Ride,15339,2243,2254,76,6.84,2024-12-09T16:30:00Z,1,2000003
7000000300,Charles River Run,Run,5073,2037,2194,88,2.49,2024-12-14T12:30:00Z,6,2000004
7000000301,Bike commute - Cambridge,Ride,9653,1824,2094,57,5.29,2024-12-16T14:30:00Z,2,2000001
7000000302,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5411,0.0,2.20,2024-12-21T15:30:00Z,0,
7000000303,Charles River Run,Run,5004,1776,2068,43,2.82,2024-12-26T16:30:00Z,4,2000004
7000000304,Bike commute - Cambridge,Ride,12707,2991,3218,21,4.25,2024-12-30T11:30:00Z,0,2000001
7000000305,Charles River Run,Run,5924,1879,2004,34,3.15,2025-01-03T15:30:00Z,1,2000000
7000000306,Bike commute - Cambridge,Ride,16217,1566,1613,19,10.36,2025-01-08T15:30:00Z,6,2000001
7000000307,Charles River Run,Run,6125,1951,2055,9,3.14,2025-01-12T11:30:00Z,4,2000004
7000000308,Charles River Run,Run,7400,1562,1670,75,4.74,2025-01-14T12:30:00Z,4,2000004
7000000309,Charles River Run,Run,6234,2542,2724,71,2.45,2025-01-19T14:30:00Z,0,2000000
7000000310,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5557,0.0,2.20,2025-01-23T19:30:00Z,2,
7000000311,Easy walk - Cambridge,Walk,4327,2053,2142,10,2.11,2025-01-25T16:30:00Z,6,
7000000312,Easy walk - Cambridge,Walk,4627,2356,2435,37,1.96,2025-01-28T06:30:00Z,4,
7000000313,Charles River Run,Run,6605,2005,2061,66,3.29,2025-02-01T06:30:00Z,4,2000004
7000000314,Bike commute - Cambridge,Ride,10576,2452,2634,3,4.31,2025-02-03T08:30:00Z,0,2000005
7000000315,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5513,0.0,2.20,2025-02-07T10:30:00Z,4,
7000000316,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5685,0.0,2.20,2025-02-10T08:30:00Z,0,
7000000317,Bike commute - Cambridge,Ride,11400,2393,2537,72,4.76,2025-02-14T15:30:00Z,7,2000002
7000000318,Easy walk - Cambridge,Walk,2521,2333,2547,37,1.08,2025-02-17T08:30:00Z,3,
7000000319,Bike commute - Cambridge,Ride,10948,2852,2860,17,3.84,2025-02-22T18:30:00Z,1,2000003
7000000320,Charles River Run,Run,5552,2552,2687,89,2.18,2025-02-24T14:30:00Z,2,2000004
7000000321,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5486,0.0,2.20,2025-02-26T08:30:00Z,6,
7000000322,Easy walk - Cambridge,Walk,2893,3317,3365,49,0.87,2025-03-03T14:30:00Z,5,
7000000323,Charles River Run,Run,7553,1971,2114,71,3.83,2025-03-08T17:30:00Z,3,2000004
7000000324,Bike commute - Cambridge,Ride,10507,2159,2204,52,4.87,2025-03-10T13:30:00Z,3,2000002
7000000325,Bike commute - Cambridge,Ride,10920,2119,2168,67,5.15,2025-03-12T16:30:00Z,7,2000002
7000000326,Bike commute - Cambridge,Ride,8308,1959,2122,48,4.24,2025-03-15T12:30:00Z,1,2000001
7000000327,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5421,0.0,2.20,2025-03-18T13:30:00Z,6,
7000000328,Bike commute - Cambridge,Ride,14946,2925,3082,31,5.11,2025-03-22T16:30:00Z,4,2000003
7000000329,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5559,0.0,2.20,2025-03-25T06:30:00Z,2,
7000000330,Easy walk - Cambridge,Walk,4298,2182,2366,48,1.97,2025-03-29T11:30:00Z,1,
7000000331,Charles River Run,Run,7358,2505,2787,86,2.94,2025-04-01T08:30:00Z,5,2000000
7000000332,Bike commute - Cambridge,Ride,15320,2709,2939,35,5.66,2025-04-04T18:30:00Z,1,2000005
7000000333,Bike commute - Cambridge,Ride,15517,1989,2222,45,7.80,2025-04-08T09:30:00Z,7,2000001
7000000334,Bike commute - Cambridge,Ride,12111,3148,3287,30,3.85,2025-04-10T09:30:00Z,4,2000005
7000000335,Charles River Run,Run,5943,2585,2705,58,2.30,2025-04-14T10:30:00Z,0,2000004
7000000336,Bike commute - Cambridge,Ride,9698,1988,2053,33,4.88,2025-04-17T19:30:00Z,5,2000005
7000000337,Bike commute - Cambridge,Ride,11846,1968,2121,4,6.02,2025-04-19T16:30:00Z,3,2000005
7000000338,Easy walk - Cambridge,Walk,3839,2443,2584,42,1.57,2025-04-24T09:30:00Z,6,
7000000339,Charles River Run,Run,7559,2412,2468,0,3.13,2025-04-29T16:30:00Z,1,2000000
7000000340,Charles River Run,Run,5795,2233,2257,1,2.60,2025-05-03T16:30:00Z,1,2000000
7000000341,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5441,0.0,2.20,2025-05-07T16:30:00Z,2,
7000000342,Charles River Run,Run,7136,1996,2142,88,3.58,2025-05-10T06:30:00Z,3,2000004
7000000343,Bike commute - Cambridge,Ride,16299,2802,3051,39,5.82,2025-05-15T10:30:00Z,6,2000002
7000000344,Charles River Run,Run,4515,2432,2462,30,1.86,2025-05-19T17:30:00Z,4,2000004
7000000345,Charles River Run,Run,6305,2431,2478,15,2.59,2025-05-23T17:30:00Z,6,2000004
7000000346,Charles River Run,Run,5423,1742,1949,59,3.11,2025-05-27T07:30:00Z,6,2000004
7000000347,Charles River Run,Run,7754,2594,2718,85,2.99,2025-05-29T12:30:00Z,4,2000000
7000000348,Charles River Run,Run,7400,2024,2190,87,3.66,2025-06-01T12:30:00Z,6,2000000
7000000349,Charles River Run,Run,5160,2522,2813,1,2.05,2025-06-05T15:30:00Z,7,2000004
7000000350,Charles River Run,Run,4839,1912,2087,20,2.53,2025-06-07T07:30:00Z,5,2000004
7000000351,Bike commute - Cambridge,Ride,10897,2415,2481,48,4.51,2025-06-10T15:30:00Z,3,2000002
7000000352,Easy walk - Cambridge,Walk,2548,2078,2165,69,1.23,2025-06-13T18:30:00Z,0,
7000000353,Charles River Run,Run,5943,1800,2074,9,3.30,2025-06-17T13:30:00Z,6,2000000
7000000354,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5517,0.0,2.20,2025-06-19T06:30:00Z,6,
7000000355,Charles River Run,Run,6932,2672,2777,28,2.59,2025-06-23T18:30:00Z,4,2000004
7000000356,Charles River Run,Run,6495,2562,2822,11,2.54,2025-06-27T07:30:00Z,0,2000004
7000000357,Charles River Run,Run,5120,1559,1640,0,3.28,2025-06-29T15:30:00Z,2,2000004
7000000358,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5450,0.0,2.20,2025-07-04T17:30:00Z,2,
7000000359,Bike commute - Cambridge,Ride,14577,1725,1903,83,8.45,2025-07-07T13:30:00Z,5,2000002
7000000360,Charles River Run,Run,5719,2509,2612,29,2.28,2025-07-12T15:30:00Z,5,2000000
7000000361,Bike commute - Cambridge,Ride,14314,2989,3114,16,4.79,2025-07-17T14:30:00Z,5,2000001
7000000362,Charles River Run,Run,4751,2033,2288,69,2.34,2025-07-19T07:30:00Z,7,2000004
7000000363,Charles River Run,Run,6329,1652,1849,55,3.83,2025-07-22T07:30:00Z,5,2000004
7000000364,Easy walk - Cambridge,Walk,3176,2518,2520,11,1.26,2025-07-26T07:30:00Z,1,
7000000365,Charles River Run,Run,7212,2751,2915,52,2.62,2025-07-28T18:30:00Z,6,2000004
7000000366,Charles River Run,Run,4646,2184,2356,57,2.13,2025-08-01T12:30:00Z,6,2000004
7000000367,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5523,0.0,2.20,2025-08-05T12:30:00Z,4,
7000000368,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5611,0.0,2.20,2025-08-07T12:30:00Z,5,
7000000369,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5402,0.0,2.20,2025-08-10T11:30:00Z,7,
7000000370,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5602,0.0,2.20,2025-08-12T11:30:00Z,1,
7000000371,Bike commute - Cambridge,Ride,13504,2117,2156,39,6.38,2025-08-16T10:30:00Z,5,2000002
7000000372,Charles River Run,Run,7697,1598,1781,38,4.82,2025-08-18T17:30:00Z,5,2000004
7000000373,Bike commute - Cambridge,Ride,9751,1577,1847,44,6.18,2025-08-22T19:30:00Z,4,2000005
7000000374,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5655,0.0,2.20,2025-08-27T17:30:00Z,7,
7000000375,Charles River Run,Run,7768,1921,2161,7,4.04,2025-08-30T11:30:00Z,5,2000000
7000000376,Charles River Run,Run,5659,2568,2837,78,2.20,2025-09-02T16:30:00Z,4,2000000
7000000377,Charles River Run,Run,7114,1643,1750,44,4.33,2025-09-05T12:30:00Z,0,2000000
7000000378,Bike commute - Cambridge,Ride,12696,2872,2989,40,4.42,2025-09-08T11:30:00Z,4,2000003
7000000379,Bike commute - Cambridge,Ride,8184,2443,2491,88,3.35,2025-09-13T13:30:00Z,1,2000001
7000000380,Bike commute - Cambridge,Ride,8530,2553,2554,27,3.34,2025-09-18T12:30:00Z,6,2000003
7000000381,Bike commute - Cambridge,Ride,16639,2198,2464,61,7.57,2025-09-23T14:30:00Z,6,2000001
7000000382,Easy walk - Cambridge,Walk,3043,3274,3539,35,0.93,2025-09-28T09:30:00Z,0,
7000000383,Charles River Run,Run,6116,2824,3052,58,2.17,2025-09-30T08:30:00Z,5,2000000
7000000384,Charles River Run,Run,7904,2367,2433,29,3.34,2025-10-05T14:30:00Z,5,2000000
7000000385,Charles River Run,Run,5316,1685,1785,84,3.15,2025-10-10T11:30:00Z,7,2000004
7000000386,Easy walk - Cambridge,Walk,2520,3029,3125,70,0.83,2025-10-14T14:30:00Z,7,
7000000387,Charles River Run,Run,7436,2518,2661,68,2.95,2025-10-19T17:30:00Z,7,2000000
7000000388,Charles River Run,Run,5739,2485,2750,21,2.31,2025-10-22T09:30:00Z,4,2000004
7000000389,Charles River Run,Run,5352,1419,1576,52,3.77,2025-10-27T16:30:00Z,0,2000004
7000000390,Bike commute - Cambridge,Ride,8669,2486,2604,66,3.49,2025-10-30T10:30:00Z,1,2000001
7000000391,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5439,0.0,2.20,2025-11-02T06:30:00Z,0,
7000000392,Charles River Run,Run,6874,2231,2421,75,3.08,2025-11-05T06:30:00Z,6,2000000
7000000393,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5695,0.0,2.20,2025-11-08T11:30:00Z,0,
7000000394,Charles River Run,Run,5411,2859,2975,45,1.89,2025-11-12T08:30:00Z,6,2000004
7000000395,Bike commute - Cambridge,Ride,13498,2065,2272,84,6.54,2025-11-14T11:30:00Z,3,2000002
7000000396,Charles River Run,Run,4677,2850,3103,2,1.64,2025-11-19T07:30:00Z,2,2000000
7000000397,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5622,0.0,2.20,2025-11-21T09:30:00Z,4,
7000000398,Monday Basketball - Cambridge YMCA,Basketball,0.0,5400,5619,0.0,2.20,2025-11-23T06:30:00Z,4,
7000000399,Charles River Run,Run,6671,2289,2359,35,2.91,2026-10-24T10:30:00Z,6,2000000
7000000400,Charles River Run,Run,4580,2105,2214,75,2.18,2026-10-26T10:30:00Z,0,2000000
7000000401,Charles River Run,Run,5366,2272,2443,14,2.36,2026-10-29T10:30:00Z,7,2000000
7000000402,Charles River Run,Run,4977,1847,1948,4,2.69,2026-10-31T10:30:00Z,7,2000004
7000000403,Charles River Run,Run,7645,2359,2545,38,3.24,2026-11-02T10:30:00Z,6,2000000
7000000404,Charles River Run,Run,6335,1723,1918,12,3.68,2026-11-04T10:30:00Z,6,2000000
7000000405,Charles River Run,Run,7230,2653,2656,61,2.73,2026-11-09T10:30:00Z,6,2000000
7000000406,Charles River Run,Run,4958,1636,1909,50,3.03,2026-11-12T10:30:00Z,2,2000004
7000000407,Charles River Run,Run,5532,2744,2848,79,2.02,2026-11-15T10:30:00Z,7,2000000
7000000408,Charles River Run,Run,7408,2518,2642,18,2.94,2026-11-19T10:30:00Z,1,2000000
7000000409,Charles River Run,Run,5780,2781,2787,11,2.08,2026-11-21T10:30:00Z,2,2000004
7000000410,Charles River Run,Run,6119,1889,1998,8,3.24,2026-11-25T10:30:00Z,4,2000000
7000000411,Charles River Run,Run,6187,2464,2721,47,2.51,2026-11-29T10:30:00Z,7,2000004
