courseId,id,title,description,state,creationTime,updateTime,creatorUserId,topicId,alternateLink,materialType,materialUrl
course_nurs210,mat-urs210-0406,Slide deck week 7,Lecture slide deck for week 7,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0406,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0406
course_nurs210,mat-urs210-0407,Slide deck week 8,Lecture slide deck for week 8,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs210_01,https://classroom.google.com/c/course_nurs210/m/mat-urs210-0407,DRIVE_FILE,https://drive.google.com/file/d/mat-urs210-0407
course_nurs205,mat-urs205-0408,Slide deck week 1,Lecture slide deck for week 1,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0408,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0408
course_nurs205,mat-urs205-0409,Slide deck week 2,Lecture slide deck for week 2,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0409,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0409
course_nurs205,mat-urs205-0410,Slide deck week 3,Lecture slide deck for week 3,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0410,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0410
course_nurs205,mat-urs205-0411,Slide deck week 4,Lecture slide deck for week 4,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0411,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0411
course_nurs205,mat-urs205-0412,Slide deck week 5,Lecture slide deck for week 5,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0412,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0412
course_nurs205,mat-urs205-0413,Slide deck week 6,Lecture slide deck for week 6,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0413,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0413
course_nurs205,mat-urs205-0414,Slide deck week 7,Lecture slide deck for week 7,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0414,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0414
course_nurs205,mat-urs205-0415,Slide deck week 8,Lecture slide deck for week 8,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs205_01,https://classroom.google.com/c/course_nurs205/m/mat-urs205-0415,DRIVE_FILE,https://drive.google.com/file/d/mat-urs205-0415
course_biol210,mat-iol210-0417,Slide deck week 2,Lecture slide deck for week 2,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0417,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0417
course_biol210,mat-iol210-0418,Slide deck week 3,Lecture slide deck for week 3,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0418,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0418
course_biol210,mat-iol210-0419,Slide deck week 4,Lecture slide deck for week 4,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0419,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0419
course_biol210,mat-iol210-0420,Slide deck week 5,Lecture slide deck for week 5,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0420,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0420
course_biol210,mat-iol210-0421,Slide deck week 6,Lecture slide deck for week 6,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0421,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0421
course_biol210,mat-iol210-0422,Slide deck week 7,Lecture slide deck for week 7,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0422,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0422
course_biol210,mat-iol210-0423,Slide deck week 8,Lecture slide deck for week 8,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,randolph@cedarbrook.edu,topic_iol210_01,https://classroom.google.com/c/course_biol210/m/mat-iol210-0423,DRIVE_FILE,https://drive.google.com/file/d/mat-iol210-0423
course_nurs211,mat-urs211-0424,Slide deck week 1,Lecture slide deck for week 1,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0424,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0424
course_nurs211,mat-urs211-0425,Slide deck week 2,Lecture slide deck for week 2,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0425,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0425
course_nurs211,mat-urs211-0426,Slide deck week 3,Lecture slide deck for week 3,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0426,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0426
course_nurs211,mat-urs211-0427,Slide deck week 4,Lecture slide deck for week 4,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0427,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0427
course_nurs211,mat-urs211-0428,Slide deck week 5,Lecture slide deck for week 5,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0428,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0428
course_nurs211,mat-urs211-0429,Slide deck week 6,Lecture slide deck for week 6,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0429,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0429
course_nurs211,mat-urs211-0430,Slide deck week 7,Lecture slide deck for week 7,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0430,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0430
course_nurs211,mat-urs211-0431,Slide deck week 8,Lecture slide deck for week 8,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,linda.okafor@cedarbrook.edu,topic_urs211_01,https://classroom.google.com/c/course_nurs211/m/mat-urs211-0431,DRIVE_FILE,https://drive.google.com/file/d/mat-urs211-0431
course_nurs206,mat-urs206-0433,Slide deck week 2,Lecture slide deck for week 2,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0433,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0433
course_nurs206,mat-urs206-0434,Slide deck week 3,Lecture slide deck for week 3,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0434,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0434
course_nurs206,mat-urs206-0435,Slide deck week 4,Lecture slide deck for week 4,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0435,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0435
course_nurs206,mat-urs206-0436,Slide deck week 5,Lecture slide deck for week 5,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0436,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0436
course_nurs206,mat-urs206-0437,Slide deck week 6,Lecture slide deck for week 6,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0437,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0437
course_nurs206,mat-urs206-0438,Slide deck week 7,Lecture slide deck for week 7,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0438,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0438
course_nurs206,mat-urs206-0439,Slide deck week 8,Lecture slide deck for week 8,PUBLISHED,2026-08-20T09:00:00Z,2026-08-20T09:00:00Z,jamal.carter@cedarbrook.edu,topic_urs206_01,https://classroom.google.com/c/course_nurs206/m/mat-urs206-0439,DRIVE_FILE,https://drive.google.com/file/d/mat-urs206-0439
