id,subject,from_name,from_address,to_name,to_address,body_preview,content_type,is_read,importance,received_date
OMSp7kfurgyyh7fbcn2vw4pdq995zwbhbd1gt54ksh56pi6ggt8cr5cyctzw77u4sto4m,Thesis Studio - reading for Week 6,Yuki Nakamura,y.nakamura@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 6 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,high,2026-06-15 17:20:26
OMSu4so4gfsed2naw0qcuq6hkzc3wpt5k65ph52troxss3oncbqdgynofqp5qpwvtugf8wutn7aumls6vpqau7go9nbnk59boxzyafq9joq03x015etc5vxychfzb9usr35vol37nf02bqgwotjjlvrfineib3pvo4iluyc0nlcgqyis0bugq,Anyone have the Ch3 reading PDF?,Esperanza Ohara,esperanza.ohara@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,normal,2026-06-16 02:58:16
OMS8v19f0g3zrkc5,Registrar - Winter registration window opens Nov 3,Diego Alarcon,diego.alarcon@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Registration windows are staggered by class year. Seniors: Nov 3, 9:00 AM PT.",HTML,True,low,2026-06-16 09:50:52
OMSaac0a4yeohvw0d5qe6lll1foa92v2tqmbqtpz5nrsbv4yfo7uvjq851js07ymlckrn6fjwqx07i78ndjkyzhobkynfmny66xb4w42h3j,Guest Critique RSVP - Aidan Whitcombe,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Aidan Whitcombe will visit the Interaction Studio.,HTML,True,high,2026-06-16 10:37:24
OMS5v85xtmvzul20c79jr101lgpls4xywkyp12dthsg0gka67i38c3wbgj3gi14ihfvzdaoyd88nz1m7ak2gemznk3rmv65pndbeyskfm3i54e6oztjl7yf4cghynuey7xrmgwuydqn1xqxsuogp3b94ilugk57fm4m794ekwadgexy6mouwoc1wbm83de12zm,Show a friend around the Showcase?,Leo Larsen,leo.larsen@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,normal,2026-06-16 12:16:37
OMS8rb6cc7qse19gh4v2bl9f8aq5cy60zzvzkkbha0j5w054atvw948ukww2dryvp4elpbbxiu5y08345ltsf3tpdngxkz403zfp7vk3440hns8n44lp18pt8lg61qu2422s76m99nahnwkqaopw43kj4ons2qabewhfzp1aa4packrdp0pgcle,Notes from Wed studio,Mai Molina,mai.molina@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,low,2026-06-17 15:28:24
OMSi3zjorijmq7iso26yma62dcm81bfj3ttgcx,FW: IT - Multi-factor authentication rollout,Alan Wickham,alan.wickham@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,CID email will require MFA starting Nov 1. Enrollment link inside.,HTML,False,normal,2026-06-17 16:39:48
OMSkgm8yflyyi4t2lzn7v92hkdr4im6sxe92j5byjpcghxgchu7msri4db7qbov6k9xlr1umdd801dfbxo14cono032bpme30babntd4z63a83,Guest Critique RSVP - Fen Zhao,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Fen Zhao will visit the Interaction Studio.,HTML,True,normal,2026-06-19 18:30:05
OMSt4e2rabqvlxilczl6dzwbpj8iz9ihfupvqvubeltnyx8jovouohkjc14c33ue6uf72cdy0qe5kqru1vzx0blg9svf27py65rsj23wvwfj80ekncl5oef23uzan1q6uwqil74nu9jit,Guest Critique RSVP - Terri Otsuka,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Terri Otsuka will visit the Interaction Studio.,HTML,True,normal,2026-06-20 18:24:44
OMSp493cpfrrhvc01znkx4zb8vvxerpfy18q26xax0bfgu8rc6xcrh8stj0qlcp8vulgy6o33f3onzynul8sft46mjbozx5qqltqredje4d6r8wbjgevgd0b92zd8rt3zecfd4kmre7zarq5nadi8bewt4rzrlvim46zqorqwkswr3czddpv48syrjv1,Portfolio print advice,Vincent Ibrahim,vincent.ibrahim@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-06-22 15:54:04
OMSyjyct45u47476c330d47h6avxrs5t4fwme7fgca9nm5ziaph8kr0r08ionemaflwfncdq4a8tq07otcsgs8xi05cfmmyqqmc3egp,Capstone Prep - deliverable for Week 12,Hana Ito,hana.ito@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 12 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,normal,2026-06-22 22:21:24
OMStbxn67ltl1n2e0uhqee2of0zguuwd5hu2op43k8ok7ougkcsbvrqkwm8q93k24wndteea9cqr7ci7h1lm3m3mbblor2rvqmhjbb4926xs5sxpe1duh6prm9cs8it8qitttue3e41jn3zqnm2zq94,Cascadia Indie Showcase - Booth logistics,Renata Ozaki,renata.ozaki@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Load-in Nov 8 at 12 PM. Booth 47, main floor west. Please confirm power drop request.",HTML,True,normal,2026-06-24 04:29:02
OMS9njqw0st228uo4mu9jp9ncj4zan0nsup1fpsfhgw9p4hmlbuj9mgle6oz5xomsmfqyzbz0cbyo49h77wobpznk1j0qcjvbowmeajz2wpez05n3mt6v9gnsp4nnochnjzgxkmbnb6b6ewr7rx6nruhtxn2ky4wcpzrspcthgmmfyvlt9lksiqyq70ysq70ly06zga1a0ocd3t4n492cpxa,Anyone have the Ch3 reading PDF?,Omari Yu,omari.yu@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,normal,2026-06-27 03:39:17
OMSv45f2ajmel8m3x1a6s09hl85irn9djnlcvmlfjmy97u88etxyl1hfrrpaiqy5j3obsdugcq35ptscq22cfgo70xsed98g7nqvzlv3026huy1g,Guest Critique RSVP - Fen Zhao,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Fen Zhao will visit the Interaction Studio.,HTML,True,low,2026-06-27 07:19:01
OMSarvcgahg8tr0yz55opbdv0ml9zj1a0i0tunqeuk9v8m12a6bvhz,FW: Career Services - Portfolio review slot confirmation,Sarah Nikaido,sarah.nikaido@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Confirming your Sep 24 slot with the Career Studio.,HTML,True,normal,2026-06-27 19:46:32
OMSlta0v0l479r7lu95nsik8qohvwwbzj6fvb2bw9z2zw5lwo55qy43bi1o9yvuddlvctkeay60bjgm6e1365jvd241p7ry4yxv5g60hxb41d7yc8s9hq779usw66ny513o83dui702g1m7v69mpywrp8ufzac8uej0mssr86kjwxj0j80bff9w3rs,Show a friend around the Showcase?,Dara Zhao,dara.zhao@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-06-28 01:25:15
OMS4p89xxl37g3fc09cicy6oupe671jb7m462b29ub6iio8y7smgadtzimlhevmkydp6d18lvvcbg3z4lhosgd1a46t7uf460eurv21jrdhd55dbv6pnqhhyx2hqnyuuk1v65iru5gbvx1a0jr45cs,Cascadia Indie Showcase - Booth logistics,Renata Ozaki,renata.ozaki@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Load-in Nov 8 at 12 PM. Booth 47, main floor west. Please confirm power drop request.",HTML,True,normal,2026-06-29 03:58:03
OMSr29d8smvlz2xxgvzmchoqrxdslmqe6xz5vk17ece9ofrvvcq5rzi3y1w0njro5brtst2jkwi1nddxwsn5fifxbh2y7h5rkfhy87pl2kle9oro7qy3we1il9dcydoq6re5v0qr4s5v0e23loqcoc8r6meun1mr8gjumr4utdbp94p1bz2gh7xeeikqvn4uep48gnxksljmfmdsh6kr,Anyone have the Ch3 reading PDF?,Nour Klein,nour.klein@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-06-30 02:02:08
OMSi4b5ae4ma9s1cnqv00d5potsvrybta9ptaa61uo0p9gnvxdcl5v8hfwxod66d4gb8kiw6e9agynvk754tbhfw14z9xdw3c9ml0on3gpwm7yho7last8fnaqdh71vw5pvzq72edxn5wpy0r9dc5gl9o43i9cg2cs7f43gmgupef9yav,Show a friend around the Showcase?,Dmitri Ortiz,dmitri.ortiz@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-06-30 06:52:05
OMSh91qy17us9x9qt9vhie7q91y6r2iz270u0p0uxiquagwctszduzd2dqd6n57y0zegpay8nl7qmfkr4n3rhpe6tsvxod0dxup52zyd6g9kuaej7xevtrltj7an7bmlh6vzrxmzg6wenc599e3b00hk0ucodepd9hl26g12s3fdvf9g6621ujtc59iyzu8vhp4loct,Show a friend around the Showcase?,Sofia Mehta,sofia.mehta@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-07-02 02:44:58
OMSjdti1u3xme69jjqcucsii149yqidpgfbp1toyif5d2kyegkzx1cvgl6ldvo2qwwtwrbrei8659cdy7l75i3whdbxre8p482drghqbpuu0stxkrxbnbtck55yt1sw82rxq5ddzhunds5siv89g9gz37s272y6vxcqrs5nvhygg2a7zycwsahfrfzrk4jokpx955uog3ib,Portfolio print advice,Ben Thao,ben.thao@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,low,2026-07-02 11:44:38
OMSadqiwzcsflirwds0a7vqjopqweoaihvljspyngpar6hbikkfxxacpxt1h1zbhp1h3yplofk70hz9n7dp5ys0in8dbh736qymfkq128y23ag4mp5l87c0l62hae7pa9t1yd7v8uwnrogykodtrx0otqh84y0b1vjp7lbdj322f0ersgft8gixdplkipi2xyd49imguyvtdqkqqtu3rpdzpioq,Notes from Wed studio,Dmitri Okonkwo,dmitri.okonkwo@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-07-04 09:39:17
OMSxc610bgaztk6wurgb9ff6ksmv65bamz35jsjwgfy2il0x52gj1s1xgurcxhfs4yogzcg95fj69ep7lifqmkobisw7umhumq0nobf4nor30hs5jsna2jxht23bhoc1uzge8davv20cuf1rh3m0tgl1,Cascadia Indie Showcase - Booth logistics,Renata Ozaki,renata.ozaki@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Load-in Nov 8 at 12 PM. Booth 47, main floor west. Please confirm power drop request.",HTML,True,normal,2026-07-04 23:25:17
OMS2jw02r2hdi8pwlsv6376iuahe2kmz529bbtypc74cm12cawo7qx8ezxpbjt5thfr5dnxxj275hfyq4ypuuy7ofbg4yl8w7yrnr2rvotrfste6297kbj6zr1l9mqfrtxckk5liwguq2dmuzabo0e2j57ubibk53vp11ppt1nc14i,Anyone have the Ch3 reading PDF?,Aisha Mahmoud,aisha.mahmoud@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,high,2026-07-06 12:24:07
OMSoegkrh8v5jw9dd7kd5sv3k3vsma9cgnwc7p7jfokq7ht2nmo0ahhenwxyl3z5zjrfzybx7fmj3eu8ignxppr0euu6civ6uly1guiz2ngdna74xlku4o5z4x8rghgvgwfqb6cvq,Guest Critique RSVP - Nour Haddad,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Nour Haddad will visit the Interaction Studio.,HTML,False,normal,2026-07-06 13:15:41
OMSmw3tgdeiuzp7c0glsjzmhz4xx6dfsbflkeyj3xere7mgo2lg9jesb7jk1pt3909eejgsl76cxb9xfa706p6c3sz4ppw8r3z9kyobl8jawzibq66zqcgf85b,Guest Critique RSVP - Sana Bhatt,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Sana Bhatt will visit the Interaction Studio.,HTML,True,normal,2026-07-07 03:22:22
OMSdg40nk3jsvgbsjvdkdf7zg9iwpgmkx1g9xc22qe9ogtabfeuuvnk0vvlc3xrdsx63m4uqrg2kq7oqe4liuun05l1512bx,Capstone Prep - deliverable for Week 5,Hana Ito,hana.ito@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 5 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,low,2026-07-08 23:18:47
OMSuv15aelniqarncfc53mueqzbrqj9n8pctt7ntmyi6ejgyapcgfrw0uc38ufkur6vbq4lifqlmgmf2fw2lk6hkak7zk2pd07bpc1jrcj7ovt5m7kkjt3c29e35ce8xcxqd42u2j4h192y5fkc40fk50uzlcsir0glfsbgu7xx5gjzef0pgtr7sxdtt3062p78ih9tx,Studio share - feedback wanted,Hana Zhang,hana.zhang@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,high,2026-07-11 13:45:47
OMS6ek41tmw747llwre4ybepjxs8ncgobd3df085gih651sed8whd8yauhv3wg2klv2ovcl1ig1s9pf0p46u4ebviz,Game Studies - reading for Week 13,Damian Reyes,damian.reyes@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 13 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,normal,2026-07-11 22:08:44
OMSoystyoo8924388r9319tr20qv2cd9bee50qanoo02o2ixhw8x5fpi7qbfz84relwkv0ja7yx33v1g03mb1lh4mgfjjhnu27g0qzcn70xa3whqu4ld15zydyt5l15z5asn1q9d6g1dfb8eh9906zgl1wb,Cascadia Indie Showcase - Booth logistics,Renata Ozaki,renata.ozaki@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Load-in Nov 8 at 12 PM. Booth 47, main floor west. Please confirm power drop request.",HTML,True,low,2026-07-13 05:40:37
OMSz5efhb3fwyq16zc95xklneyc0jxblcu7zgrcsghuq3wpmcg8hrwhrs56v9n7pwb6amypvfaxopfsbfuozcx47s5l6k2pyt78vleqlr2ytzmze0dujuejfq7f0d,Guest Critique RSVP - Sana Bhatt,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Sana Bhatt will visit the Interaction Studio.,HTML,True,high,2026-07-14 00:21:25
OMSfxsww96gse28ktvfwes0ioybizqtt7tvlqvnv87id90rf7qj5rwaja6awtnihwkdho4d4tmcwnh2hkjeiu64ayxj9921r4qzw9j0nezkbsz2lhgv165c0obn3c9kc2a88vf1io23ezo545hedr7in4wsoy1opu1nz3sj1olrasylczhn414yl2wb1zcdxhbuqqa7omo7xlucx6eof0i2z4ly4,Studio share - feedback wanted,Sana Ha,sana.ha@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,True,high,2026-07-14 07:27:57
OMSotfq95w5k6ml,RE: Thesis check-in and vertical slice plan,Yuki Nakamura,y.nakamura@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Angela - the vertical slice pacing looks good. Bring your Ch2→Ch3 boundary notes to office hours.,HTML,True,normal,2026-07-15 14:53:14
OMS1fra8vjbxdeyju7ja7fonb82py1cnjkusastbg7yyi41zv87boenljbh8i208cb6wgb0l6wy6mqhnzfna4nqavd8vy6dczlpo9s55m5xirbesdk0ahwtpqdxi8sd8ed8vsjg4ipl,Guest Critique RSVP - Terri Otsuka,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Terri Otsuka will visit the Interaction Studio.,HTML,False,normal,2026-07-17 00:10:48
OMS3aiabpt0tgddrv0genzt2s9upxfcs4i5h3k5qaarxxsgeztj4u4apn6xko8rb90l4sbbokxp3e93qs94id57s01iu8fk1v1qqw19c47aegpo,Guest Critique RSVP - Fen Zhao,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Fen Zhao will visit the Interaction Studio.,HTML,True,low,2026-07-17 13:12:57
OMSx3gc006mt8960yv43l10rb74spp3qip6kvjcolcg6s4m0hej6yu9ggeup1eq783yzjn65xage1jera31pj7q7mtrpl,Capstone Prep - deliverable for Week 2,Hana Ito,hana.ito@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 2 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,normal,2026-07-17 14:40:27
OMSsetjy9pkznx5gcsaxh3dvm8xtafbckl2ko2v1o8unhfs9d1i76gei6ogx7afbdix6eehj928jvq1frtcpralplmyb0jskjvqentooq2bn64a6d1wc7r3cxm5lsjnemp79dyy4n3bai8ypgvw6rs3dhtkmik6z1l4zq4vypxfuc6ilzbdna8j5ihqle2eqe44pqik5w7g8j,Show a friend around the Showcase?,Nadia Flores,nadia.flores@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-07-17 16:22:23
OMSgnt2azrp,RE: Thesis check-in and vertical slice plan,Yuki Nakamura,y.nakamura@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Angela - the vertical slice pacing looks good. Bring your Ch2→Ch3 boundary notes to office hours.,HTML,True,normal,2026-07-17 17:15:32
OMSy7asf6idvttoh1fnhe3fitf89xoqt7woam2hug40r85c57hjb4ywk8wjdm2h6n24d0o1gpdsy2gy,Game Studies - reading for Week 2,Damian Reyes,damian.reyes@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 2 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,normal,2026-07-17 20:04:47
OMSz2ltncl4g7weedtdpxc6rpktwwsuhf4o0b6si4f1mrvwf1r326r4hm06p0j2ipcwqmhddwacyfclkpsqikqp3km3gcmzecikju,Capstone Prep - deliverable for Week 10,Hana Ito,hana.ito@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 10 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,normal,2026-07-20 17:41:09
OMSludmsprwsepvhy51q19xwlvafrqsuz3zu27br2juw2t8rf1l82ikuxdqlkxlffvntrcq6we2rji4byrnun14zvxgjhua0rnsuom5obs802y5nzlnt6kzz63t4o9cb4x2kw,Guest Critique RSVP - Dallas Rowe,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Dallas Rowe will visit the Interaction Studio.,HTML,False,high,2026-07-21 15:21:07
OMS6xcxksnezyxicyosogjxlosiqq5nq4i0qlx6adlic6g91x5to5lst5pukljsws0t,Thesis Studio - reading for Week 4,Yuki Nakamura,y.nakamura@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder about the Week 4 deliverable. Post to the shared studio thread by Sunday evening.,HTML,True,high,2026-07-23 09:20:41
OMSnkq7ih5ycmkg8i26w8c9rl7qqvogfckicd63r59zwhy6v3wx79sv0ru6zy7yi7xcw09977wjebydi7b6c1ivovveh7rwpz4t36nrii8nae83ab7mjuftfjywhtg9yn47tiuyex6brwvlhue5o4f3yftq843erwmwv2u40h3j4rinx,Ride to the Convention Center Nov 8?,Esperanza Klein,esperanza.klein@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,normal,2026-07-23 13:09:30
OMSf4xdcpbvnxidha5u2w0mrcqa,FW: Financial Aid - 2027 FAFSA reminder,Bethany Chen,bethany.chen@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Reminder to complete the 2027-2028 FAFSA before the state priority date.,HTML,True,high,2026-07-24 23:10:36
OMSe0e2lnxg7qyc828ajq40o4gz9r40c54umysgadmryt48mhpg4gf9ecvhm8q1pzgctnm9nb0l6uafv5l7kjjh1v9fv11eaumw82434ecfkoswjzesiu5kgcwf3wpkpfk5ur3o1gj79qvxwoju6wmquk4aovd7zbfevr2jg9m4o12ifvc6w,Anyone have the Ch3 reading PDF?,Tam Rivera,tam.rivera@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Hey Angela - quick question, do you have time this week? Anything visual counts.",HTML,False,high,2026-07-25 14:34:40
OMSuju8npa5qyrujgsiys7pqvyyg5ykzqdmw20wj8tw57039rc6nbgtwijm9xzsij67a3reiy1twdf3qkhomojak0hfwz6jty949m1g8voldqnt20lislzid331rugv1kow28jfmygz3fhgvej687rpkq,Cascadia Indie Showcase - Booth logistics,Renata Ozaki,renata.ozaki@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Load-in Nov 8 at 12 PM. Booth 47, main floor west. Please confirm power drop request.",HTML,True,high,2026-07-26 22:46:44
OMSeyq81avg79qp1mn0wt1htut2cr9lgfnps58r6k2c8n1snxocncgb8q3aeyppopib8fip0hb1or3ca0lf57ickswsq9s3ku2a7jeo0jq7g02brkepy663hwoql,Guest Critique RSVP - Sana Bhatt,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Sana Bhatt will visit the Interaction Studio.,HTML,True,low,2026-07-28 02:46:31
OMSv41djcpwxtfehrrblz1zxfo9ebiup9g6q09rpkgedjipg90jtwdxvxymd669bb7hucyvm91muf85f6vd6oufehfc1bm16gd7omlphzv90o3f44kkul14usr3wjnatm6mcjddgk6,Guest Critique RSVP - Terri Otsuka,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Terri Otsuka will visit the Interaction Studio.,HTML,True,normal,2026-07-28 17:27:07
OMSolhpjyvrc76wwkuvyunma96l9tstnmnekq4z2j0mdk9qziz3q6p436nwjt97gvd6fqg52wmvxd28fnytce26l5kmrwl5zsld06a9j2fqcqufc0e,Guest Critique RSVP - Marla Sundstrom,Priyanka Adhikari,p.adhikari@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,Please RSVP for the Friday critique. Marla Sundstrom will visit the Interaction Studio.,HTML,True,high,2026-07-29 10:10:59
OMSi24y4id33ef5nps,FW: Registrar - Winter registration window opens Nov 3,Diego Alarcon,diego.alarcon@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Registration windows are staggered by class year. Seniors: Nov 3, 9:00 AM PT.",HTML,True,high,2026-07-30 08:30:32
OMSz1yzw5yxkdmylja8pkrzidsv6xhpmai54q188y6,FW: Library - Media Services request received,Silas Grant,silas.grant@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,We received your request for the Wacom loaner. Available for pickup at the desk.,HTML,False,normal,2026-08-01 05:39:29
OMSjgo3rf22efqdkzwqr9i4,FW: Registrar - Winter registration window opens Nov 3,Diego Alarcon,diego.alarcon@cid.edu,Angela Brooks,angela.brooks@Finthesiss.ai,"Registration windows are staggered by class year. Seniors: Nov 3, 9:00 AM PT.",HTML,True,low,2026-08-02 01:04:44
