Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
QUIC_f4cbdb95,Frank (1958),Vanguard Co,frank.1958)@bellsouth.net,(555) 270-1070,"270 River Rd, San Jose, Oregon (Cedar Hills neighborhood) 67184",San Jose,Oregon (Cedar Hills neighborhood),"270 River Rd, San Jose, Oregon (Cedar Hills neighborhood) 67184",281.10,false,REF-010070,false
QUIC_4d62f85c,Connie (1960),Nexus Enterprises,connie1960)@charter.net,(555) 287-1077,"287 Sunset Blvd, Austin, Oregon (Cedar Hills neighborhood) 67187",Austin,Oregon (Cedar Hills neighborhood),"287 Sunset Blvd, Austin, Oregon (Cedar Hills neighborhood) 67187",298.41,true,REF-010077,true
QUIC_36ef86d4,Doug (1954),Beacon Analytics,doug.1954)12@earthlink.net,(555) 304-1084,"304 Broadway, Jacksonville, Oregon (Cedar Hills neighborhood) 67190",Jacksonville,Oregon (Cedar Hills neighborhood),"304 Broadway, Jacksonville, Oregon (Cedar Hills neighborhood) 67190",315.72,false,REF-010084,false
QUIC_4935ce1f,Elena (1960),Crestview LLC,elena.1960)@msn.com,(555) 321-1091,"321 Market St, Fort Worth, Oregon (Cedar Hills neighborhood) 67193",Fort Worth,Oregon (Cedar Hills neighborhood),"321 Market St, Fort Worth, Oregon (Cedar Hills neighborhood) 67193",332.03,false,REF-010091,false
QUIC_d7410649,The family),Ironwood Capital,thefamily)@gmail.com,(555) 338-1098,"338 Church St, Columbus, Oregon (Cedar Hills neighborhood) 67196",Columbus,Oregon (Cedar Hills neighborhood),"338 Church St, Columbus, Oregon (Cedar Hills neighborhood) 67196",349.34,true,REF-010098,true
QUIC_cc674b6a,Dr. (52),Silverline Consulting,dr..52)@yahoo.com,(555) 355-1105,"355 Center St, Charlotte, Oregon (Cedar Hills neighborhood) 67199",Charlotte,Oregon (Cedar Hills neighborhood),"355 Center St, Charlotte, Oregon (Cedar Hills neighborhood) 67199",366.65,false,REF-010105,false
QUIC_cb9a9466,Dr. (59),Trident Holdings,dr..59)16@outlook.com,(555) 372-1112,"372 Highland Ave, Indianapolis, Oregon (Cedar Hills neighborhood) 67202",Indianapolis,Oregon (Cedar Hills neighborhood),"372 Highland Ave, Indianapolis, Oregon (Cedar Hills neighborhood) 67202",383.96,true,REF-010112,true
QUIC_e26cf6f0,Dr. (48),Orion Dynamics,dr.48)@hotmail.com,(555) 389-1119,"389 Walnut St, San Francisco, Oregon (Cedar Hills neighborhood) 67205",San Francisco,Oregon (Cedar Hills neighborhood),"389 Walnut St, San Francisco, Oregon (Cedar Hills neighborhood) 67205",400.27,true,REF-010119,true
QUIC_275e7ede,William Davis,Redwood Logistics,william.davis@aol.com,(555) 406-1126,"406 Spring St, Seattle, Oregon (Cedar Hills neighborhood) 67208",Seattle,Oregon (Cedar Hills neighborhood),"406 Spring St, Seattle, Oregon (Cedar Hills neighborhood) 67208",417.58,false,REF-010126,false
QUIC_732dfa4a,Dorothy Lee,Bluewave Media,dorothy.lee@icloud.com,(555) 423-1133,"423 Meadow Ln, Denver, Oregon (Cedar Hills neighborhood) 67211",Denver,Oregon (Cedar Hills neighborhood),"423 Meadow Ln, Denver, Oregon (Cedar Hills neighborhood) 67211",434.89,true,REF-010133,true
QUIC_2269f110,Andrew King,Granite Solutions,andrewking20@mail.com,(555) 440-1140,"440 Forest Dr, Nashville, Oregon (Cedar Hills neighborhood) 67214",Nashville,Oregon (Cedar Hills neighborhood),"440 Forest Dr, Nashville, Oregon (Cedar Hills neighborhood) 67214",451.20,false,REF-010140,false
QUIC_5b279293,Nicole Campbell,Keystone Financial,nicole.campbell@protonmail.com,(555) 457-1147,"457 Summit Ave, Portland, Oregon (Cedar Hills neighborhood) 67217",Portland,Oregon (Cedar Hills neighborhood),"457 Summit Ave, Portland, Oregon (Cedar Hills neighborhood) 67217",468.51,false,REF-010147,false
QUIC_30c4b5e8,Nicholas Reyes,Northstar Engineering,nicholas.reyes@comcast.net,(555) 474-1154,"474 Union St, Oklahoma City, Oregon (Cedar Hills neighborhood) 67220",Oklahoma City,Oregon (Cedar Hills neighborhood),"474 Union St, Oklahoma City, Oregon (Cedar Hills neighborhood) 67220",485.82,true,REF-010154,true
QUIC_c284a1c6,Joan Reed,Pacific Ventures,joanreed@att.net,(555) 491-1161,"491 Liberty Ave, Las Vegas, Oregon (Cedar Hills neighborhood) 67223",Las Vegas,Oregon (Cedar Hills neighborhood),"491 Liberty Ave, Las Vegas, Oregon (Cedar Hills neighborhood) 67223",502.13,false,REF-010161,false
QUIC_34a6d6bd,Patrick Bennett,Evergreen Services,patrick.bennett24@bellsouth.net,(555) 508-1168,"508 Valley Rd, Memphis, Oregon (Cedar Hills neighborhood) 67226",Memphis,Oregon (Cedar Hills neighborhood),"508 Valley Rd, Memphis, Oregon (Cedar Hills neighborhood) 67226",519.44,true,REF-010168,true
QUIC_b0262782,Grace Foster,Sapphire Technologies,grace.foster@charter.net,(555) 525-1175,"525 Franklin St, Louisville, Oregon (Cedar Hills neighborhood) 67229",Louisville,Oregon (Cedar Hills neighborhood),"525 Franklin St, Louisville, Oregon (Cedar Hills neighborhood) 67229",536.75,true,REF-010175,true
QUIC_ac61b646,Noah Hernandez,Falcon Industries,noahhernandez@earthlink.net,(555) 542-1182,"542 Lincoln Ave, Baltimore, Oregon (Cedar Hills neighborhood) 67232",Baltimore,Oregon (Cedar Hills neighborhood),"542 Lincoln Ave, Baltimore, Oregon (Cedar Hills neighborhood) 67232",553.06,false,REF-010182,false
QUIC_38b6b9c8,Elizabeth White,Lakeview Partners,elizabeth.white@msn.com,(555) 559-1189,"559 Jefferson St, Milwaukee, Oregon (Cedar Hills neighborhood) 67235",Milwaukee,Oregon (Cedar Hills neighborhood),"559 Jefferson St, Milwaukee, Oregon (Cedar Hills neighborhood) 67235",570.37,true,REF-010189,true
QUIC_8359b6d6,Arthur Torres,Aspen Group,arthur.torres28@gmail.com,(555) 576-1196,"576 Madison Ave, Albuquerque, Oregon (Cedar Hills neighborhood) 67238",Albuquerque,Oregon (Cedar Hills neighborhood),"576 Madison Ave, Albuquerque, Oregon (Cedar Hills neighborhood) 67238",587.68,true,REF-010196,true
QUIC_e8215447,Sharon Roberts,Cedar Point Capital,sharonroberts@yahoo.com,(555) 593-1203,"593 Jackson Blvd, Tucson, Oregon (Cedar Hills neighborhood) 67241",Tucson,Oregon (Cedar Hills neighborhood),"593 Jackson Blvd, Tucson, Oregon (Cedar Hills neighborhood) 67241",604.99,false,REF-010203,false
QUIC_7f209a7d,Russell Morales,Cobalt Systems,russell.morales@outlook.com,(555) 610-1210,"610 Main St, Fresno, Oregon (Cedar Hills neighborhood) 67244",Fresno,Oregon (Cedar Hills neighborhood),"610 Main St, Fresno, Oregon (Cedar Hills neighborhood) 67244",621.30,true,REF-010210,true
QUIC_50338dd0,Heather Ramos,Diamond Edge Corp,heather.ramos@hotmail.com,(555) 627-1217,"627 Oak Ave, Mesa, Oregon (Cedar Hills neighborhood) 67247",Mesa,Oregon (Cedar Hills neighborhood),"627 Oak Ave, Mesa, Oregon (Cedar Hills neighborhood) 67247",638.61,false,REF-010217,false
QUIC_ae56338b,Robert Ruiz,Eclipse Innovations,robertruiz32@aol.com,(555) 644-1224,"644 Elm St, Sacramento, Oregon (Cedar Hills neighborhood) 67250",Sacramento,Oregon (Cedar Hills neighborhood),"644 Elm St, Sacramento, Oregon (Cedar Hills neighborhood) 67250",655.92,false,REF-010224,false
QUIC_064dbe1a,Ann Smith,Frontier Networks,ann.smith@icloud.com,(555) 661-1231,"661 Maple Dr, Atlanta, Oregon (Cedar Hills neighborhood) 67253",Atlanta,Oregon (Cedar Hills neighborhood),"661 Maple Dr, Atlanta, Oregon (Cedar Hills neighborhood) 67253",672.23,true,REF-010231,true
QUIC_f1890694,Steven Wilson,Golden Gate Advisors,steven.wilson@mail.com,(555) 678-1238,"678 Cedar Ln, Kansas City, Oregon (Cedar Hills neighborhood) 67156",Kansas City,Oregon (Cedar Hills neighborhood),"678 Cedar Ln, Kansas City, Oregon (Cedar Hills neighborhood) 67156",689.54,false,REF-010238,false
QUIC_1d60438e,Brittany Clark,Harbor Light LLC,brittanyclark@protonmail.com,(555) 695-1245,"695 Pine St, Omaha, Oregon (Cedar Hills neighborhood) 67159",Omaha,Oregon (Cedar Hills neighborhood),"695 Pine St, Omaha, Oregon (Cedar Hills neighborhood) 67159",706.85,true,REF-010245,true
QUIC_a25f5949,Jacob Flores,Indigo Strategies,jacob.flores36@comcast.net,(555) 712-1252,"712 Washington Blvd, Colorado Springs, Oregon (Cedar Hills neighborhood) 67162",Colorado Springs,Oregon (Cedar Hills neighborhood),"712 Washington Blvd, Colorado Springs, Oregon (Cedar Hills neighborhood) 67162",723.16,true,REF-010252,true
QUIC_aeaef7e6,Dorothy Evans,Jade Mountain Co,dorothy.evans@att.net,(555) 729-1259,"729 Park Ave, Raleigh, Oregon (Cedar Hills neighborhood) 67165",Raleigh,Oregon (Cedar Hills neighborhood),"729 Park Ave, Raleigh, Oregon (Cedar Hills neighborhood) 67165",740.47,false,REF-010259,false
QUIC_6c4dd4fe,Frank Rogers,Kinetic Solutions,frankrogers@bellsouth.net,(555) 746-1266,"746 Lake Dr, Long Beach, Oregon (Cedar Hills neighborhood) 67168",Long Beach,Oregon (Cedar Hills neighborhood),"746 Lake Dr, Long Beach, Oregon (Cedar Hills neighborhood) 67168",757.78,true,REF-010266,true
QUIC_529608b8,Nicole Ward,Liberty Bridge Inc,nicole.ward@charter.net,(555) 763-1273,"763 Hill Rd, Virginia Beach, Oregon (Cedar Hills neighborhood) 67171",Virginia Beach,Oregon (Cedar Hills neighborhood),"763 Hill Rd, Virginia Beach, Oregon (Cedar Hills neighborhood) 67171",774.09,false,REF-010273,false
QUIC_5411f48b,Zachary Alvarez,Mosaic Digital,zachary.alvarez40@earthlink.net,(555) 780-1280,"780 River Rd, Miami, Oregon (Cedar Hills neighborhood) 67174",Miami,Oregon (Cedar Hills neighborhood),"780 River Rd, Miami, Oregon (Cedar Hills neighborhood) 67174",791.40,false,REF-010280,false
QUIC_a60d0f93,Joan Brown,Noble Path Consulting,joanbrown@msn.com,(555) 797-1287,"797 Sunset Blvd, Oakland, Oregon (Cedar Hills neighborhood) 67177",Oakland,Oregon (Cedar Hills neighborhood),"797 Sunset Blvd, Oakland, Oregon (Cedar Hills neighborhood) 67177",808.71,true,REF-010287,true
QUIC_63ccef6b,Harold Taylor,Oakwood Enterprises,harold.taylor@gmail.com,(555) 814-1294,"814 Broadway, Minneapolis, Oregon (Cedar Hills neighborhood) 67180",Minneapolis,Oregon (Cedar Hills neighborhood),"814 Broadway, Minneapolis, Oregon (Cedar Hills neighborhood) 67180",825.02,false,REF-010294,false
QUIC_6e6d3930,Grace Robinson,Prism Analytics,grace.robinson@yahoo.com,(555) 831-1301,"831 Market St, Tampa, Oregon (Cedar Hills neighborhood) 67183",Tampa,Oregon (Cedar Hills neighborhood),"831 Market St, Tampa, Oregon (Cedar Hills neighborhood) 67183",842.33,true,REF-010301,true
QUIC_d6081291,Alan Nelson,Quantum Leap Inc,alannelson44@outlook.com,(555) 848-1308,"848 Church St, Tulsa, Oregon (Cedar Hills neighborhood) 67186",Tulsa,Oregon (Cedar Hills neighborhood),"848 Church St, Tulsa, Oregon (Cedar Hills neighborhood) 67186",859.64,true,REF-010308,true
QUIC_825e0b03,Elizabeth Parker,Ridgeline Technologies,elizabeth.parker@hotmail.com,(555) 865-1315,"865 Center St, Arlington, Oregon (Cedar Hills neighborhood) 67189",Arlington,Oregon (Cedar Hills neighborhood),"865 Center St, Arlington, Oregon (Cedar Hills neighborhood) 67189",876.95,false,REF-010315,false
QUIC_3c7567c9,Carlos Morgan,Stonehaven Group,carlos.morgan@aol.com,(555) 882-1322,"882 Highland Ave, New Orleans, Oregon (Cedar Hills neighborhood) 67192",New Orleans,Oregon (Cedar Hills neighborhood),"882 Highland Ave, New Orleans, Oregon (Cedar Hills neighborhood) 67192",893.26,true,REF-010322,true
QUIC_24fedffb,Sharon Brooks,Timber Creek LLC,sharonbrooks@icloud.com,(555) 899-1329,"899 Walnut St, Bakersfield, Oregon (Cedar Hills neighborhood) 67195",Bakersfield,Oregon (Cedar Hills neighborhood),"899 Walnut St, Bakersfield, Oregon (Cedar Hills neighborhood) 67195",910.57,false,REF-010329,false
QUIC_11155aaa,Mark Patel,Unity Partners,mark.patel48@mail.com,(555) 916-1336,"916 Spring St, Wichita, Oregon (Cedar Hills neighborhood) 67198",Wichita,Oregon (Cedar Hills neighborhood),"916 Spring St, Wichita, Oregon (Cedar Hills neighborhood) 67198",927.88,false,REF-010336,false
QUIC_7a0a7df7,Heather Miller,Vista Point Solutions,heather.miller@protonmail.com,(555) 933-1343,"933 Meadow Ln, Cleveland, Oregon (Cedar Hills neighborhood) 67201",Cleveland,Oregon (Cedar Hills neighborhood),"933 Meadow Ln, Cleveland, Oregon (Cedar Hills neighborhood) 67201",944.19,true,REF-010343,true
QUIC_8ee4b5fb,Jeffrey Martin,Willow Creek Associates,jeffreymartin@comcast.net,(555) 950-1350,"950 Forest Dr, Aurora, Oregon (Cedar Hills neighborhood) 67204",Aurora,Oregon (Cedar Hills neighborhood),"950 Forest Dr, Aurora, Oregon (Cedar Hills neighborhood) 67204",961.50,false,REF-010350,false
QUIC_0768b542,Ann Allen,Zenith Capital Group,ann.allen@att.net,(555) 967-1357,"967 Summit Ave, Beaverton, Oregon (Cedar Hills neighborhood) 67207",Beaverton,Oregon (Cedar Hills neighborhood),"967 Summit Ave, Beaverton, Oregon (Cedar Hills neighborhood) 67207",978.81,true,REF-010357,true
QUIC_c5e96412,Raymond Rivera,Anchor Bay Industries,raymond.rivera52@bellsouth.net,(555) 984-1364,"984 Union St, New York, Oregon (Cedar Hills neighborhood) 67210",New York,Oregon (Cedar Hills neighborhood),"984 Union St, New York, Oregon (Cedar Hills neighborhood) 67210",995.12,true,REF-010364,true
QUIC_111d8bbc,Brittany Collins,Brightfield Corp,brittanycollins@charter.net,(555) 101-1371,"1001 Liberty Ave, Los Angeles, Oregon (Cedar Hills neighborhood) 67213",Los Angeles,Oregon (Cedar Hills neighborhood),"1001 Liberty Ave, Los Angeles, Oregon (Cedar Hills neighborhood) 67213",1012.43,false,REF-010371,false
QUIC_21399dbf,Douglas Bailey,Clearwater Dynamics,douglas.bailey@earthlink.net,(555) 118-1378,"1018 Valley Rd, Chicago, Oregon (Cedar Hills neighborhood) 67216",Chicago,Oregon (Cedar Hills neighborhood),"1018 Valley Rd, Chicago, Oregon (Cedar Hills neighborhood) 67216",1029.74,true,REF-010378,true
QUIC_5058037a,Dorothy James,Daybreak Ventures,dorothy.james@msn.com,(555) 135-1385,"1035 Franklin St, Houston, Oregon (Cedar Hills neighborhood) 67219",Houston,Oregon (Cedar Hills neighborhood),"1035 Franklin St, Houston, Oregon (Cedar Hills neighborhood) 67219",1046.05,true,REF-010385,true
QUIC_4eaf40ec,Gerald Ross,Eastwind Partners,geraldross56@gmail.com,(555) 152-1392,"1052 Lincoln Ave, Phoenix, Oregon (Cedar Hills neighborhood) 67222",Phoenix,Oregon (Cedar Hills neighborhood),"1052 Lincoln Ave, Phoenix, Oregon (Cedar Hills neighborhood) 67222",1063.36,false,REF-010392,false
QUIC_1a437c28,Nicole Martinez,Fireside Consulting,nicole.martinez@yahoo.com,(555) 169-1399,"1069 Jefferson St, Philadelphia, Oregon (Cedar Hills neighborhood) 67225",Philadelphia,Oregon (Cedar Hills neighborhood),"1069 Jefferson St, Philadelphia, Oregon (Cedar Hills neighborhood) 67225",1080.67,true,REF-010399,true
QUIC_a0493870,Albert Thompson,Greenfield Analytics,albert.thompson@outlook.com,(555) 186-1406,"1086 Madison Ave, San Antonio, Oregon (Cedar Hills neighborhood) 67228",San Antonio,Oregon (Cedar Hills neighborhood),"1086 Madison Ave, San Antonio, Oregon (Cedar Hills neighborhood) 67228",1097.98,false,REF-010406,false
QUIC_9928d2e3,Joan Scott,Highland Systems,joanscott@hotmail.com,(555) 203-1413,"1103 Jackson Blvd, San Diego, Oregon (Cedar Hills neighborhood) 67231",San Diego,Oregon (Cedar Hills neighborhood),"1103 Jackson Blvd, San Diego, Oregon (Cedar Hills neighborhood) 67231",1114.29,false,REF-010413,false
QUIC_e09dd2c9,Wayne Carter,Ivory Tower Labs,wayne.carter60@aol.com,(555) 220-1420,"1120 Main St, Dallas, Oregon (Cedar Hills neighborhood) 67234",Dallas,Oregon (Cedar Hills neighborhood),"1120 Main St, Dallas, Oregon (Cedar Hills neighborhood) 67234",1131.60,true,REF-010420,true
QUIC_dc9f87ea,Grace Morris,Jupiter Enterprises,grace.morris@icloud.com,(555) 237-1427,"1137 Oak Ave, San Jose, Oregon (Cedar Hills neighborhood) 67237",San Jose,Oregon (Cedar Hills neighborhood),"1137 Oak Ave, San Jose, Oregon (Cedar Hills neighborhood) 67237",1148.91,false,REF-010427,false
QUIC_85ede47c,Matthew Howard,Kingsway Holdings,matthewhoward@mail.com,(555) 254-1434,"1154 Elm St, Austin, Oregon (Cedar Hills neighborhood) 67240",Austin,Oregon (Cedar Hills neighborhood),"1154 Elm St, Austin, Oregon (Cedar Hills neighborhood) 67240",1165.22,true,REF-010434,true
QUIC_6afdd305,Elizabeth Mendoza,Landmark Advisory,elizabeth.mendoza@protonmail.com,(555) 271-1441,"1171 Maple Dr, Jacksonville, Oregon (Cedar Hills neighborhood) 67243",Jacksonville,Oregon (Cedar Hills neighborhood),"1171 Maple Dr, Jacksonville, Oregon (Cedar Hills neighborhood) 67243",1182.53,true,REF-010441,true
QUIC_aec8524b,Edward Powell,Mapleford Solutions,edward.powell64@comcast.net,(555) 288-1448,"1188 Cedar Ln, Fort Worth, Oregon (Cedar Hills neighborhood) 67246",Fort Worth,Oregon (Cedar Hills neighborhood),"1188 Cedar Ln, Fort Worth, Oregon (Cedar Hills neighborhood) 67246",1199.84,false,REF-010448,false
QUIC_bde2a4aa,Sharon Gonzalez,Newport Industries,sharongonzalez@att.net,(555) 305-1455,"1205 Pine St, Columbus, Oregon (Cedar Hills neighborhood) 67249",Columbus,Oregon (Cedar Hills neighborhood),"1205 Pine St, Columbus, Oregon (Cedar Hills neighborhood) 67249",1216.15,true,REF-010455,true
QUIC_bff36a00,Benjamin Sanchez,Olive Branch Co,benjamin.sanchez@bellsouth.net,(555) 322-1462,"1222 Washington Blvd, Charlotte, Oregon (Cedar Hills neighborhood) 67252",Charlotte,Oregon (Cedar Hills neighborhood),"1222 Washington Blvd, Charlotte, Oregon (Cedar Hills neighborhood) 67252",1233.46,false,REF-010462,false
QUIC_7f4ee863,Heather Hill,Parkside Ventures,heather.hill@charter.net,(555) 339-1469,"1239 Park Ave, Indianapolis, Oregon (Cedar Hills neighborhood) 67155",Indianapolis,Oregon (Cedar Hills neighborhood),"1239 Park Ave, Indianapolis, Oregon (Cedar Hills neighborhood) 67155",1250.77,false,REF-010469,false
QUIC_7889acf6,Nathan Phillips,Quarry Stone LLC,nathanphillips68@earthlink.net,(555) 356-1476,"1256 Lake Dr, San Francisco, Oregon (Cedar Hills neighborhood) 67158",San Francisco,Oregon (Cedar Hills neighborhood),"1256 Lake Dr, San Francisco, Oregon (Cedar Hills neighborhood) 67158",1267.08,true,REF-010476,true
QUIC_143bb862,Ann Cook,Riverside Group,ann.cook@msn.com,(555) 373-1483,"1273 Hill Rd, Seattle, Oregon (Cedar Hills neighborhood) 67161",Seattle,Oregon (Cedar Hills neighborhood),"1273 Hill Rd, Seattle, Oregon (Cedar Hills neighborhood) 67161",1284.39,false,REF-010483,false
QUIC_55453e85,Austin Cox,Sunridge Capital,austin.cox@gmail.com,(555) 390-1490,"1290 River Rd, Denver, Oregon (Cedar Hills neighborhood) 67164",Denver,Oregon (Cedar Hills neighborhood),"1290 River Rd, Denver, Oregon (Cedar Hills neighborhood) 67164",1301.70,true,REF-010490,true
QUIC_d7d692c5,Brittany Price,Thornwood Associates,brittanyprice@yahoo.com,(555) 407-1497,"1307 Sunset Blvd, Nashville, Oregon (Cedar Hills neighborhood) 67167",Nashville,Oregon (Cedar Hills neighborhood),"1307 Sunset Blvd, Nashville, Oregon (Cedar Hills neighborhood) 67167",1318.01,true,REF-010497,true
QUIC_27a50dd4,Joe Williams,Urban Crest Inc,joe.williams72@outlook.com,(555) 424-1504,"1324 Broadway, Portland, Oregon (Cedar Hills neighborhood) 67170",Portland,Oregon (Cedar Hills neighborhood),"1324 Broadway, Portland, Oregon (Cedar Hills neighborhood) 67170",1335.32,false,REF-010504,false
QUIC_a18b4c5d,Dorothy Thomas,Valley Forge Partners,dorothy.thomas@hotmail.com,(555) 441-1511,"1341 Market St, Oklahoma City, Oregon (Cedar Hills neighborhood) 67173",Oklahoma City,Oregon (Cedar Hills neighborhood),"1341 Market St, Oklahoma City, Oregon (Cedar Hills neighborhood) 67173",1352.63,true,REF-010511,true
QUIC_e75f6098,Eugene Lewis,Westbrook Technologies,eugenelewis@aol.com,(555) 458-1518,"1358 Church St, Las Vegas, Oregon (Cedar Hills neighborhood) 67176",Las Vegas,Oregon (Cedar Hills neighborhood),"1358 Church St, Las Vegas, Oregon (Cedar Hills neighborhood) 67176",1369.94,false,REF-010518,false
QUIC_16756f76,Nicole Adams,Yarrow & Associates,nicole.adams@icloud.com,(555) 475-1525,"1375 Center St, Memphis, Oregon (Cedar Hills neighborhood) 67179",Memphis,Oregon (Cedar Hills neighborhood),"1375 Center St, Memphis, Oregon (Cedar Hills neighborhood) 67179",1386.25,false,REF-010525,false
QUIC_799220b6,Christopher Diaz,Zealous Innovations,christopher.diaz76@mail.com,(555) 492-1532,"1392 Highland Ave, Louisville, Oregon (Cedar Hills neighborhood) 67182",Louisville,Oregon (Cedar Hills neighborhood),"1392 Highland Ave, Louisville, Oregon (Cedar Hills neighborhood) 67182",1403.56,true,REF-010532,true
QUIC_4e5aac82,Joan Ortiz,Amber Trail Corp,joanortiz@protonmail.com,(555) 509-1539,"1409 Walnut St, Baltimore, Oregon (Cedar Hills neighborhood) 67185",Baltimore,Oregon (Cedar Hills neighborhood),"1409 Walnut St, Baltimore, Oregon (Cedar Hills neighborhood) 67185",1420.87,false,REF-010539,false
QUIC_92fe8df1,Timothy Watson,Boulder Peak LLC,timothy.watson@comcast.net,(555) 526-1546,"1426 Spring St, Milwaukee, Oregon (Cedar Hills neighborhood) 67188",Milwaukee,Oregon (Cedar Hills neighborhood),"1426 Spring St, Milwaukee, Oregon (Cedar Hills neighborhood) 67188",1437.18,false,REF-010546,false
QUIC_1664a530,Grace Sanders,Canyon Edge Solutions,grace.sanders@att.net,(555) 543-1553,"1443 Meadow Ln, Albuquerque, Oregon (Cedar Hills neighborhood) 67191",Albuquerque,Oregon (Cedar Hills neighborhood),"1443 Meadow Ln, Albuquerque, Oregon (Cedar Hills neighborhood) 67191",1454.49,true,REF-010553,true
QUIC_54877028,Scott Garcia,Delta Bridge Group,scottgarcia80@bellsouth.net,(555) 560-1560,"1460 Forest Dr, Tucson, Oregon (Cedar Hills neighborhood) 67194",Tucson,Oregon (Cedar Hills neighborhood),"1460 Forest Dr, Tucson, Oregon (Cedar Hills neighborhood) 67194",1471.80,false,REF-010560,false
QUIC_7ac1e16a,Elizabeth Jackson,Elm Street Capital,elizabeth.jackson@charter.net,(555) 577-1567,"1477 Summit Ave, Fresno, Oregon (Cedar Hills neighborhood) 67197",Fresno,Oregon (Cedar Hills neighborhood),"1477 Summit Ave, Fresno, Oregon (Cedar Hills neighborhood) 67197",1488.11,true,REF-010567,true
QUIC_bde3d03b,Jose Young,Foxwood Industries,jose.young@earthlink.net,(555) 594-1574,"1494 Union St, Mesa, Oregon (Cedar Hills neighborhood) 67200",Mesa,Oregon (Cedar Hills neighborhood),"1494 Union St, Mesa, Oregon (Cedar Hills neighborhood) 67200",1505.42,true,REF-010574,true
QUIC_04034ba4,Sharon Hall,Glacier Bay Ventures,sharonhall@msn.com,(555) 611-1581,"1511 Liberty Ave, Sacramento, Oregon (Cedar Hills neighborhood) 67203",Sacramento,Oregon (Cedar Hills neighborhood),"1511 Liberty Ave, Sacramento, Oregon (Cedar Hills neighborhood) 67203",1522.73,false,REF-010581,false
