id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
1027,Alpha summit 28,pending,85,1027,1027,833,15,2026-09-03T22:58:00Z,198,1027
1028,Umber iris 29,active,2,1028,1028,778,168,2026-10-14T18:12:00Z,587,1028
1029,Ember alpha 30,open,204,1029,1029,634,861,2026-07-24T00:55:00Z,699,1029
1030,Alpha grove 31,general,420,1030,1030,214,504,2026-12-18T16:24:00Z,318,1030
1031,Meadow coral 32,open,487,1031,1031,258,900,2026-11-04T21:35:00Z,141,1031
1032,Haze harbor 33,closed,156,1032,1032,481,452,2026-08-02T11:46:00Z,375,1032
1033,Cedar alpha 34,standard,243,1033,1033,163,327,2026-02-05T18:04:00Z,186,1033
1034,Willow kelp 35,pending,486,1034,1034,591,629,2026-07-26T05:31:00Z,302,1034
1035,Willow frost 36,closed,665,1035,1035,611,536,2026-05-26T13:15:00Z,575,1035
1036,Jade meadow 37,general,637,1036,1036,101,372,2026-01-11T16:42:00Z,1,1036
1037,Harbor frost 38,general,87,1037,1037,623,560,2026-03-19T04:18:00Z,69,1037
1038,Jade tidal 39,closed,463,1038,1038,783,429,2026-07-06T19:04:00Z,741,1038
1039,Grove cedar 40,pending,425,1039,1039,677,877,2026-02-02T09:50:00Z,468,1039
1040,Bravo delta 41,active,572,1040,1040,549,35,2026-12-17T12:37:00Z,728,1040
1041,Haze alpha 42,closed,620,1041,1041,493,358,2026-07-21T10:44:00Z,309,1041
1042,Bravo haze 43,active,301,1042,1042,530,102,2026-10-09T17:01:00Z,440,1042
1043,Delta willow 44,open,736,1043,1043,389,778,2026-06-08T21:47:00Z,590,1043
1044,Violet frost 45,standard,92,1044,1044,186,661,2026-02-13T05:36:00Z,557,1044
1045,Delta grove 46,active,627,1045,1045,649,674,2026-07-23T20:12:00Z,146,1045
1046,Umber frost 47,standard,7,1046,1046,733,640,2026-02-24T06:40:00Z,290,1046
1047,Ember orbit 48,pending,878,1047,1047,899,835,2026-10-12T07:11:00Z,774,1047
1048,Umber jade 49,general,141,1048,1048,894,239,2026-09-13T14:22:00Z,662,1048
1049,River summit 50,pending,748,1049,1049,466,16,2026-12-26T00:49:00Z,767,1049
1050,Grove quartz 51,general,275,1050,1050,266,776,2026-03-04T19:46:00Z,74,1050
1051,Orbit orbit 52,open,178,1051,1051,470,573,2026-08-21T07:14:00Z,336,1051
1052,River river 53,active,2,1052,1052,767,147,2026-03-20T00:59:00Z,379,1052
1053,Harbor jade 54,general,522,1053,1053,112,859,2026-11-15T09:49:00Z,771,1053
1054,Meadow frost 55,standard,371,1054,1054,391,521,2026-05-23T13:41:00Z,104,1054
1055,Frost umber 56,standard,481,1055,1055,575,263,2026-12-20T23:32:00Z,211,1055
1056,Kelp umber 57,standard,397,1056,1056,446,599,2026-08-12T18:37:00Z,223,1056
1057,Frost summit 58,standard,228,1057,1057,280,355,2026-07-15T20:25:00Z,262,1057
1058,Ember grove 59,active,108,1058,1058,411,829,2026-02-28T00:52:00Z,238,1058
1059,Delta zephyr 60,open,205,1059,1059,199,468,2026-04-21T08:29:00Z,444,1059
1060,Kelp jade 61,standard,258,1060,1060,748,560,2026-06-22T11:19:00Z,753,1060
1061,Ember umber 62,open,830,1061,1061,134,248,2026-11-17T00:44:00Z,789,1061
1062,Alpha cedar 63,open,849,1062,1062,744,416,2026-02-13T09:23:00Z,510,1062
1063,Frost iris 64,standard,180,1063,1063,292,15,2026-10-15T13:53:00Z,188,1063
1064,Frost frost 65,standard,437,1064,1064,785,308,2026-09-16T01:30:00Z,281,1064
1065,Zephyr bravo 66,general,844,1065,1065,292,813,2026-11-08T18:21:00Z,874,1065
1066,Bravo kelp 67,standard,686,1066,1066,727,776,2026-12-01T16:12:00Z,395,1066
1067,Ember frost 68,standard,581,1067,1067,537,797,2026-06-09T23:40:00Z,865,1067
1068,Umber umber 69,general,198,1068,1068,403,765,2026-11-18T01:02:00Z,615,1068
1069,Cedar delta 70,closed,385,1069,1069,126,742,2026-05-02T03:13:00Z,893,1069
1070,River delta 71,standard,61,1070,1070,584,271,2026-05-08T22:58:00Z,234,1070
1071,Frost alpha 72,active,355,1071,1071,300,575,2026-10-12T04:15:00Z,148,1071
1072,Meadow river 73,open,235,1072,1072,888,388,2026-08-06T16:00:00Z,683,1072
1073,Coral zephyr 74,general,175,1073,1073,40,231,2026-02-12T13:44:00Z,587,1073
1074,Zephyr violet 75,closed,336,1074,1074,879,548,2026-10-10T05:45:00Z,774,1074
1075,Tidal iris 76,closed,176,1075,1075,581,298,2026-12-18T02:18:00Z,745,1075
1076,Ember grove 77,pending,271,1076,1076,164,846,2026-11-02T10:01:00Z,858,1076
1077,Pine bravo 78,standard,735,1077,1077,115,502,2026-05-02T05:35:00Z,106,1077
1078,Violet haze 79,standard,516,1078,1078,375,864,2026-02-22T20:02:00Z,55,1078
1079,Orbit frost 80,open,591,1079,1079,26,868,2026-01-23T07:47:00Z,694,1079
1080,Harbor summit 81,active,673,1080,1080,652,605,2026-01-15T11:52:00Z,839,1080
1081,River frost 82,standard,667,1081,1081,658,450,2026-04-05T16:30:00Z,187,1081
1082,Iris delta 83,standard,111,1082,1082,767,766,2026-05-21T16:05:00Z,700,1082
1083,Willow tidal 84,active,642,1083,1083,875,877,2026-03-26T17:54:00Z,640,1083
1084,Jade river 85,open,650,1084,1084,626,789,2026-06-20T16:57:00Z,173,1084
1085,Willow jade 86,closed,740,1085,1085,234,93,2026-10-20T15:41:00Z,647,1085
1086,Violet violet 87,closed,773,1086,1086,195,766,2026-07-14T05:53:00Z,284,1086
1087,Kelp iris 88,general,530,1087,1087,105,470,2026-11-18T06:40:00Z,694,1087
1088,Delta tidal 89,general,137,1088,1088,721,508,2026-07-13T14:42:00Z,721,1088
1089,Pine frost 90,standard,509,1089,1089,729,752,2026-08-20T18:20:00Z,747,1089
1090,Delta harbor 91,standard,141,1090,1090,705,792,2026-08-19T22:30:00Z,85,1090
1091,Willow kelp 92,pending,186,1091,1091,538,29,2026-09-16T05:46:00Z,698,1091
1092,Ember tidal 93,active,220,1092,1092,562,762,2026-02-02T01:17:00Z,847,1092
1093,Alpha ember 94,closed,719,1093,1093,445,439,2026-04-18T01:10:00Z,817,1093
1094,Delta grove 95,open,878,1094,1094,844,290,2026-09-04T14:09:00Z,768,1094
1095,Pine tidal 96,active,398,1095,1095,808,189,2026-11-05T13:19:00Z,462,1095
1096,Haze summit 97,standard,262,1096,1096,552,529,2026-01-23T06:46:00Z,872,1096
1097,Summit pine 98,standard,103,1097,1097,119,827,2026-05-14T03:48:00Z,849,1097
1098,Harbor orbit 99,active,445,1098,1098,206,736,2026-04-17T19:24:00Z,238,1098
1099,Haze iris 100,closed,405,1099,1099,314,700,2026-10-21T01:07:00Z,754,1099
