id,calendar_id,summary,description,location,start,end,all_day,status,creator,organizer,recurrence,visibility
evt_20261121_01,cal_jaylen_shared,JV Basketball vs Houston High,,Westgrove Main Gym,2026-11-21T18:00:00-06:00,2026-11-21T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261122_01,cal_kristen_main,Hair Appointment - Tameka,Wash and style,Tameka Natural Hair Studio - Hickory Hill,2026-11-22T10:00:00-06:00,2026-11-22T12:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261125_01,cal_jaylen_shared,JV Basketball vs Germantown,Away game - early tip,Germantown High School,2026-11-25T17:00:00-06:00,2026-11-25T18:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261125_02,cal_kristen_main,Thanksgiving Prep - Half Day,School releases at noon. Start cooking.,Home - 4217 Maplethorn Dr,2026-11-25T12:00:00-06:00,2026-11-25T18:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261126_01,cal_kristen_main,Thanksgiving Dinner,Loretta and Tanya coming. Eat by 3 PM. Turkey dressing sweet potatoes cobbler.,Home - 4217 Maplethorn Dr,2026-11-26T00:00:00-06:00,2026-11-27T00:00:00-06:00,true,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261128_01,cal_kristen_main,Kroger Grocery Run - Thanksgiving Leftovers,Restock after holiday,,2026-11-28T10:00:00-06:00,2026-11-28T11:30:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261202_01,cal_jaylen_shared,JV Basketball vs Bolton,,Westgrove Main Gym,2026-12-02T18:00:00-06:00,2026-12-02T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261201_01,cal_kristen_main,Therapy - Dr. Pratt,Monthly session - 1st Tuesday — moved to Dec 4,Clearwater Counseling 5050 Poplar Ave Suite 220 Germantown TN,2026-12-01T16:00:00-06:00,2026-12-01T16:50:00-06:00,false,cancelled,kristen.moore@voissync.co,kristen.moore@voissync.co,,private
evt_20261204_01,cal_kristen_main,Therapy - Dr. Pratt,Rescheduled from Dec 1 due to conflict,Clearwater Counseling 5050 Poplar Ave Suite 220 Germantown TN,2026-12-04T16:00:00-06:00,2026-12-04T16:50:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,private
evt_20261204_02,cal_jaylen_shared,JV Basketball vs Munford - AWAY,Bus departs gym entrance 4:15 PM. Permission form required.,Munford High School,2026-12-04T16:15:00-06:00,2026-12-04T18:00:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261206_01,cal_kristen_main,Loretta - Weekly Visit,,Loretta Hayes - 3892 Millbranch Rd Memphis,2026-12-06T13:00:00-06:00,2026-12-06T15:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261207_01,cal_kristen_main,Crestview Staff Meeting,Monthly all-staff,Crestview Academy - Conference Room B,2026-12-07T08:00:00-06:00,2026-12-07T09:00:00-06:00,false,confirmed,kmoore@crestviewacademy.org,cvance@crestviewacademy.org,,default
evt_20261209_01,cal_kristen_main,Loretta Eye Appointment - Clearview Vision,Macular degeneration check. Drive Mama to and from.,Clearview Vision Center - Germantown,2026-12-09T14:00:00-06:00,2026-12-09T15:30:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261209_02,cal_jaylen_shared,JV Basketball vs Collierville - AWAY,,Collierville High School,2026-12-09T17:30:00-06:00,2026-12-09T19:00:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261213_01,cal_jaylen_shared,JV Basketball vs Brighton,,Westgrove Main Gym,2026-12-13T18:00:00-06:00,2026-12-13T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261216_01,cal_jaylen_shared,JV Basketball vs Cordova,,Westgrove Main Gym,2026-12-16T18:00:00-06:00,2026-12-16T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20261218_01,cal_kristen_main,Last Day of School Before Break,Half day. Crestview dismisses at noon.,,2026-12-18T00:00:00-06:00,2026-12-19T00:00:00-06:00,true,confirmed,kmoore@crestviewacademy.org,cvance@crestviewacademy.org,,default
evt_20261219_01,cal_kristen_main,Cobbler Prep - Church Potluck,Buy peaches pie crust brown sugar vanilla. Bake cobbler evening of Dec 19.,Home - 4217 Maplethorn Dr,2026-12-19T14:00:00-06:00,2026-12-19T18:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261220_01,cal_kristen_main,Grace Tabernacle Christmas Potluck,Bringing peach cobbler. Fellowship hall.,Grace Tabernacle Baptist Church - 2180 Shelby Oaks Dr,2026-12-20T17:00:00-06:00,2026-12-20T20:00:00-06:00,false,confirmed,kristen.moore@voissync.co,gracetabernacle.office@gmail.com,,default
evt_20261222_01,cal_kristen_main,Loretta - Weekly Visit + Christmas Prep,Help Mama decorate and bring gifts,Loretta Hayes - 3892 Millbranch Rd Memphis,2026-12-22T11:00:00-06:00,2026-12-22T14:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261224_01,cal_kristen_main,Christmas Eve Service,Grace Tabernacle candlelight service,Grace Tabernacle Baptist Church,2026-12-24T19:00:00-06:00,2026-12-24T21:00:00-06:00,false,confirmed,kristen.moore@voissync.co,gracetabernacle.office@gmail.com,,default
evt_20261225_01,cal_kristen_main,Christmas Day,Jaylen and Loretta at home. Denise FaceTime from Nashville at 10:00 AM.,Home - 4217 Maplethorn Dr,2026-12-25T00:00:00-06:00,2026-12-26T00:00:00-06:00,true,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261227_01,cal_kristen_main,Oil Change - Honda,Overdue. Schedule at Firestone or Valvoline.,Firestone - 8055 Giacosa Pl Cordova,2026-12-27T09:00:00-06:00,2026-12-27T10:30:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20261231_01,cal_kristen_main,New Year's Eve,Quiet night at home with Jaylen,,2026-12-31T00:00:00-06:00,2027-01-01T00:00:00-06:00,true,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270103_01,cal_kristen_main,Hair Appointment - Tameka,Wash and protective style for new year,Tameka Natural Hair Studio - Hickory Hill,2027-01-03T10:00:00-06:00,2027-01-03T12:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270104_01,cal_kristen_main,Crestview Staff Meeting,Welcome back. Spring semester planning.,Crestview Academy - Conference Room B,2027-01-04T08:00:00-06:00,2027-01-04T09:00:00-06:00,false,confirmed,kmoore@crestviewacademy.org,cvance@crestviewacademy.org,,default
evt_20270105_01,cal_kristen_main,School Resumes,First day back from winter break,,2027-01-05T00:00:00-06:00,2027-01-06T00:00:00-06:00,true,confirmed,kmoore@crestviewacademy.org,cvance@crestviewacademy.org,,default
evt_20270106_01,cal_jaylen_shared,JV Basketball vs Bartlett - AWAY,,Bartlett High School,2027-01-06T17:30:00-06:00,2027-01-06T19:00:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270105_02,cal_kristen_main,Therapy - Dr. Pratt,Monthly session - 1st Tuesday,Clearwater Counseling 5050 Poplar Ave Suite 220 Germantown TN,2027-01-05T16:00:00-06:00,2027-01-05T16:50:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,private
evt_20270110_01,cal_jaylen_shared,JV Basketball vs Arlington,,Westgrove Main Gym,2027-01-10T18:00:00-06:00,2027-01-10T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270111_01,cal_kristen_main,Loretta - Weekly Visit,,Loretta Hayes - 3892 Millbranch Rd Memphis,2027-01-11T13:00:00-06:00,2027-01-11T15:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270116_01,cal_jaylen_shared,JV Basketball vs Houston - AWAY,,Houston High School,2027-01-16T17:30:00-06:00,2027-01-16T19:00:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270117_01,cal_kristen_main,Pick Up Will - Memphis Airport,Delta flight arriving 11:15 AM. Terminal B.,Memphis International Airport,2027-01-17T11:15:00-06:00,2027-01-17T12:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270117_02,cal_kristen_main,Deaconess Board Meeting,Monthly board meeting. Cannot miss.,Grace Tabernacle Baptist Church - Fellowship Hall,2027-01-17T10:00:00-06:00,2027-01-17T12:30:00-06:00,false,confirmed,kristen.moore@voissync.co,deaconess.board@gracetabernacle.org,,default
evt_20270117_03,cal_kristen_main,Grocery Run for Will Visit,Stock up for weekend. Guest room ready.,Kroger - Germantown,2027-01-17T14:00:00-06:00,2027-01-17T15:30:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270118_01,cal_kristen_main,MLK Day Community Service,Food drive setup and distribution with Will. Grace Tabernacle coordinating.,Grace Tabernacle Baptist Church,2027-01-18T09:00:00-06:00,2027-01-18T14:00:00-06:00,false,confirmed,kristen.moore@voissync.co,gracetabernacle.office@gmail.com,,default
evt_20270118_02,cal_kristen_main,Dinner with Will and Mama,Bring Loretta over for dinner with Will before he leaves Monday.,Home - 4217 Maplethorn Dr,2027-01-18T17:00:00-06:00,2027-01-18T20:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270123_01,cal_jaylen_shared,JV Basketball vs Germantown,,Westgrove Main Gym,2027-01-23T18:00:00-06:00,2027-01-23T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270125_01,cal_kristen_main,Loretta - Weekly Visit,,Loretta Hayes - 3892 Millbranch Rd Memphis,2027-01-25T13:00:00-06:00,2027-01-25T15:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270130_01,cal_jaylen_shared,JV Basketball vs Bolton - AWAY,,Bolton High School,2027-01-30T17:30:00-06:00,2027-01-30T19:00:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270201_01,cal_kristen_main,Crestview Staff Meeting,February all-staff,Crestview Academy - Conference Room B,2027-02-01T08:00:00-06:00,2027-02-01T09:00:00-06:00,false,confirmed,kmoore@crestviewacademy.org,cvance@crestviewacademy.org,,default
evt_20270202_01,cal_kristen_main,Therapy - Dr. Pratt,Monthly session - 1st Tuesday,Clearwater Counseling 5050 Poplar Ave Suite 220 Germantown TN,2027-02-02T16:00:00-06:00,2027-02-02T16:50:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,private
evt_20270206_01,cal_kristen_main,Loretta Ophthalmology Workup,Full annual workup. Longer appointment.,Clearview Vision Center - Germantown,2027-02-06T09:30:00-06:00,2027-02-06T11:30:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270206_02,cal_jaylen_shared,JV Basketball vs Collierville,,Westgrove Main Gym,2027-02-06T18:00:00-06:00,2027-02-06T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270208_01,cal_kristen_main,Loretta - Weekly Visit,,Loretta Hayes - 3892 Millbranch Rd Memphis,2027-02-08T13:00:00-06:00,2027-02-08T15:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270213_01,cal_jaylen_shared,JV Basketball vs Munford - SEASON FINALE,,Westgrove Main Gym,2027-02-13T18:00:00-06:00,2027-02-13T19:30:00-06:00,false,confirmed,jaylen.moore@westgrove.edu,coach.turner@westgrove.edu,,default
evt_20270214_01,cal_kristen_main,Valentine's Day Brunch with Tanya,,The Beauty Shop Restaurant - Cooper-Young,2027-02-14T11:00:00-06:00,2027-02-14T13:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270215_01,cal_kristen_main,Hair Appointment - Tameka,,Tameka Natural Hair Studio - Hickory Hill,2027-02-15T10:00:00-06:00,2027-02-15T12:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
evt_20270222_01,cal_kristen_main,Loretta - Weekly Visit,,Loretta Hayes - 3892 Millbranch Rd Memphis,2027-02-22T13:00:00-06:00,2027-02-22T15:00:00-06:00,false,confirmed,kristen.moore@voissync.co,kristen.moore@voissync.co,,default
