payout_batch_id,sender_batch_id,status,amount_value,currency_code,recipient_email,create_time
PAYOUT-BATCH-001-e029,Payouts_2026_05_01-e029,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e029,Payouts_2026_05_15-e029,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e030,Payouts_2026_05_01-e030,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e030,Payouts_2026_05_15-e030,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e031,Payouts_2026_05_01-e031,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e031,Payouts_2026_05_15-e031,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e032,Payouts_2026_05_01-e032,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e032,Payouts_2026_05_15-e032,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e033,Payouts_2026_05_01-e033,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e033,Payouts_2026_05_15-e033,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e034,Payouts_2026_05_01-e034,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e034,Payouts_2026_05_15-e034,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e035,Payouts_2026_05_01-e035,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e035,Payouts_2026_05_15-e035,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e036,Payouts_2026_05_01-e036,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e036,Payouts_2026_05_15-e036,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e037,Payouts_2026_05_01-e037,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e037,Payouts_2026_05_15-e037,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e038,Payouts_2026_05_01-e038,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e038,Payouts_2026_05_15-e038,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
PAYOUT-BATCH-001-e039,Payouts_2026_05_01-e039,SUCCESS,500.00,USD,partner@orbit-labs.com,2026-05-01T12:00:00Z
PAYOUT-BATCH-002-e039,Payouts_2026_05_15-e039,PENDING,275.50,USD,affiliate@orbit-labs.com,2026-05-15T12:00:00Z
