id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
oe_2ar29p,Event zc313o,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-10-02T09:00:00,2026-10-02T10:00:00,false,false,
oe_80gv54,Event 6fn5zr,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-07T09:00:00,2026-12-07T10:00:00,false,false,
oe_rfot5e,Event 116awz,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-04-14T09:00:00,2026-04-14T10:00:00,false,false,
oe_ht964r,Event rde4hq,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-03-18T09:00:00,2026-03-18T10:00:00,false,false,
oe_kzjb13,Event py20rg,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-07-30T09:00:00,2026-07-30T10:00:00,false,false,
oe_h9uirp,Event 85ugki,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-07-20T09:00:00,2026-07-20T10:00:00,false,false,
oe_y0l2rd,Event algd83,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-10-24T09:00:00,2026-10-24T10:00:00,false,false,
oe_9nj96z,Event yix1kj,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-11-28T09:00:00,2026-11-28T10:00:00,false,false,
oe_ykwnfr,Event jiv4t5,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-03-01T09:00:00,2026-03-01T10:00:00,false,false,
oe_am4kg3,Event mgc7q7,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-06-25T09:00:00,2026-06-25T10:00:00,false,false,
oe_49dnw6,Event lopw71,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-03-25T09:00:00,2026-03-25T10:00:00,false,false,
oe_6y981n,Event 6dfvlr,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-10-27T09:00:00,2026-10-27T10:00:00,false,false,
oe_bvi6hc,Event nohs9j,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-12-17T09:00:00,2026-12-17T10:00:00,false,false,
oe_277o8w,Event 34v7hg,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-12-11T09:00:00,2026-12-11T10:00:00,false,false,
oe_3mtu9e,Event kf1c7w,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-06-03T09:00:00,2026-06-03T10:00:00,false,false,
oe_q92a4d,Event q4f7ud,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-10-16T09:00:00,2026-10-16T10:00:00,false,false,
oe_mafzky,Event 1gw5p4,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-06-04T09:00:00,2026-06-04T10:00:00,false,false,
oe_a8deom,Event 6zp4an,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-03-07T09:00:00,2026-03-07T10:00:00,false,false,
oe_l9qzn2,Event c0sf7i,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-08-02T09:00:00,2026-08-02T10:00:00,false,false,
oe_6259z8,Event 34hgyy,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-11-22T09:00:00,2026-11-22T10:00:00,false,false,
oe_s5v2jr,Event 3mcbd8,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-06-09T09:00:00,2026-06-09T10:00:00,false,false,
oe_pujqxh,Event bd7xpl,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-07-19T09:00:00,2026-07-19T10:00:00,false,false,
oe_cwe5v6,Event xil3c1,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-10-28T09:00:00,2026-10-28T10:00:00,false,false,
oe_xg0e0b,Event 02x7bo,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-05-10T09:00:00,2026-05-10T10:00:00,false,false,
oe_15vu42,Event x0sj6p,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-05-20T09:00:00,2026-05-20T10:00:00,false,false,
oe_cfli5s,Event fkcxv7,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-10-05T09:00:00,2026-10-05T10:00:00,false,false,
oe_pph0gi,Event dezbdw,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-05-24T09:00:00,2026-05-24T10:00:00,false,false,
oe_v41fif,Event 3suop3,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-31T09:00:00,2027-01-31T10:00:00,false,false,
oe_b343to,Event tq6sxi,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-10-07T09:00:00,2026-10-07T10:00:00,false,false,
oe_s37su5,Event q2eqyh,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-25T09:00:00,2027-01-25T10:00:00,false,false,
oe_9ajd2s,Event yhueiq,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-11-10T09:00:00,2026-11-10T10:00:00,false,false,
oe_0zydxa,Event ex0eue,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-02-18T09:00:00,2026-02-18T10:00:00,false,false,
oe_2k6hs5,Event r4mn20,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-08-17T09:00:00,2026-08-17T10:00:00,false,false,
oe_w7fs0z,Event z0zdyz,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-26T09:00:00,2026-12-26T10:00:00,false,false,
oe_5b2q25,Event f3e8q8,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-01-15T09:00:00,2026-01-15T10:00:00,false,false,
oe_zeza43,Event unbd81,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2027-01-25T09:00:00,2027-01-25T10:00:00,false,false,
oe_lvs9yr,Event wgkd29,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-07-15T09:00:00,2026-07-15T10:00:00,false,false,
oe_sjgf8g,Event any078,Jae Chandler,jae.chandler@finthesiss.ai,Office,2027-01-07T09:00:00,2027-01-07T10:00:00,false,false,
oe_5rr8fk,Event y1iqfw,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-06-11T09:00:00,2026-06-11T10:00:00,false,false,
oe_x4b4qd,Event fva2di,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-08-10T09:00:00,2026-08-10T10:00:00,false,false,
oe_ogqwdz,Event dpl49d,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-09-15T09:00:00,2026-09-15T10:00:00,false,false,
oe_lx64z8,Event 0vdfj7,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-10-17T09:00:00,2026-10-17T10:00:00,false,false,
oe_pmpber,Event ckfqmu,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-11-25T09:00:00,2026-11-25T10:00:00,false,false,
oe_0kfnbt,Event 6c5afy,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-03-13T09:00:00,2026-03-13T10:00:00,false,false,
oe_h0ndh5,Event 1pqeth,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-10-17T09:00:00,2026-10-17T10:00:00,false,false,
oe_jsj8dx,Event npp1qv,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-02-27T09:00:00,2026-02-27T10:00:00,false,false,
oe_wanlzq,Event rlcw60,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-07-22T09:00:00,2026-07-22T10:00:00,false,false,
oe_ssj5q8,Event 61giq5,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-02-03T09:00:00,2026-02-03T10:00:00,false,false,
oe_e91gtj,Event qea4ti,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-12-31T09:00:00,2026-12-31T10:00:00,false,false,
oe_074tcf,Event g7q5k4,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-31T09:00:00,2026-12-31T10:00:00,false,false,
oe_wwhxj4,Event qn9sa0,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-02-03T09:00:00,2026-02-03T10:00:00,false,false,
oe_16jzrw,Event bae6ye,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-02-08T09:00:00,2026-02-08T10:00:00,false,false,
oe_ljufsb,Event 5kanci,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-04-05T09:00:00,2026-04-05T10:00:00,false,false,
oe_xk4jfu,Event zrtkgr,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-10-22T09:00:00,2026-10-22T10:00:00,false,false,
oe_mpb0k6,Event pz1uat,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2027-01-17T09:00:00,2027-01-17T10:00:00,false,false,
oe_01wc8h,Event 43w89g,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-03-27T09:00:00,2026-03-27T10:00:00,false,false,
oe_yb5178,Event isawcx,Jae Chandler,jae.chandler@finthesiss.ai,Office,2027-01-31T09:00:00,2027-01-31T10:00:00,false,false,
oe_jmr7hc,Event y9m0u5,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-09-27T09:00:00,2026-09-27T10:00:00,false,false,
oe_h22gsp,Event o2jka2,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-07-13T09:00:00,2026-07-13T10:00:00,false,false,
oe_e9mkvx,Event bsajyh,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-17T09:00:00,2026-12-17T10:00:00,false,false,
oe_5rls9z,Event 1alnu2,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-07-05T09:00:00,2026-07-05T10:00:00,false,false,
oe_ta8750,Event q64899,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-04-27T09:00:00,2026-04-27T10:00:00,false,false,
oe_krtgld,Event osq5bu,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-09-22T09:00:00,2026-09-22T10:00:00,false,false,
oe_rs1rib,Event at3m85,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-07-09T09:00:00,2026-07-09T10:00:00,false,false,
oe_p0r4hp,Event axfdgn,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-02-23T09:00:00,2026-02-23T10:00:00,false,false,
oe_386o3o,Event 3nconp,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-08-07T09:00:00,2026-08-07T10:00:00,false,false,
oe_tp82qp,Event wv39l5,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-01-03T09:00:00,2026-01-03T10:00:00,false,false,
oe_zzvi1c,Event cuqael,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-05-10T09:00:00,2026-05-10T10:00:00,false,false,
oe_65fww2,Event e1496u,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-02-05T09:00:00,2026-02-05T10:00:00,false,false,
oe_w5lw11,Event eapco9,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-08-14T09:00:00,2026-08-14T10:00:00,false,false,
oe_384af7,Event rf5bw5,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-03-16T09:00:00,2026-03-16T10:00:00,false,false,
oe_b08v7t,Event il9ca1,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-04-19T09:00:00,2026-04-19T10:00:00,false,false,
oe_b269xh,Event 1nn70v,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-10-13T09:00:00,2026-10-13T10:00:00,false,false,
oe_9lzx3x,Event 8ntmj4,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-02-03T09:00:00,2026-02-03T10:00:00,false,false,
oe_5luyjw,Event uwxcpc,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-01T09:00:00,2027-01-01T10:00:00,false,false,
oe_nrwpr1,Event mzat4t,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-05-05T09:00:00,2026-05-05T10:00:00,false,false,
oe_okokk4,Event jc1jg5,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-10-12T09:00:00,2026-10-12T10:00:00,false,false,
oe_f12ek7,Event wbef6o,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-15T09:00:00,2027-01-15T10:00:00,false,false,
oe_p5y4yr,Event 7wbx1o,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-02-27T09:00:00,2026-02-27T10:00:00,false,false,
oe_qiuxrs,Event jazni4,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-02-08T09:00:00,2026-02-08T10:00:00,false,false,
oe_3eo6km,Event 6djke4,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-06-05T09:00:00,2026-06-05T10:00:00,false,false,
oe_1aejq4,Event kz9utz,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-11-28T09:00:00,2026-11-28T10:00:00,false,false,
oe_am35uy,Event 133l41,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-08-01T09:00:00,2026-08-01T10:00:00,false,false,
oe_c9g1fk,Event jq5upx,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-09-26T09:00:00,2026-09-26T10:00:00,false,false,
oe_gv6edv,Event zw72ul,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-04-14T09:00:00,2026-04-14T10:00:00,false,false,
oe_qn3179,Event vo5kkj,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-05-27T09:00:00,2026-05-27T10:00:00,false,false,
oe_eg2jjh,Event b31msd,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-07-02T09:00:00,2026-07-02T10:00:00,false,false,
oe_t6ocv2,Event 1h9sju,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-04-29T09:00:00,2026-04-29T10:00:00,false,false,
oe_26dcuc,Event 7zrq6x,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-21T09:00:00,2027-01-21T10:00:00,false,false,
oe_bme40d,Event uhymnl,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-11-23T09:00:00,2026-11-23T10:00:00,false,false,
oe_hg6xt6,Event prjwqy,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-07-10T09:00:00,2026-07-10T10:00:00,false,false,
oe_e6y4rp,Event un78ef,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-02-05T09:00:00,2026-02-05T10:00:00,false,false,
oe_2f6b9z,Event lj6oxx,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-12-27T09:00:00,2026-12-27T10:00:00,false,false,
oe_dc3cvz,Event 4bmm9d,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-03-05T09:00:00,2026-03-05T10:00:00,false,false,
oe_q9ltwr,Event ew7gm9,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-12-22T09:00:00,2026-12-22T10:00:00,false,false,
oe_ksjdx5,Event pj1y18,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-06-14T09:00:00,2026-06-14T10:00:00,false,false,
oe_mg306a,Event y3apld,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-11-27T09:00:00,2026-11-27T10:00:00,false,false,
oe_7shaua,Event 9320gw,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-02-08T09:00:00,2026-02-08T10:00:00,false,false,
oe_rsx1z4,Event jpmw7k,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-08-29T09:00:00,2026-08-29T10:00:00,false,false,
oe_i0fswg,Event ty0zf6,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-01-16T09:00:00,2026-01-16T10:00:00,false,false,
oe_nmkiyt,Event lwif5z,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-07-12T09:00:00,2026-07-12T10:00:00,false,false,
oe_zup87z,Event 7mb4gg,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-04-02T09:00:00,2026-04-02T10:00:00,false,false,
oe_ac7dzn,Event jd2sqe,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-04-24T09:00:00,2026-04-24T10:00:00,false,false,
oe_ds0ni8,Event yc1mf4,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-29T09:00:00,2027-01-29T10:00:00,false,false,
oe_g73ccj,Event ou5l32,Jae Chandler,jae.chandler@finthesiss.ai,Virtual,2026-02-10T09:00:00,2026-02-10T10:00:00,false,false,
oe_szyipc,Event 3bwxl4,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-27T09:00:00,2026-12-27T10:00:00,false,false,
oe_m2tvaz,Event 3pagtm,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-03-16T09:00:00,2026-03-16T10:00:00,false,false,
oe_alb09q,Event 3m5r69,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-01-23T09:00:00,2026-01-23T10:00:00,false,false,
oe_9vv1yr,Event 6tv78o,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-06-26T09:00:00,2026-06-26T10:00:00,false,false,
oe_wn76qn,Event kwm4j4,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-04-28T09:00:00,2026-04-28T10:00:00,false,false,
oe_5y93lr,Event qejm49,Jae Chandler,jae.chandler@finthesiss.ai,Site,2027-01-10T09:00:00,2027-01-10T10:00:00,false,false,
oe_eiej8r,Event q3pqbs,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-08-21T09:00:00,2026-08-21T10:00:00,false,false,
oe_mn34n5,Event lus9et,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-01-13T09:00:00,2026-01-13T10:00:00,false,false,
oe_mm5y2a,Event spvnnc,Jae Chandler,jae.chandler@finthesiss.ai,Site,2026-12-13T09:00:00,2026-12-13T10:00:00,false,false,
oe_l30831,Event x4t3xq,Jae Chandler,jae.chandler@finthesiss.ai,Office,2026-06-30T09:00:00,2026-06-30T10:00:00,false,false,
