message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sg-snt-0005019,wyatt.wu964@protonmail.com,sg-tpl-00201,2025-09-27T18:18:00-07:00,bounced,open,detail_652,detail_898,2026-09-01T19:40:00-07:00
sg-snt-0005020,maren.sanchez465@hotmail.com,sg-tpl-00104,2024-12-02T13:57:00-07:00,dropped,pending,detail_222,detail_961,2026-07-22T13:22:00-07:00
sg-snt-0005021,isla.lim885@gmail.com,sg-tpl-00117,2024-05-08T17:13:00-07:00,dropped,completed,detail_138,detail_167,2026-09-09T19:51:00-07:00
sg-snt-0005022,sana.jones185@protonmail.com,sg-tpl-00137,2025-06-26T13:59:00-07:00,opened,completed,detail_200,detail_561,2026-10-04T16:44:00-07:00
sg-snt-0005023,miku.rivera544@protonmail.com,sg-tpl-00161,2026-03-04T09:35:00-07:00,bounced,sent,detail_484,detail_228,2026-03-23T19:03:00-07:00
sg-snt-0005024,layla.kobayashi498@icloud.com,sg-tpl-00118,2024-07-24T17:40:00-07:00,delivered,delivered,detail_856,detail_263,2026-03-04T16:50:00-07:00
sg-snt-0005025,reed.ma984@gmail.com,sg-tpl-00186,2026-02-19T18:54:00-07:00,clicked,delivered,detail_238,detail_403,2026-02-09T10:20:00-07:00
sg-snt-0005026,fatima.nelson4@outlook.com,sg-tpl-00106,2024-03-14T13:50:00-07:00,delivered,open,detail_542,detail_500,2026-02-04T17:33:00-07:00
sg-snt-0005027,hazel.rodriguez789@icloud.com,sg-tpl-00196,2024-09-02T19:07:00-07:00,dropped,sent,detail_511,detail_688,2026-02-20T12:22:00-07:00
sg-snt-0005028,lien.jackson330@hotmail.com,sg-tpl-00126,2025-05-29T08:08:00-07:00,clicked,completed,detail_707,detail_863,2026-10-25T19:48:00-07:00
sg-snt-0005029,sora.wilson566@protonmail.com,sg-tpl-00175,2026-03-24T14:47:00-07:00,dropped,pending,detail_480,detail_347,2026-01-18T13:35:00-07:00
sg-snt-0005030,theo.kang934@protonmail.com,sg-tpl-00144,2024-03-16T16:51:00-07:00,dropped,open,detail_724,detail_896,2026-03-02T10:41:00-07:00
sg-snt-0005031,sofia.scott279@hotmail.com,sg-tpl-00118,2026-06-12T14:40:00-07:00,delivered,sent,detail_422,detail_493,2026-09-05T15:01:00-07:00
sg-snt-0005032,amir.song133@icloud.com,sg-tpl-00138,2026-01-21T17:50:00-07:00,delivered,pending,detail_908,detail_795,2026-09-26T14:26:00-07:00
sg-snt-0005033,mei.iyer67@gmail.com,sg-tpl-00112,2024-05-14T12:42:00-07:00,clicked,delivered,detail_378,detail_763,2026-06-15T13:05:00-07:00
sg-snt-0005034,takumi.wang673@yahoo.com,sg-tpl-00205,2025-12-09T18:10:00-07:00,clicked,sent,detail_758,detail_742,2026-06-06T17:44:00-07:00
sg-snt-0005035,jin.sharma11@protonmail.com,sg-tpl-00172,2024-03-29T09:20:00-07:00,deferred,pending,detail_496,detail_637,2026-02-25T19:25:00-07:00
sg-snt-0005036,malik.sato27@icloud.com,sg-tpl-00149,2024-02-11T08:31:00-07:00,clicked,open,detail_860,detail_813,2026-08-22T15:46:00-07:00
sg-snt-0005037,miles.choi257@outlook.com,sg-tpl-00142,2026-04-14T12:06:00-07:00,dropped,sent,detail_631,detail_890,2026-10-15T19:47:00-07:00
sg-snt-0005038,beckett.watanabe970@outlook.com,sg-tpl-00111,2024-05-31T13:15:00-07:00,dropped,completed,detail_299,detail_582,2026-10-02T17:12:00-07:00
sg-snt-0005039,nora.park798@icloud.com,sg-tpl-00167,2024-04-16T16:58:00-07:00,dropped,open,detail_561,detail_475,2026-04-20T13:21:00-07:00
sg-snt-0005040,iris.yoshida853@icloud.com,sg-tpl-00147,2025-03-11T09:32:00-07:00,bounced,open,detail_917,detail_155,2026-10-14T14:39:00-07:00
sg-snt-0005041,fatima.king906@outlook.com,sg-tpl-00103,2024-11-15T17:52:00-07:00,bounced,pending,detail_964,detail_609,2026-10-03T19:09:00-07:00
sg-snt-0005042,anika.sato792@icloud.com,sg-tpl-00133,2026-10-15T18:56:00-07:00,clicked,sent,detail_146,detail_559,2026-01-21T09:57:00-07:00
sg-snt-0005043,fatima.wang469@protonmail.com,sg-tpl-00106,2026-04-19T08:37:00-07:00,dropped,completed,detail_753,detail_245,2026-06-07T08:11:00-07:00
sg-snt-0005044,aiko.mitchell11@protonmail.com,sg-tpl-00197,2025-01-15T14:44:00-07:00,bounced,sent,detail_859,detail_905,2026-07-14T10:53:00-07:00
sg-snt-0005045,hazel.williams292@gmail.com,sg-tpl-00149,2024-03-06T15:24:00-07:00,opened,open,detail_357,detail_201,2026-06-07T17:00:00-07:00
sg-snt-0005046,malik.lee509@outlook.com,sg-tpl-00112,2026-02-11T12:49:00-07:00,clicked,active,detail_337,detail_557,2026-08-25T15:31:00-07:00
sg-snt-0005047,daichi.lewis603@icloud.com,sg-tpl-00192,2025-10-28T08:29:00-07:00,bounced,closed,detail_113,detail_706,2026-10-06T16:24:00-07:00
sg-snt-0005048,delia.shah251@yahoo.com,sg-tpl-00132,2025-09-26T14:56:00-07:00,deferred,delivered,detail_414,detail_713,2026-05-23T17:25:00-07:00
sg-snt-0005049,otto.roberts272@icloud.com,sg-tpl-00135,2025-08-31T11:48:00-07:00,opened,active,detail_728,detail_846,2026-03-05T10:03:00-07:00
sg-snt-0005050,ayano.lee41@icloud.com,sg-tpl-00188,2025-03-02T09:30:00-07:00,delivered,delivered,detail_702,detail_772,2026-04-18T09:01:00-07:00
sg-snt-0005051,shiori.taylor48@icloud.com,sg-tpl-00121,2026-04-20T10:46:00-07:00,dropped,closed,detail_372,detail_218,2026-04-23T12:41:00-07:00
sg-snt-0005052,clara.choi133@hotmail.com,sg-tpl-00134,2024-07-06T10:54:00-07:00,delivered,sent,detail_467,detail_314,2026-03-03T17:53:00-07:00
sg-snt-0005053,shiori.walker785@gmail.com,sg-tpl-00175,2025-10-01T12:22:00-07:00,clicked,active,detail_565,detail_631,2026-06-22T11:41:00-07:00
sg-snt-0005054,miku.gonzalez302@gmail.com,sg-tpl-00140,2025-02-17T09:16:00-07:00,deferred,pending,detail_122,detail_989,2026-02-07T10:00:00-07:00
sg-snt-0005055,diego.kobayashi864@outlook.com,sg-tpl-00141,2026-02-06T17:11:00-07:00,clicked,completed,detail_366,detail_247,2026-05-15T08:10:00-07:00
sg-snt-0005056,aoi.gonzalez595@yahoo.com,sg-tpl-00183,2025-02-01T14:58:00-07:00,opened,completed,detail_617,detail_966,2026-10-04T20:50:00-07:00
sg-snt-0005057,wyatt.shah397@yahoo.com,sg-tpl-00179,2025-10-27T19:45:00-07:00,opened,closed,detail_597,detail_392,2026-07-13T20:44:00-07:00
sg-snt-0005058,lien.scott161@yahoo.com,sg-tpl-00169,2025-11-13T16:27:00-07:00,clicked,pending,detail_338,detail_532,2026-05-02T18:44:00-07:00
sg-snt-0005059,august.wang372@icloud.com,sg-tpl-00102,2026-02-03T15:47:00-07:00,bounced,closed,detail_654,detail_338,2026-03-24T12:50:00-07:00
sg-snt-0005060,lark.rao554@outlook.com,sg-tpl-00176,2024-08-02T12:42:00-07:00,deferred,completed,detail_292,detail_822,2026-01-28T15:56:00-07:00
sg-snt-0005061,ren.lim957@protonmail.com,sg-tpl-00201,2026-01-27T16:50:00-07:00,delivered,delivered,detail_888,detail_864,2026-01-20T14:07:00-07:00
sg-snt-0005062,august.kumar797@gmail.com,sg-tpl-00175,2026-07-08T15:33:00-07:00,delivered,completed,detail_344,detail_621,2026-03-25T12:09:00-07:00
sg-snt-0005063,wei.roberts909@outlook.com,sg-tpl-00152,2025-01-27T11:59:00-07:00,deferred,active,detail_605,detail_294,2026-05-28T13:37:00-07:00
sg-snt-0005064,aiko.campbell364@icloud.com,sg-tpl-00163,2025-09-06T16:17:00-07:00,clicked,sent,detail_989,detail_199,2026-09-18T19:33:00-07:00
sg-snt-0005065,ruby.jackson875@yahoo.com,sg-tpl-00191,2026-07-06T19:00:00-07:00,clicked,sent,detail_258,detail_286,2026-09-21T11:26:00-07:00
sg-snt-0005066,juno.sharma740@yahoo.com,sg-tpl-00155,2026-06-25T11:29:00-07:00,clicked,pending,detail_756,detail_962,2026-06-13T17:27:00-07:00
sg-snt-0005067,ren.gupta367@icloud.com,sg-tpl-00183,2024-08-07T09:45:00-07:00,opened,active,detail_956,detail_412,2026-08-08T11:42:00-07:00
sg-snt-0005068,yumi.lewis294@outlook.com,sg-tpl-00190,2025-05-08T14:22:00-07:00,delivered,sent,detail_993,detail_899,2026-07-03T16:20:00-07:00
sg-snt-0005069,ivy.lee663@hotmail.com,sg-tpl-00135,2025-05-12T08:51:00-07:00,opened,pending,detail_455,detail_220,2026-01-11T16:23:00-07:00
sg-snt-0005070,emma.johnson895@yahoo.com,sg-tpl-00167,2025-07-04T12:10:00-07:00,clicked,delivered,detail_598,detail_118,2026-05-28T16:56:00-07:00
sg-snt-0005071,clara.lim715@icloud.com,sg-tpl-00155,2026-02-11T20:12:00-07:00,bounced,active,detail_625,detail_902,2026-06-14T15:07:00-07:00
sg-snt-0005072,hazel.hall75@protonmail.com,sg-tpl-00205,2024-07-30T14:10:00-07:00,dropped,open,detail_174,detail_965,2026-09-20T08:15:00-07:00
sg-snt-0005073,shiori.lim146@icloud.com,sg-tpl-00154,2025-09-29T10:22:00-07:00,opened,sent,detail_442,detail_824,2026-10-15T13:32:00-07:00
sg-snt-0005074,xi.kumar913@protonmail.com,sg-tpl-00162,2024-05-18T12:43:00-07:00,delivered,delivered,detail_510,detail_511,2026-01-09T10:35:00-07:00
sg-snt-0005075,owen.tanaka983@gmail.com,sg-tpl-00140,2025-06-24T11:30:00-07:00,opened,delivered,detail_356,detail_552,2026-02-04T13:49:00-07:00
sg-snt-0005076,ava.wright395@hotmail.com,sg-tpl-00179,2026-04-23T11:53:00-07:00,dropped,delivered,detail_556,detail_159,2026-05-05T14:26:00-07:00
sg-snt-0005077,wyatt.ma194@hotmail.com,sg-tpl-00205,2026-09-29T11:36:00-07:00,bounced,closed,detail_988,detail_262,2026-02-28T11:30:00-07:00
sg-snt-0005078,sanjay.roberts297@outlook.com,sg-tpl-00168,2026-03-31T18:54:00-07:00,clicked,pending,detail_820,detail_312,2026-09-08T17:49:00-07:00
sg-snt-0005079,ansel.jackson178@outlook.com,sg-tpl-00163,2026-07-14T18:34:00-07:00,delivered,sent,detail_414,detail_540,2026-03-05T20:36:00-07:00
sg-snt-0005080,theo.flores463@hotmail.com,sg-tpl-00156,2024-08-26T08:07:00-07:00,opened,pending,detail_999,detail_342,2026-01-10T12:49:00-07:00
sg-snt-0005081,clara.harris263@outlook.com,sg-tpl-00141,2024-02-09T12:14:00-07:00,delivered,sent,detail_281,detail_764,2026-01-02T11:19:00-07:00
sg-snt-0005082,noah.kobayashi514@protonmail.com,sg-tpl-00144,2026-02-25T14:41:00-07:00,dropped,pending,detail_619,detail_397,2026-08-05T20:06:00-07:00
sg-snt-0005083,kai.reddy993@icloud.com,sg-tpl-00195,2026-03-24T19:53:00-07:00,deferred,pending,detail_816,detail_231,2026-09-19T12:12:00-07:00
sg-snt-0005084,wyatt.cho791@hotmail.com,sg-tpl-00130,2026-06-11T16:58:00-07:00,bounced,completed,detail_168,detail_342,2026-04-03T20:30:00-07:00
sg-snt-0005085,poppy.zhou449@outlook.com,sg-tpl-00124,2024-07-06T15:09:00-07:00,clicked,completed,detail_844,detail_155,2026-07-01T15:42:00-07:00
sg-snt-0005086,sakura.choi905@yahoo.com,sg-tpl-00190,2024-01-31T11:08:00-07:00,deferred,sent,detail_916,detail_827,2026-06-22T19:02:00-07:00
sg-snt-0005087,emi.kumar514@outlook.com,sg-tpl-00179,2026-05-08T15:05:00-07:00,dropped,active,detail_100,detail_991,2026-09-06T17:45:00-07:00
sg-snt-0005088,sage.wang305@hotmail.com,sg-tpl-00127,2026-10-10T13:49:00-07:00,dropped,delivered,detail_134,detail_345,2026-10-14T19:33:00-07:00
sg-snt-0005089,mateo.song104@hotmail.com,sg-tpl-00118,2025-12-16T11:38:00-07:00,bounced,active,detail_419,detail_450,2026-05-24T19:46:00-07:00
sg-snt-0005090,mateo.anderson257@icloud.com,sg-tpl-00134,2024-02-06T19:13:00-07:00,delivered,pending,detail_951,detail_149,2026-03-04T17:29:00-07:00
sg-snt-0005091,ella.nair460@icloud.com,sg-tpl-00173,2025-05-02T11:40:00-07:00,clicked,pending,detail_964,detail_967,2026-02-07T11:39:00-07:00
sg-snt-0005092,theo.young497@gmail.com,sg-tpl-00153,2026-04-26T15:32:00-07:00,bounced,active,detail_264,detail_712,2026-03-19T20:47:00-07:00
sg-snt-0005093,grady.nair337@icloud.com,sg-tpl-00185,2024-04-09T12:20:00-07:00,dropped,closed,detail_750,detail_776,2026-04-08T17:08:00-07:00
sg-snt-0005094,yuma.torres932@hotmail.com,sg-tpl-00179,2024-09-12T14:43:00-07:00,clicked,completed,detail_319,detail_883,2026-04-08T12:41:00-07:00
sg-snt-0005095,lark.zhang644@gmail.com,sg-tpl-00118,2024-08-18T16:21:00-07:00,bounced,pending,detail_700,detail_735,2026-10-23T19:42:00-07:00
sg-snt-0005096,maren.martinez659@icloud.com,sg-tpl-00152,2024-05-14T14:36:00-07:00,dropped,closed,detail_568,detail_260,2026-06-07T18:13:00-07:00
sg-snt-0005097,rhys.zhang777@yahoo.com,sg-tpl-00205,2024-01-28T10:44:00-07:00,delivered,completed,detail_410,detail_727,2026-02-27T20:01:00-07:00
sg-snt-0005098,ruby.baker32@protonmail.com,sg-tpl-00196,2024-07-04T11:56:00-07:00,opened,active,detail_883,detail_153,2026-03-19T09:14:00-07:00
sg-snt-0005099,nora.young128@yahoo.com,sg-tpl-00126,2024-11-14T13:13:00-07:00,delivered,pending,detail_369,detail_397,2026-10-04T18:06:00-07:00
sg-snt-0005100,diego.martinez212@protonmail.com,sg-tpl-00136,2024-02-06T11:18:00-07:00,delivered,active,detail_526,detail_522,2026-06-01T15:05:00-07:00
sg-snt-0005101,chen.white21@outlook.com,sg-tpl-00199,2026-06-16T12:58:00-07:00,deferred,completed,detail_616,detail_787,2026-09-16T14:53:00-07:00
sg-snt-0005102,ezra.gonzalez387@hotmail.com,sg-tpl-00174,2026-01-03T10:09:00-07:00,deferred,active,detail_219,detail_909,2026-09-12T09:28:00-07:00
sg-snt-0005103,bao.nguyen178@icloud.com,sg-tpl-00170,2025-06-12T13:31:00-07:00,clicked,pending,detail_365,detail_277,2026-06-14T19:40:00-07:00
sg-snt-0005104,owen.wang484@yahoo.com,sg-tpl-00134,2024-07-28T10:36:00-07:00,dropped,pending,detail_955,detail_268,2026-04-28T15:21:00-07:00
