id,dealname,pipeline,dealstage,amount,closedate,dealtype,associated_company,associated_contact,createdate,lastmodifieddate
hd_0051,Deal 51,default,appointmentscheduled,4562,2026-05-17,newbusiness,hco_0016,hc_0051,2026-08-21,2026-10-15
hd_0052,Deal 52,default,appointmentscheduled,36337,2026-05-12,newbusiness,hco_0042,hc_0035,2026-01-01,2026-10-09
hd_0053,Deal 53,default,appointmentscheduled,31827,2026-02-12,newbusiness,hco_0037,hc_0041,2026-05-27,2026-08-21
hd_0054,Deal 54,default,appointmentscheduled,28540,2026-02-28,newbusiness,hco_0033,hc_0091,2026-07-21,2026-01-22
hd_0055,Deal 55,default,appointmentscheduled,36072,2026-06-26,newbusiness,hco_0043,hc_0055,2026-04-22,2026-05-28
hd_0056,Deal 56,default,appointmentscheduled,22424,2026-09-01,newbusiness,hco_0040,hc_0025,2026-06-04,2026-01-23
hd_0057,Deal 57,default,appointmentscheduled,11010,2026-05-07,newbusiness,hco_0038,hc_0039,2026-09-27,2026-09-16
hd_0058,Deal 58,default,appointmentscheduled,11188,2026-01-17,newbusiness,hco_0006,hc_0028,2026-04-26,2026-02-04
hd_0059,Deal 59,default,appointmentscheduled,22536,2026-10-05,newbusiness,hco_0018,hc_0072,2026-02-11,2026-05-18
hd_0060,Deal 60,default,appointmentscheduled,28428,2026-08-23,newbusiness,hco_0024,hc_0047,2026-09-02,2026-04-13
hd_0061,Deal 61,default,appointmentscheduled,5928,2026-09-12,newbusiness,hco_0049,hc_0065,2026-07-20,2026-04-12
hd_0062,Deal 62,default,appointmentscheduled,44201,2026-01-11,newbusiness,hco_0027,hc_0058,2026-10-04,2026-02-17
hd_0063,Deal 63,default,appointmentscheduled,42564,2026-04-04,newbusiness,hco_0015,hc_0013,2026-01-03,2026-07-16
hd_0064,Deal 64,default,appointmentscheduled,42236,2026-06-21,newbusiness,hco_0004,hc_0056,2026-06-27,2026-06-23
hd_0065,Deal 65,default,appointmentscheduled,31928,2026-03-21,newbusiness,hco_0010,hc_0056,2026-08-12,2026-05-21
hd_0066,Deal 66,default,appointmentscheduled,559,2026-08-28,newbusiness,hco_0006,hc_0045,2026-10-04,2026-06-30
hd_0067,Deal 67,default,appointmentscheduled,25289,2026-04-08,newbusiness,hco_0007,hc_0050,2026-09-13,2026-08-15
hd_0068,Deal 68,default,appointmentscheduled,44170,2026-01-18,newbusiness,hco_0012,hc_0093,2026-08-21,2026-05-25
hd_0069,Deal 69,default,appointmentscheduled,2861,2026-05-31,newbusiness,hco_0022,hc_0091,2026-01-28,2026-09-03
hd_0070,Deal 70,default,appointmentscheduled,2684,2026-01-21,newbusiness,hco_0035,hc_0059,2026-08-07,2026-09-26
hd_0071,Deal 71,default,appointmentscheduled,17112,2026-05-22,newbusiness,hco_0048,hc_0017,2026-02-09,2026-03-19
hd_0072,Deal 72,default,appointmentscheduled,36437,2026-06-20,newbusiness,hco_0003,hc_0004,2026-08-01,2026-07-25
hd_0073,Deal 73,default,appointmentscheduled,2406,2026-07-26,newbusiness,hco_0004,hc_0096,2026-03-29,2026-06-17
hd_0074,Deal 74,default,appointmentscheduled,44988,2026-07-08,newbusiness,hco_0024,hc_0004,2026-05-25,2026-05-15
hd_0075,Deal 75,default,appointmentscheduled,34521,2026-08-25,newbusiness,hco_0039,hc_0093,2026-08-13,2026-03-01
hd_0076,Deal 76,default,appointmentscheduled,7502,2026-04-13,newbusiness,hco_0002,hc_0056,2026-05-19,2026-06-06
hd_0077,Deal 77,default,appointmentscheduled,49931,2026-08-06,newbusiness,hco_0023,hc_0043,2026-09-22,2026-01-15
hd_0078,Deal 78,default,appointmentscheduled,9403,2026-04-24,newbusiness,hco_0046,hc_0025,2026-04-22,2026-08-27
hd_0079,Deal 79,default,appointmentscheduled,31582,2026-08-30,newbusiness,hco_0012,hc_0014,2026-05-26,2026-04-09
hd_0080,Deal 80,default,appointmentscheduled,38901,2026-03-28,newbusiness,hco_0029,hc_0018,2026-02-14,2026-01-22
hd_0081,Deal 81,default,appointmentscheduled,41956,2026-07-16,newbusiness,hco_0009,hc_0046,2026-07-22,2026-04-18
hd_0082,Deal 82,default,appointmentscheduled,3314,2026-01-19,newbusiness,hco_0031,hc_0029,2026-08-21,2026-04-18
hd_0083,Deal 83,default,appointmentscheduled,14776,2026-01-29,newbusiness,hco_0004,hc_0070,2026-01-22,2026-06-23
hd_0084,Deal 84,default,appointmentscheduled,26178,2026-09-13,newbusiness,hco_0029,hc_0018,2026-10-12,2026-06-21
hd_0085,Deal 85,default,appointmentscheduled,33778,2026-06-02,newbusiness,hco_0042,hc_0062,2026-03-04,2026-10-01
hd_0086,Deal 86,default,appointmentscheduled,21989,2026-06-28,newbusiness,hco_0038,hc_0019,2026-06-04,2026-07-05
hd_0087,Deal 87,default,appointmentscheduled,28482,2026-08-28,newbusiness,hco_0026,hc_0047,2026-03-28,2026-03-12
hd_0088,Deal 88,default,appointmentscheduled,47648,2026-05-17,newbusiness,hco_0026,hc_0034,2026-04-29,2026-09-03
hd_0089,Deal 89,default,appointmentscheduled,4862,2026-03-07,newbusiness,hco_0034,hc_0043,2026-03-26,2026-01-01
hd_0090,Deal 90,default,appointmentscheduled,8174,2026-01-26,newbusiness,hco_0003,hc_0051,2026-03-12,2026-03-08
hd_0091,Deal 91,default,appointmentscheduled,47085,2026-02-08,newbusiness,hco_0021,hc_0065,2026-06-13,2026-09-22
hd_0092,Deal 92,default,appointmentscheduled,38275,2026-01-21,newbusiness,hco_0007,hc_0034,2026-08-11,2026-04-04
hd_0093,Deal 93,default,appointmentscheduled,42294,2026-07-02,newbusiness,hco_0016,hc_0019,2026-08-09,2026-02-19
hd_0094,Deal 94,default,appointmentscheduled,20979,2026-05-05,newbusiness,hco_0029,hc_0066,2026-10-10,2026-04-07
hd_0095,Deal 95,default,appointmentscheduled,19132,2026-09-04,newbusiness,hco_0025,hc_0041,2026-05-11,2026-07-13
hd_0096,Deal 96,default,appointmentscheduled,11330,2026-01-20,newbusiness,hco_0033,hc_0027,2026-09-29,2026-07-05
hd_0097,Deal 97,default,appointmentscheduled,39898,2026-03-14,newbusiness,hco_0012,hc_0093,2026-10-08,2026-03-17
hd_0098,Deal 98,default,appointmentscheduled,9304,2026-07-01,newbusiness,hco_0011,hc_0015,2026-08-22,2026-07-26
hd_0099,Deal 99,default,appointmentscheduled,34616,2026-09-05,newbusiness,hco_0041,hc_0031,2026-03-02,2026-07-06
hd_0100,Deal 100,default,appointmentscheduled,1220,2026-01-27,newbusiness,hco_0022,hc_0039,2026-06-06,2026-06-07
hd_0101,Deal 101,default,appointmentscheduled,10266,2026-10-07,newbusiness,hco_0009,hc_0002,2026-04-14,2026-05-09
hd_0102,Deal 102,default,appointmentscheduled,13157,2026-02-12,newbusiness,hco_0047,hc_0049,2026-03-01,2026-08-18
hd_0103,Deal 103,default,appointmentscheduled,32146,2026-07-08,newbusiness,hco_0020,hc_0093,2026-02-13,2026-08-02
hd_0104,Deal 104,default,appointmentscheduled,6089,2026-04-16,newbusiness,hco_0035,hc_0061,2026-06-16,2026-09-28
hd_0105,Deal 105,default,appointmentscheduled,4652,2026-07-25,newbusiness,hco_0004,hc_0068,2026-09-25,2026-02-11
hd_0106,Deal 106,default,appointmentscheduled,40944,2026-08-26,newbusiness,hco_0007,hc_0068,2026-06-17,2026-10-12
hd_0107,Deal 107,default,appointmentscheduled,46276,2026-06-09,newbusiness,hco_0015,hc_0033,2026-08-13,2026-08-21
hd_0108,Deal 108,default,appointmentscheduled,46424,2026-01-23,newbusiness,hco_0029,hc_0019,2026-02-20,2026-06-28
hd_0109,Deal 109,default,appointmentscheduled,46548,2026-08-12,newbusiness,hco_0030,hc_0020,2026-03-30,2026-07-17
hd_0110,Deal 110,default,appointmentscheduled,39679,2026-06-05,newbusiness,hco_0017,hc_0016,2026-01-14,2026-07-01
hd_0111,Deal 111,default,appointmentscheduled,34231,2026-01-17,newbusiness,hco_0047,hc_0053,2026-06-18,2026-03-21
hd_0112,Deal 112,default,appointmentscheduled,1456,2026-01-08,newbusiness,hco_0038,hc_0014,2026-10-10,2026-04-03
hd_0113,Deal 113,default,appointmentscheduled,39788,2026-05-23,newbusiness,hco_0011,hc_0013,2026-08-27,2026-09-05
hd_0114,Deal 114,default,appointmentscheduled,31123,2026-10-06,newbusiness,hco_0034,hc_0000,2026-08-07,2026-02-20
hd_0115,Deal 115,default,appointmentscheduled,49034,2026-06-16,newbusiness,hco_0043,hc_0098,2026-02-10,2026-08-29
hd_0116,Deal 116,default,appointmentscheduled,16854,2026-10-04,newbusiness,hco_0048,hc_0028,2026-07-05,2026-07-21
hd_0117,Deal 117,default,appointmentscheduled,26598,2026-08-09,newbusiness,hco_0027,hc_0021,2026-02-08,2026-10-12
hd_0118,Deal 118,default,appointmentscheduled,31812,2026-07-11,newbusiness,hco_0044,hc_0062,2026-03-27,2026-04-27
hd_0119,Deal 119,default,appointmentscheduled,46519,2026-03-14,newbusiness,hco_0024,hc_0009,2026-03-23,2026-03-24
