id,name,displayName,email,avatarUrl,active,admin,teamId,createdAt,updatedAt
lu-ext-27,Marcus Antoine,Marcus,linear.user27@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-28,Leah Dupont,Leah,linear.user28@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-29,Ethan Boateng,Ethan,linear.user29@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-30,Diego Ivanov,Diego,linear.user30@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-31,Lucia Dubois,Lucia,linear.user31@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-32,James Silva,James,linear.user32@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-33,Nina Wallace,Nina,linear.user33@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-34,Ravi Adeyemi,Ravi,linear.user34@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-35,Lucas Patel,Lucas,linear.user35@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-36,Daniel Mbeki,Daniel,linear.user36@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-37,Elena Thompson,Elena,linear.user37@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-38,Kofi Santos,Kofi,linear.user38@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-39,Tariq Fernandez,Tariq,linear.user39@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-40,Diego Haddad,Diego,linear.user40@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-41,Lena Ali,Lena,linear.user41@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-42,Ingrid Bauer,Ingrid,linear.user42@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-43,Grace Osei,Grace,linear.user43@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-44,Sofia Bello,Sofia,linear.user44@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-45,Bianca Petrov,Bianca,linear.user45@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-46,Hassan Sharma,Hassan,linear.user46@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-47,Leah Ahmed,Leah,linear.user47@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-48,Diego Nguyen,Diego,linear.user48@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-49,Ava Vidal,Ava,linear.user49@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-50,Lena Hernandez,Lena,linear.user50@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-51,Lucia Mbeki,Lucia,linear.user51@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-52,Kwame Haddad,Kwame,linear.user52@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-53,Carlos Santos,Carlos,linear.user53@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-54,Kofi Bauer,Kofi,linear.user54@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-55,Nadia Fernandez,Nadia,linear.user55@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-56,Idris Bianchi,Idris,linear.user56@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-57,Nadia Yamada,Nadia,linear.user57@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-58,Chloe Vidal,Chloe,linear.user58@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-59,Sam Hernandez,Sam,linear.user59@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-60,Lucas Park,Lucas,linear.user60@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-61,Bianca Cohen,Bianca,linear.user61@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-62,James Sullivan,James,linear.user62@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-63,Kwame Lindqvist,Kwame,linear.user63@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-64,Kofi Yamada,Kofi,linear.user64@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-65,Liam Novak,Liam,linear.user65@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-66,Isabella Nguyen,Isabella,linear.user66@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-67,Fatima Murphy,Fatima,linear.user67@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-68,Eduardo Osei,Eduardo,linear.user68@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-69,Aisha Rossi,Aisha,linear.user69@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-70,Simon Lindqvist,Simon,linear.user70@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-71,Tariq Serrano,Tariq,linear.user71@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-72,Wei Haddad,Wei,linear.user72@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-73,Leah Adeyemi,Leah,linear.user73@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-74,Kwame Bello,Kwame,linear.user74@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-75,Marcus Fernandez,Marcus,linear.user75@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-76,Reza Murphy,Reza,linear.user76@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-77,Bruno Santos,Bruno,linear.user77@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-78,Victor Yamada,Victor,linear.user78@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-79,Aisha Santos,Aisha,linear.user79@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-80,Ingrid Bianchi,Ingrid,linear.user80@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-81,Aisha Zhang,Aisha,linear.user81@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-82,James Ali,James,linear.user82@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-83,Marisol Yamada,Marisol,linear.user83@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-84,Tariq Kowalski,Tariq,linear.user84@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-85,Fatima Santos,Fatima,linear.user85@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-86,Wei Park,Wei,linear.user86@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-87,Diego Tremblay,Diego,linear.user87@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-88,Lucia Serrano,Lucia,linear.user88@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-89,Grace Vidal,Grace,linear.user89@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-90,Simon Osei,Simon,linear.user90@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-91,Simon Vasquez,Simon,linear.user91@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-92,Lena Bauer,Lena,linear.user92@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-93,Lucas Rivera,Lucas,linear.user93@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-94,Mateo Dubois,Mateo,linear.user94@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-95,Owen Bianchi,Owen,linear.user95@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-96,Farah Yamada,Farah,linear.user96@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-97,Grace Serrano,Grace,linear.user97@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-98,Ravi Osei,Ravi,linear.user98@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-99,Grace Larsson,Grace,linear.user99@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-100,Hassan Okonkwo,Hassan,linear.user100@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-101,Kwame Kowalski,Kwame,linear.user101@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-102,Priya Cohen,Priya,linear.user102@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-103,Mateo Vidal,Mateo,linear.user103@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
lu-ext-104,Nadia Chen,Nadia,linear.user104@ridgewoodcollegiate.ca,,true,false,team-transition,2023-09-01T10:00:00.000Z,2026-12-01T10:00:00.000Z
