id,intent,status,amount_value,currency_code,payee_email,description,create_time
5FT88291AA900107,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Ramos,2024-06-29T00:00:00Z
5FT88291AA900108,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Barrera,2024-07-03T00:00:00Z
5FT88291AA900109,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Valadez,2024-07-07T00:00:00Z
5FT88291AA900110,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Ontiveros,2024-07-11T00:00:00Z
5FT88291AA900111,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Galvan,2024-07-15T00:00:00Z
5FT88291AA900112,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Fuentes,2024-07-19T00:00:00Z
5FT88291AA900113,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Kellog,2024-07-23T00:00:00Z
5FT88291AA900114,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Ledesma,2024-07-27T00:00:00Z
5FT88291AA900115,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Music Ministry - Miguel Ontiveros,2024-07-31T00:00:00Z
5FT88291AA900116,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Uribe,2024-08-04T00:00:00Z
5FT88291AA900117,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Cordero,2024-08-08T00:00:00Z
5FT88291AA900118,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Jasso,2024-08-12T00:00:00Z
5FT88291AA900119,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Yepez,2024-08-16T00:00:00Z
5FT88291AA900120,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Portillo,2024-08-20T00:00:00Z
5FT88291AA900121,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Duenas,2024-08-24T00:00:00Z
5FT88291AA900122,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Iniguez,2024-08-28T00:00:00Z
5FT88291AA900123,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Prayer Shawl Materials - Miguel Muniz,2024-09-01T00:00:00Z
5FT88291AA900124,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Palacios,2024-09-05T00:00:00Z
5FT88291AA900125,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Ramos,2024-09-09T00:00:00Z
5FT88291AA900126,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Serrano,2024-09-13T00:00:00Z
5FT88291AA900127,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Franco,2024-09-17T00:00:00Z
5FT88291AA900128,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Fajardo,2024-09-21T00:00:00Z
5FT88291AA900129,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Delgadillo,2024-09-25T00:00:00Z
5FT88291AA900130,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Gallardo,2024-09-29T00:00:00Z
5FT88291AA900131,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Music Ministry - Miguel Wallace,2024-10-03T00:00:00Z
5FT88291AA900132,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Xochimitl,2024-10-07T00:00:00Z
5FT88291AA900133,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Music Ministry - Miguel Vidal,2024-10-11T00:00:00Z
5FT88291AA900134,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Prayer Shawl Materials - Miguel Hinojos,2024-10-15T00:00:00Z
5FT88291AA900135,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Wong,2024-10-19T00:00:00Z
5FT88291AA900136,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Xochimitl,2024-10-23T00:00:00Z
5FT88291AA900137,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Kellog,2024-10-27T00:00:00Z
5FT88291AA900138,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Jaramillo,2024-10-31T00:00:00Z
5FT88291AA900139,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Christmas Giving Tree - Miguel Fuentes,2024-11-04T00:00:00Z
5FT88291AA900140,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Prayer Shawl Materials - Miguel Jaramillo,2024-11-08T00:00:00Z
5FT88291AA900141,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Chapa,2024-11-12T00:00:00Z
5FT88291AA900142,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Christmas Giving Tree - Miguel Jimenez,2024-11-16T00:00:00Z
5FT88291AA900143,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Tapia,2024-11-20T00:00:00Z
5FT88291AA900144,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Fuentes,2024-11-24T00:00:00Z
5FT88291AA900145,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Uribe,2024-11-28T00:00:00Z
5FT88291AA900146,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Aparicio,2024-12-02T00:00:00Z
5FT88291AA900147,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Music Ministry - Miguel Lozano,2024-12-06T00:00:00Z
5FT88291AA900148,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Prayer Shawl Materials - Miguel Chapa,2024-12-10T00:00:00Z
5FT88291AA900149,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Duran,2024-12-14T00:00:00Z
5FT88291AA900150,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Duenas,2024-12-18T00:00:00Z
5FT88291AA900151,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Prayer Shawl Materials - Miguel Olguin,2024-12-22T00:00:00Z
5FT88291AA900152,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Robles,2024-12-26T00:00:00Z
5FT88291AA900153,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Quiroz,2024-12-30T00:00:00Z
5FT88291AA900154,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Tijerina,2025-01-03T00:00:00Z
5FT88291AA900155,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Duran,2025-01-07T00:00:00Z
5FT88291AA900156,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Lugo,2025-01-11T00:00:00Z
5FT88291AA900157,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Weekly Tithe - Miguel Valadez,2025-01-15T00:00:00Z
5FT88291AA900158,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Hinojos,2025-01-19T00:00:00Z
5FT88291AA900159,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Escamilla,2025-01-23T00:00:00Z
5FT88291AA900160,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Quiroz,2025-01-27T00:00:00Z
5FT88291AA900161,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Chapa,2025-01-31T00:00:00Z
5FT88291AA900162,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Christmas Giving Tree - Miguel Cardenas,2025-02-04T00:00:00Z
5FT88291AA900163,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Zapata,2025-02-08T00:00:00Z
5FT88291AA900164,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Escobedo,2025-02-12T00:00:00Z
5FT88291AA900165,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Aparicio,2025-02-16T00:00:00Z
5FT88291AA900166,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Weekly Tithe - Miguel Aparicio,2025-02-20T00:00:00Z
5FT88291AA900167,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Enriquez,2025-02-24T00:00:00Z
5FT88291AA900168,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Christmas Giving Tree - Miguel Nava,2025-02-28T00:00:00Z
5FT88291AA900169,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Lugo,2025-03-04T00:00:00Z
5FT88291AA900170,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,VBS Fee - Miguel Hinojos,2025-03-08T00:00:00Z
5FT88291AA900171,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Solis,2025-03-12T00:00:00Z
5FT88291AA900172,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Zamora,2025-03-16T00:00:00Z
5FT88291AA900173,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Wallace,2025-03-20T00:00:00Z
5FT88291AA900174,CAPTURE,COMPLETED,125.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Wallace,2025-03-24T00:00:00Z
5FT88291AA900175,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Rangel,2025-03-28T00:00:00Z
5FT88291AA900176,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Quiroz,2025-04-01T00:00:00Z
5FT88291AA900177,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Quintanilla,2025-04-05T00:00:00Z
5FT88291AA900178,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Contreras,2025-04-09T00:00:00Z
5FT88291AA900179,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Lugo,2025-04-13T00:00:00Z
5FT88291AA900180,CAPTURE,COMPLETED,200.00,USD,matt.coleman@Finthesiss.ai,Easter Offering - Miguel Lozano,2025-04-17T00:00:00Z
5FT88291AA900181,CAPTURE,COMPLETED,100.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Ontiveros,2025-04-21T00:00:00Z
5FT88291AA900182,CAPTURE,COMPLETED,150.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Camarena,2025-04-25T00:00:00Z
5FT88291AA900183,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Book Study Fee - Miguel Ledesma,2025-04-29T00:00:00Z
5FT88291AA900184,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Jaramillo,2025-05-03T00:00:00Z
5FT88291AA900185,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Widow Fellowship Contribution - Miguel Quintanilla,2025-05-07T00:00:00Z
5FT88291AA900186,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Building Fund - Miguel Muniz,2025-05-11T00:00:00Z
5FT88291AA900187,CAPTURE,COMPLETED,25.00,USD,matt.coleman@Finthesiss.ai,Retreat Registration - Miguel Muniz,2025-05-15T00:00:00Z
5FT88291AA900188,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Food Pantry Donation - Miguel Cordero,2025-05-19T00:00:00Z
5FT88291AA900189,CAPTURE,COMPLETED,175.00,USD,matt.coleman@Finthesiss.ai,Missions Support - Miguel Bautista,2025-05-23T00:00:00Z
5FT88291AA900190,CAPTURE,COMPLETED,75.00,USD,matt.coleman@Finthesiss.ai,Music Ministry - Miguel Wong,2025-05-27T00:00:00Z
5FT88291AA900191,CAPTURE,COMPLETED,50.00,USD,matt.coleman@Finthesiss.ai,Youth Ministry - Miguel Gallardo,2025-05-31T00:00:00Z
