id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
800049,El Malpais boundary hike #50,Run,5398,3585,2508,322,3.06,2026-02-12T23:18:32Z,4,20
800050,Red Rock loop,TrailRun,13329,4601,6487,130,2.38,2024-09-30T21:48:13Z,10,11
800051,Bluewater Lake loop,Hike,12394,5866,2527,349,1.94,2024-11-02T09:32:56Z,10,21
800052,El Malpais boundary hike,TrailRun,7692,6076,6677,89,2.86,2025-02-28T00:27:09Z,8,20
800053,Church Rock hike,Walk,8442,2334,5247,177,2.74,2026-04-10T12:20:57Z,1,24
800054,Fort Wingate trail,Hike,3022,6655,5908,83,1.64,2024-10-27T05:00:57Z,10,15
800055,Sunday morning walk,TrailRun,15345,2751,6504,238,1.79,2025-10-14T20:31:59Z,1,27
800056,Kai training run #57,TrailRun,16470,4378,6951,282,1.99,2024-09-18T19:30:50Z,11,26
800057,Copper trail,Hike,15974,5757,7011,252,3.27,2025-10-14T21:15:53Z,8,11
800058,Gallup dawn 5k,Walk,7041,2707,7459,341,2.64,2026-02-09T00:57:21Z,12,3
800059,Copper trail,Walk,4384,4353,3387,100,3.2,2024-09-29T02:12:02Z,4,10
800060,El Malpais boundary hike,Hike,5673,2490,2429,322,3.31,2026-04-29T17:25:17Z,9,6
800061,Fort Wingate trail #62,TrailRun,14709,4175,2276,161,2.69,2025-11-07T00:05:28Z,5,27
800062,Zuni Mountains ridge line #63,Walk,17998,3136,6538,147,2.53,2026-03-22T22:34:59Z,7,3
800063,El Malpais boundary hike,Walk,8832,3896,4218,54,3.27,2026-05-27T04:31:57Z,10,24
800064,Copper trail #65,Walk,7696,2564,3165,272,2.02,2025-06-05T21:56:31Z,1,18
800065,El Malpais boundary hike,Walk,3568,3995,4215,128,1.94,2025-02-18T09:10:52Z,2,22
800066,Sunday morning walk #67,Hike,14581,6884,5284,311,3.2,2025-08-04T20:17:20Z,7,26
800067,Sunday morning walk #68,Walk,5500,4733,4010,103,1.57,2024-10-03T00:52:17Z,7,16
800068,Fort Wingate trail,Run,5353,3400,5059,123,2.15,2024-12-31T05:11:37Z,6,17
800069,Copper trail,Run,7557,6587,6606,261,3.24,2025-08-30T10:33:11Z,12,16
800070,Copper trail #71,Walk,17563,2850,6385,147,2.75,2025-08-08T14:34:16Z,0,21
800071,Kai training run,Walk,13854,3587,3131,362,3.55,2026-02-21T22:28:15Z,9,15
800072,Zuni Mountains ridge line,Walk,7893,4347,7488,299,1.34,2024-12-05T09:28:56Z,5,26
800073,Copper trail #74,Hike,3492,2078,2059,155,1.8,2025-07-31T07:10:27Z,5,16
800074,Sunday morning walk #75,Run,9062,3797,4635,204,1.17,2025-07-11T06:18:14Z,10,9
800075,El Malpais boundary hike #76,Run,13992,4950,4438,305,1.19,2025-06-10T16:52:31Z,6,20
800076,Gallup dawn 5k,Walk,4310,5340,2739,390,3.49,2025-11-25T19:17:34Z,11,14
800077,Bluewater Lake loop,Walk,11053,4353,3060,148,2.46,2024-10-26T09:30:23Z,3,11
800078,Church Rock hike #79,Walk,2713,2280,4362,257,2.25,2025-11-07T19:04:57Z,6,25
800079,Kai training run,TrailRun,9171,6684,3366,347,3.3,2024-07-25T08:40:26Z,7,1
800080,Kai training run,Walk,16927,6355,4131,149,3.01,2025-04-13T22:31:53Z,4,16
800081,Fort Wingate trail,Hike,12123,6931,7353,116,3.54,2025-01-18T00:00:57Z,2,18
800082,El Malpais boundary hike,Run,10900,5224,4424,214,3.04,2025-11-06T13:35:27Z,12,10
800083,Zuni Mountains ridge line #84,Hike,10847,2845,3770,149,1.66,2026-04-20T14:28:44Z,9,16
800084,Kai training run,Run,3085,4649,2030,101,1.56,2024-09-09T07:02:47Z,6,4
800085,Kai training run #86,Walk,2607,6078,6525,162,1.3,2026-04-18T23:23:47Z,6,22
800086,Church Rock hike,Run,11760,3413,5487,138,1.86,2025-11-03T01:48:50Z,11,24
800087,Kai training run #88,Hike,6337,6487,5775,76,1.92,2024-11-23T08:15:29Z,7,7
800088,Sunday morning walk,Hike,17879,3689,2920,132,1.77,2024-10-21T23:08:35Z,2,6
800089,Sunday morning walk #90,TrailRun,16274,2399,2556,148,1.46,2025-05-12T09:07:52Z,5,8
800090,Bluewater Lake loop,Run,10721,5083,2828,40,1.37,2025-09-08T23:45:59Z,10,27
800091,Kai training run,Hike,12785,3785,5728,349,1.31,2025-06-22T01:54:23Z,0,18
800092,Church Rock hike,Hike,16043,7184,5322,162,1.16,2024-11-23T00:14:34Z,6,1
800093,Gallup dawn 5k,Walk,3631,5352,7299,129,1.79,2025-08-13T04:28:25Z,7,15
800094,Fort Wingate trail,Hike,14821,3209,7230,166,2.6,2026-03-22T11:51:27Z,3,12
