id,invoice_number,status,recipient_email,amount_value,currency_code,due_date,note
inv_041,invo_031,INV-2026-106,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-08-14
inv_042,invo_032,INV-2026-107,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-06-15
inv_043,invo_033,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-09-14
inv_044,invo_034,INV-2026-106,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-09-26
inv_045,invo_035,INV-2026-101,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-27
inv_046,invo_036,INV-2026-107,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-08-22
inv_047,invo_037,INV-2026-109,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-11
inv_048,invo_038,INV-2026-106,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-01
inv_049,invo_039,INV-2026-107,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-07-16
inv_050,invo_040,INV-2026-101,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-08-26
inv_051,invo_041,INV-2026-110,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-08-26
inv_052,invo_042,INV-2026-108,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-15
inv_053,invo_043,INV-2026-104,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-06-22
inv_054,invo_044,INV-2026-107,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-08-18
inv_055,invo_045,INV-2026-110,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-06-17
inv_056,invo_046,INV-2026-107,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-11-24
inv_057,invo_047,INV-2026-110,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-08
inv_058,invo_048,INV-2026-106,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-11-09
inv_059,invo_049,INV-2026-110,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-07-26
inv_060,invo_050,INV-2026-108,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-09-19
inv_061,invo_051,INV-2026-109,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-09-27
inv_062,invo_052,INV-2026-109,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-11-03
inv_063,invo_053,INV-2026-101,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-07-12
inv_064,invo_054,INV-2026-109,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-22
inv_065,invo_055,INV-2026-101,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-06-01
inv_066,invo_056,INV-2026-103,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-06-21
inv_067,invo_057,INV-2026-110,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-10-22
inv_068,invo_058,INV-2026-110,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-10-05
inv_069,invo_059,INV-2026-103,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-04
inv_070,invo_060,INV-2026-108,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-21
inv_071,invo_061,INV-2026-105,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-07-01
inv_072,invo_062,INV-2026-110,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-10-24
inv_073,invo_063,INV-2026-104,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-25
inv_074,invo_064,INV-2026-101,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-10-06
inv_075,invo_065,INV-2026-101,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-08-10
inv_076,invo_066,INV-2026-102,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-17
inv_077,invo_067,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-09-14
inv_078,invo_068,INV-2026-107,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-07-08
inv_079,invo_069,INV-2026-105,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-11-08
inv_080,invo_070,INV-2026-108,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-04
inv_081,invo_071,INV-2026-103,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-07-27
inv_082,invo_072,INV-2026-107,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-09-03
inv_083,invo_073,INV-2026-109,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-06-04
inv_084,invo_074,INV-2026-106,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-10
inv_085,invo_075,INV-2026-104,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-10-18
inv_086,invo_076,INV-2026-106,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-09-08
inv_087,invo_077,INV-2026-102,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-06-16
inv_088,invo_078,INV-2026-105,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-06-08
inv_089,invo_079,INV-2026-105,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-07-10
inv_090,invo_080,INV-2026-109,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-08-24
inv_091,invo_081,INV-2026-104,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-10-19
inv_092,invo_082,INV-2026-102,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-08-13
inv_093,invo_083,INV-2026-102,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-08-28
inv_094,invo_084,INV-2026-101,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-09-03
inv_095,invo_085,INV-2026-101,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-03
inv_096,invo_086,INV-2026-104,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-07-06
inv_097,invo_087,INV-2026-102,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-09-14
inv_098,invo_088,INV-2026-104,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-22
inv_099,invo_089,INV-2026-108,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-10-12
inv_100,invo_090,INV-2026-110,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-08
inv_101,invo_091,INV-2026-101,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-10-06
inv_102,invo_092,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-10-09
inv_103,invo_093,INV-2026-104,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-08-15
inv_104,invo_094,INV-2026-101,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-06-22
inv_105,invo_095,INV-2026-107,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-08-05
inv_106,invo_096,INV-2026-110,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-11-11
inv_107,invo_097,INV-2026-103,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-11-11
inv_108,invo_098,INV-2026-105,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-07-02
inv_109,invo_099,INV-2026-105,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-07-13
inv_110,invo_100,INV-2026-105,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-07-21
inv_111,invo_101,INV-2026-105,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-10-10
inv_112,invo_102,INV-2026-104,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-01
inv_113,invo_103,INV-2026-102,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-09
inv_114,invo_104,INV-2026-103,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-11-19
inv_115,invo_105,INV-2026-103,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-28
inv_116,invo_106,INV-2026-102,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-11-17
inv_117,invo_107,INV-2026-101,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-08-08
inv_118,invo_108,INV-2026-104,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-10-18
inv_119,invo_109,INV-2026-102,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-18
inv_120,invo_110,INV-2026-107,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-10-26
inv_121,invo_111,INV-2026-107,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-09-21
inv_122,invo_112,INV-2026-105,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-11-14
inv_123,invo_113,INV-2026-101,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-25
inv_124,invo_114,INV-2026-101,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-10-27
inv_125,invo_115,INV-2026-105,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-14
inv_126,invo_116,INV-2026-109,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-11-06
inv_127,invo_117,INV-2026-103,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-15
inv_128,invo_118,INV-2026-109,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-08-19
inv_129,invo_119,INV-2026-102,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-09-03
inv_130,invo_120,INV-2026-106,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-10-04
inv_131,invo_121,INV-2026-109,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-06-23
inv_132,invo_122,INV-2026-108,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-03
inv_133,invo_123,INV-2026-108,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-10-19
inv_134,invo_124,INV-2026-110,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-08-12
inv_135,invo_125,INV-2026-107,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-11-09
inv_136,invo_126,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-10-26
inv_137,invo_127,INV-2026-107,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-02
inv_138,invo_128,INV-2026-106,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-06-21
inv_139,invo_129,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-08-21
inv_140,invo_130,INV-2026-101,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-05
inv_141,invo_131,INV-2026-104,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-08-02
inv_142,invo_132,INV-2026-107,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-08-10
inv_143,invo_133,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-11-06
inv_144,invo_134,INV-2026-104,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-10-11
inv_145,invo_135,INV-2026-108,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-07-23
inv_146,invo_136,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-06-09
inv_147,invo_137,INV-2026-101,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-28
inv_148,invo_138,INV-2026-109,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-10-26
inv_149,invo_139,INV-2026-110,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-06-03
inv_150,invo_140,INV-2026-106,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-10-18
inv_151,invo_141,INV-2026-104,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-06-09
inv_152,invo_142,INV-2026-101,413.82,USD,Various,angela.pham@Finthesiss.ai,2026-11-21
inv_153,invo_143,INV-2026-108,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-08-16
inv_154,invo_144,INV-2026-101,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-10-25
inv_155,invo_145,INV-2026-105,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-09-03
inv_156,invo_146,INV-2026-104,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-11-04
inv_157,invo_147,INV-2026-110,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-11-16
inv_158,invo_148,INV-2026-108,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-11-05
inv_159,invo_149,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-10-07
inv_160,invo_150,INV-2026-107,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-11-27
inv_161,invo_151,INV-2026-103,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-11-14
inv_162,invo_152,INV-2026-108,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-11-21
inv_163,invo_153,INV-2026-105,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-10-19
inv_164,invo_154,INV-2026-103,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-09-12
inv_165,invo_155,INV-2026-110,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-08-19
inv_166,invo_156,INV-2026-104,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-07-05
inv_167,invo_157,INV-2026-104,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-11-02
inv_168,invo_158,INV-2026-102,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-08-19
inv_169,invo_159,INV-2026-102,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-08-21
inv_170,invo_160,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-09-08
inv_171,invo_161,INV-2026-107,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-07-02
inv_172,invo_162,INV-2026-106,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-10-15
inv_173,invo_163,INV-2026-108,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-06-21
inv_174,invo_164,INV-2026-107,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-09-16
inv_175,invo_165,INV-2026-110,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-10-22
inv_176,invo_166,INV-2026-108,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-08-22
inv_177,invo_167,INV-2026-105,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-08-27
inv_178,invo_168,INV-2026-105,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-08-14
inv_179,invo_169,INV-2026-105,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-07-14
inv_180,invo_170,INV-2026-103,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-07-08
inv_181,invo_171,INV-2026-104,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-06-02
inv_182,invo_172,INV-2026-109,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-10-16
inv_183,invo_173,INV-2026-108,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-08-19
inv_184,invo_174,INV-2026-107,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-08-15
inv_185,invo_175,INV-2026-101,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-08-18
inv_186,invo_176,INV-2026-107,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-08-11
inv_187,invo_177,INV-2026-107,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-10-21
inv_188,invo_178,INV-2026-109,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-06-22
inv_189,invo_179,INV-2026-106,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-10
inv_190,invo_180,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-07-27
inv_191,invo_181,INV-2026-110,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-07-03
inv_192,invo_182,INV-2026-107,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-08-19
inv_193,invo_183,INV-2026-110,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-13
inv_194,invo_184,INV-2026-101,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-11-17
inv_195,invo_185,INV-2026-106,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-11-13
inv_196,invo_186,INV-2026-108,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-10
inv_197,invo_187,INV-2026-102,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-21
inv_198,invo_188,INV-2026-107,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-09-23
inv_199,invo_189,INV-2026-102,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-08-04
inv_200,invo_190,INV-2026-109,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-08-25
inv_201,invo_191,INV-2026-110,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-09-02
inv_202,invo_192,INV-2026-107,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-06-17
inv_203,invo_193,INV-2026-108,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-06-01
inv_204,invo_194,INV-2026-101,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-13
inv_205,invo_195,INV-2026-108,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-09-13
inv_206,invo_196,INV-2026-106,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-11-09
inv_207,invo_197,INV-2026-102,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-04
inv_208,invo_198,INV-2026-101,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-08-23
inv_209,invo_199,INV-2026-102,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-08-28
inv_210,invo_200,INV-2026-105,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-07-22
inv_211,invo_201,INV-2026-102,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-10-23
inv_212,invo_202,INV-2026-106,102.63,USD,Various,angela.pham@Finthesiss.ai,2026-11-23
inv_213,invo_203,INV-2026-103,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-08-25
inv_214,invo_204,INV-2026-103,220.19,USD,Various,angela.pham@Finthesiss.ai,2026-10-27
inv_215,invo_205,INV-2026-101,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-09-11
inv_216,invo_206,INV-2026-110,349.1,USD,Various,angela.pham@Finthesiss.ai,2026-06-21
inv_217,invo_207,INV-2026-108,101.95,USD,Various,angela.pham@Finthesiss.ai,2026-07-02
inv_218,invo_208,INV-2026-105,333.85,USD,Various,angela.pham@Finthesiss.ai,2026-07-03
inv_219,invo_209,INV-2026-109,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-09-28
inv_220,invo_210,INV-2026-101,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-10-02
inv_221,invo_211,INV-2026-106,451.22,USD,Various,angela.pham@Finthesiss.ai,2026-06-17
inv_222,invo_212,INV-2026-109,495.9,USD,Various,angela.pham@Finthesiss.ai,2026-06-18
inv_223,invo_213,INV-2026-103,472.96,USD,Various,angela.pham@Finthesiss.ai,2026-07-22
inv_224,invo_214,INV-2026-106,437.13,USD,Various,angela.pham@Finthesiss.ai,2026-09-26
