id,thread_id,from_addr,to_addr,cc_addr,subject,snippet,body,date,internal_date,size_estimate,labels,is_unread,is_starred
msg_00067,thr_00067,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,FYI - Q4 division planning session moved to 12/4 (thread 3),Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,Reminder: division planning session firmed up for Dec 4. Your slot: 10-11 AM.,2026-01-04T23:26:00Z,1730241200000,1401,Grants/WAITA,False,False
msg_00068,thr_00068,Backcountry Photog Slack <no-reply@slack.com>,clark.jessup.mt@gmail.com,,3 replies on your trip report: 'Nov Highline conditions' (thread 3),"Reply thread updates from Priya, Rachel, and Ted.","Reply thread updates from Priya, Rachel, and Ted.",2026-02-07T05:23:00Z,1730244800000,1404,INBOX,False,False
msg_00069,thr_00069,REI Orders <orders@rei.com>,clark.jessup.mt@gmail.com,,Order shipped - Patagonia R2 fleece (thread 3),"Your Patagonia R2 (M, Woolly Blue) shipped today.","Your Patagonia R2 (M, Woolly Blue) shipped today.",2026-05-14T13:06:00Z,1730248400000,1407,INBOX,False,False
msg_00070,thr_00070,Patagonia <orders@patagonia.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Warranty repair complete - shell jacket (thread 3),Your Torrentshell repair is complete and shipping back.,Your Torrentshell repair is complete and shipping back.,2026-03-02T08:57:00Z,1730252000000,1410,INBOX,True,False
msg_00071,thr_00071,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Special order in: Braiding Sweetgrass (Kimmerer) (thread 3),Your special order arrived. Ready for pickup this week.,Your special order arrived. Ready for pickup this week.,2025-10-31T22:02:00Z,1730255600000,1413,INBOX,False,False
msg_00072,thr_00072,Ranger Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,,Please loop me on route reconciliation approach (thread 3),Send me the working notes when you have them.,Send me the working notes when you have them.,2026-08-19T11:00:00Z,1730259200000,1416,Grants/WAITA,False,False
msg_00073,thr_00073,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Shift coverage - Dec 12 evening program? (thread 3),Can you cover my evening slot Dec 12 in exchange?,Can you cover my evening slot Dec 12 in exchange?,2026-07-31T03:36:00Z,1730262800000,1419,INBOX,False,False
msg_00074,thr_00074,Ted McAllister <ted.mcallister@gmail.com>,clark.jessup.mt@gmail.com,,Yellowstone route logs archive - box link (thread 3),Sent you the 2019-2022 Box link with the reconciled route notes.,Sent you the 2019-2022 Box link with the reconciled route notes.,2026-02-19T10:43:00Z,1730266400000,1422,INBOX,False,False
msg_00075,thr_00075,Priya Sundaram <priya.sundaram@gmail.com>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Dark-sky forecast for Dec 4 Waxing Cresent event (thread 3),Weather looks marginal - checking Dec 5 backup.,Weather looks marginal - checking Dec 5 backup.,2026-05-23T03:08:00Z,1730270000000,1425,INBOX,False,False
msg_00076,thr_00076,Amelia Chen <amelia.chen.photo@gmail.com>,clark.jessup.mt@gmail.com,,Missoula print show wrap-up - your night sky prints (thread 3),Show wrapped. Four of your prints sold. Check attached inventory.,Show wrapped. Four of your prints sold. Check attached inventory.,2026-07-31T19:30:00Z,1730273600000,1428,INBOX,False,False
msg_00077,thr_00077,Bookshelf Kalispell <hello@bookshelfkalispell.com>,clark.jessup.mt@gmail.com,,Robin Wall Kimmerer author event - Feb 2027 (thread 3),"Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?","Kimmerer scheduled in Missoula Feb 24, 2027. Want a hold on tickets?",2025-10-24T03:07:00Z,1730277200000,1431,INBOX,True,False
msg_00078,thr_00078,Glacier Federal Credit Union <alerts@glacierfcu.org>,clark.jessup.mt@gmail.com,,Monthly statement available (thread 3),Your monthly statement is ready to view via the member portal.,Your monthly statement is ready to view via the member portal.,2026-04-13T06:03:00Z,1730280800000,1434,INBOX,False,True
msg_00079,thr_00079,Dr. Ben Alvarado <balvarado@flatheadfp.com>,clark.jessup.mt@gmail.com,,Annual physical - reminder to schedule (thread 3),It's been about 11 months. Please schedule at your convenience.,It's been about 11 months. Please schedule at your convenience.,2026-09-12T11:01:00Z,1730284400000,1437,INBOX,False,False
msg_00080,thr_00080,Diane Howell <dhowell@nps.gov>,clark.jessup.mt@gmail.com,neil.petrovic.mt@gmail.com,Winter interp package - Dec 4 planning session (thread 4),Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,Clark - looking forward to your winter interp package by Dec 3. This ties into the advancement conversation. -Diane,2026-01-04T10:09:00Z,1730288000000,1440,Grants/WAITA,False,False
msg_00081,thr_00081,Neil Petrovic <neil.petrovic.mt@gmail.com>,clark.jessup.mt@gmail.com,,Sat climb weather window? (thread 4),"Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil","Kootenai forecast looks OK Saturday, ridgeline winds forecast 15-20. You in? -Neil",2026-01-07T11:42:00Z,1730291600000,1443,INBOX,False,False
msg_00082,thr_00082,Josie Firth <josie.firth.whitefish@gmail.com>,clark.jessup.mt@gmail.com,,Whitefish Divide - ice conditions (thread 4),Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,Ridge is glazed. Crampons needed. Bring the shorter pickets. -Josie,2026-06-07T04:34:00Z,1730295200000,1446,INBOX,False,False
msg_00083,thr_00083,Emma Jessup <emma.jessup.helena@gmail.com>,clark.jessup.mt@gmail.com,,Aiden's hiking photos - Dropbox (thread 4),Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,Uploaded Aiden's Elephant Peak set. Sophie added drawings too. -Em,2026-04-18T02:15:00Z,1730298800000,1449,Family,False,False
