id,type,title,username,first_name,last_name,description,member_count
1087,private,,hect_ram160,Hector,Ramirez,,2
1088,private,,hect_agu31,Hector,Aguilar,,2
-200689,group,Recuerdos Abuelita 89,,,,Family/community group,9
1090,private,,bles_car179,Blessing,Cardenas,,2
1091,private,,moni_per60,Monica,Peralta,,2
1092,private,,aish_mar80,Aisha,Marchetti,,2
-200693,group,Vecinos Chapalita 93,,,,Family/community group,11
1094,private,,toma_cho158,Tomas,Cho,,2
-200695,supergroup,Recuerdos Abuelita 95,,,,Family/community group,19
-200696,group,Recuerdos Abuelita 96,,,,Family/community group,20
-200697,supergroup,Recuerdos Abuelita 97,,,,Family/community group,5
1098,private,,bles_nai66,Blessing,Nair,,2
1099,private,,javi_nai20,Javier,Nair,,2
1100,private,,sign_del58,Signal,Delgado,,2
1101,private,,lore_fue111,Lorena,Fuentes,,2
1102,private,,nina_car14,Nina,Cardenas,,2
-200703,group,Vecinos Chapalita 103,,,,Family/community group,5
-200704,supergroup,Primos GDL 104,,,,Family/community group,9
-200705,supergroup,Vecinos Chapalita 105,,,,Family/community group,3
1106,private,,bles_car179,Blessing,Cardenas,,2
1107,private,,bles_veg132,Blessing,Vega,,2
-200708,group,Vecinos Chapalita 108,,,,Family/community group,10
1109,private,,leah_gut69,Leah,Gutierrez,,2
1110,private,,marc_sal193,Marcus,Salazar,,2
-200711,supergroup,Primos GDL 111,,,,Family/community group,7
1112,private,,wei_cor90,Wei,Cortes,,2
1113,private,,nata_fue54,Natalia,Fuentes,,2
1114,private,,leah_gut69,Leah,Gutierrez,,2
-200715,group,Primos GDL 115,,,,Family/community group,11
1116,private,,sofi_bel44,Sofia,Beltran,,2
1117,private,,beat_rey77,Beatriz,Reyes,,2
-200718,group,Vecinos Chapalita 118,,,,Family/community group,17
1119,private,,jord_bel108,Jordan,Beltran,,2
1120,private,,gabr_rio45,Gabriel,Rios,,2
1121,private,,fern_jim51,Fernando,Jimenez,,2
-200722,group,Recuerdos Abuelita 122,,,,Family/community group,10
-200723,supergroup,Familia Serrano 123,,,,Family/community group,3
-200724,group,Primos GDL 124,,,,Family/community group,9
-200725,group,Recuerdos Abuelita 125,,,,Family/community group,15
-200726,group,Primos GDL 126,,,,Family/community group,13
-200727,group,Primos GDL 127,,,,Family/community group,9
-200728,group,Recuerdos Abuelita 128,,,,Family/community group,15
1129,private,,dani_rio41,Daniel,Rios,,2
1130,private,,emil_coh150,Emilio,Cohen,,2
-200731,group,Primos GDL 131,,,,Family/community group,5
-200732,supergroup,Recuerdos Abuelita 132,,,,Family/community group,20
-200733,supergroup,Primos GDL 133,,,,Family/community group,7
-200734,supergroup,Familia Serrano 134,,,,Family/community group,7
1135,private,,dieg_jim63,Diego,Jimenez,,2
-200736,group,Recuerdos Abuelita 136,,,,Family/community group,17
1137,private,,adri_agu114,Adriana,Aguilar,,2
1138,private,,rach_rey32,Rachel,Reyes,,2
1139,private,,javi_nai27,Javier,Nair,,2
-200740,group,Vecinos Chapalita 140,,,,Family/community group,11
-200741,group,Recuerdos Abuelita 141,,,,Family/community group,16
1142,private,,dieg_zam88,Diego,Zamora,,2
-200743,group,Primos GDL 143,,,,Family/community group,16
1144,private,,dieg_jim63,Diego,Jimenez,,2
1145,private,,marco_d,Marco,Delgado,,2
1146,private,,moni_oka104,Monica,Okafor,,2
1147,private,,paol_mor194,Paola,Morales,,2
-200748,supergroup,Familia Serrano 148,,,,Family/community group,11
1149,private,,aish_mar80,Aisha,Marchetti,,2
1150,private,,gabr_mor159,Gabriel,Morales,,2
1151,private,,dieg_jim63,Diego,Jimenez,,2
1152,private,,rafa_kow73,Rafael,Kowalski,,2
-200753,supergroup,Primos GDL 153,,,,Family/community group,12
1154,private,,isab_par134,Isabel,Park,,2
1155,private,,ana_cor195,Ana,Cortes,,2
1156,private,,nata_jim70,Natalia,Jimenez,,2
1157,private,,javi_bel125,Javier,Beltran,,2
-200758,group,Recuerdos Abuelita 158,,,,Family/community group,18
1159,private,,priy_men53,Priya,Mendoza,,2
1160,private,,dani_rio41,Daniel,Rios,,2
1161,private,,moni_cor187,Monica,Cortes,,2
-200762,group,Vecinos Chapalita 162,,,,Family/community group,8
-200763,group,Vecinos Chapalita 163,,,,Family/community group,6
-200764,supergroup,Familia Serrano 164,,,,Family/community group,14
-200765,group,Primos GDL 165,,,,Family/community group,9
1166,private,,ana_nai109,Ana,Nair,,2
-200767,group,Familia Serrano 167,,,,Family/community group,11
-200768,group,Primos GDL 168,,,,Family/community group,7
1169,private,,isab_pat145,Isabel,Patel,,2
1170,private,,kevi_gut72,Kevin,Gutierrez,,2
-200771,supergroup,Primos GDL 171,,,,Family/community group,11
-200772,supergroup,Recuerdos Abuelita 172,,,,Family/community group,17
1173,private,,sign_del58,Signal,Delgado,,2
1174,private,,kevi_par46,Kevin,Park,,2
-200775,supergroup,Familia Serrano 175,,,,Family/community group,6
-200776,group,Vecinos Chapalita 176,,,,Family/community group,18
-200777,group,Familia Serrano 177,,,,Family/community group,3
1178,private,,bles_veg132,Blessing,Vega,,2
1179,private,,isab_pat145,Isabel,Patel,,2
1180,private,,rena_nai138,Renata,Nair,,2
-200781,group,Recuerdos Abuelita 181,,,,Family/community group,7
-200782,supergroup,Familia Serrano 182,,,,Family/community group,6
1183,private,,dani_rio41,Daniel,Rios,,2
-200784,supergroup,Primos GDL 184,,,,Family/community group,20
1185,private,,alej_zam61,Alejandro,Zamora,,2
1186,private,,rosa_men99,Rosa,Mendoza,,2
-200787,group,Primos GDL 187,,,,Family/community group,7
1188,private,,beat_rey77,Beatriz,Reyes,,2
1189,private,,beat_cam165,Beatriz,Campos,,2
1190,private,,bles_nai66,Blessing,Nair,,2
1191,private,,paol_con59,Paola,Contreras,,2
1192,private,,bles_veg132,Blessing,Vega,,2
1193,private,,rosa_mar175,Rosa,Marchetti,,2
1194,private,,moni_rio17,Monica,Rios,,2
1195,private,,serg_sol26,Sergio,Solis,,2
1196,private,,este_nai178,Esteban,Nair,,2
1197,private,,javi_pat38,Javier,Patel,,2
-200798,supergroup,Recuerdos Abuelita 198,,,,Family/community group,4
1199,private,,gabr_kow140,Gabriel,Kowalski,,2
1200,private,,lore_esc200,Lorena,Escobar,,2
-200801,group,Primos GDL 201,,,,Family/community group,4
-200802,supergroup,Familia Serrano 202,,,,Family/community group,6
-200803,supergroup,Familia Serrano 203,,,,Family/community group,11
1204,private,,adri_pat64,Adriana,Patel,,2
1048-x1,private,,hana_fue98,Hana,Fuentes,,2
1200-x2,group,Primos GDL 33,,,,Family/community group,16
-200784-x3,private,,dani_rio41,Daniel,Rios,,2
1196-x4,group,Primos GDL 143,,,,Family/community group,16
-200693-x5,group,Recuerdos Abuelita 45,,,,Family/community group,4
1170-x6,private,,sofi_bel44,Sofia,Beltran,,2
1082-x7,private,,rafa_men147,Rafael,Mendoza,,2
1186-x8,group,Vecinos Chapalita 140,,,,Family/community group,11
1174-x9,supergroup,Recuerdos Abuelita 172,,,,Family/community group,17
1083-x10,group,Vecinos Chapalita 103,,,,Family/community group,5
-200705-x11,private,,cami_jim176,Camila,Jimenez,,2
-200663-x12,group,Vecinos Chapalita 52,,,,Family/community group,3
-200726-x13,group,Primos GDL 165,,,,Family/community group,9
1146-x14,group,Vecinos Chapalita 9,,,,Family/community group,18
-200663-x15,group,Primos GDL 51,,,,Family/community group,19
1194-x16,private,,kevi_cis52,Kevin,Cisneros,,2
-200718-x17,private,,isab_pat145,Isabel,Patel,,2
-200659-x18,group,Primos GDL 127,,,,Family/community group,9
-200500-x19,private,,aish_mar80,Aisha,Marchetti,,2
-200736-x20,private,,bles_car179,Blessing,Cardenas,,2
-200801-x21,group,Recuerdos Abuelita 158,,,,Family/community group,18
-200603-x22,private,,paol_mor194,Paola,Morales,,2
-200753-x23,private,,marc_sal193,Marcus,Salazar,,2
1082-x24,private,,marc_sal193,Marcus,Salazar,,2
-200659-x25,private,,bles_nai66,Blessing,Nair,,2
1037-x26,supergroup,Familia Serrano 182,,,,Family/community group,6
-200734-x27,private,,hect_agu31,Hector,Aguilar,,2
1146-x28,supergroup,Primos GDL 153,,,,Family/community group,12
-200615-x29,group,Vecinos Chapalita 176,,,,Family/community group,18
1137-x30,private,,paol_mor194,Paola,Morales,,2
1157-x31,group,Recuerdos Abuelita 96,,,,Family/community group,20
1056-x32,private,,gabr_rio45,Gabriel,Rios,,2
-200625-x33,private,,aish_mar80,Aisha,Marchetti,,2
1138-x34,private,,beat_rey77,Beatriz,Reyes,,2
1067-x35,private,,dani_rio41,Daniel,Rios,,2
1011-x36,private,,javi_bel125,Javier,Beltran,,2
