conversation_id,wa_id,started_at,last_message_at,origin,within_24h_window
conv_afc77d071f13,14851407496,2025-01-20T22:38:00Z,2026-02-15T22:38:00Z,service,true
conv_b1ac1877cc0c,17243966184,2025-07-30T18:20:00Z,2025-11-26T18:20:00Z,business_initiated,true
conv_28d0dd27bdf6,19989956803,2026-01-20T12:38:00Z,2026-06-28T12:38:00Z,marketing,true
conv_1d27c8be08ba,13631290146,2025-11-09T22:11:00Z,2025-11-19T22:11:00Z,user_initiated,true
conv_b7f3d2a1a1ff,15110863175,2025-09-14T22:15:00Z,2026-10-14T22:15:00Z,service,false
conv_4165c08e74aa,14534833786,2025-07-01T15:24:00Z,2026-04-05T15:24:00Z,user_initiated,false
conv_59f741536b47,15547965096,2025-07-09T19:59:00Z,2025-12-01T19:59:00Z,service,false
conv_ef9646f2f4aa,14638633622,2025-01-20T10:56:00Z,2025-11-13T10:56:00Z,business_initiated,false
conv_8d0a66b1b3c6,10561617499,2026-05-07T11:00:00Z,2026-07-14T11:00:00Z,marketing,true
conv_8b0f4a441457,18383612045,2025-12-05T08:45:00Z,2026-09-05T08:45:00Z,user_initiated,false
conv_a7b9a04684e5,11300050671,2026-06-01T22:39:00Z,2027-03-27T22:39:00Z,business_initiated,false
conv_10661eb13fe1,14101867225,2026-01-16T12:01:00Z,2027-01-16T12:01:00Z,service,true
conv_3b05174a0253,17633523420,2026-06-10T18:44:00Z,2027-01-13T18:44:00Z,service,true
conv_794544897e58,15512330797,2025-09-03T13:18:00Z,2026-05-02T13:18:00Z,marketing,true
conv_9b7386c223f9,17035550301,2025-09-08T12:28:00Z,2026-03-03T12:28:00Z,marketing,true
conv_0b3148ee23f5,12921639451,2025-05-12T21:23:00Z,2026-02-27T21:23:00Z,marketing,false
conv_08dfdfa5e67f,15061903939,2026-05-24T18:51:00Z,2027-05-27T18:51:00Z,business_initiated,true
conv_f30d9b23aac0,17053789814,2026-02-20T11:52:00Z,2026-03-19T11:52:00Z,business_initiated,false
conv_51655f7ccff1,10085178691,2026-05-26T06:22:00Z,2026-07-23T06:22:00Z,business_initiated,true
conv_d8da7fb8e82e,11803999511,2026-04-28T09:20:00Z,2027-01-29T09:20:00Z,service,false
conv_70527ac11bf6,15205635681,2025-05-10T21:21:00Z,2026-04-17T21:21:00Z,service,true
conv_72af352cc8a2,18957898930,2026-08-17T16:59:00Z,2026-09-04T16:59:00Z,marketing,true
conv_93f7f03b02f7,15550047898,2026-03-28T16:12:00Z,2026-05-02T16:12:00Z,business_initiated,false
conv_d43ae007230f,15629154916,2026-05-23T15:37:00Z,2026-06-18T15:37:00Z,business_initiated,true
conv_e41e912af85c,11937800682,2026-01-05T13:57:00Z,2026-06-10T13:57:00Z,user_initiated,false
conv_798a50468633,16954439139,2026-08-21T12:03:00Z,2026-10-07T12:03:00Z,marketing,true
conv_58a813d98688,18952689585,2026-09-29T18:15:00Z,2027-03-11T18:15:00Z,user_initiated,true
conv_1cc444eddecd,15478832163,2025-02-05T19:26:00Z,2025-09-27T19:26:00Z,marketing,false
conv_656868fe9a4e,15561559689,2026-03-17T10:00:00Z,2026-07-31T10:00:00Z,service,false
conv_dea346a83e93,16075995326,2025-07-27T18:47:00Z,2025-12-28T18:47:00Z,user_initiated,false
conv_ca0de31f6a2e,15862138094,2025-11-29T16:39:00Z,2026-04-01T16:39:00Z,user_initiated,true
conv_8272f2b6627c,12126213497,2025-10-07T20:05:00Z,2025-12-27T20:05:00Z,business_initiated,false
conv_55c7caa97f6a,12126213497,2026-09-06T13:58:00Z,2026-09-29T13:58:00Z,marketing,true
conv_89e295692817,18211376557,2025-02-15T15:59:00Z,2025-03-14T15:59:00Z,user_initiated,true
conv_112171c99952,13507365546,2025-01-01T12:27:00Z,2025-08-01T12:27:00Z,business_initiated,false
conv_1ecc50c4c1bc,16844673127,2026-07-18T21:25:00Z,2026-08-26T21:25:00Z,user_initiated,true
conv_e2a82e35bdbf,17035550311,2026-01-06T14:55:00Z,2027-01-13T14:55:00Z,service,true
conv_e454d5b1ff24,19975448665,2025-04-10T21:31:00Z,2025-11-06T21:31:00Z,marketing,false
conv_291c66e3b0c2,14101867225,2026-08-15T18:41:00Z,2027-09-14T18:41:00Z,service,true
conv_4e9df6d8c5a0,17246686108,2026-10-01T08:18:00Z,2027-09-22T08:18:00Z,service,false
conv_b0055c0cda00,13919926639,2025-02-02T10:42:00Z,2025-05-02T10:42:00Z,marketing,true
conv_cfb5dd2875ba,11912524705,2025-10-06T09:35:00Z,2026-11-06T09:35:00Z,marketing,false
conv_f6992eeb22d6,12035445375,2025-08-08T14:45:00Z,2025-12-22T14:45:00Z,business_initiated,true
conv_8c047f3ec420,19329856164,2025-05-24T09:05:00Z,2026-05-17T09:05:00Z,service,false
conv_255a783fb956,10171639685,2026-01-27T06:42:00Z,2026-12-26T06:42:00Z,marketing,false
conv_4131629d09e4,13013340256,2025-02-01T12:54:00Z,2025-04-14T12:54:00Z,business_initiated,true
conv_96e7ae697281,17243966184,2025-06-13T15:34:00Z,2026-06-03T15:34:00Z,business_initiated,false
conv_b651a0b724db,11238575745,2026-05-06T21:39:00Z,2027-05-15T21:39:00Z,user_initiated,false
conv_dd8b125e1dc2,18073033795,2026-03-12T06:12:00Z,2027-02-11T06:12:00Z,business_initiated,false
conv_3f3c5886ae3f,18073033795,2026-03-09T17:49:00Z,2026-09-05T17:49:00Z,marketing,true
conv_c6a440793e22,12100535176,2026-03-08T12:54:00Z,2027-02-02T12:54:00Z,service,false
conv_f2b1f50078af,15192515938,2026-08-05T13:35:00Z,2027-08-22T13:35:00Z,user_initiated,false
conv_982c983735bf,10466763155,2026-05-20T11:49:00Z,2027-03-13T11:49:00Z,user_initiated,false
conv_54e32600d861,15268698422,2025-05-13T08:34:00Z,2025-08-06T08:34:00Z,service,true
conv_194b431798db,15977029321,2026-01-27T18:55:00Z,2026-04-08T18:55:00Z,business_initiated,false
conv_1bbc53966535,13942951842,2025-08-26T16:31:00Z,2026-07-19T16:31:00Z,service,false
conv_937c0ebeb2d9,15561559689,2025-05-30T08:01:00Z,2025-10-17T08:01:00Z,business_initiated,false
conv_cc5823fa8762,16060904552,2025-12-24T07:47:00Z,2026-04-20T07:47:00Z,marketing,true
conv_5564ba1116ea,17441689174,2025-09-20T17:28:00Z,2025-10-20T17:28:00Z,service,false
conv_740ff6f49a1e,14444612299,2026-05-08T11:38:00Z,2027-02-04T11:38:00Z,service,false
conv_5da7c16320c3,17441689174,2026-03-29T11:47:00Z,2027-02-09T11:47:00Z,marketing,false
conv_22e0b06bdb07,16527872529,2025-05-30T20:25:00Z,2026-01-21T20:25:00Z,user_initiated,true
conv_5ca8bc550c0f,12025550220,2025-09-05T19:20:00Z,2026-01-24T19:20:00Z,business_initiated,false
conv_80994b699971,16138406023,2025-12-15T22:55:00Z,2026-02-04T22:55:00Z,marketing,true
conv_8cf9d9e901f2,10466763155,2025-03-10T10:27:00Z,2025-11-22T10:27:00Z,business_initiated,false
conv_7da695cd8f30,10188096658,2026-03-27T11:32:00Z,2027-03-21T11:32:00Z,service,true
conv_ce393318ed2d,10059628405,2026-03-18T12:27:00Z,2027-01-26T12:27:00Z,marketing,true
conv_02dc48683999,17053789814,2025-11-11T13:20:00Z,2026-05-24T13:20:00Z,service,false
conv_6628a9a8bd9e,12895456575,2025-02-27T10:13:00Z,2025-11-06T10:13:00Z,service,false
conv_cd4fcc2118ef,16765614443,2025-03-14T13:56:00Z,2025-05-31T13:56:00Z,user_initiated,false
conv_b79afc2cb2b5,15598861473,2025-09-15T20:07:00Z,2026-08-27T20:07:00Z,business_initiated,true
conv_4da6db7b78a1,14834452765,2025-06-19T09:19:00Z,2025-12-03T09:19:00Z,business_initiated,true
conv_e549f4aed2db,16060904552,2025-03-01T13:14:00Z,2025-12-09T13:14:00Z,service,true
conv_08776d7a5949,15054182599,2025-01-31T16:47:00Z,2025-08-31T16:47:00Z,user_initiated,false
conv_1c78b8e02ff7,13579189389,2025-11-01T15:28:00Z,2026-06-21T15:28:00Z,user_initiated,true
conv_eb23f07e25a9,14603307143,2026-04-18T07:20:00Z,2027-04-12T07:20:00Z,marketing,false
conv_385512ae5a27,15547965096,2025-09-17T18:58:00Z,2026-05-04T18:58:00Z,marketing,false
conv_ab650a3597d8,11300050671,2025-06-02T12:26:00Z,2026-03-29T12:26:00Z,user_initiated,false
conv_f937a2124914,18702535743,2025-11-23T08:47:00Z,2026-04-21T08:47:00Z,user_initiated,false
conv_2c924d81cb84,12420912965,2026-02-23T19:33:00Z,2026-04-08T19:33:00Z,user_initiated,false
conv_47088bf80ece,15110863175,2025-09-25T08:09:00Z,2026-09-29T08:09:00Z,user_initiated,false
conv_3df4cfaa11b6,11308378329,2025-07-15T15:21:00Z,2026-01-05T15:21:00Z,marketing,true
conv_f140d6ad4051,17053789814,2026-08-04T11:26:00Z,2027-02-04T11:26:00Z,service,true
conv_90bbcf2563ba,12420912965,2026-09-27T11:54:00Z,2027-04-17T11:54:00Z,business_initiated,false
conv_8a6ceade658d,17444436023,2025-03-30T14:00:00Z,2026-02-21T14:00:00Z,service,false
conv_78b66d6b14b7,15977029321,2026-02-24T18:34:00Z,2026-06-05T18:34:00Z,user_initiated,false
conv_6e54f6f980b9,18545051315,2025-10-03T22:35:00Z,2026-07-15T22:35:00Z,service,true
conv_103bf618e945,13671049700,2025-12-12T09:18:00Z,2026-08-15T09:18:00Z,marketing,false
conv_c815115320cf,17141003656,2025-04-14T09:10:00Z,2025-08-20T09:10:00Z,marketing,false
conv_16d3cc7d6b9d,16196341839,2025-07-17T07:11:00Z,2025-10-15T07:11:00Z,user_initiated,true
conv_227c28fb5c6e,16163687541,2025-03-18T06:34:00Z,2025-09-03T06:34:00Z,business_initiated,false
conv_4e1f354543af,15425604870,2026-06-11T18:21:00Z,2026-10-09T18:21:00Z,marketing,true
conv_a24975f0cf8c,14482010045,2026-07-12T21:03:00Z,2027-01-04T21:03:00Z,service,false
conv_12555c3ecf14,13578607461,2026-05-08T16:13:00Z,2026-08-11T16:13:00Z,business_initiated,true
conv_fa9b43955de1,18435787493,2026-03-11T19:42:00Z,2026-09-13T19:42:00Z,business_initiated,true
conv_6f26060f2a91,19604095895,2026-05-18T07:01:00Z,2027-04-29T07:01:00Z,marketing,false
conv_9928f37c653e,10188096658,2025-07-22T16:07:00Z,2026-01-19T16:07:00Z,business_initiated,false
conv_5d1dcb344c79,14638633622,2025-02-27T17:56:00Z,2026-03-01T17:56:00Z,marketing,true
conv_6160e596acb2,13225300100,2026-05-31T08:15:00Z,2027-01-30T08:15:00Z,service,false
conv_9f3bfd154810,19833500050,2026-02-21T14:51:00Z,2026-08-04T14:51:00Z,service,false
conv_e12e030d051b,14661895992,2025-08-08T09:48:00Z,2026-01-17T09:48:00Z,marketing,true
conv_e9c71384595d,19886309408,2025-03-27T11:32:00Z,2025-07-15T11:32:00Z,user_initiated,true
conv_83fcf4bb177e,10171639685,2026-03-04T08:33:00Z,2026-09-17T08:33:00Z,user_initiated,true
conv_79baee0c602c,14588103691,2025-05-31T15:30:00Z,2026-02-22T15:30:00Z,user_initiated,false
conv_344ae2ee1559,15962860367,2026-03-28T19:40:00Z,2027-01-16T19:40:00Z,marketing,true
conv_c6373bc344f3,12754491796,2026-03-19T09:49:00Z,2026-09-01T09:49:00Z,user_initiated,false
conv_e52e019358ad,18328955335,2026-08-10T17:29:00Z,2027-01-25T17:29:00Z,service,true
conv_5c5e70eb61fd,18857278667,2026-05-05T09:03:00Z,2027-04-05T09:03:00Z,service,false
conv_972bd4aa8769,12100535176,2026-07-20T17:31:00Z,2026-10-13T17:31:00Z,service,true
conv_093de3ba5509,11629177748,2025-03-18T15:59:00Z,2025-06-18T15:59:00Z,marketing,true
conv_1332d2363f1a,13942951842,2026-02-20T07:11:00Z,2026-05-30T07:11:00Z,service,true
conv_d1e96f1b5f2a,13150191969,2025-10-16T22:23:00Z,2026-01-10T22:23:00Z,business_initiated,true
conv_7d49fd4230b9,14925242241,2026-05-03T14:18:00Z,2026-10-02T14:18:00Z,service,true
conv_443c382d93cc,14534833786,2025-06-15T13:45:00Z,2026-05-28T13:45:00Z,service,false
conv_f833af6d37bc,12977341990,2025-06-04T22:09:00Z,2026-04-06T22:09:00Z,user_initiated,true
conv_bb73fef3a0ea,15192515938,2025-07-12T13:00:00Z,2026-04-03T13:00:00Z,user_initiated,true
conv_76a1c3374197,16630721077,2025-02-13T22:49:00Z,2026-03-03T22:49:00Z,marketing,false
conv_fb15d52f377e,12126213497,2026-03-04T21:48:00Z,2026-06-26T21:48:00Z,business_initiated,true
conv_4573169c9d1b,12754491796,2025-02-18T09:28:00Z,2025-08-31T09:28:00Z,marketing,false
conv_cead582b88c8,16163687541,2025-10-13T14:48:00Z,2026-05-02T14:48:00Z,service,true
conv_40d1459620cb,15406434841,2026-06-24T12:07:00Z,2026-11-17T12:07:00Z,service,true
conv_2d1ed8c2e5da,13578607461,2025-11-12T18:39:00Z,2026-03-13T18:39:00Z,business_initiated,true
conv_395399184dbf,15712183308,2025-10-21T11:36:00Z,2026-10-03T11:36:00Z,user_initiated,true
conv_eea005209beb,12921639451,2026-05-02T15:32:00Z,2027-04-18T15:32:00Z,business_initiated,false
conv_a74d9d6b1d64,12856350876,2026-04-14T21:00:00Z,2026-12-14T21:00:00Z,business_initiated,true
conv_fcdf46263309,11815051097,2025-01-29T21:22:00Z,2025-03-23T21:22:00Z,business_initiated,true
conv_4019806d8a51,18813514137,2025-06-07T21:55:00Z,2026-04-16T21:55:00Z,service,true
conv_44e55849a345,18383612045,2025-02-18T14:05:00Z,2025-07-10T14:05:00Z,business_initiated,false
conv_deee8c97ba57,10561617499,2026-09-02T06:07:00Z,2027-08-07T06:07:00Z,marketing,false
conv_cf02338feb0e,14194235489,2026-02-15T11:05:00Z,2026-10-02T11:05:00Z,marketing,true
conv_65af0e78b956,16163687541,2025-01-20T14:02:00Z,2025-03-26T14:02:00Z,user_initiated,true
conv_c198d2ad3ed0,16765614443,2025-10-12T17:16:00Z,2026-06-30T17:16:00Z,user_initiated,true
conv_433645cc3469,13225300100,2025-11-27T19:32:00Z,2026-08-14T19:32:00Z,marketing,true
conv_0b0c508008b8,11238575745,2025-09-27T21:35:00Z,2025-10-31T21:35:00Z,service,true
conv_9b5f2c9acabe,12100535176,2025-01-19T15:56:00Z,2025-01-26T15:56:00Z,marketing,true
conv_0837f0c05b89,18857278667,2025-11-17T08:44:00Z,2025-11-18T08:44:00Z,service,true
conv_904ac0109021,13578607461,2026-05-02T11:43:00Z,2026-05-09T11:43:00Z,business_initiated,false
conv_b617f7657b55,12035445375,2026-04-11T09:53:00Z,2026-07-22T09:53:00Z,service,true
conv_df4c83aae734,16138406023,2025-10-07T22:56:00Z,2026-02-21T22:56:00Z,business_initiated,false
conv_43b5ef08f161,18328955335,2025-10-15T14:41:00Z,2026-07-21T14:41:00Z,marketing,false
conv_1bb4872e5225,14444612299,2025-08-22T12:16:00Z,2026-07-12T12:16:00Z,business_initiated,false
conv_e90b3b252012,15629154916,2025-11-10T21:12:00Z,2026-05-19T21:12:00Z,user_initiated,false
conv_b69d74b7a3ec,15642593835,2026-08-14T19:10:00Z,2026-11-02T19:10:00Z,business_initiated,true
conv_23d7b3b44f23,18691792521,2025-02-14T09:59:00Z,2025-05-04T09:59:00Z,marketing,false
conv_16e68ce8b389,18049312541,2026-02-07T21:20:00Z,2027-01-07T21:20:00Z,user_initiated,true
conv_e8e920fa8855,10353826517,2026-01-03T11:40:00Z,2026-07-04T11:40:00Z,service,true
conv_278b948182fb,16194160129,2026-07-08T13:08:00Z,2027-06-07T13:08:00Z,service,false
conv_d7b3e7626009,15512330797,2025-12-06T16:26:00Z,2026-03-27T16:26:00Z,marketing,false
conv_1b503643a34f,18328955335,2025-09-19T20:25:00Z,2026-08-10T20:25:00Z,business_initiated,false
conv_900f62482d43,15054182599,2025-05-13T19:04:00Z,2026-05-26T19:04:00Z,service,true
conv_853754cd1761,15268698422,2025-05-07T07:17:00Z,2026-01-02T07:17:00Z,service,false
conv_118a575e683d,15502727320,2026-04-17T09:53:00Z,2026-05-05T09:53:00Z,business_initiated,false
conv_7ff5bd5a0f8a,10085178691,2026-04-24T09:38:00Z,2026-05-27T09:38:00Z,user_initiated,false
conv_3b61eddcf36a,14728247525,2025-12-03T21:04:00Z,2026-09-11T21:04:00Z,business_initiated,false
conv_1ee982f9dda7,16973096943,2025-04-11T16:23:00Z,2025-07-18T16:23:00Z,service,false
conv_1bdf71f39e19,12807415910,2026-06-04T08:21:00Z,2026-07-14T08:21:00Z,user_initiated,false
conv_414e80cfd380,12807415910,2026-05-30T07:01:00Z,2026-09-22T07:01:00Z,marketing,false
conv_21a3891bea2f,18653556884,2025-07-20T08:40:00Z,2025-10-19T08:40:00Z,service,false
conv_0725469f4beb,19999020641,2026-02-17T18:29:00Z,2026-10-22T18:29:00Z,business_initiated,true
conv_74bc32b213d1,12547422853,2025-05-27T07:06:00Z,2025-08-16T07:06:00Z,marketing,false
conv_794939cd3eed,10466763155,2025-04-08T20:09:00Z,2025-05-18T20:09:00Z,marketing,true
conv_445332e1c8de,18328955335,2025-01-28T09:55:00Z,2025-11-17T09:55:00Z,marketing,true
conv_ce63bc5bd00a,10466763155,2025-04-07T12:25:00Z,2025-06-06T12:25:00Z,business_initiated,false
conv_3cc2ab067550,15406434841,2025-05-03T15:40:00Z,2026-03-14T15:40:00Z,user_initiated,false
conv_a92002c26a02,16058759018,2026-06-24T08:25:00Z,2027-07-05T08:25:00Z,service,false
conv_72204cb096dd,16196341839,2025-10-26T07:13:00Z,2025-11-24T07:13:00Z,business_initiated,false
conv_72a6c33cb35f,10353826517,2025-08-26T16:16:00Z,2025-09-01T16:16:00Z,service,false
conv_1473cc04f387,15680110566,2025-03-14T11:49:00Z,2025-07-17T11:49:00Z,marketing,false
conv_bdd70522c5d3,12035445375,2025-02-10T11:32:00Z,2025-04-21T11:32:00Z,user_initiated,true
conv_133fb4425492,10561617499,2025-05-19T18:34:00Z,2026-02-12T18:34:00Z,business_initiated,true
conv_d7e7cff03d9c,10519480516,2025-05-27T16:56:00Z,2025-06-13T16:56:00Z,business_initiated,false
conv_e61df055454f,18211376557,2026-02-10T09:56:00Z,2026-03-23T09:56:00Z,marketing,false
conv_ce4d3dd6bc42,17246686108,2026-04-09T20:21:00Z,2026-05-06T20:21:00Z,marketing,false
conv_dec0a8235994,14709682316,2025-12-06T08:35:00Z,2026-03-04T08:35:00Z,service,false
conv_71b612118fed,18545051315,2025-09-14T15:02:00Z,2026-02-06T15:02:00Z,service,false
conv_e657a55f5eb0,12807415910,2026-02-27T12:20:00Z,2026-08-17T12:20:00Z,user_initiated,true
conv_49d61c3b46ad,15205635681,2026-01-05T09:50:00Z,2026-05-05T09:50:00Z,user_initiated,true
conv_c7f5c3438016,13671049700,2026-01-28T08:20:00Z,2027-01-17T08:20:00Z,user_initiated,false
conv_38a91799feb1,17243966184,2025-03-02T09:50:00Z,2025-03-14T09:50:00Z,user_initiated,false
conv_0d7f492bd035,14534833786,2025-07-08T16:26:00Z,2025-09-17T16:26:00Z,user_initiated,false
conv_2153676dcf01,13013340256,2026-08-04T20:15:00Z,2027-07-29T20:15:00Z,marketing,true
conv_4a022ac3c2a1,13225300100,2026-08-12T20:17:00Z,2026-10-24T20:17:00Z,business_initiated,true
conv_1bd24255ed6a,10466763155,2026-09-21T17:26:00Z,2026-10-01T17:26:00Z,marketing,true
conv_1a7617fc9d2b,15406434841,2026-05-03T18:10:00Z,2026-11-06T18:10:00Z,service,true
