id,company_id,first_name,last_name,business_name,type,email,hourly_rate,wage_type,start_date
gcon-525,comp-001,Steven,Almeida,East Bay Tile,Business,rocco.adler@comcast.net,22.87,Fixed,2025-08-22
gcon-526,comp-001,Robert,Sullivan,Narragansett Supply,Business,richard.conti@verizon.net,54.09,Hourly,2025-07-18
gcon-527,comp-001,Sal,Gagnon,College Hill Property Mgmt,Business,carol.chen@gmail.com,92.25,Hourly,2026-03-28
gcon-528,comp-001,Nancy,Owen,Rhody Rentals,Business,richard.deluca@gmail.com,44.51,Fixed,2026-08-18
gcon-529,comp-001,Vincent,Conti,Apex Mechanical,Business,richard.greco@yahoo.com,92.31,Hourly,2024-11-26
gcon-530,comp-001,Sal,Gagnon,College Hill Property Mgmt,Individual,jennifer.volpicelli@verizon.net,34.02,Fixed,2024-07-08
gcon-531,comp-001,Susan,Tannenbaum,Rhody Rentals,Individual,sandra.cabral@yahoo.com,43.37,Fixed,2025-07-09
gcon-532,comp-001,Sal,Brennan,Narragansett Supply,Individual,steven.silva@gmail.com,71.33,Fixed,2026-03-19
gcon-533,comp-001,Diane,Volpicelli,Ferguson Waterworks,Business,joseph.esposito@verizon.net,16.44,Fixed,2026-07-15
gcon-534,comp-001,Donna,Owen,Slater Mill Restoration,Business,richard.horvath@yahoo.com,86.47,Fixed,2025-09-02
gcon-535,comp-001,Michelle,Volpicelli,Ferguson Waterworks,Individual,rosa.gagnon@comcast.net,64.27,Fixed,2024-10-23
gcon-536,comp-001,Carol,Tannenbaum,Apex Mechanical,Individual,nancy.brennan@comcast.net,13.28,Fixed,2025-05-06
gcon-537,comp-001,Sal,Reilly,Blackstone Valley Builders,Business,michelle.bianchi@cox.net,24.36,Fixed,2024-08-10
gcon-538,comp-001,Michelle,Greco,Ocean State Fixtures,Individual,steven.ferreira@cox.net,57.34,Fixed,2025-01-11
gcon-539,comp-001,James,Nash,Rhody Rentals,Individual,linda.nash@comcast.net,64.86,Fixed,2024-11-19
gcon-540,comp-001,Betty,Tannenbaum,Slater Mill Restoration,Individual,maria.bianchi@verizon.net,72.81,Fixed,2025-02-21
gcon-541,comp-001,Vincent,Ferreira,East Bay Tile,Individual,carol.coletti@gmail.com,24.11,Fixed,2024-06-04
gcon-542,comp-001,Rocco,Horvath,College Hill Property Mgmt,Individual,angela.gallo@comcast.net,63.52,Fixed,2026-05-24
gcon-543,comp-001,Mark,Almeida,Narragansett Supply,Individual,sandra.greco@gmail.com,5.27,Fixed,2025-03-20
gcon-544,comp-001,Rosa,Conti,Rhody Rentals,Business,patricia.cabral@cox.net,53.23,Hourly,2025-07-26
gcon-545,comp-001,Mary,Boucher,Ferguson Waterworks,Business,nancy.oleary@yahoo.com,59.98,Hourly,2024-10-13
gcon-546,comp-001,John,DeLuca,Bay State Plumbing Supply,Business,frank.gagnon@verizon.net,76.50,Fixed,2024-06-13
gcon-547,comp-001,Gina,Ricci,Coastline Insurance,Business,jennifer.hayashi@comcast.net,8.60,Hourly,2024-08-16
gcon-548,comp-001,David,Pacheco,Bay State Plumbing Supply,Business,paul.correia@comcast.net,70.29,Fixed,2024-10-18
gcon-549,comp-001,Barbara,Ferreira,Ferguson Waterworks,Business,susan.gallo@verizon.net,37.90,Fixed,2024-11-02
gcon-550,comp-001,Michelle,Lin,Coastline Insurance,Individual,maria.gallo@comcast.net,83.60,Fixed,2026-01-16
gcon-551,comp-001,Maria,Chen,Slater Mill Restoration,Business,sandra.owen@gmail.com,79.57,Fixed,2024-11-03
gcon-552,comp-001,Karen,Tannenbaum,College Hill Property Mgmt,Business,paul.conti@cox.net,29.97,Fixed,2025-08-25
gcon-553,comp-001,Barbara,Coletti,Ferguson Waterworks,Business,karen.boucher@gmail.com,51.28,Hourly,2026-01-09
gcon-554,comp-001,Robert,OLeary,Rhody Rentals,Individual,rosa.bianchi@yahoo.com,91.34,Fixed,2025-10-05
gcon-555,comp-001,Mark,Silva,Apex Mechanical,Business,diane.wessel@verizon.net,40.23,Hourly,2026-09-13
gcon-556,comp-001,Kenneth,Silva,Slater Mill Restoration,Individual,jennifer.coletti@gmail.com,89.21,Fixed,2026-03-21
gcon-557,comp-001,Vincent,Bianchi,Narragansett Supply,Business,susan.esposito@comcast.net,1.10,Hourly,2026-06-08
gcon-558,comp-001,Donna,Chen,Ocean State Fixtures,Individual,jennifer.nash@cox.net,88.93,Hourly,2025-11-14
gcon-559,comp-001,Rocco,DeLuca,Slater Mill Restoration,Individual,richard.romano@gmail.com,50.27,Hourly,2025-10-20
gcon-560,comp-001,Karen,Esposito,Slater Mill Restoration,Business,angela.ferrari@gmail.com,7.82,Hourly,2025-07-23
gcon-561,comp-001,Ronald,Ricci,East Bay Tile,Business,patricia.brennan@comcast.net,72.09,Fixed,2024-12-24
gcon-562,comp-001,Angela,Henderson,Ferguson Waterworks,Business,david.pacheco@cox.net,55.24,Fixed,2024-11-27
gcon-563,comp-001,Thomas,Nash,Ferguson Waterworks,Individual,gina.patel@yahoo.com,92.76,Fixed,2026-10-09
gcon-564,comp-001,Betty,Flynn,Bay State Plumbing Supply,Business,thomas.marquez@cox.net,26.29,Hourly,2025-04-16
gcon-565,comp-001,Mary,Murphy,Providence Hardware Co,Business,david.patel@gmail.com,7.13,Fixed,2024-10-12
gcon-566,comp-001,David,Silva,Ocean State Fixtures,Individual,carol.deluca@yahoo.com,38.82,Fixed,2025-01-19
gcon-567,comp-001,Betty,Sullivan,Bay State Plumbing Supply,Business,barbara.westminster@comcast.net,27.33,Fixed,2026-05-28
gcon-568,comp-001,Gina,Almeida,Blackstone Valley Builders,Business,mary.henderson@yahoo.com,63.01,Fixed,2024-11-27
gcon-569,comp-001,Susan,Flynn,Rhody Rentals,Individual,nancy.chen@yahoo.com,38.84,Hourly,2026-04-01
gcon-570,comp-001,Susan,Flynn,Blackstone Valley Builders,Business,kenneth.pacheco@cox.net,42.30,Hourly,2024-11-11
gcon-571,comp-001,Frank,Owen,Narragansett Supply,Individual,anthony.gagnon@comcast.net,5.87,Fixed,2025-03-18
gcon-572,comp-001,Rocco,Coletti,Blackstone Valley Builders,Business,linda.pacheco@gmail.com,72.47,Fixed,2025-02-23
gcon-573,comp-001,Frank,Volpicelli,Apex Mechanical,Individual,frank.silva@gmail.com,38.51,Hourly,2026-10-21
gcon-574,comp-001,Nancy,Volpicelli,College Hill Property Mgmt,Individual,paul.horvath@cox.net,75.32,Hourly,2026-09-07
gcon-575,comp-001,Michelle,Reilly,Apex Mechanical,Individual,donna.boucher@verizon.net,17.06,Fixed,2026-03-10
gcon-576,comp-001,Nancy,Marquez,Ferguson Waterworks,Individual,nancy.cabral@comcast.net,23.81,Hourly,2025-02-18
gcon-577,comp-001,Vincent,Esposito,Coastline Insurance,Business,tony.ricci@gmail.com,39.36,Hourly,2026-08-04
gcon-578,comp-001,Mark,Romano,Apex Mechanical,Individual,robert.nash@gmail.com,7.73,Hourly,2026-10-11
gcon-579,comp-001,Diane,Gallo,Bay State Plumbing Supply,Business,mark.owen@comcast.net,8.75,Hourly,2024-12-17
gcon-580,comp-001,Richard,Fontaine,Ferguson Waterworks,Business,jennifer.tannenbaum@comcast.net,51.20,Fixed,2025-06-23
gcon-581,comp-001,Kenneth,Henderson,College Hill Property Mgmt,Individual,ruth.ricci@gmail.com,67.50,Fixed,2025-02-04
gcon-582,comp-001,David,Silva,Apex Mechanical,Individual,robert.fontaine@yahoo.com,87.95,Hourly,2025-07-19
gcon-583,comp-001,Susan,Henderson,East Bay Tile,Business,sal.marino@cox.net,61.68,Fixed,2024-07-28
gcon-584,comp-001,Patricia,Henderson,Coastline Insurance,Individual,sal.horvath@verizon.net,37.50,Hourly,2024-06-15
gcon-585,comp-001,Sandra,Adler,Ocean State Fixtures,Business,betty.chen@yahoo.com,9.69,Fixed,2026-10-07
gcon-586,comp-001,David,Bianchi,East Bay Tile,Business,michael.owen@gmail.com,9.58,Fixed,2026-09-15
gcon-587,comp-001,Angela,Wessel,Slater Mill Restoration,Business,rocco.patel@gmail.com,61.40,Fixed,2025-06-06
gcon-588,comp-001,Rosa,Silva,Ferguson Waterworks,Individual,michelle.kowalski@comcast.net,53.58,Fixed,2024-10-24
gcon-589,comp-001,Sandra,Sullivan,Slater Mill Restoration,Business,nancy.tannenbaum@yahoo.com,37.40,Hourly,2026-01-12
gcon-590,comp-001,Karen,Kowalski,Apex Mechanical,Business,ruth.hayashi@cox.net,86.03,Hourly,2025-03-30
gcon-591,comp-001,Michael,DeLuca,East Bay Tile,Business,gary.gagnon@cox.net,24.35,Hourly,2025-05-07
gcon-592,comp-001,Lisa,Romano,Apex Mechanical,Individual,mary.correia@cox.net,49.34,Fixed,2026-03-04
gcon-593,comp-001,Kenneth,Brennan,Ferguson Waterworks,Business,john.patel@comcast.net,5.13,Hourly,2026-03-20
gcon-594,comp-001,Anthony,DeLuca,Slater Mill Restoration,Individual,ronald.ferrari@comcast.net,46.57,Hourly,2026-10-18
gcon-595,comp-001,Barbara,DeLuca,Narragansett Supply,Business,patricia.conti@yahoo.com,62.22,Hourly,2025-03-04
gcon-596,comp-001,Michelle,Murphy,Narragansett Supply,Business,gina.volpicelli@cox.net,49.89,Hourly,2025-03-06
gcon-597,comp-001,Angela,Hayashi,College Hill Property Mgmt,Individual,tony.westminster@yahoo.com,42.13,Fixed,2026-07-26
gcon-598,comp-001,Steven,Novak,Blackstone Valley Builders,Business,thomas.almeida@verizon.net,53.62,Fixed,2025-12-05
gcon-599,comp-001,Mary,Silva,Coastline Insurance,Business,donna.conti@cox.net,39.27,Hourly,2025-05-28
gcon-600,comp-001,Sal,Hayashi,Ferguson Waterworks,Business,betty.deluca@comcast.net,17.07,Fixed,2024-10-16
gcon-601,comp-001,James,Pacheco,Ferguson Waterworks,Business,robert.chen@cox.net,50.85,Hourly,2025-06-09
gcon-602,comp-001,Sal,Correia,Slater Mill Restoration,Individual,tony.flynn@gmail.com,87.96,Fixed,2025-04-24
gcon-603,comp-001,Joseph,Correia,East Bay Tile,Individual,james.ferrari@comcast.net,66.84,Fixed,2026-03-11
gcon-604,comp-001,Sandra,Kapoor,Blackstone Valley Builders,Individual,paul.reilly@verizon.net,35.59,Fixed,2026-10-27
gcon-605,comp-001,Rosa,Greco,Bay State Plumbing Supply,Business,mark.silva@gmail.com,33.58,Hourly,2026-02-22
gcon-606,comp-001,Carol,Boucher,Bay State Plumbing Supply,Business,linda.esposito@comcast.net,37.29,Hourly,2025-11-13
gcon-607,comp-001,Joseph,Owen,Narragansett Supply,Business,linda.ricci@comcast.net,21.81,Fixed,2024-10-01
gcon-608,comp-001,Steven,Horvath,Narragansett Supply,Business,robert.pacheco@gmail.com,79.60,Fixed,2024-10-29
gcon-609,comp-001,Donna,Reilly,Ferguson Waterworks,Business,gina.reilly@comcast.net,9.67,Fixed,2026-01-22
gcon-610,comp-001,Patricia,Cabral,Narragansett Supply,Business,michael.deluca@comcast.net,26.83,Fixed,2026-02-13
gcon-611,comp-001,Susan,Romano,College Hill Property Mgmt,Business,mark.westminster@verizon.net,44.37,Fixed,2026-10-07
gcon-612,comp-001,Rocco,Silva,Slater Mill Restoration,Individual,rosa.ferreira@gmail.com,3.56,Hourly,2026-03-27
gcon-613,comp-001,Angela,Novak,Blackstone Valley Builders,Individual,betty.oleary@gmail.com,92.40,Fixed,2025-03-01
gcon-614,comp-001,Karen,Romano,Coastline Insurance,Business,joseph.owen@verizon.net,37.73,Fixed,2024-10-20
gcon-615,comp-001,David,Ferrari,Blackstone Valley Builders,Business,karen.silva@verizon.net,10.93,Hourly,2026-03-22
gcon-616,comp-001,Steven,Gagnon,Narragansett Supply,Business,robert.cabral@gmail.com,6.38,Fixed,2024-06-29
gcon-617,comp-001,Frank,Westminster,Ferguson Waterworks,Business,david.marquez@verizon.net,42.57,Hourly,2024-11-16
gcon-618,comp-001,James,Adler,Bay State Plumbing Supply,Individual,michelle.lin@gmail.com,58.93,Fixed,2026-07-03
gcon-619,comp-001,Angela,Lin,Providence Hardware Co,Individual,gary.kapoor@comcast.net,4.09,Fixed,2024-06-29
gcon-620,comp-001,Diane,Westminster,East Bay Tile,Business,jennifer.henderson@yahoo.com,4.80,Fixed,2026-06-14
gcon-621,comp-001,Sandra,Volpicelli,Apex Mechanical,Individual,barbara.greco@comcast.net,31.74,Fixed,2025-10-13
gcon-622,comp-001,Ronald,Volpicelli,East Bay Tile,Business,nancy.patel@comcast.net,83.81,Hourly,2024-08-22
gcon-623,comp-001,Jennifer,Wessel,Ferguson Waterworks,Business,susan.correia@gmail.com,4.89,Hourly,2025-11-11
gcon-624,comp-001,Rosa,Owen,College Hill Property Mgmt,Individual,lisa.gagnon@verizon.net,51.50,Hourly,2025-09-29
gcon-625,comp-001,John,Novak,East Bay Tile,Individual,sal.wessel@comcast.net,86.29,Hourly,2024-10-09
gcon-626,comp-001,James,Kapoor,Narragansett Supply,Business,frank.fontaine@comcast.net,87.38,Fixed,2024-11-06
gcon-627,comp-001,Rocco,Kapoor,Coastline Insurance,Individual,nancy.coletti@yahoo.com,33.36,Fixed,2025-12-25
gcon-628,comp-001,Steven,Silva,Bay State Plumbing Supply,Individual,mary.boucher@comcast.net,80.84,Fixed,2024-09-03
gcon-629,comp-001,Rocco,Hayashi,Blackstone Valley Builders,Business,donna.silva@yahoo.com,51.90,Hourly,2026-05-19
gcon-630,comp-001,Michelle,Greco,Providence Hardware Co,Business,michael.murphy@comcast.net,85.56,Fixed,2025-03-15
gcon-631,comp-001,Susan,Kapoor,Providence Hardware Co,Individual,maria.horvath@verizon.net,80.27,Fixed,2025-07-28
gcon-632,comp-001,Diane,OLeary,Rhody Rentals,Individual,mary.greco@gmail.com,2.65,Fixed,2024-09-11
gcon-633,comp-001,Maria,Murphy,Rhody Rentals,Business,john.novak@yahoo.com,48.68,Hourly,2025-10-13
gcon-634,comp-001,Mark,Marquez,Bay State Plumbing Supply,Business,michael.wessel@yahoo.com,51.62,Hourly,2024-10-02
gcon-635,comp-001,Ruth,Kowalski,Ferguson Waterworks,Individual,patricia.wessel@cox.net,72.76,Fixed,2025-04-19
gcon-636,comp-001,Anthony,Horvath,Providence Hardware Co,Individual,barbara.lin@verizon.net,80.37,Hourly,2024-10-02
gcon-637,comp-001,Mark,Cabral,Bay State Plumbing Supply,Business,gary.chen@comcast.net,72.08,Fixed,2025-06-06
gcon-638,comp-001,Barbara,Boucher,Slater Mill Restoration,Business,betty.silva@gmail.com,78.42,Fixed,2025-01-25
gcon-639,comp-001,Angela,DeLuca,Bay State Plumbing Supply,Individual,karen.hayashi@verizon.net,72.54,Fixed,2025-04-09
gcon-640,comp-001,Frank,Patel,Rhody Rentals,Individual,rocco.tannenbaum@yahoo.com,78.69,Fixed,2024-12-20
gcon-641,comp-001,Frank,Pacheco,College Hill Property Mgmt,Business,richard.donovan@cox.net,77.06,Fixed,2026-08-22
gcon-642,comp-001,Mark,Westminster,Bay State Plumbing Supply,Individual,susan.chen@cox.net,83.17,Fixed,2024-09-21
gcon-643,comp-001,Thomas,Silva,Slater Mill Restoration,Individual,vincent.donovan@cox.net,36.68,Hourly,2026-10-23
gcon-644,comp-001,Robert,Correia,Bay State Plumbing Supply,Individual,ronald.cabral@cox.net,64.16,Fixed,2025-08-03
gcon-645,comp-001,Anthony,Ferrari,Providence Hardware Co,Individual,mary.flynn@verizon.net,32.96,Hourly,2026-03-06
gcon-646,comp-001,Michael,Romano,Narragansett Supply,Individual,nancy.coletti@gmail.com,29.79,Fixed,2025-09-10
gcon-647,comp-001,Richard,Hayashi,Apex Mechanical,Business,susan.ferreira@cox.net,7.48,Fixed,2025-03-07
gcon-648,comp-001,James,Marino,Ferguson Waterworks,Business,gary.coletti@comcast.net,16.28,Fixed,2026-09-17
gcon-649,comp-001,Richard,Marino,Apex Mechanical,Individual,john.marino@cox.net,9.99,Fixed,2025-10-09
gcon-650,comp-001,Rocco,Donovan,Apex Mechanical,Business,karen.pacheco@gmail.com,36.80,Fixed,2025-01-13
gcon-651,comp-001,Barbara,Romano,College Hill Property Mgmt,Business,anthony.flynn@verizon.net,43.79,Hourly,2024-07-02
gcon-652,comp-001,Thomas,Volpicelli,Coastline Insurance,Business,jennifer.henderson@gmail.com,85.49,Fixed,2026-09-28
gcon-653,comp-001,Steven,Wessel,Slater Mill Restoration,Business,paul.ferreira@cox.net,73.91,Hourly,2025-04-02
gcon-654,comp-001,Sal,Ricci,Rhody Rentals,Individual,gary.ferrari@yahoo.com,24.34,Hourly,2025-11-07
gcon-655,comp-001,Linda,Kowalski,Narragansett Supply,Business,vincent.gallo@yahoo.com,15.95,Hourly,2024-11-10
gcon-656,comp-001,Robert,Volpicelli,Ferguson Waterworks,Business,kenneth.kowalski@gmail.com,33.96,Fixed,2026-02-13
gcon-657,comp-001,Paul,Sullivan,Coastline Insurance,Business,linda.pacheco@gmail.com,31.26,Fixed,2026-08-23
gcon-658,comp-001,Robert,Owen,College Hill Property Mgmt,Business,thomas.wessel@verizon.net,52.39,Hourly,2024-09-26
gcon-659,comp-001,Betty,Henderson,East Bay Tile,Individual,david.chen@cox.net,8.23,Fixed,2025-05-02
gcon-660,comp-001,Vincent,Kowalski,Bay State Plumbing Supply,Individual,angela.silva@gmail.com,21.06,Hourly,2025-04-02
gcon-661,comp-001,Joseph,Cabral,Ocean State Fixtures,Individual,sandra.lin@cox.net,43.19,Fixed,2025-09-02
gcon-662,comp-001,Richard,Kowalski,Rhody Rentals,Individual,john.kapoor@cox.net,27.61,Fixed,2024-06-05
gcon-663,comp-001,Joseph,Romano,Rhody Rentals,Individual,richard.henderson@gmail.com,69.40,Hourly,2026-06-04
gcon-664,comp-001,Jennifer,Gallo,Apex Mechanical,Business,michelle.deluca@comcast.net,35.81,Fixed,2025-05-01
gcon-665,comp-001,Michael,Wessel,Ocean State Fixtures,Individual,richard.ricci@gmail.com,71.29,Hourly,2025-10-19
gcon-666,comp-001,Vincent,Bianchi,Coastline Insurance,Business,rosa.novak@cox.net,90.63,Fixed,2024-06-13
gcon-667,comp-001,Tony,Nash,Bay State Plumbing Supply,Individual,david.almeida@comcast.net,32.69,Fixed,2026-04-28
gcon-668,comp-001,Donna,Donovan,Apex Mechanical,Business,rocco.botelho@gmail.com,13.53,Hourly,2026-04-05
gcon-669,comp-001,Rosa,Reilly,East Bay Tile,Business,carol.correia@cox.net,91.08,Hourly,2025-09-03
gcon-670,comp-001,Karen,Coletti,Apex Mechanical,Individual,susan.greco@gmail.com,43.82,Fixed,2025-11-08
gcon-671,comp-001,Betty,Gallo,Narragansett Supply,Business,jennifer.romano@verizon.net,75.63,Fixed,2024-12-29
gcon-672,comp-001,David,OLeary,Slater Mill Restoration,Individual,maria.deluca@yahoo.com,83.40,Fixed,2025-07-14
gcon-673,comp-001,Thomas,Kapoor,Apex Mechanical,Individual,anthony.oleary@comcast.net,75.30,Hourly,2024-10-15
gcon-674,comp-001,Ronald,Sullivan,Bay State Plumbing Supply,Business,thomas.botelho@verizon.net,2.15,Fixed,2026-05-24
gcon-675,comp-001,Steven,Ricci,Ferguson Waterworks,Business,jennifer.chen@cox.net,5.87,Fixed,2025-01-25
gcon-676,comp-001,Lisa,Patel,Apex Mechanical,Individual,gary.greco@verizon.net,68.99,Hourly,2026-11-04
gcon-677,comp-001,John,Nash,Ocean State Fixtures,Individual,donna.coletti@comcast.net,57.77,Fixed,2026-02-16
gcon-678,comp-001,Ronald,Adler,Coastline Insurance,Individual,angela.sullivan@verizon.net,40.86,Fixed,2026-04-08
gcon-679,comp-001,Richard,Kapoor,Ocean State Fixtures,Individual,karen.patel@verizon.net,55.20,Hourly,2025-01-13
gcon-680,comp-001,Kenneth,Brennan,East Bay Tile,Business,sandra.hayashi@cox.net,43.43,Fixed,2026-05-21
gcon-681,comp-001,Patricia,Henderson,Bay State Plumbing Supply,Individual,tony.coletti@cox.net,16.27,Fixed,2026-03-02
gcon-682,comp-001,Jennifer,Lin,Providence Hardware Co,Business,sal.wessel@comcast.net,68.69,Hourly,2026-04-20
gcon-683,comp-001,Rocco,Brennan,Ferguson Waterworks,Individual,steven.horvath@gmail.com,27.54,Fixed,2025-06-26
gcon-684,comp-001,Linda,Patel,Coastline Insurance,Business,patricia.henderson@yahoo.com,60.09,Hourly,2025-09-08
gcon-685,comp-001,Mary,Tannenbaum,Narragansett Supply,Business,carol.henderson@cox.net,57.85,Hourly,2024-06-26
gcon-686,comp-001,Frank,Sullivan,Providence Hardware Co,Business,karen.wessel@cox.net,4.55,Hourly,2026-07-08
gcon-687,comp-001,Michael,Correia,Apex Mechanical,Individual,betty.patel@gmail.com,46.81,Fixed,2024-11-28
gcon-688,comp-001,Sandra,Henderson,College Hill Property Mgmt,Individual,rosa.fontaine@comcast.net,83.76,Hourly,2026-03-30
gcon-689,comp-001,Tony,Greco,College Hill Property Mgmt,Individual,rosa.brennan@verizon.net,33.54,Hourly,2024-07-04
gcon-690,comp-001,Carol,Chen,Providence Hardware Co,Business,jennifer.donovan@verizon.net,0.07,Fixed,2026-08-16
gcon-691,comp-001,Frank,Tannenbaum,Coastline Insurance,Individual,linda.kapoor@cox.net,81.07,Fixed,2024-09-27
gcon-692,comp-001,Nancy,Marino,East Bay Tile,Business,gina.marino@yahoo.com,31.15,Hourly,2026-10-20
gcon-693,comp-001,Sal,Chen,Slater Mill Restoration,Business,steven.wessel@comcast.net,11.84,Hourly,2025-10-27
gcon-694,comp-001,Joseph,Chen,Slater Mill Restoration,Individual,lisa.almeida@yahoo.com,91.33,Hourly,2025-11-01
gcon-695,comp-001,Sandra,Adler,Slater Mill Restoration,Business,thomas.flynn@gmail.com,78.66,Hourly,2025-03-05
gcon-696,comp-001,Mark,Kapoor,Ferguson Waterworks,Individual,carol.ricci@yahoo.com,9.52,Hourly,2025-11-19
gcon-697,comp-001,Betty,Volpicelli,Coastline Insurance,Business,angela.almeida@gmail.com,22.24,Hourly,2024-09-22
gcon-698,comp-001,Lisa,Fontaine,Bay State Plumbing Supply,Individual,robert.novak@comcast.net,13.69,Fixed,2025-03-16
gcon-699,comp-001,Nancy,Adler,Narragansett Supply,Business,betty.murphy@comcast.net,48.68,Hourly,2025-10-17
gcon-700,comp-001,Frank,Henderson,Coastline Insurance,Business,rocco.hayashi@comcast.net,35.02,Fixed,2025-03-17
gcon-701,comp-001,Patricia,Patel,Rhody Rentals,Business,maria.marquez@verizon.net,49.07,Fixed,2026-01-08
gcon-702,comp-001,Barbara,Kapoor,Apex Mechanical,Individual,sandra.novak@verizon.net,92.30,Hourly,2026-08-27
gcon-703,comp-001,James,Ricci,Bay State Plumbing Supply,Business,donna.nash@comcast.net,48.65,Fixed,2025-11-06
gcon-704,comp-001,Jennifer,Gagnon,Ocean State Fixtures,Business,rosa.nash@gmail.com,46.90,Hourly,2025-02-14
gcon-705,comp-001,Kenneth,Tannenbaum,Rhody Rentals,Individual,nancy.marino@verizon.net,77.72,Fixed,2025-10-12
gcon-706,comp-001,Lisa,Chen,Coastline Insurance,Business,paul.henderson@yahoo.com,5.45,Fixed,2025-06-10
gcon-707,comp-001,Lisa,Almeida,Blackstone Valley Builders,Business,thomas.gagnon@cox.net,38.02,Hourly,2024-08-11
gcon-708,comp-001,Paul,Ferrari,Narragansett Supply,Business,mary.marquez@comcast.net,33.29,Hourly,2025-06-10
gcon-709,comp-001,Donna,Wessel,East Bay Tile,Individual,ruth.reilly@comcast.net,33.83,Fixed,2024-09-25
gcon-710,comp-001,Tony,Henderson,Providence Hardware Co,Individual,susan.deluca@verizon.net,35.00,Fixed,2024-12-17
gcon-711,comp-001,Frank,Cabral,Ocean State Fixtures,Business,kenneth.pacheco@comcast.net,77.53,Hourly,2026-03-14
gcon-712,comp-001,Linda,Horvath,Narragansett Supply,Business,thomas.esposito@yahoo.com,60.41,Hourly,2025-05-24
gcon-713,comp-001,Michelle,Esposito,Narragansett Supply,Business,michelle.romano@cox.net,86.76,Fixed,2026-10-17
gcon-714,comp-001,John,Bianchi,Apex Mechanical,Business,ruth.esposito@cox.net,60.29,Fixed,2025-08-09
gcon-715,comp-001,Linda,Ferrari,Coastline Insurance,Business,diane.ricci@verizon.net,74.42,Fixed,2025-06-11
gcon-716,comp-001,Karen,Henderson,Rhody Rentals,Business,linda.adler@verizon.net,42.69,Hourly,2026-07-17
gcon-717,comp-001,Betty,Reilly,College Hill Property Mgmt,Individual,robert.botelho@verizon.net,3.66,Hourly,2026-04-10
gcon-718,comp-001,Joseph,OLeary,Apex Mechanical,Business,sal.nash@cox.net,38.16,Fixed,2024-08-15
gcon-719,comp-001,Richard,Ferreira,Slater Mill Restoration,Individual,susan.kapoor@comcast.net,6.76,Fixed,2026-04-11
gcon-720,comp-001,Robert,Volpicelli,Narragansett Supply,Individual,diane.conti@cox.net,80.72,Fixed,2026-02-14
