sid,from_number,to_number,status,direction,duration,price,price_unit,answered_by,start_time,end_time,date_created
CA_bg_027,+17325550147,+17325557465,completed,inbound,194,0.042,USD,human,2026-08-24T11:00:00-04:00,2026-08-24T11:00:00-04:00,2026-08-24T11:00:00-04:00
CA_bg_028,+17325550147,+17325553620,completed,outbound-api,296,0.0641,USD,human,2026-07-19T15:00:00-04:00,2026-07-19T15:00:00-04:00,2026-07-19T15:00:00-04:00
CA_bg_029,+17325550147,+17325553960,completed,outbound-api,418,0.0906,USD,human,2026-06-03T08:00:00-04:00,2026-06-03T08:00:00-04:00,2026-06-03T08:00:00-04:00
CA_bg_030,+17325550147,+17325557996,completed,outbound-api,232,0.0503,USD,human,2026-09-16T17:00:00-04:00,2026-09-16T17:00:00-04:00,2026-09-16T17:00:00-04:00
CA_bg_031,+17325550147,+17325551941,completed,outbound-api,414,0.0897,USD,human,2026-06-09T13:00:00-04:00,2026-06-09T13:00:00-04:00,2026-06-09T13:00:00-04:00
CA_bg_032,+17325550147,+17325556809,completed,outbound-api,240,0.052,USD,human,2026-07-24T16:00:00-04:00,2026-07-24T16:00:00-04:00,2026-07-24T16:00:00-04:00
CA_bg_033,+17325550147,+17325552172,completed,outbound-api,179,0.0388,USD,human,2026-07-08T13:00:00-04:00,2026-07-08T13:00:00-04:00,2026-07-08T13:00:00-04:00
CA_bg_034,+17325550147,+17325555670,completed,outbound-api,106,0.023,USD,human,2026-08-19T11:00:00-04:00,2026-08-19T11:00:00-04:00,2026-08-19T11:00:00-04:00
CA_bg_035,+17325550147,+17325552315,completed,outbound-api,438,0.0949,USD,human,2026-06-23T16:00:00-04:00,2026-06-23T16:00:00-04:00,2026-06-23T16:00:00-04:00
CA_bg_036,+17325550147,+17325554103,completed,outbound-api,440,0.0953,USD,human,2026-06-27T18:00:00-04:00,2026-06-27T18:00:00-04:00,2026-06-27T18:00:00-04:00
CA_bg_037,+17325550147,+17325551395,completed,inbound,421,0.0912,USD,human,2026-08-10T15:00:00-04:00,2026-08-10T15:00:00-04:00,2026-08-10T15:00:00-04:00
CA_bg_038,+17325550147,+17325557030,completed,inbound,32,0.0069,USD,human,2026-09-07T16:00:00-04:00,2026-09-07T16:00:00-04:00,2026-09-07T16:00:00-04:00
CA_bg_039,+17325550147,+17325553901,completed,outbound-api,400,0.0867,USD,human,2026-07-03T11:00:00-04:00,2026-07-03T11:00:00-04:00,2026-07-03T11:00:00-04:00
CA_bg_040,+17325550147,+17325557359,completed,outbound-api,71,0.0154,USD,human,2026-09-16T15:00:00-04:00,2026-09-16T15:00:00-04:00,2026-09-16T15:00:00-04:00
CA_bg_041,+17325550147,+17325552071,completed,inbound,594,0.1287,USD,human,2026-07-02T10:00:00-04:00,2026-07-02T10:00:00-04:00,2026-07-02T10:00:00-04:00
CA_bg_042,+17325550147,+17325554046,completed,outbound-api,54,0.0117,USD,human,2026-07-15T15:00:00-04:00,2026-07-15T15:00:00-04:00,2026-07-15T15:00:00-04:00
CA_bg_043,+17325550147,+17325551536,completed,outbound-api,155,0.0336,USD,human,2026-06-27T08:00:00-04:00,2026-06-27T08:00:00-04:00,2026-06-27T08:00:00-04:00
CA_bg_044,+17325550147,+17325553247,completed,inbound,114,0.0247,USD,human,2026-08-18T14:00:00-04:00,2026-08-18T14:00:00-04:00,2026-08-18T14:00:00-04:00
CA_bg_045,+17325550147,+17325553857,completed,inbound,482,0.1044,USD,human,2026-09-22T15:00:00-04:00,2026-09-22T15:00:00-04:00,2026-09-22T15:00:00-04:00
CA_bg_046,+17325550147,+17325557969,completed,inbound,328,0.0711,USD,human,2026-07-01T11:00:00-04:00,2026-07-01T11:00:00-04:00,2026-07-01T11:00:00-04:00
CA_bg_047,+17325550147,+17325557365,completed,inbound,170,0.0368,USD,human,2026-06-22T12:00:00-04:00,2026-06-22T12:00:00-04:00,2026-06-22T12:00:00-04:00
CA_bg_048,+17325550147,+17325553032,completed,outbound-api,237,0.0513,USD,human,2026-06-15T13:00:00-04:00,2026-06-15T13:00:00-04:00,2026-06-15T13:00:00-04:00
CA_bg_049,+17325550147,+17325551624,completed,inbound,530,0.1148,USD,human,2026-09-19T13:00:00-04:00,2026-09-19T13:00:00-04:00,2026-09-19T13:00:00-04:00
CA_bg_050,+17325550147,+17325551358,completed,outbound-api,182,0.0394,USD,human,2026-08-19T09:00:00-04:00,2026-08-19T09:00:00-04:00,2026-08-19T09:00:00-04:00
CA_bg_051,+17325550147,+17325557454,completed,outbound-api,600,0.13,USD,human,2026-07-02T10:00:00-04:00,2026-07-02T10:00:00-04:00,2026-07-02T10:00:00-04:00
CA_bg_052,+17325550147,+17325557622,completed,inbound,66,0.0143,USD,human,2026-07-27T13:00:00-04:00,2026-07-27T13:00:00-04:00,2026-07-27T13:00:00-04:00
CA_bg_053,+17325550147,+17325558838,completed,inbound,517,0.112,USD,human,2026-09-28T18:00:00-04:00,2026-09-28T18:00:00-04:00,2026-09-28T18:00:00-04:00
CA_bg_054,+17325550147,+17325556048,completed,outbound-api,297,0.0644,USD,human,2026-08-12T16:00:00-04:00,2026-08-12T16:00:00-04:00,2026-08-12T16:00:00-04:00
CA_bg_055,+17325550147,+17325559856,completed,outbound-api,309,0.0669,USD,human,2026-09-19T11:00:00-04:00,2026-09-19T11:00:00-04:00,2026-09-19T11:00:00-04:00
CA_bg_056,+17325550147,+17325556565,completed,inbound,36,0.0078,USD,human,2026-06-21T15:00:00-04:00,2026-06-21T15:00:00-04:00,2026-06-21T15:00:00-04:00
CA_bg_057,+17325550147,+17325556046,completed,inbound,150,0.0325,USD,human,2026-07-25T16:00:00-04:00,2026-07-25T16:00:00-04:00,2026-07-25T16:00:00-04:00
CA_bg_058,+17325550147,+17325553064,completed,outbound-api,126,0.0273,USD,human,2026-09-05T10:00:00-04:00,2026-09-05T10:00:00-04:00,2026-09-05T10:00:00-04:00
CA_bg_059,+17325550147,+17325555593,completed,outbound-api,597,0.1293,USD,human,2026-08-21T14:00:00-04:00,2026-08-21T14:00:00-04:00,2026-08-21T14:00:00-04:00
