Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
14,John Baker,Vendor Corp 010,john.baker@uhc.com,(904) 798-9837,135 Normandy Blvd,Jacksonville,FL,32202,147.3819083058503,True,ACCT-2013,False
15,Diego Whitfield,Vendor Corp 011,diego.whitfield@uhc.com,(904) 804-9689,6496 103rd St,Jacksonville,FL,32202,804.0194198742633,True,ACCT-2014,False
16,Thomas Miller,Vendor Corp 012,thomas.miller@humana.com,(904) 806-1009,4445 Wonderwood Dr,Jacksonville,FL,32202,213.95902002162336,True,ACCT-2015,False
17,Marcus Davis,Vendor Corp 013,marcus.davis@riversidemed.com,(904) 807-6310,7554 JTB Pkwy,Jacksonville,FL,32202,2034.2954322565477,True,ACCT-2016,False
18,Andrew Garcia,Vendor Corp 014,andrew.garcia@aetna.com,(904) 853-9005,4773 Philips Hwy,Jacksonville,FL,32202,1398.4631230568611,True,ACCT-2017,False
19,Susan Adams,Vendor Corp 015,susan.adams@coastalcardiology.com,(904) 886-1319,7030 St Johns Bluff Rd,Jacksonville,FL,32202,414.1205245458423,True,ACCT-2018,False
20,Diego Patel,Vendor Corp 016,diego.patel@riversidemed.com,(904) 321-2832,9205 Butler Blvd,Jacksonville,FL,32202,2896.8456863039787,True,ACCT-2019,False
21,Sana Park,Vendor Corp 017,sana.park@jaxheart.org,(904) 356-6947,8073 Skinner Rd,Jacksonville,FL,32202,358.3787274005645,True,ACCT-2020,False
22,Patricia Adams,Vendor Corp 018,patricia.adams@riversidemed.com,(904) 389-6038,2636 Riverside Ave,Jacksonville,FL,32202,1245.791490012982,True,ACCT-2021,False
23,Donald Brown,Vendor Corp 019,donald.brown@jaxheart.org,(904) 396-4923,3211 Bay St,Jacksonville,FL,32202,971.6401857269117,True,ACCT-2022,False
24,Barbara Williams,Vendor Corp 020,barbara.williams@stfrancisjax.org,(904) 396-1949,4961 Prudential Dr,Jacksonville,FL,32202,255.5172589300273,True,ACCT-2023,False
25,Jennifer Rivera,Vendor Corp 021,jennifer.rivera@yahoo.com,(904) 398-4946,3666 Southside Blvd,Jacksonville,FL,32202,533.3892764037698,True,ACCT-2024,False
26,Priya Johnson,Vendor Corp 022,priya.johnson@outlook.com,(904) 433-2290,1058 Baymeadows Rd,Jacksonville,FL,32202,322.92260993045664,True,ACCT-2025,False
27,John Wilson,Vendor Corp 023,john.wilson@gulfcoaststate.edu,(904) 645-2403,9589 A1A South,Jacksonville,FL,32202,2993.650105773619,True,ACCT-2026,False
28,Jennifer Brown,Vendor Corp 024,jennifer.brown@gulfcoaststate.edu,(904) 722-8962,8983 Beach Blvd,Jacksonville,FL,32202,13.085708926620532,True,ACCT-2027,False
29,Jennifer Thompson,Vendor Corp 025,jennifer.thompson@riversidemed.com,(904) 724-2133,1098 Roosevelt Blvd,Jacksonville,FL,32202,2875.9614742296417,True,ACCT-2028,False
30,Joseph Whitfield,Vendor Corp 026,joseph.whitfield@humana.com,(904) 739-9727,5238 San Marco Blvd,Jacksonville,FL,32202,1348.2872486262308,True,ACCT-2029,False
31,John Garcia,Vendor Corp 027,john.garcia@aetna.com,(904) 745-3060,1036 Kings Ave,Jacksonville,FL,32202,373.3548200761034,True,ACCT-2030,False
32,Ramesh Adams,Vendor Corp 028,ramesh.adams@yahoo.com,(904) 778-3103,921 Blanding Blvd,Jacksonville,FL,32202,2217.257070447312,True,ACCT-2031,False
33,Chloe Smith,Vendor Corp 029,chloe.smith@gmail.com,(904) 798-8787,9671 Atlantic Blvd,Jacksonville,FL,32202,843.8900460781213,True,ACCT-2032,False
34,Kenneth Baker,Vendor Corp 030,kenneth.baker@humana.com,(904) 804-3705,7911 Emerson St,Jacksonville,FL,32202,2466.5598450833895,True,ACCT-2033,False
35,Ramesh Williams,Vendor Corp 031,ramesh.williams@lakewoodmedresearch.edu,(904) 806-5342,8338 Kernan Blvd,Jacksonville,FL,32202,2907.967071919816,True,ACCT-2034,False
36,Mark Nair,Vendor Corp 032,mark.nair@gmail.com,(904) 807-9645,8801 Old St Augustine Rd,Jacksonville,FL,32202,722.5756553024472,True,ACCT-2035,False
37,Donald Garcia,Vendor Corp 033,donald.garcia@aetna.com,(904) 853-7932,2679 Normandy Blvd,Jacksonville,FL,32202,2454.6837134162197,True,ACCT-2036,False
38,Michael Baker,Vendor Corp 034,michael.baker@bcbsfl.com,(904) 886-4470,1031 103rd St,Jacksonville,FL,32202,839.5848464356837,True,ACCT-2037,False
39,Paul Rivera,Vendor Corp 035,paul.rivera@jaxheart.org,(904) 321-9835,8420 Wonderwood Dr,Jacksonville,FL,32202,1182.125268309226,True,ACCT-2038,False
40,Diego Thompson,Vendor Corp 036,diego.thompson@uhc.com,(904) 356-4295,1412 JTB Pkwy,Jacksonville,FL,32202,2351.929668016526,True,ACCT-2039,False
41,Robert Davis,Vendor Corp 037,robert.davis@uhc.com,(904) 389-6107,3144 Philips Hwy,Jacksonville,FL,32202,802.2168090874771,True,ACCT-2040,False
42,Richard Adams,Vendor Corp 038,richard.adams@gulfcoaststate.edu,(904) 396-7537,1222 St Johns Bluff Rd,Jacksonville,FL,32202,2984.019867980247,True,ACCT-2041,False
43,Marcus Marshall,Vendor Corp 039,marcus.marshall@medtronic.com,(904) 396-7118,9849 Butler Blvd,Jacksonville,FL,32202,2267.7327464301165,True,ACCT-2042,False
44,Priya Thompson,Vendor Corp 040,priya.thompson@humana.com,(904) 398-8177,1213 Skinner Rd,Jacksonville,FL,32202,2260.9617477353568,True,ACCT-2043,False
45,Kevin Johnson,Vendor Corp 041,kevin.johnson@riversidemed.com,(904) 433-9479,3953 Riverside Ave,Jacksonville,FL,32202,1648.2244299515773,True,ACCT-2044,False
46,Patricia Williams,Vendor Corp 042,patricia.williams@medtronic.com,(904) 645-8397,6715 Bay St,Jacksonville,FL,32202,314.0685695232182,True,ACCT-2045,False
47,Patricia Thompson,Vendor Corp 043,patricia.thompson@stfrancisjax.org,(904) 722-2982,2064 Prudential Dr,Jacksonville,FL,32202,1680.3912930342976,True,ACCT-2046,False
48,Amanda Rivera,Vendor Corp 044,amanda.rivera@bcbsfl.com,(904) 724-5061,9433 Southside Blvd,Jacksonville,FL,32202,2505.8732709341602,True,ACCT-2047,False
49,Priya Brennan,Vendor Corp 045,priya.brennan@summit-heart.org,(904) 739-4681,4133 Baymeadows Rd,Jacksonville,FL,32202,1323.1965091129355,True,ACCT-2048,False
50,Kevin Brennan,Vendor Corp 046,kevin.brennan@coastalcardio.foundation,(904) 745-2049,9585 A1A South,Jacksonville,FL,32202,1381.2769100605785,True,ACCT-2049,False
51,David Adams,Vendor Corp 047,david.adams@jaxheart.org,(904) 778-6539,9840 Beach Blvd,Jacksonville,FL,32202,2746.469285183423,True,ACCT-2050,False
52,Elizabeth Park,Vendor Corp 048,elizabeth.park@outlook.com,(904) 798-1344,751 Roosevelt Blvd,Jacksonville,FL,32202,972.5989792334356,True,ACCT-2051,False
53,William Whitfield,Vendor Corp 049,william.whitfield@jaxheart.org,(904) 804-4770,1443 San Marco Blvd,Jacksonville,FL,32202,2762.7809673836146,True,ACCT-2052,False
54,Kenneth Davis,Vendor Corp 050,kenneth.davis@humana.com,(904) 806-4608,6968 Kings Ave,Jacksonville,FL,32202,1972.9565485002413,True,ACCT-2053,False
55,Linda Wilson,Vendor Corp 051,linda.wilson@jaxheart.org,(904) 807-1117,9662 Blanding Blvd,Jacksonville,FL,32202,2194.13939026491,True,ACCT-2054,False
56,Charles Garcia,Vendor Corp 052,charles.garcia@medtronic.com,(904) 853-2163,9360 Atlantic Blvd,Jacksonville,FL,32202,2086.9344980120563,True,ACCT-2055,False
57,Barbara Baker,Vendor Corp 053,barbara.baker@yahoo.com,(904) 886-1964,8665 Emerson St,Jacksonville,FL,32202,1856.84396329584,True,ACCT-2056,False
58,Andrew Brennan,Vendor Corp 054,andrew.brennan@humana.com,(904) 321-4750,5283 Kernan Blvd,Jacksonville,FL,32202,2304.961102174359,True,ACCT-2057,False
59,Chloe Rodriguez,Vendor Corp 055,chloe.rodriguez@stfrancisjax.org,(904) 356-2104,4372 Old St Augustine Rd,Jacksonville,FL,32202,2531.648226600049,True,ACCT-2058,False
60,John Davis,Vendor Corp 056,john.davis@uhc.com,(904) 389-1514,3446 Normandy Blvd,Jacksonville,FL,32202,1359.4567500610756,True,ACCT-2059,False
61,Jessica Hussain,Vendor Corp 057,jessica.hussain@uhc.com,(904) 396-6413,5247 103rd St,Jacksonville,FL,32202,874.8343630785765,True,ACCT-2060,False
62,John Brennan,Vendor Corp 058,john.brennan@riversidemed.com,(904) 396-2160,4010 Wonderwood Dr,Jacksonville,FL,32202,2323.9730749488194,True,ACCT-2061,False
63,William Johnson,Vendor Corp 059,william.johnson@coastalcardiology.com,(904) 398-9423,4451 JTB Pkwy,Jacksonville,FL,32202,895.7038296411062,True,ACCT-2062,False
64,Daniel Thompson,Vendor Corp 060,daniel.thompson@lakewoodmedresearch.edu,(904) 433-4899,6584 Philips Hwy,Jacksonville,FL,32202,624.530089202522,True,ACCT-2063,False
65,Sarah Thompson,Vendor Corp 061,sarah.thompson@yahoo.com,(904) 645-5562,2244 St Johns Bluff Rd,Jacksonville,FL,32202,2193.1467901950978,True,ACCT-2064,False
66,David Baker,Vendor Corp 062,david.baker@outlook.com,(904) 722-8953,5015 Butler Blvd,Jacksonville,FL,32202,423.1444924275962,True,ACCT-2065,False
67,Richard Park,Vendor Corp 063,richard.park@summit-heart.org,(904) 724-4510,7591 Skinner Rd,Jacksonville,FL,32202,1169.142771224448,True,ACCT-2066,False
68,Kevin Park,Vendor Corp 064,kevin.park@gulfcoaststate.edu,(904) 739-9834,5280 Riverside Ave,Jacksonville,FL,32202,1004.7227046176449,True,ACCT-2067,False
69,Susan Torres,Vendor Corp 065,susan.torres@bcbsfl.com,(904) 745-3167,1288 Bay St,Jacksonville,FL,32202,2851.0537279361947,True,ACCT-2068,False
70,David Marshall,Vendor Corp 066,david.marshall@riversidemed.com,(904) 778-8744,252 Prudential Dr,Jacksonville,FL,32202,282.92603906639226,True,ACCT-2069,False
71,Barbara Rodriguez,Vendor Corp 067,barbara.rodriguez@gmail.com,(904) 798-4981,7608 Southside Blvd,Jacksonville,FL,32202,1694.6648736313837,True,ACCT-2070,False
72,Donald Baker,Vendor Corp 068,donald.baker@aetna.com,(904) 804-8749,9324 Baymeadows Rd,Jacksonville,FL,32202,83.2255052258235,True,ACCT-2071,False
73,Anthony Jones,Vendor Corp 069,anthony.jones@jaxheart.org,(904) 806-7669,1738 A1A South,Jacksonville,FL,32202,1231.9893508223938,True,ACCT-2072,False
74,Chloe Torres,Vendor Corp 070,chloe.torres@outlook.com,(904) 807-4119,1300 Beach Blvd,Jacksonville,FL,32202,2390.8268044222255,True,ACCT-2073,False
75,Christopher Thompson,Vendor Corp 071,christopher.thompson@yahoo.com,(904) 853-2545,8908 Roosevelt Blvd,Jacksonville,FL,32202,867.6406807676796,True,ACCT-2074,False
76,James Davis,Vendor Corp 072,james.davis@summit-heart.org,(904) 886-2588,3592 San Marco Blvd,Jacksonville,FL,32202,973.0136395497104,True,ACCT-2075,False
77,Susan Nair,Vendor Corp 073,susan.nair@bcbsfl.com,(904) 321-8062,8388 Kings Ave,Jacksonville,FL,32202,1936.6879403835098,True,ACCT-2076,False
78,Kevin Williams,Vendor Corp 074,kevin.williams@summit-heart.org,(904) 356-6804,4445 Blanding Blvd,Jacksonville,FL,32202,451.10712436634446,True,ACCT-2077,False
79,Jennifer Park,Vendor Corp 075,jennifer.park@humana.com,(904) 389-7939,2270 Atlantic Blvd,Jacksonville,FL,32202,2664.410423672869,True,ACCT-2078,False
80,Mary Jones,Vendor Corp 076,mary.jones@summit-heart.org,(904) 396-7735,5818 Emerson St,Jacksonville,FL,32202,1024.3581272332954,True,ACCT-2079,False
81,Marcus Rivera,Vendor Corp 077,marcus.rivera@bcbsfl.com,(904) 396-8651,1227 Kernan Blvd,Jacksonville,FL,32202,126.64850418525265,True,ACCT-2080,False
82,James Rivera,Vendor Corp 078,james.rivera@medtronic.com,(904) 398-1887,4102 Old St Augustine Rd,Jacksonville,FL,32202,576.3111227644816,True,ACCT-2081,False
83,Kevin Park,Vendor Corp 079,kevin.park@humana.com,(904) 433-2612,6154 Normandy Blvd,Jacksonville,FL,32202,2676.551432625604,True,ACCT-2082,False
84,William Marshall,Vendor Corp 080,william.marshall@yahoo.com,(904) 645-1993,4769 103rd St,Jacksonville,FL,32202,2405.4177812601283,True,ACCT-2083,False
85,Patricia Martinez,Vendor Corp 081,patricia.martinez@coastalcardio.foundation,(904) 722-7596,2684 Wonderwood Dr,Jacksonville,FL,32202,899.3657826505,True,ACCT-2084,False
86,Michael Brown,Vendor Corp 082,michael.brown@summit-heart.org,(904) 724-6559,7279 JTB Pkwy,Jacksonville,FL,32202,2485.6629230052613,True,ACCT-2085,False
87,Ramesh Jones,Vendor Corp 083,ramesh.jones@gulfcoaststate.edu,(904) 739-2790,9000 Philips Hwy,Jacksonville,FL,32202,782.5680966344594,True,ACCT-2086,False
88,Chloe Park,Vendor Corp 084,chloe.park@gmail.com,(904) 745-5073,5056 St Johns Bluff Rd,Jacksonville,FL,32202,740.4688618219294,True,ACCT-2087,False
89,Christopher Smith,Vendor Corp 085,christopher.smith@edwards.com,(904) 778-4139,8766 Butler Blvd,Jacksonville,FL,32202,1877.0981762219312,True,ACCT-2088,False
90,Amanda Brennan,Vendor Corp 086,amanda.brennan@outlook.com,(904) 798-4116,228 Skinner Rd,Jacksonville,FL,32202,584.3349539124578,True,ACCT-2089,False
91,Barbara Wilson,Vendor Corp 087,barbara.wilson@coastalcardio.foundation,(904) 804-9786,9186 Riverside Ave,Jacksonville,FL,32202,2934.0687554839415,True,ACCT-2090,False
92,Mary Jones,Vendor Corp 088,mary.jones@outlook.com,(904) 806-8350,5005 Bay St,Jacksonville,FL,32202,2711.4956469296267,True,ACCT-2091,False
93,Mark Rodriguez,Vendor Corp 089,mark.rodriguez@stfrancisjax.org,(904) 807-3296,1797 Prudential Dr,Jacksonville,FL,32202,764.5389386517787,True,ACCT-2092,False
94,Thomas Kim,Vendor Corp 090,thomas.kim@coastalcardiology.com,(904) 853-7912,2300 Southside Blvd,Jacksonville,FL,32202,2212.4971834444264,True,ACCT-2093,False
95,Kenneth Williams,Vendor Corp 091,kenneth.williams@medtronic.com,(904) 886-4006,4433 Baymeadows Rd,Jacksonville,FL,32202,264.00231606508726,True,ACCT-2094,False
96,Diego Hussain,Vendor Corp 092,diego.hussain@aetna.com,(904) 321-5563,1991 A1A South,Jacksonville,FL,32202,685.1443274081508,True,ACCT-2095,False
97,Diego Brown,Vendor Corp 093,diego.brown@coastalcardio.foundation,(904) 356-8579,1853 Beach Blvd,Jacksonville,FL,32202,578.9535094730018,True,ACCT-2096,False
98,David Thompson,Vendor Corp 094,david.thompson@medtronic.com,(904) 389-5092,9164 Roosevelt Blvd,Jacksonville,FL,32202,2316.6225880011134,True,ACCT-2097,False
99,Susan Whitfield,Vendor Corp 095,susan.whitfield@yahoo.com,(904) 396-2235,2646 San Marco Blvd,Jacksonville,FL,32202,2108.5304755540465,True,ACCT-2098,False
100,Ravi Williams,Vendor Corp 096,ravi.williams@summit-heart.org,(904) 396-8260,4562 Kings Ave,Jacksonville,FL,32202,1086.2580519102162,True,ACCT-2099,False
101,Paul Rivera,Vendor Corp 097,paul.rivera@aetna.com,(904) 398-2604,4716 Blanding Blvd,Jacksonville,FL,32202,2595.477655110622,True,ACCT-2100,False
102,Thomas Chen,Vendor Corp 098,thomas.chen@stfrancisjax.org,(904) 433-1828,3550 Atlantic Blvd,Jacksonville,FL,32202,2079.813863932615,True,ACCT-2101,False
103,John Smith,Vendor Corp 099,john.smith@jaxheart.org,(904) 645-9856,5717 Emerson St,Jacksonville,FL,32202,2313.1162977509434,True,ACCT-2102,False
104,Chase Practice Banking,Chase Bank Business Services,business@chase.com,(904) 722-1241,1 Chase Manhattan Plaza,New York,NY,10005,1075.5653555190327,True,ACCT-2103,False
105,Marcus HYSA,Goldman Sachs Bank USA,accounts@marcus.com,(904) 724-2528,200 West Street,New York,NY,10282,2527.1118587653127,True,ACCT-2104,False
