id,name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,start_date,kudos_count,segment_id
900096,Walk session 96,Walk,8135,2711,3011,0,3.49,2026-09-10T06:34:00Z,12,6359
900097,Hike session 97,Hike,13328,4442,4742,221,2.30,2026-05-25T04:11:00Z,20,7378
900098,Yoga session 98,Yoga,5849,1949,2249,76,1.62,2026-01-09T22:49:00Z,27,4202
900099,Run session 99,Run,6998,2332,2632,252,3.66,2026-03-17T14:58:00Z,4,6808
900100,Hike session 100,Hike,7451,2483,2783,156,3.97,2026-01-18T06:25:00Z,30,4138
900101,Yoga session 101,Yoga,3826,1275,1575,54,2.53,2026-04-25T05:37:00Z,27,4911
900102,Yoga session 102,Yoga,18866,6288,6588,69,4.05,2026-08-28T23:03:00Z,26,2064
900103,Hike session 103,Hike,1670,556,856,1,4.52,2026-06-12T20:16:00Z,21,3758
900104,Walk session 104,Walk,18496,6165,6465,6,2.86,2026-07-22T01:42:00Z,16,7508
900105,Run session 105,Run,14608,4869,5169,134,4.12,2026-02-05T14:57:00Z,1,9334
900106,Walk session 106,Walk,15908,5302,5602,149,3.35,2026-08-13T00:52:00Z,28,5957
900107,Hike session 107,Hike,11253,3751,4051,177,2.45,2026-01-14T16:08:00Z,27,5614
