request_id,product_id,status,rider_id,driver_name,vehicle,license_plate,start_latitude,start_longitude,start_address,end_latitude,end_longitude,end_address,distance_miles,duration_minutes,fare,surge_multiplier,requested_at,completed_at
uber_016,,cancelled,,Driver 16,,,,,Town Hall,,,Browning Medical,,,18.94,1.0,2027-03-22,2027-03-22
uber_017,,completed,,Driver 17,,,,,Town Hall,,,Safeway,,,31.90,1.0,2027-03-22,2027-03-22
uber_018,,cancelled,,Driver 18,,,,,VFW,,,Browning Medical,,,10.74,1.0,2027-03-06,2027-03-06
uber_019,,completed,,Driver 19,,,,,Safeway,,,Town Hall,,,34.42,1.0,2027-03-01,2027-03-01
uber_020,,cancelled,,Driver 20,,,,,Browning Medical,,,Ranch,,,15.57,1.0,2027-03-10,2027-03-10
trip_021,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-2311,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-12-12T09:00:00Z,2026-12-12T16:00:00Z
trip_022,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-2449,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-05-15T10:00:00Z,2026-05-15T15:00:00Z
trip_023,uberx,completed,rider_timothy,Karen L,Chevy Suburban,MT-1864,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-11-24T12:00:00Z,2026-11-24T16:00:00Z
trip_024,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-6431,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-01-16T13:00:00Z,2026-01-16T13:00:00Z
trip_025,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-5981,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-05-10T16:00:00Z,2026-05-10T12:00:00Z
trip_026,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-1845,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-01-21T11:00:00Z,2026-01-21T17:00:00Z
trip_027,uberx,completed,rider_timothy,John D,Toyota Camry,MT-9283,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-01-10T08:00:00Z,2026-01-10T12:00:00Z
trip_028,uberx,completed,rider_timothy,Karen L,Ford Explorer,MT-5209,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-05-05T07:00:00Z,2026-05-05T09:00:00Z
trip_029,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-8317,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-10-06T12:00:00Z,2026-10-06T10:00:00Z
trip_030,uberx,completed,rider_timothy,Pete R,Toyota Camry,MT-9640,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-05-26T07:00:00Z,2026-05-26T13:00:00Z
trip_031,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-7765,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-02-05T13:00:00Z,2026-02-05T11:00:00Z
trip_032,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-6653,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-11-15T07:00:00Z,2026-11-15T18:00:00Z
trip_033,uberx,completed,rider_timothy,John D,Toyota Camry,MT-8602,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-05-25T13:00:00Z,2026-05-25T15:00:00Z
trip_034,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-7390,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-05-16T14:00:00Z,2026-05-16T12:00:00Z
trip_035,uberx,completed,rider_timothy,John D,Ford Explorer,MT-8353,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-03-17T13:00:00Z,2026-03-17T18:00:00Z
trip_036,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-6797,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-06-17T13:00:00Z,2026-06-17T17:00:00Z
trip_037,uberx,completed,rider_timothy,Karen L,Ford Explorer,MT-5375,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2026-11-28T08:00:00Z,2026-11-28T12:00:00Z
trip_038,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-4961,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-11-19T16:00:00Z,2026-11-19T11:00:00Z
trip_039,uberx,completed,rider_timothy,Karen L,Chevy Suburban,MT-1173,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-09-11T07:00:00Z,2026-09-11T09:00:00Z
trip_040,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-8306,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-01-14T12:00:00Z,2026-01-14T11:00:00Z
trip_041,uberx,completed,rider_timothy,Mike S,Toyota Camry,MT-1388,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2026-12-10T16:00:00Z,2026-12-10T09:00:00Z
trip_042,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-2965,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-01-20T08:00:00Z,2026-01-20T17:00:00Z
trip_043,uberx,completed,rider_timothy,Mike S,Toyota Camry,MT-4018,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-03-13T11:00:00Z,2026-03-13T12:00:00Z
trip_044,uberx,completed,rider_timothy,Pete R,Ford Explorer,MT-7995,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-08-22T12:00:00Z,2026-08-22T12:00:00Z
trip_045,uberx,completed,rider_timothy,Karen L,Toyota Camry,MT-7271,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-03-25T13:00:00Z,2026-03-25T13:00:00Z
trip_046,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-2137,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2026-01-09T14:00:00Z,2026-01-09T11:00:00Z
trip_047,uberx,completed,rider_timothy,Pete R,Toyota Camry,MT-3357,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-10-13T15:00:00Z,2026-10-13T14:00:00Z
trip_048,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-5243,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-04-20T08:00:00Z,2026-04-20T08:00:00Z
trip_049,uberx,completed,rider_timothy,Karen L,Ford Explorer,MT-1307,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-02-03T14:00:00Z,2026-02-03T10:00:00Z
trip_050,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-7397,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-11-21T11:00:00Z,2026-11-21T10:00:00Z
trip_051,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-9039,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-12-11T14:00:00Z,2026-12-11T14:00:00Z
trip_052,uberx,completed,rider_timothy,Mike S,Toyota Camry,MT-7298,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-07-28T14:00:00Z,2026-07-28T09:00:00Z
trip_053,uberx,completed,rider_timothy,Karen L,Chevy Suburban,MT-5961,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2026-10-18T13:00:00Z,2026-10-18T08:00:00Z
trip_054,uberx,completed,rider_timothy,Karen L,Chevy Suburban,MT-6571,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-11-21T08:00:00Z,2026-11-21T15:00:00Z
trip_055,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-1644,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-05-21T13:00:00Z,2026-05-21T18:00:00Z
trip_056,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-6886,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-04-10T14:00:00Z,2026-04-10T09:00:00Z
trip_057,uberx,completed,rider_timothy,Mike S,Toyota Camry,MT-4163,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-11-15T07:00:00Z,2026-11-15T17:00:00Z
trip_058,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-6041,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2026-04-16T14:00:00Z,2026-04-16T16:00:00Z
trip_059,uberx,completed,rider_timothy,Karen L,Toyota Camry,MT-6533,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-08-01T07:00:00Z,2026-08-01T14:00:00Z
trip_060,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-9791,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-02-07T09:00:00Z,2026-02-07T17:00:00Z
trip_061,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-1312,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-04-03T14:00:00Z,2026-04-03T17:00:00Z
trip_062,uberx,completed,rider_timothy,John D,Toyota Camry,MT-1818,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-01-08T11:00:00Z,2026-01-08T09:00:00Z
trip_063,uberx,completed,rider_timothy,John D,Toyota Camry,MT-2870,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-08-20T14:00:00Z,2026-08-20T17:00:00Z
trip_064,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-6527,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-10-08T13:00:00Z,2026-10-08T13:00:00Z
trip_065,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-4493,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-02-22T07:00:00Z,2026-02-22T17:00:00Z
trip_066,uberx,completed,rider_timothy,John D,Ford Explorer,MT-3314,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2026-03-11T13:00:00Z,2026-03-11T10:00:00Z
trip_067,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-4991,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-12-12T16:00:00Z,2026-12-12T08:00:00Z
trip_068,uberx,completed,rider_timothy,Pete R,Toyota Camry,MT-1256,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2026-03-04T14:00:00Z,2026-03-04T09:00:00Z
trip_069,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-5648,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2026-01-01T13:00:00Z,2026-01-01T15:00:00Z
trip_070,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-5439,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-03-05T15:00:00Z,2027-03-05T15:00:00Z
trip_071,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-3949,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-02-08T14:00:00Z,2027-02-08T17:00:00Z
trip_072,uberx,completed,rider_timothy,Karen L,Ford Explorer,MT-1074,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2027-01-21T15:00:00Z,2027-01-21T11:00:00Z
trip_073,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-6929,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2027-01-04T15:00:00Z,2027-01-04T16:00:00Z
trip_074,uberx,completed,rider_timothy,Karen L,Toyota Camry,MT-4173,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-01-15T08:00:00Z,2027-01-15T10:00:00Z
trip_075,uberx,completed,rider_timothy,Pete R,Toyota Camry,MT-3617,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2027-03-28T07:00:00Z,2027-03-28T08:00:00Z
trip_076,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-5118,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2027-03-12T12:00:00Z,2027-03-12T17:00:00Z
trip_077,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-3881,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2027-02-02T09:00:00Z,2027-02-02T08:00:00Z
trip_078,uberx,completed,rider_timothy,John D,Toyota Camry,MT-8287,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2027-02-17T16:00:00Z,2027-02-17T17:00:00Z
trip_079,uberx,completed,rider_timothy,Karen L,Toyota Camry,MT-2804,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-02-14T12:00:00Z,2027-02-14T11:00:00Z
trip_080,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-4615,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2027-01-08T08:00:00Z,2027-01-08T15:00:00Z
trip_081,uberx,completed,rider_timothy,Pete R,Toyota Camry,MT-4541,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2027-03-16T16:00:00Z,2027-03-16T15:00:00Z
trip_082,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-4181,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2027-01-13T12:00:00Z,2027-01-13T12:00:00Z
trip_083,uberx,completed,rider_timothy,John D,Chevy Suburban,MT-1977,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-01-11T11:00:00Z,2027-01-11T10:00:00Z
trip_084,uberx,completed,rider_timothy,Pete R,Ford Explorer,MT-3804,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2027-01-28T12:00:00Z,2027-01-28T11:00:00Z
trip_085,uberx,completed,rider_timothy,Mike S,Chevy Suburban,MT-4763,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-02-20T08:00:00Z,2027-02-20T14:00:00Z
trip_086,uberx,completed,rider_timothy,Pete R,Ford Explorer,MT-5573,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-03-16T07:00:00Z,2027-03-16T14:00:00Z
trip_087,uberx,completed,rider_timothy,Mike S,Ford Explorer,MT-8114,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-03-28T16:00:00Z,2027-03-28T11:00:00Z
trip_088,uberx,completed,rider_timothy,John D,Ford Explorer,MT-1724,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2027-03-05T07:00:00Z,2027-03-05T15:00:00Z
trip_089,uberx,completed,rider_timothy,John D,Ford Explorer,MT-9701,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2027-03-25T13:00:00Z,2027-03-25T15:00:00Z
trip_090,uberx,completed,rider_timothy,Pete R,Ford Explorer,MT-4940,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2027-03-27T08:00:00Z,2027-03-27T16:00:00Z
trip_091,uberx,completed,rider_timothy,Mike S,Toyota Camry,MT-6872,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.3121,-113.2237,East Glacier Lodge,15,22,18.50,1.0,2027-01-23T11:00:00Z,2027-01-23T11:00:00Z
trip_092,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-5994,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Medical Center,85,75,68.00,1.0,2027-03-03T09:00:00Z,2027-03-03T15:00:00Z
trip_093,uberx,completed,rider_timothy,John D,Ford Explorer,MT-8598,48.5567,-113.0062,"Pratt Ranch, Browning MT",47.4942,-111.2833,Great Falls Kidney Clinic,85,75,68.00,1.0,2027-03-24T09:00:00Z,2027-03-24T14:00:00Z
trip_094,uberx,completed,rider_timothy,Pete R,Chevy Suburban,MT-1022,48.5567,-113.0062,"Pratt Ranch, Browning MT",48.5567,-113.0062,Glacier Peaks Diner,1,5,7.00,1.0,2027-01-26T08:00:00Z,2027-01-26T14:00:00Z
trip_095,uberx,completed,rider_timothy,John D,Ford Explorer,MT-2250,48.5567,-113.0062,Pratt Ranch,48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-01-27T10:00:00Z,2027-03-24T10:30:00Z
trip_096,uberx,completed,rider_timothy,John D,Ford Explorer,MT-4474,48.5567,-113.0062,Pratt Ranch,48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-03-11T10:00:00Z,2027-01-04T10:30:00Z
trip_097,uberx,completed,rider_timothy,John D,Ford Explorer,MT-8556,48.5567,-113.0062,Pratt Ranch,48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-01-26T10:00:00Z,2027-03-04T10:30:00Z
trip_098,uberx,completed,rider_timothy,John D,Ford Explorer,MT-5455,48.5567,-113.0062,Pratt Ranch,48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-02-21T10:00:00Z,2027-03-04T10:30:00Z
trip_099,uberx,completed,rider_timothy,John D,Ford Explorer,MT-6757,48.5567,-113.0062,Pratt Ranch,48.5567,-113.0062,Browning IGA,2,8,8.50,1.0,2027-03-02T10:00:00Z,2027-02-25T10:30:00Z
