invoice_id,invoice_number,type,contact_id,contact_name,date,due_date,status,line_amount_types,sub_total,total_tax,total,amount_due,amount_paid,currency_code,reference
i0000027-0000-0000-0000-000000000000,INV-2025026,ACCREC,c0000027-0000-0000-0000-000000000000,Alcorn family,2025-07-23,2025-07-38,PAID,Exclusive,1492.24,129.76,1622.0,0,1622.0,USD,Cuisine du Nord Alcorn family
i0000028-0000-0000-0000-000000000000,INV-2025027,ACCREC,c0000028-0000-0000-0000-000000000000,Salem Alcorn cousins,2025-10-01,2025-10-16,AUTHORISED,Exclusive,1535.48,133.52,1669.0,1669.0,0,USD,Cuisine du Nord Salem Alcorn cousins
i0000029-0000-0000-0000-000000000000,INV-2025028,ACCREC,c0000029-0000-0000-0000-000000000000,Bridgeport Vineyards,2025-01-06,2025-01-21,PAID,Exclusive,1578.72,137.28,1716.0,0,1716.0,USD,Cuisine du Nord Bridgeport Vineyards
i0000030-0000-0000-0000-000000000000,INV-2025029,ACCREC,c0000030-0000-0000-0000-000000000000,Kim family,2025-04-11,2025-04-26,PAID,Exclusive,1621.96,141.04,1763.0,0,1763.0,USD,Cuisine du Nord Kim family
i0000031-0000-0000-0000-000000000000,INV-2025030,ACCREC,c0000031-0000-0000-0000-000000000000,Restaurant Depot Portland,2025-07-16,2025-07-31,AUTHORISED,Exclusive,1665.2,144.8,1810.0,1810.0,0,USD,Cuisine du Nord Restaurant Depot Portland
i0000032-0000-0000-0000-000000000000,INV-2025031,ACCREC,c0000032-0000-0000-0000-000000000000,Uwajimaya,2025-10-21,2025-10-36,PAID,Exclusive,1708.44,148.56,1857.0,0,1857.0,USD,Cuisine du Nord Uwajimaya
i0000033-0000-0000-0000-000000000000,INV-2025032,ACCREC,c0000033-0000-0000-0000-000000000000,Costco Beaverton,2025-01-26,2025-01-41,PAID,Exclusive,1751.68,152.32,1904.0,0,1904.0,USD,Cuisine du Nord Costco Beaverton
i0000034-0000-0000-0000-000000000000,INV-2025033,ACCREC,c0000034-0000-0000-0000-000000000000,Nicky USA,2025-04-04,2025-04-19,AUTHORISED,Exclusive,1794.92,156.08,1951.0,1951.0,0,USD,Cuisine du Nord Nicky USA
i0000035-0000-0000-0000-000000000000,INV-2025034,ACCREC,c0000035-0000-0000-0000-000000000000,Grand Central Bakery,2025-07-09,2025-07-24,PAID,Exclusive,1838.16,159.84,1998.0,0,1998.0,USD,Cuisine du Nord Grand Central Bakery
i0000036-0000-0000-0000-000000000000,INV-2025035,ACCREC,c0000036-0000-0000-0000-000000000000,Sugar Shack Quebec,2025-10-14,2025-10-29,PAID,Exclusive,1881.4,163.6,2045.0,0,2045.0,USD,Cuisine du Nord Sugar Shack Quebec
i0000037-0000-0000-0000-000000000000,INV-2025036,ACCREC,c0000037-0000-0000-0000-000000000000,Nossa Familia Coffee,2025-01-19,2025-01-34,AUTHORISED,Exclusive,1924.64,167.36,2092.0,2092.0,0,USD,Cuisine du Nord Nossa Familia Coffee
i0000038-0000-0000-0000-000000000000,INV-2025037,ACCREC,c0000038-0000-0000-0000-000000000000,Steve's Cheese,2025-04-24,2025-04-39,PAID,Exclusive,1967.88,171.12,2139.0,0,2139.0,USD,Cuisine du Nord Steve's Cheese
i0000039-0000-0000-0000-000000000000,INV-2025038,ACCREC,c0000039-0000-0000-0000-000000000000,Portland Tent Co,2025-07-02,2025-07-17,PAID,Exclusive,2011.12,174.88,2186.0,0,2186.0,USD,Cuisine du Nord Portland Tent Co
i0000040-0000-0000-0000-000000000000,INV-2025039,ACCREC,c0000040-0000-0000-0000-000000000000,Kelvin Foodservice,2025-10-07,2025-10-22,AUTHORISED,Exclusive,2054.36,178.64,2233.0,2233.0,0,USD,Cuisine du Nord Kelvin Foodservice
i0000041-0000-0000-0000-000000000000,INV-2025040,ACCREC,c0000041-0000-0000-0000-000000000000,Beavercreek Coach,2026-01-12,2026-01-27,PAID,Exclusive,2097.6,182.4,2280.0,0,2280.0,USD,Cuisine du Nord Beavercreek Coach
i0000042-0000-0000-0000-000000000000,INV-2025041,ACCREC,c0000042-0000-0000-0000-000000000000,Silvertide Mail Pharmacy,2026-04-17,2026-04-32,PAID,Exclusive,2140.84,186.16,2327.0,0,2327.0,USD,Cuisine du Nord Silvertide Mail Pharmacy
i0000043-0000-0000-0000-000000000000,INV-2025042,ACCREC,c0000043-0000-0000-0000-000000000000,Amazon Business,2026-07-22,2026-07-37,AUTHORISED,Exclusive,2184.08,189.92,2374.0,2374.0,0,USD,Cuisine du Nord Amazon Business
i0000044-0000-0000-0000-000000000000,INV-2025043,ACCREC,c0000044-0000-0000-0000-000000000000,HomeGoods,2026-10-27,2026-10-15,PAID,Exclusive,2227.32,193.68,2421.0,0,2421.0,USD,Cuisine du Nord HomeGoods
i0000045-0000-0000-0000-000000000000,INV-2025044,ACCREC,c0000045-0000-0000-0000-000000000000,Portland Fish Market,2026-01-05,2026-01-20,PAID,Exclusive,2270.56,197.44,2468.0,0,2468.0,USD,Cuisine du Nord Portland Fish Market
i0000046-0000-0000-0000-000000000000,INV-2025045,ACCREC,c0000001-0000-0000-0000-000000000000,Ambervale Properties,2026-04-10,2026-04-25,AUTHORISED,Exclusive,2313.8,201.2,2515.0,2515.0,0,USD,Cuisine du Nord Ambervale Properties
i0000047-0000-0000-0000-000000000000,INV-2025046,ACCREC,c0000002-0000-0000-0000-000000000000,Northeast Aviation,2026-07-15,2026-07-30,PAID,Exclusive,2357.04,204.96,2562.0,0,2562.0,USD,Cuisine du Nord Northeast Aviation
i0000048-0000-0000-0000-000000000000,INV-2025047,ACCREC,c0000003-0000-0000-0000-000000000000,Meredith Alcorn,2026-10-20,2026-10-35,PAID,Exclusive,2400.28,208.72,2609.0,0,2609.0,USD,Cuisine du Nord Meredith Alcorn
i0000049-0000-0000-0000-000000000000,INV-2025048,ACCREC,c0000004-0000-0000-0000-000000000000,Cascade Public Library,2026-01-25,2026-01-40,AUTHORISED,Exclusive,2443.52,212.48,2656.0,2656.0,0,USD,Cuisine du Nord Cascade Public Library
i0000050-0000-0000-0000-000000000000,INV-2025049,ACCREC,c0000005-0000-0000-0000-000000000000,Portland Preservation Society,2026-04-03,2026-04-18,PAID,Exclusive,2486.76,216.24,2703.0,0,2703.0,USD,Cuisine du Nord Portland Preservation Society
i0000051-0000-0000-0000-000000000000,INV-2025050,ACCREC,c0000006-0000-0000-0000-000000000000,Corridor Studios,2026-07-08,2026-07-23,PAID,Exclusive,2530.0,220.0,2750.0,0,2750.0,USD,Cuisine du Nord Corridor Studios
i0000052-0000-0000-0000-000000000000,INV-2025051,ACCREC,c0000007-0000-0000-0000-000000000000,Marlow-Sato,2026-10-13,2026-10-28,AUTHORISED,Exclusive,2573.24,223.76,2797.0,2797.0,0,USD,Cuisine du Nord Marlow-Sato
i0000053-0000-0000-0000-000000000000,INV-2025052,ACCREC,c0000008-0000-0000-0000-000000000000,Lansdowne,2026-01-18,2026-01-33,PAID,Exclusive,408.48,35.52,444.0,0,444.0,USD,Cuisine du Nord Lansdowne
i0000054-0000-0000-0000-000000000000,INV-2025053,ACCREC,c0000009-0000-0000-0000-000000000000,Ferreira family,2026-04-23,2026-04-38,PAID,Exclusive,451.72,39.28,491.0,0,491.0,USD,Cuisine du Nord Ferreira family
i0000055-0000-0000-0000-000000000000,INV-2025054,ACCREC,c0000010-0000-0000-0000-000000000000,Casey-Nolan,2026-07-01,2026-07-16,AUTHORISED,Exclusive,494.96,43.04,538.0,538.0,0,USD,Cuisine du Nord Casey-Nolan
i0000056-0000-0000-0000-000000000000,INV-2025055,ACCREC,c0000011-0000-0000-0000-000000000000,Hu-Wallace,2026-10-06,2026-10-21,PAID,Exclusive,538.2,46.8,585.0,0,585.0,USD,Cuisine du Nord Hu-Wallace
i0000057-0000-0000-0000-000000000000,INV-2025056,ACCREC,c0000012-0000-0000-0000-000000000000,Wong-Ferreira,2026-01-11,2026-01-26,PAID,Exclusive,581.44,50.56,632.0,0,632.0,USD,Cuisine du Nord Wong-Ferreira
i0000058-0000-0000-0000-000000000000,INV-2025057,ACCREC,c0000013-0000-0000-0000-000000000000,Vasquez,2026-04-16,2026-04-31,AUTHORISED,Exclusive,624.68,54.32,679.0,679.0,0,USD,Cuisine du Nord Vasquez
i0000059-0000-0000-0000-000000000000,INV-2025058,ACCREC,c0000014-0000-0000-0000-000000000000,Overland Homeowners,2026-07-21,2026-07-36,PAID,Exclusive,667.92,58.08,726.0,0,726.0,USD,Cuisine du Nord Overland Homeowners
i0000060-0000-0000-0000-000000000000,INV-2025059,ACCREC,c0000015-0000-0000-0000-000000000000,Cascade Legal,2026-10-26,2026-10-41,PAID,Exclusive,711.16,61.84,773.0,0,773.0,USD,Cuisine du Nord Cascade Legal
i0000061-0000-0000-0000-000000000000,INV-2025060,ACCREC,c0000016-0000-0000-0000-000000000000,Beaverton Tech Coop,2026-01-04,2026-01-19,AUTHORISED,Exclusive,754.4,65.6,820.0,820.0,0,USD,Cuisine du Nord Beaverton Tech Coop
i0000062-0000-0000-0000-000000000000,INV-2025061,ACCREC,c0000017-0000-0000-0000-000000000000,St. Johns Parish,2026-04-09,2026-04-24,PAID,Exclusive,797.64,69.36,867.0,0,867.0,USD,Cuisine du Nord St. Johns Parish
i0000063-0000-0000-0000-000000000000,INV-2025062,ACCREC,c0000018-0000-0000-0000-000000000000,Wu-Silva,2026-07-14,2026-07-29,PAID,Exclusive,840.88,73.12,914.0,0,914.0,USD,Cuisine du Nord Wu-Silva
i0000064-0000-0000-0000-000000000000,INV-2025063,ACCREC,c0000019-0000-0000-0000-000000000000,Kim-Alvarez,2026-10-19,2026-10-34,AUTHORISED,Exclusive,884.12,76.88,961.0,961.0,0,USD,Cuisine du Nord Kim-Alvarez
i0000065-0000-0000-0000-000000000000,INV-2025064,ACCREC,c0000020-0000-0000-0000-000000000000,Klein private,2026-01-24,2026-01-39,PAID,Exclusive,927.36,80.64,1008.0,0,1008.0,USD,Cuisine du Nord Klein private
i0000066-0000-0000-0000-000000000000,INV-2025065,ACCREC,c0000021-0000-0000-0000-000000000000,Le Sirop Nordique,2026-04-02,2026-04-17,PAID,Exclusive,970.6,84.4,1055.0,0,1055.0,USD,Cuisine du Nord Le Sirop Nordique
i0000067-0000-0000-0000-000000000000,INV-2025066,ACCREC,c0000022-0000-0000-0000-000000000000,Pearl District Design,2026-07-07,2026-07-22,AUTHORISED,Exclusive,1013.84,88.16,1102.0,1102.0,0,USD,Cuisine du Nord Pearl District Design
i0000068-0000-0000-0000-000000000000,INV-2025067,ACCREC,c0000023-0000-0000-0000-000000000000,Cedar Ridge social,2026-10-12,2026-10-27,PAID,Exclusive,1057.08,91.92,1149.0,0,1149.0,USD,Cuisine du Nord Cedar Ridge social
i0000069-0000-0000-0000-000000000000,INV-2025068,ACCREC,c0000024-0000-0000-0000-000000000000,Doyle family,2026-01-17,2026-01-32,PAID,Exclusive,1100.32,95.68,1196.0,0,1196.0,USD,Cuisine du Nord Doyle family
i0000070-0000-0000-0000-000000000000,INV-2025069,ACCREC,c0000025-0000-0000-0000-000000000000,Reeves,2026-04-22,2026-04-37,AUTHORISED,Exclusive,1143.56,99.44,1243.0,1243.0,0,USD,Cuisine du Nord Reeves
i0000071-0000-0000-0000-000000000000,INV-2025070,ACCREC,c0000026-0000-0000-0000-000000000000,Marston-Kim,2026-07-27,2026-07-15,PAID,Exclusive,1186.8,103.2,1290.0,0,1290.0,USD,Cuisine du Nord Marston-Kim
i0000072-0000-0000-0000-000000000000,INV-2025071,ACCREC,c0000027-0000-0000-0000-000000000000,Alcorn family,2026-10-05,2026-10-20,PAID,Exclusive,1230.04,106.96,1337.0,0,1337.0,USD,Cuisine du Nord Alcorn family
i0000073-0000-0000-0000-000000000000,INV-2025072,ACCREC,c0000028-0000-0000-0000-000000000000,Salem Alcorn cousins,2026-01-10,2026-01-25,AUTHORISED,Exclusive,1273.28,110.72,1384.0,1384.0,0,USD,Cuisine du Nord Salem Alcorn cousins
i0000074-0000-0000-0000-000000000000,INV-2025073,ACCREC,c0000029-0000-0000-0000-000000000000,Bridgeport Vineyards,2026-04-15,2026-04-30,PAID,Exclusive,1316.52,114.48,1431.0,0,1431.0,USD,Cuisine du Nord Bridgeport Vineyards
i0000075-0000-0000-0000-000000000000,INV-2025074,ACCREC,c0000030-0000-0000-0000-000000000000,Kim family,2026-07-20,2026-07-35,PAID,Exclusive,1359.76,118.24,1478.0,0,1478.0,USD,Cuisine du Nord Kim family
i0000076-0000-0000-0000-000000000000,INV-2025075,ACCREC,c0000031-0000-0000-0000-000000000000,Restaurant Depot Portland,2026-10-25,2026-10-40,AUTHORISED,Exclusive,1403.0,122.0,1525.0,1525.0,0,USD,Cuisine du Nord Restaurant Depot Portland
i0000077-0000-0000-0000-000000000000,INV-2025076,ACCREC,c0000032-0000-0000-0000-000000000000,Uwajimaya,2026-01-03,2026-01-18,PAID,Exclusive,1446.24,125.76,1572.0,0,1572.0,USD,Cuisine du Nord Uwajimaya
i0000078-0000-0000-0000-000000000000,INV-2025077,ACCREC,c0000033-0000-0000-0000-000000000000,Costco Beaverton,2026-04-08,2026-04-23,PAID,Exclusive,1489.48,129.52,1619.0,0,1619.0,USD,Cuisine du Nord Costco Beaverton
i0000079-0000-0000-0000-000000000000,INV-2025078,ACCREC,c0000034-0000-0000-0000-000000000000,Nicky USA,2026-07-13,2026-07-28,AUTHORISED,Exclusive,1532.72,133.28,1666.0,1666.0,0,USD,Cuisine du Nord Nicky USA
i0000080-0000-0000-0000-000000000000,INV-2025079,ACCREC,c0000035-0000-0000-0000-000000000000,Grand Central Bakery,2026-10-18,2026-10-33,PAID,Exclusive,1575.96,137.04,1713.0,0,1713.0,USD,Cuisine du Nord Grand Central Bakery
i0000081-0000-0000-0000-000000000000,INV-2025080,ACCREC,c0000036-0000-0000-0000-000000000000,Sugar Shack Quebec,2027-01-23,2027-01-38,PAID,Exclusive,1619.2,140.8,1760.0,0,1760.0,USD,Cuisine du Nord Sugar Shack Quebec
i0000082-0000-0000-0000-000000000000,INV-2025081,ACCREC,c0000037-0000-0000-0000-000000000000,Nossa Familia Coffee,2027-04-01,2027-04-16,AUTHORISED,Exclusive,1662.44,144.56,1807.0,1807.0,0,USD,Cuisine du Nord Nossa Familia Coffee
i0000083-0000-0000-0000-000000000000,INV-2025082,ACCREC,c0000038-0000-0000-0000-000000000000,Steve's Cheese,2027-07-06,2027-07-21,PAID,Exclusive,1705.68,148.32,1854.0,0,1854.0,USD,Cuisine du Nord Steve's Cheese
i0000084-0000-0000-0000-000000000000,INV-2025083,ACCREC,c0000039-0000-0000-0000-000000000000,Portland Tent Co,2027-10-11,2027-10-26,PAID,Exclusive,1748.92,152.08,1901.0,0,1901.0,USD,Cuisine du Nord Portland Tent Co
i0000085-0000-0000-0000-000000000000,INV-2025084,ACCREC,c0000040-0000-0000-0000-000000000000,Kelvin Foodservice,2027-01-16,2027-01-31,AUTHORISED,Exclusive,1792.16,155.84,1948.0,1948.0,0,USD,Cuisine du Nord Kelvin Foodservice
