id,employee_id,job_title,rate,payment_unit,flsa_status,effective_date
gcomp-0095,gemp-0095,Resident Physician (Moonlight),112.99,Hour,Non-Exempt,2025-11-21
gcomp-0096,gemp-0096,Nurse Practitioner,133.88,Hour,Non-Exempt,2025-01-21
gcomp-0097,gemp-0097,Resident Physician (Moonlight),117.47,Hour,Non-Exempt,2025-03-17
gcomp-0098,gemp-0098,Nurse Practitioner,83.76,Hour,Non-Exempt,2025-05-29
gcomp-0099,gemp-0099,Medical Assistant,106.43,Hour,Non-Exempt,2026-07-21
gcomp-0100,gemp-0100,Attending (Locum),78.72,Hour,Non-Exempt,2025-01-12
gcomp-0101,gemp-0101,Resident Physician (Moonlight),57.28,Hour,Non-Exempt,2025-10-24
gcomp-0102,gemp-0102,Medical Assistant,54.36,Hour,Non-Exempt,2025-05-22
gcomp-0103,gemp-0103,Nurse Practitioner,55.43,Hour,Non-Exempt,2026-08-22
gcomp-0104,gemp-0104,Resident Physician (Moonlight),51.71,Hour,Non-Exempt,2025-04-04
gcomp-0105,gemp-0105,Nurse Practitioner,69.77,Hour,Non-Exempt,2025-02-01
gcomp-0106,gemp-0106,Nurse Practitioner,75.70,Hour,Non-Exempt,2026-04-23
gcomp-0107,gemp-0107,Medical Assistant,123.85,Hour,Non-Exempt,2025-11-05
gcomp-0108,gemp-0108,Nurse Practitioner,76.36,Hour,Non-Exempt,2025-01-02
gcomp-0109,gemp-0109,Resident Physician (Moonlight),55.62,Hour,Non-Exempt,2026-08-11
gcomp-0110,gemp-0110,Nurse Practitioner,91.01,Hour,Non-Exempt,2026-06-07
gcomp-0111,gemp-0111,Medical Assistant,84.14,Hour,Non-Exempt,2025-11-24
gcomp-0112,gemp-0112,Resident Physician (Moonlight),88.59,Hour,Non-Exempt,2025-03-24
gcomp-0113,gemp-0113,Attending (Locum),50.11,Hour,Non-Exempt,2026-01-19
gcomp-0114,gemp-0114,Resident Physician (Moonlight),98.81,Hour,Non-Exempt,2025-08-24
gcomp-0115,gemp-0115,Medical Assistant,136.06,Hour,Non-Exempt,2025-05-26
gcomp-0116,gemp-0116,Medical Assistant,45.44,Hour,Non-Exempt,2026-05-15
gcomp-0117,gemp-0117,Medical Assistant,138.02,Hour,Non-Exempt,2026-01-03
gcomp-0118,gemp-0118,Attending (Locum),132.08,Hour,Non-Exempt,2025-07-07
gcomp-0119,gemp-0119,Nurse Practitioner,98.31,Hour,Non-Exempt,2025-06-27
gcomp-0120,gemp-0120,Medical Assistant,105.96,Hour,Non-Exempt,2025-08-18
gcomp-0121,gemp-0121,Attending (Locum),129.61,Hour,Non-Exempt,2025-07-14
gcomp-0122,gemp-0122,Resident Physician (Moonlight),133.14,Hour,Non-Exempt,2026-07-26
gcomp-0123,gemp-0123,Attending (Locum),136.96,Hour,Non-Exempt,2025-08-06
gcomp-0124,gemp-0124,Resident Physician (Moonlight),53.67,Hour,Non-Exempt,2026-01-21
gcomp-0125,gemp-0125,Resident Physician (Moonlight),88.70,Hour,Non-Exempt,2025-09-18
gcomp-0126,gemp-0126,Attending (Locum),115.05,Hour,Non-Exempt,2025-09-29
gcomp-0127,gemp-0127,Medical Assistant,102.76,Hour,Non-Exempt,2025-02-12
gcomp-0128,gemp-0128,Attending (Locum),53.30,Hour,Non-Exempt,2025-07-01
gcomp-0129,gemp-0129,Resident Physician (Moonlight),50.04,Hour,Non-Exempt,2025-01-25
gcomp-0130,gemp-0130,Attending (Locum),116.64,Hour,Non-Exempt,2025-05-18
gcomp-0131,gemp-0131,Nurse Practitioner,49.28,Hour,Non-Exempt,2026-04-28
gcomp-0132,gemp-0132,Nurse Practitioner,117.53,Hour,Non-Exempt,2025-04-05
gcomp-0133,gemp-0133,Attending (Locum),66.94,Hour,Non-Exempt,2025-12-06
gcomp-0134,gemp-0134,Medical Assistant,131.28,Hour,Non-Exempt,2025-03-19
gcomp-0135,gemp-0135,Medical Assistant,135.98,Hour,Non-Exempt,2025-08-18
gcomp-0136,gemp-0136,Nurse Practitioner,109.46,Hour,Non-Exempt,2025-10-30
gcomp-0137,gemp-0137,Nurse Practitioner,116.72,Hour,Non-Exempt,2025-05-03
gcomp-0138,gemp-0138,Attending (Locum),49.27,Hour,Non-Exempt,2025-12-25
gcomp-0139,gemp-0139,Medical Assistant,127.36,Hour,Non-Exempt,2026-02-09
gcomp-0140,gemp-0140,Attending (Locum),102.12,Hour,Non-Exempt,2025-01-08
gcomp-0141,gemp-0141,Medical Assistant,46.91,Hour,Non-Exempt,2026-07-09
gcomp-0142,gemp-0142,Attending (Locum),120.92,Hour,Non-Exempt,2026-01-03
gcomp-0143,gemp-0143,Medical Assistant,67.45,Hour,Non-Exempt,2026-07-10
gcomp-0144,gemp-0144,Medical Assistant,75.77,Hour,Non-Exempt,2026-05-26
gcomp-0145,gemp-0145,Medical Assistant,74.77,Hour,Non-Exempt,2026-01-20
gcomp-0146,gemp-0146,Medical Assistant,70.88,Hour,Non-Exempt,2025-12-10
gcomp-0147,gemp-0147,Resident Physician (Moonlight),47.72,Hour,Non-Exempt,2026-08-02
gcomp-0148,gemp-0148,Resident Physician (Moonlight),53.35,Hour,Non-Exempt,2025-07-28
gcomp-0149,gemp-0149,Resident Physician (Moonlight),115.94,Hour,Non-Exempt,2025-12-26
gcomp-0150,gemp-0150,Nurse Practitioner,129.95,Hour,Non-Exempt,2025-02-15
gcomp-0151,gemp-0151,Attending (Locum),99.95,Hour,Non-Exempt,2026-01-17
gcomp-0152,gemp-0152,Resident Physician (Moonlight),119.89,Hour,Non-Exempt,2025-10-25
gcomp-0153,gemp-0153,Resident Physician (Moonlight),128.45,Hour,Non-Exempt,2026-01-21
gcomp-0154,gemp-0154,Nurse Practitioner,73.00,Hour,Non-Exempt,2025-08-05
gcomp-0155,gemp-0155,Nurse Practitioner,114.22,Hour,Non-Exempt,2025-01-23
gcomp-0156,gemp-0156,Resident Physician (Moonlight),97.75,Hour,Non-Exempt,2026-02-20
gcomp-0157,gemp-0157,Attending (Locum),49.63,Hour,Non-Exempt,2026-01-20
gcomp-0158,gemp-0158,Attending (Locum),117.22,Hour,Non-Exempt,2025-08-23
gcomp-0159,gemp-0159,Nurse Practitioner,104.84,Hour,Non-Exempt,2026-06-04
gcomp-0160,gemp-0160,Attending (Locum),131.55,Hour,Non-Exempt,2025-09-10
gcomp-0161,gemp-0161,Nurse Practitioner,91.67,Hour,Non-Exempt,2025-10-28
gcomp-0162,gemp-0162,Attending (Locum),125.63,Hour,Non-Exempt,2025-10-16
gcomp-0163,gemp-0163,Resident Physician (Moonlight),133.35,Hour,Non-Exempt,2025-10-23
gcomp-0164,gemp-0164,Attending (Locum),95.71,Hour,Non-Exempt,2025-11-26
gcomp-0165,gemp-0165,Resident Physician (Moonlight),50.23,Hour,Non-Exempt,2026-02-03
gcomp-0166,gemp-0166,Attending (Locum),58.25,Hour,Non-Exempt,2026-01-13
gcomp-0167,gemp-0167,Attending (Locum),122.76,Hour,Non-Exempt,2026-02-02
gcomp-0168,gemp-0168,Medical Assistant,84.19,Hour,Non-Exempt,2026-03-24
gcomp-0169,gemp-0169,Resident Physician (Moonlight),59.75,Hour,Non-Exempt,2025-01-19
gcomp-0170,gemp-0170,Nurse Practitioner,101.94,Hour,Non-Exempt,2025-04-01
gcomp-0171,gemp-0171,Resident Physician (Moonlight),109.54,Hour,Non-Exempt,2025-10-07
gcomp-0172,gemp-0172,Nurse Practitioner,97.34,Hour,Non-Exempt,2025-03-12
gcomp-0173,gemp-0173,Medical Assistant,122.08,Hour,Non-Exempt,2025-02-15
gcomp-0174,gemp-0174,Attending (Locum),61.42,Hour,Non-Exempt,2026-07-02
gcomp-0175,gemp-0175,Medical Assistant,77.64,Hour,Non-Exempt,2025-10-25
gcomp-0176,gemp-0176,Nurse Practitioner,113.33,Hour,Non-Exempt,2025-05-27
gcomp-0177,gemp-0177,Attending (Locum),130.35,Hour,Non-Exempt,2026-08-13
gcomp-0178,gemp-0178,Attending (Locum),67.91,Hour,Non-Exempt,2025-03-17
gcomp-0179,gemp-0179,Nurse Practitioner,108.02,Hour,Non-Exempt,2026-03-15
gcomp-0180,gemp-0180,Nurse Practitioner,119.24,Hour,Non-Exempt,2025-06-01
gcomp-0181,gemp-0181,Resident Physician (Moonlight),76.48,Hour,Non-Exempt,2025-01-16
gcomp-0182,gemp-0182,Medical Assistant,53.04,Hour,Non-Exempt,2026-07-12
gcomp-0183,gemp-0183,Nurse Practitioner,66.20,Hour,Non-Exempt,2026-03-15
gcomp-0184,gemp-0184,Medical Assistant,115.77,Hour,Non-Exempt,2026-04-28
gcomp-0185,gemp-0185,Medical Assistant,107.95,Hour,Non-Exempt,2025-10-08
gcomp-0186,gemp-0186,Medical Assistant,62.80,Hour,Non-Exempt,2025-05-14
gcomp-0187,gemp-0187,Attending (Locum),124.51,Hour,Non-Exempt,2026-05-15
gcomp-0188,gemp-0188,Resident Physician (Moonlight),115.06,Hour,Non-Exempt,2026-08-16
gcomp-0189,gemp-0189,Attending (Locum),57.44,Hour,Non-Exempt,2025-09-11
gcomp-0190,gemp-0190,Nurse Practitioner,86.60,Hour,Non-Exempt,2026-02-20
gcomp-0191,gemp-0191,Medical Assistant,49.72,Hour,Non-Exempt,2025-09-27
gcomp-0192,gemp-0192,Attending (Locum),122.21,Hour,Non-Exempt,2025-12-25
gcomp-0193,gemp-0193,Resident Physician (Moonlight),61.32,Hour,Non-Exempt,2025-05-10
gcomp-0194,gemp-0194,Nurse Practitioner,99.51,Hour,Non-Exempt,2025-08-25
gcomp-0195,gemp-0195,Attending (Locum),77.41,Hour,Non-Exempt,2026-02-07
gcomp-0196,gemp-0196,Attending (Locum),131.10,Hour,Non-Exempt,2025-04-04
gcomp-0197,gemp-0197,Resident Physician (Moonlight),68.39,Hour,Non-Exempt,2026-03-22
gcomp-0198,gemp-0198,Nurse Practitioner,93.05,Hour,Non-Exempt,2025-05-06
gcomp-0199,gemp-0199,Medical Assistant,132.14,Hour,Non-Exempt,2025-11-11
gcomp-0200,gemp-0200,Resident Physician (Moonlight),65.63,Hour,Non-Exempt,2025-03-19
gcomp-0201,gemp-0201,Medical Assistant,124.93,Hour,Non-Exempt,2026-03-17
gcomp-0202,gemp-0202,Medical Assistant,136.45,Hour,Non-Exempt,2025-12-14
gcomp-0203,gemp-0203,Nurse Practitioner,46.98,Hour,Non-Exempt,2025-08-02
gcomp-0204,gemp-0204,Nurse Practitioner,129.34,Hour,Non-Exempt,2026-08-22
gcomp-0205,gemp-0205,Medical Assistant,51.86,Hour,Non-Exempt,2025-01-08
gcomp-0206,gemp-0206,Medical Assistant,70.59,Hour,Non-Exempt,2025-05-24
gcomp-0207,gemp-0207,Medical Assistant,99.99,Hour,Non-Exempt,2026-01-13
gcomp-0208,gemp-0208,Nurse Practitioner,109.50,Hour,Non-Exempt,2025-02-27
gcomp-0209,gemp-0209,Medical Assistant,57.98,Hour,Non-Exempt,2026-07-27
gcomp-0210,gemp-0210,Attending (Locum),52.60,Hour,Non-Exempt,2025-07-02
gcomp-0211,gemp-0211,Attending (Locum),60.56,Hour,Non-Exempt,2025-02-03
gcomp-0212,gemp-0212,Nurse Practitioner,91.29,Hour,Non-Exempt,2025-07-12
gcomp-0213,gemp-0213,Medical Assistant,116.09,Hour,Non-Exempt,2026-01-01
gcomp-0214,gemp-0214,Attending (Locum),67.91,Hour,Non-Exempt,2026-04-23
gcomp-0215,gemp-0215,Resident Physician (Moonlight),51.71,Hour,Non-Exempt,2025-03-25
gcomp-0216,gemp-0216,Resident Physician (Moonlight),117.47,Hour,Non-Exempt,2026-02-05
gcomp-0217,gemp-0217,Resident Physician (Moonlight),99.84,Hour,Non-Exempt,2026-07-13
gcomp-0218,gemp-0218,Resident Physician (Moonlight),69.44,Hour,Non-Exempt,2025-12-04
gcomp-0219,gemp-0219,Attending (Locum),53.30,Hour,Non-Exempt,2026-02-02
gcomp-0220,gemp-0220,Attending (Locum),50.71,Hour,Non-Exempt,2026-06-20
gcomp-0221,gemp-0221,Attending (Locum),77.41,Hour,Non-Exempt,2025-02-19
gcomp-0222,gemp-0222,Nurse Practitioner,98.31,Hour,Non-Exempt,2025-04-20
gcomp-0223,gemp-0223,Resident Physician (Moonlight),50.23,Hour,Non-Exempt,2026-04-16
gcomp-0224,gemp-0224,Attending (Locum),117.22,Hour,Non-Exempt,2025-08-30
gcomp-0225,gemp-0225,Resident Physician (Moonlight),109.54,Hour,Non-Exempt,2025-02-12
gcomp-0226,gemp-0226,Nurse Practitioner,58.42,Hour,Non-Exempt,2025-06-29
gcomp-0227,gemp-0227,Attending (Locum),53.30,Hour,Non-Exempt,2025-06-28
gcomp-0228,gemp-0228,Nurse Practitioner,132.38,Hour,Non-Exempt,2026-01-08
gcomp-0229,gemp-0229,Resident Physician (Moonlight),60.78,Hour,Non-Exempt,2026-03-29
gcomp-0230,gemp-0230,Resident Physician (Moonlight),115.06,Hour,Non-Exempt,2025-08-09
gcomp-0231,gemp-0231,Medical Assistant,57.55,Hour,Non-Exempt,2026-03-01
