id,first_name,last_name,email,login,status,created,activated,last_login
okta_4fa4492e,Elizabeth,Bond,elizabeth.bond@torchwoodlabs.com,elizabeth.bond@torchwoodlabs.com,SUSPENDED,2018-02-22T09:14:00Z,2024-04-28T22:33:00Z,2026-12-19T20:26:00Z
okta_7d566d65,Carl,Johnson,carl.johnson@torchwoodlabs.com,carl.johnson@torchwoodlabs.com,ACTIVE,2024-07-10T14:53:00Z,2023-07-14T07:46:00Z,2026-11-02T15:06:00Z
okta_bf604aa1,Traci,Miles,traci.miles@torchwoodlabs.com,traci.miles@torchwoodlabs.com,ACTIVE,2022-05-14T20:37:00Z,2021-08-10T21:44:00Z,2026-11-29T07:09:00Z
okta_b546ed15,Kimberly,Meyer,kimberly.meyer@torchwoodlabs.com,kimberly.meyer@torchwoodlabs.com,DEPROVISIONED,2026-01-09T22:44:00Z,2018-12-12T10:38:00Z,2026-10-08T19:34:00Z
okta_24c13dd4,Heather,Anderson,heather.anderson@torchwoodlabs.com,heather.anderson@torchwoodlabs.com,SUSPENDED,2025-11-03T11:40:00Z,2021-04-09T19:54:00Z,2026-11-26T06:33:00Z
okta_e38ac5d1,Jennifer,Harper,jennifer.harper@torchwoodlabs.com,jennifer.harper@torchwoodlabs.com,ACTIVE,2022-10-16T08:13:00Z,2022-06-21T11:30:00Z,2026-11-04T18:11:00Z
okta_8a2025b4,Eric,Lynch,eric.lynch@torchwoodlabs.com,eric.lynch@torchwoodlabs.com,SUSPENDED,2022-01-08T17:09:00Z,2024-11-11T17:11:00Z,2026-12-02T06:33:00Z
okta_5f3b024c,Charles,Johnson,charles.johnson@torchwoodlabs.com,charles.johnson@torchwoodlabs.com,SUSPENDED,2020-07-11T22:16:00Z,2023-07-08T22:20:00Z,2026-10-27T09:32:00Z
okta_b84aa724,Elizabeth,Crosby,elizabeth.crosby@torchwoodlabs.com,elizabeth.crosby@torchwoodlabs.com,ACTIVE,2024-11-13T11:24:00Z,2019-05-14T13:05:00Z,2026-12-19T21:45:00Z
okta_c364637b,Sheri,Thompson,sheri.thompson@torchwoodlabs.com,sheri.thompson@torchwoodlabs.com,ACTIVE,2024-08-14T22:13:00Z,2021-12-31T07:04:00Z,2026-11-08T20:13:00Z
okta_c9264edb,Edward,Mueller,edward.mueller@torchwoodlabs.com,edward.mueller@torchwoodlabs.com,ACTIVE,2020-03-27T13:12:00Z,2019-05-04T06:14:00Z,2026-12-06T13:50:00Z
okta_fac67ecf,Gavin,Copeland,gavin.copeland@torchwoodlabs.com,gavin.copeland@torchwoodlabs.com,SUSPENDED,2020-09-11T12:59:00Z,2023-09-22T07:14:00Z,2026-10-06T09:39:00Z
okta_5a9c1508,Rodney,Wilson,rodney.wilson@torchwoodlabs.com,rodney.wilson@torchwoodlabs.com,ACTIVE,2022-05-04T15:20:00Z,2020-08-16T07:08:00Z,2026-11-24T21:50:00Z
okta_fe86c5c6,Ana,Mathis,ana.mathis@torchwoodlabs.com,ana.mathis@torchwoodlabs.com,ACTIVE,2019-03-02T22:41:00Z,2019-06-11T11:22:00Z,2026-12-09T20:03:00Z
okta_9e3c51e8,Michael,Robertson,michael.robertson@torchwoodlabs.com,michael.robertson@torchwoodlabs.com,ACTIVE,2018-11-24T09:09:00Z,2025-10-09T21:46:00Z,2026-12-19T22:33:00Z
okta_764017b0,Karen,Johnson,karen.johnson@torchwoodlabs.com,karen.johnson@torchwoodlabs.com,DEPROVISIONED,2023-10-19T11:33:00Z,2025-10-18T09:37:00Z,2026-11-28T13:27:00Z
okta_ece312ac,Evelyn,Navarro,evelyn.navarro@torchwoodlabs.com,evelyn.navarro@torchwoodlabs.com,SUSPENDED,2024-07-31T14:31:00Z,2023-04-02T21:51:00Z,2026-10-16T14:22:00Z
okta_13389ea7,Matthew,Sims,matthew.sims@torchwoodlabs.com,matthew.sims@torchwoodlabs.com,ACTIVE,2019-07-30T10:37:00Z,2026-03-21T07:36:00Z,2026-11-26T08:40:00Z
okta_7a043bb4,Jose,Hudson,jose.hudson@torchwoodlabs.com,jose.hudson@torchwoodlabs.com,ACTIVE,2019-12-30T21:40:00Z,2023-03-09T15:45:00Z,2026-12-10T14:39:00Z
okta_b835c6e8,Rebecca,Lowe,rebecca.lowe@torchwoodlabs.com,rebecca.lowe@torchwoodlabs.com,ACTIVE,2021-05-16T15:30:00Z,2021-03-13T21:55:00Z,2026-11-13T13:17:00Z
okta_fa9fe82a,Antonio,Davis,antonio.davis@torchwoodlabs.com,antonio.davis@torchwoodlabs.com,ACTIVE,2021-11-02T12:47:00Z,2025-10-29T18:41:00Z,2026-12-15T22:12:00Z
okta_6b8b476f,Donald,Hamilton,donald.hamilton@torchwoodlabs.com,donald.hamilton@torchwoodlabs.com,ACTIVE,2021-01-21T21:31:00Z,2023-03-20T06:01:00Z,2026-10-18T21:58:00Z
okta_dee7de88,Emily,Walker,emily.walker@torchwoodlabs.com,emily.walker@torchwoodlabs.com,ACTIVE,2020-02-13T15:17:00Z,2019-12-11T14:38:00Z,2026-10-05T17:12:00Z
okta_01eba3c2,Christopher,Garcia,christopher.garcia@torchwoodlabs.com,christopher.garcia@torchwoodlabs.com,ACTIVE,2023-11-07T20:38:00Z,2020-09-16T15:36:00Z,2026-10-24T08:00:00Z
okta_a6f0c302,Samantha,Morales,samantha.morales@torchwoodlabs.com,samantha.morales@torchwoodlabs.com,ACTIVE,2019-01-11T18:31:00Z,2019-12-28T19:00:00Z,2026-10-15T16:21:00Z
okta_1690785b,Stephen,Miranda,stephen.miranda@torchwoodlabs.com,stephen.miranda@torchwoodlabs.com,SUSPENDED,2025-12-10T08:05:00Z,2022-03-27T16:54:00Z,2026-10-19T18:39:00Z
okta_3612efea,Alyssa,Figueroa,alyssa.figueroa@torchwoodlabs.com,alyssa.figueroa@torchwoodlabs.com,ACTIVE,2019-07-21T15:16:00Z,2018-09-09T13:23:00Z,2026-10-19T16:40:00Z
okta_7b32730b,Alex,Ewing,alex.ewing@torchwoodlabs.com,alex.ewing@torchwoodlabs.com,ACTIVE,2021-11-27T07:50:00Z,2021-09-21T13:42:00Z,2026-10-20T11:19:00Z
okta_1aff2a7b,Lauren,Martin,lauren.martin@torchwoodlabs.com,lauren.martin@torchwoodlabs.com,DEPROVISIONED,2023-10-14T07:22:00Z,2020-01-15T16:13:00Z,2026-11-28T19:15:00Z
okta_e655514e,Sarah,Cook,sarah.cook@torchwoodlabs.com,sarah.cook@torchwoodlabs.com,ACTIVE,2021-08-17T09:14:00Z,2024-07-11T06:50:00Z,2026-11-08T21:59:00Z
okta_6d07e0f7,Erica,Hamilton,erica.hamilton@torchwoodlabs.com,erica.hamilton@torchwoodlabs.com,ACTIVE,2024-05-30T10:35:00Z,2021-08-21T19:48:00Z,2026-11-07T22:59:00Z
okta_167a12bd,Joseph,Burns,joseph.burns@torchwoodlabs.com,joseph.burns@torchwoodlabs.com,ACTIVE,2021-03-05T15:48:00Z,2020-11-08T09:08:00Z,2026-10-16T20:45:00Z
okta_9fb2236f,Johnathan,Moran,johnathan.moran@torchwoodlabs.com,johnathan.moran@torchwoodlabs.com,ACTIVE,2025-02-08T18:31:00Z,2021-05-14T09:44:00Z,2026-11-16T14:34:00Z
okta_eb3fa99d,Katelyn,Murray,katelyn.murray@torchwoodlabs.com,katelyn.murray@torchwoodlabs.com,ACTIVE,2019-06-19T16:35:00Z,2024-10-28T07:47:00Z,2026-11-03T19:51:00Z
okta_c42a628a,Alec,Carr,alec.carr@torchwoodlabs.com,alec.carr@torchwoodlabs.com,SUSPENDED,2023-10-31T15:35:00Z,2021-04-17T17:01:00Z,2026-10-31T21:14:00Z
okta_d699449c,Meagan,Dougherty,meagan.dougherty@torchwoodlabs.com,meagan.dougherty@torchwoodlabs.com,ACTIVE,2021-08-20T09:17:00Z,2026-01-24T13:47:00Z,2026-12-09T09:21:00Z
okta_97310b4b,Sheila,Quinn,sheila.quinn@torchwoodlabs.com,sheila.quinn@torchwoodlabs.com,ACTIVE,2018-01-26T07:16:00Z,2021-03-24T11:48:00Z,2026-11-10T15:50:00Z
okta_5cbd97cd,Joseph,Willis,joseph.willis@torchwoodlabs.com,joseph.willis@torchwoodlabs.com,ACTIVE,2018-01-26T17:52:00Z,2022-01-17T12:08:00Z,2026-11-10T17:57:00Z
okta_80c03b35,Scott,Rodriguez,scott.rodriguez@torchwoodlabs.com,scott.rodriguez@torchwoodlabs.com,ACTIVE,2025-12-25T10:27:00Z,2022-11-18T11:29:00Z,2026-12-06T08:25:00Z
okta_5ac5af57,Matthew,Ramirez,matthew.ramirez@torchwoodlabs.com,matthew.ramirez@torchwoodlabs.com,ACTIVE,2024-10-08T13:49:00Z,2018-12-01T15:31:00Z,2026-10-30T08:53:00Z
okta_67b1c0a0,Anna,Haley,anna.haley@torchwoodlabs.com,anna.haley@torchwoodlabs.com,ACTIVE,2022-09-26T11:07:00Z,2020-12-31T10:35:00Z,2026-11-25T09:03:00Z
okta_f7065691,Matthew,Moore,matthew.moore@torchwoodlabs.com,matthew.moore@torchwoodlabs.com,SUSPENDED,2018-05-17T21:29:00Z,2022-08-16T07:24:00Z,2026-10-31T15:44:00Z
okta_cba7a04a,Rebecca,Sullivan,rebecca.sullivan@torchwoodlabs.com,rebecca.sullivan@torchwoodlabs.com,DEPROVISIONED,2022-11-18T12:47:00Z,2022-01-13T21:55:00Z,2026-11-15T16:48:00Z
okta_a616be93,Megan,Rodriguez,megan.rodriguez@torchwoodlabs.com,megan.rodriguez@torchwoodlabs.com,DEPROVISIONED,2018-02-19T20:49:00Z,2018-07-22T08:56:00Z,2026-11-24T06:20:00Z
okta_361a8927,Melissa,Browning,melissa.browning@torchwoodlabs.com,melissa.browning@torchwoodlabs.com,DEPROVISIONED,2018-01-27T09:26:00Z,2020-01-08T09:17:00Z,2026-11-16T13:30:00Z
okta_7c823c63,Julia,Adkins,julia.adkins@torchwoodlabs.com,julia.adkins@torchwoodlabs.com,SUSPENDED,2022-12-01T18:52:00Z,2022-09-05T08:04:00Z,2026-10-19T14:35:00Z
okta_7b92fdbe,Steven,Wang,steven.wang@torchwoodlabs.com,steven.wang@torchwoodlabs.com,SUSPENDED,2018-05-14T12:09:00Z,2019-09-18T06:41:00Z,2026-12-05T09:11:00Z
okta_6b59d004,Brittney,Collins,brittney.collins@torchwoodlabs.com,brittney.collins@torchwoodlabs.com,SUSPENDED,2018-10-18T17:46:00Z,2026-04-10T10:41:00Z,2026-11-04T15:13:00Z
okta_c3bc0887,Joshua,Bennett,joshua.bennett@torchwoodlabs.com,joshua.bennett@torchwoodlabs.com,ACTIVE,2023-01-19T13:56:00Z,2020-09-02T17:39:00Z,2026-12-13T15:52:00Z
okta_199f7785,John,Brown,john.brown@torchwoodlabs.com,john.brown@torchwoodlabs.com,ACTIVE,2018-12-25T11:00:00Z,2025-08-26T07:17:00Z,2026-11-14T17:43:00Z
okta_b58e95a1,Tyler,Arellano,tyler.arellano@torchwoodlabs.com,tyler.arellano@torchwoodlabs.com,SUSPENDED,2020-01-07T20:54:00Z,2019-12-09T11:51:00Z,2026-10-25T11:48:00Z
okta_1f535a90,Aaron,Crane,aaron.crane@torchwoodlabs.com,aaron.crane@torchwoodlabs.com,DEPROVISIONED,2025-02-27T12:04:00Z,2022-07-12T07:19:00Z,2026-10-13T22:18:00Z
okta_7b0a8881,Jessica,Cooper,jessica.cooper@torchwoodlabs.com,jessica.cooper@torchwoodlabs.com,ACTIVE,2022-09-09T18:16:00Z,2023-09-05T17:20:00Z,2026-10-19T11:22:00Z
okta_0d3d490f,Alex,Ward,alex.ward@torchwoodlabs.com,alex.ward@torchwoodlabs.com,ACTIVE,2018-09-03T19:45:00Z,2021-04-20T16:08:00Z,2026-12-03T11:23:00Z
okta_503be220,Robert,Christian,robert.christian@torchwoodlabs.com,robert.christian@torchwoodlabs.com,ACTIVE,2018-04-25T17:49:00Z,2024-11-24T11:46:00Z,2026-11-21T22:21:00Z
okta_8773d0a4,Pamela,Rodriguez,pamela.rodriguez@torchwoodlabs.com,pamela.rodriguez@torchwoodlabs.com,ACTIVE,2022-05-09T17:36:00Z,2019-04-15T15:48:00Z,2026-10-19T18:39:00Z
okta_6dba7951,Yvette,Alvarez,yvette.alvarez@torchwoodlabs.com,yvette.alvarez@torchwoodlabs.com,DEPROVISIONED,2022-12-28T22:53:00Z,2021-05-14T09:58:00Z,2026-12-11T12:33:00Z
okta_f73e2629,Tracy,Mora,tracy.mora@torchwoodlabs.com,tracy.mora@torchwoodlabs.com,ACTIVE,2023-12-20T19:44:00Z,2019-02-03T21:29:00Z,2026-12-02T19:24:00Z
okta_9cb29065,Amanda,Lyons,amanda.lyons@torchwoodlabs.com,amanda.lyons@torchwoodlabs.com,SUSPENDED,2023-12-13T13:23:00Z,2019-02-28T06:11:00Z,2026-12-07T08:17:00Z
okta_1623a5b9,Elizabeth,Cole,elizabeth.cole@torchwoodlabs.com,elizabeth.cole@torchwoodlabs.com,ACTIVE,2022-04-09T18:41:00Z,2023-10-20T21:16:00Z,2026-11-18T19:47:00Z
okta_b13360e7,Melissa,Ortiz,melissa.ortiz@torchwoodlabs.com,melissa.ortiz@torchwoodlabs.com,ACTIVE,2021-06-01T16:34:00Z,2025-07-20T08:22:00Z,2026-10-29T06:13:00Z
okta_6b95cc31,Aaron,Miller,aaron.miller@torchwoodlabs.com,aaron.miller@torchwoodlabs.com,ACTIVE,2021-05-06T12:49:00Z,2022-02-04T18:44:00Z,2026-10-28T12:56:00Z
okta_11867f12,Laurie,Taylor,laurie.taylor@torchwoodlabs.com,laurie.taylor@torchwoodlabs.com,ACTIVE,2019-09-26T22:09:00Z,2025-07-04T09:42:00Z,2026-10-01T06:02:00Z
okta_fb9c487f,Jeffrey,Bryan,jeffrey.bryan@torchwoodlabs.com,jeffrey.bryan@torchwoodlabs.com,ACTIVE,2022-03-21T16:59:00Z,2025-05-31T10:29:00Z,2026-11-19T19:27:00Z
okta_bd5e82c9,Michelle,Boyd,michelle.boyd@torchwoodlabs.com,michelle.boyd@torchwoodlabs.com,SUSPENDED,2019-12-02T06:12:00Z,2024-10-10T16:32:00Z,2026-12-07T15:06:00Z
okta_1610b2c7,Jack,Taylor,jack.taylor@torchwoodlabs.com,jack.taylor@torchwoodlabs.com,ACTIVE,2020-06-29T20:06:00Z,2018-02-13T20:19:00Z,2026-10-14T15:30:00Z
okta_ea74d43d,Andrew,Villarreal,andrew.villarreal@torchwoodlabs.com,andrew.villarreal@torchwoodlabs.com,ACTIVE,2024-12-27T10:46:00Z,2024-06-16T11:46:00Z,2026-11-13T07:39:00Z
okta_86c9a322,Pamela,Morgan,pamela.morgan@torchwoodlabs.com,pamela.morgan@torchwoodlabs.com,ACTIVE,2025-09-08T19:43:00Z,2023-01-24T07:10:00Z,2026-12-01T22:01:00Z
okta_f4f40dee,Seth,Fry,seth.fry@torchwoodlabs.com,seth.fry@torchwoodlabs.com,ACTIVE,2026-02-18T16:56:00Z,2022-08-21T13:31:00Z,2026-10-20T13:06:00Z
okta_3fb163cd,Frederick,Wallace,frederick.wallace@torchwoodlabs.com,frederick.wallace@torchwoodlabs.com,ACTIVE,2023-02-09T12:30:00Z,2025-01-28T12:54:00Z,2026-12-03T21:51:00Z
okta_36cd2bb6,Sara,Brock,sara.brock@torchwoodlabs.com,sara.brock@torchwoodlabs.com,ACTIVE,2019-04-30T10:24:00Z,2018-08-08T12:36:00Z,2026-11-27T18:34:00Z
okta_a995ff12,Kelly,Friedman,kelly.friedman@torchwoodlabs.com,kelly.friedman@torchwoodlabs.com,ACTIVE,2022-09-12T08:50:00Z,2019-01-01T08:27:00Z,2026-10-15T11:07:00Z
okta_f735c184,James,Franklin,james.franklin@torchwoodlabs.com,james.franklin@torchwoodlabs.com,ACTIVE,2018-07-10T06:53:00Z,2023-07-19T08:53:00Z,2026-12-12T14:30:00Z
okta_645f6ec1,Stephanie,Stewart,stephanie.stewart@torchwoodlabs.com,stephanie.stewart@torchwoodlabs.com,ACTIVE,2024-09-14T15:24:00Z,2026-01-11T22:20:00Z,2026-10-31T15:38:00Z
okta_cda68ed1,Thomas,Bradshaw,thomas.bradshaw@torchwoodlabs.com,thomas.bradshaw@torchwoodlabs.com,ACTIVE,2026-03-26T19:04:00Z,2021-09-17T09:14:00Z,2026-10-25T06:23:00Z
okta_b3daaacf,Richard,Martin,richard.martin@torchwoodlabs.com,richard.martin@torchwoodlabs.com,ACTIVE,2021-07-01T09:57:00Z,2022-09-18T07:13:00Z,2026-10-30T15:23:00Z
okta_988a8b47,Scott,Perez,scott.perez@torchwoodlabs.com,scott.perez@torchwoodlabs.com,DEPROVISIONED,2020-01-21T13:58:00Z,2024-04-06T07:22:00Z,2026-12-05T22:44:00Z
okta_87e6dc41,Ryan,Thomas,ryan.thomas@torchwoodlabs.com,ryan.thomas@torchwoodlabs.com,ACTIVE,2019-03-14T09:08:00Z,2022-10-14T09:52:00Z,2026-11-15T13:48:00Z
okta_ff0646f5,Jonathan,Ruiz,jonathan.ruiz@torchwoodlabs.com,jonathan.ruiz@torchwoodlabs.com,ACTIVE,2023-10-29T08:13:00Z,2022-09-04T16:45:00Z,2026-10-02T18:57:00Z
okta_6a0e1315,Brent,Torres,brent.torres@torchwoodlabs.com,brent.torres@torchwoodlabs.com,SUSPENDED,2025-07-24T18:27:00Z,2020-06-07T15:45:00Z,2026-12-03T19:38:00Z
okta_91eac992,Dawn,Daugherty,dawn.daugherty@torchwoodlabs.com,dawn.daugherty@torchwoodlabs.com,DEPROVISIONED,2026-04-28T08:09:00Z,2025-10-05T20:29:00Z,2026-11-24T16:32:00Z
okta_b15752c9,Victoria,White,victoria.white@torchwoodlabs.com,victoria.white@torchwoodlabs.com,DEPROVISIONED,2025-01-24T22:36:00Z,2024-09-17T19:33:00Z,2026-11-25T18:54:00Z
okta_a8990dd6,David,Lewis,david.lewis@torchwoodlabs.com,david.lewis@torchwoodlabs.com,ACTIVE,2026-03-02T08:40:00Z,2020-03-22T17:39:00Z,2026-12-16T09:28:00Z
okta_d8162823,Ronald,Green,ronald.green@torchwoodlabs.com,ronald.green@torchwoodlabs.com,ACTIVE,2023-11-27T18:15:00Z,2021-06-09T13:45:00Z,2026-10-21T08:21:00Z
okta_3bf22dbe,Troy,Atkins,troy.atkins@torchwoodlabs.com,troy.atkins@torchwoodlabs.com,ACTIVE,2020-01-25T17:47:00Z,2024-07-14T19:18:00Z,2026-11-04T15:04:00Z
okta_ebf29c87,Emily,Griffin,emily.griffin@torchwoodlabs.com,emily.griffin@torchwoodlabs.com,ACTIVE,2022-04-03T20:21:00Z,2024-06-27T06:44:00Z,2026-10-31T22:37:00Z
okta_a3bc3bb6,Marissa,Pennington,marissa.pennington@torchwoodlabs.com,marissa.pennington@torchwoodlabs.com,DEPROVISIONED,2024-01-12T16:50:00Z,2019-04-21T12:19:00Z,2026-10-19T16:44:00Z
okta_21e84c72,Jason,Thomas,jason.thomas@torchwoodlabs.com,jason.thomas@torchwoodlabs.com,DEPROVISIONED,2020-11-27T17:44:00Z,2022-07-26T07:32:00Z,2026-11-13T12:25:00Z
okta_199a67c9,Jaclyn,Perez,jaclyn.perez@torchwoodlabs.com,jaclyn.perez@torchwoodlabs.com,SUSPENDED,2018-12-28T16:13:00Z,2019-03-04T22:07:00Z,2026-10-01T16:00:00Z
okta_e2b8c6b4,Michael,Harris,michael.harris@torchwoodlabs.com,michael.harris@torchwoodlabs.com,ACTIVE,2025-09-23T11:09:00Z,2023-05-04T08:40:00Z,2026-11-29T22:51:00Z
okta_693b7352,Patricia,Butler,patricia.butler@torchwoodlabs.com,patricia.butler@torchwoodlabs.com,SUSPENDED,2021-04-13T22:35:00Z,2023-01-25T09:18:00Z,2026-10-12T08:55:00Z
okta_e2ee7ee5,Jennifer,Melton,jennifer.melton@torchwoodlabs.com,jennifer.melton@torchwoodlabs.com,ACTIVE,2020-09-04T15:17:00Z,2023-01-01T07:35:00Z,2026-11-27T12:45:00Z
okta_8bc405fd,Dominique,Walton,dominique.walton@torchwoodlabs.com,dominique.walton@torchwoodlabs.com,ACTIVE,2025-02-07T13:10:00Z,2021-06-21T21:01:00Z,2026-10-01T15:05:00Z
okta_d5a252c2,Victor,Bates,victor.bates@torchwoodlabs.com,victor.bates@torchwoodlabs.com,SUSPENDED,2022-04-19T14:07:00Z,2026-01-11T14:48:00Z,2026-11-20T07:41:00Z
okta_de7a1e43,Juan,Lee,juan.lee@torchwoodlabs.com,juan.lee@torchwoodlabs.com,DEPROVISIONED,2025-07-25T20:14:00Z,2023-09-27T15:26:00Z,2026-12-01T09:07:00Z
okta_bfa698b5,Daniel,Brown,daniel.brown@torchwoodlabs.com,daniel.brown@torchwoodlabs.com,SUSPENDED,2024-08-19T17:26:00Z,2023-01-30T10:13:00Z,2026-10-16T12:20:00Z
okta_78f035c3,Crystal,Roberts,crystal.roberts@torchwoodlabs.com,crystal.roberts@torchwoodlabs.com,ACTIVE,2020-04-29T18:16:00Z,2021-11-30T13:17:00Z,2026-10-06T08:08:00Z
okta_56949271,Deborah,Bradley,deborah.bradley@torchwoodlabs.com,deborah.bradley@torchwoodlabs.com,ACTIVE,2022-05-25T19:45:00Z,2020-06-06T07:26:00Z,2026-11-23T11:27:00Z
okta_37f21981,Desiree,Willis,desiree.willis@torchwoodlabs.com,desiree.willis@torchwoodlabs.com,ACTIVE,2025-03-01T12:52:00Z,2023-12-04T06:14:00Z,2026-12-07T08:21:00Z
