id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_jRtpFgjfAwRB1Eu0ljtufcb1,,,75000,75000,usd,paid,INV-jRtpFgjfAwRB1Eu0ljtufcb1,,1773951233,1773951233
in_VoPj5r50CqWMLbBHsR4evNN7,,,100000,100000,usd,paid,INV-VoPj5r50CqWMLbBHsR4evNN7,,1780132278,1780132278
in_F5GdDMHHE0wbLnSsI4oBub6c,,,100000,100000,usd,paid,INV-F5GdDMHHE0wbLnSsI4oBub6c,,1772699776,1772699776
in_CfKVG3qsuggUB7Ax8giGYk7y,,,75000,75000,usd,paid,INV-CfKVG3qsuggUB7Ax8giGYk7y,,1770689956,1770689956
in_TRAsDZ5DxfU58qeRF5ayeauB,,,75000,75000,usd,paid,INV-TRAsDZ5DxfU58qeRF5ayeauB,,1771785471,1771785471
in_xik9lTM5SkBNsHcbu3Vjfqkl,,,100000,100000,usd,paid,INV-xik9lTM5SkBNsHcbu3Vjfqkl,,1768001186,1768001186
in_9Xup05q7ukw6UkYchzGtFHyc,,,15000,15000,usd,paid,INV-9Xup05q7ukw6UkYchzGtFHyc,,1779029399,1779029399
in_uoD4p6E6l4R9LJQOXyk76ABL,,,25000,25000,usd,paid,INV-uoD4p6E6l4R9LJQOXyk76ABL,,1787063039,1787063039
in_6kS0F8cqoDrsMT3mDNy1otlD,,,100000,100000,usd,paid,INV-6kS0F8cqoDrsMT3mDNy1otlD,,1774207072,1774207072
in_iB9lctS3F8otLViofWJuJYaU,,,25000,25000,usd,paid,INV-iB9lctS3F8otLViofWJuJYaU,,1766173790,1766173790
in_iTWsqS4kzDXURACIkxHLhHZj,,,75000,75000,usd,paid,INV-iTWsqS4kzDXURACIkxHLhHZj,,1787478560,1787478560
in_I2L01mGnMYfnY4ljjluVktjx,,,50000,50000,usd,paid,INV-I2L01mGnMYfnY4ljjluVktjx,,1777491748,1777491748
in_kbjIUJ31Uh3GV2Zpndie4E5v,,,25000,25000,usd,paid,INV-kbjIUJ31Uh3GV2Zpndie4E5v,,1766724136,1766724136
in_aTvYPtqM2plxZhGU2Tat6Mvs,,,75000,75000,usd,paid,INV-aTvYPtqM2plxZhGU2Tat6Mvs,,1773555978,1773555978
in_7R10smkpEsGTfzHOBCUakZ7B,,,100000,100000,usd,paid,INV-7R10smkpEsGTfzHOBCUakZ7B,,1783948064,1783948064
in_MHwF3D84Bdo011xk1UsFiXWi,,,100000,100000,usd,paid,INV-MHwF3D84Bdo011xk1UsFiXWi,,1770647404,1770647404
in_VM5shdEeJwKjHye7FGchYkWG,,,15000,15000,usd,paid,INV-VM5shdEeJwKjHye7FGchYkWG,,1765664322,1765664322
in_UFg4otEHbsDJfIVxUQCtiDcl,,,100000,100000,usd,paid,INV-UFg4otEHbsDJfIVxUQCtiDcl,,1776580418,1776580418
in_rxaB3VOTAVgREeZrYMMQTXGG,,,75000,75000,usd,paid,INV-rxaB3VOTAVgREeZrYMMQTXGG,,1776345857,1776345857
in_MIxfddhVUFmyrEPQ5eMlPKds,,,75000,75000,usd,paid,INV-MIxfddhVUFmyrEPQ5eMlPKds,,1768773307,1768773307
in_6vN0rfHzIVMOoqnlvbZnNUTj,,,25000,25000,usd,paid,INV-6vN0rfHzIVMOoqnlvbZnNUTj,,1775101514,1775101514
in_GCDIij1UVr7hhVJtk0C7VbeK,,,15000,15000,usd,paid,INV-GCDIij1UVr7hhVJtk0C7VbeK,,1786796544,1786796544
in_28rveP7WKwO3D4zhsmAsVAlx,,,75000,75000,usd,paid,INV-28rveP7WKwO3D4zhsmAsVAlx,,1785555045,1785555045
in_yWlqavR5gbZpFcQTJu1YJ7Cr,,,100000,100000,usd,paid,INV-yWlqavR5gbZpFcQTJu1YJ7Cr,,1786563094,1786563094
in_wsiiSYXt8QqG7yztj2lNy2r7,,,75000,75000,usd,paid,INV-wsiiSYXt8QqG7yztj2lNy2r7,,1780217991,1780217991
in_JbcFZdBJHVCupFHfRu5mVYGQ,,,75000,75000,usd,paid,INV-JbcFZdBJHVCupFHfRu5mVYGQ,,1788561688,1788561688
in_Pgtsqxn3WiLSFNHHusqgKe0l,,,15000,15000,usd,paid,INV-Pgtsqxn3WiLSFNHHusqgKe0l,,1775894051,1775894051
in_qUBNCYXFb6OWR2mAS2ewV4gk,,,25000,25000,usd,paid,INV-qUBNCYXFb6OWR2mAS2ewV4gk,,1772758218,1772758218
in_bYgQ1LgpRscsh3ICs4dQrvKa,,,50000,50000,usd,paid,INV-bYgQ1LgpRscsh3ICs4dQrvKa,,1774748616,1774748616
in_RYKgLUFx0X1N1ieGS9twiuHG,,,100000,100000,usd,paid,INV-RYKgLUFx0X1N1ieGS9twiuHG,,1787606175,1787606175
in_rDXPl7W9IaPB6t3ijLa4zGet,,,75000,75000,usd,paid,INV-rDXPl7W9IaPB6t3ijLa4zGet,,1765315164,1765315164
in_fNB8pvkTTr7rI1TfrTvIdquC,,,15000,15000,usd,paid,INV-fNB8pvkTTr7rI1TfrTvIdquC,,1791125986,1791125986
in_s85vIuWNRLGMNmlFTgj73t0K,,,100000,100000,usd,paid,INV-s85vIuWNRLGMNmlFTgj73t0K,,1788763403,1788763403
in_HyuUTFU07Z89RrDTACdt3Ws5,,,75000,0,usd,open,INV-HyuUTFU07Z89RrDTACdt3Ws5,,1774419914,1774419914
in_RYRwcgdcDq79re41Rw5jAK6Y,,,100000,100000,usd,paid,INV-RYRwcgdcDq79re41Rw5jAK6Y,,1786080647,1786080647
in_LPSjQpNBNYATp1xR01nbvZ3K,,,15000,15000,usd,paid,INV-LPSjQpNBNYATp1xR01nbvZ3K,,1776865027,1776865027
in_d5Ed4bobnHMPajD4zln1QZIr,,,50000,50000,usd,paid,INV-d5Ed4bobnHMPajD4zln1QZIr,,1769481007,1769481007
in_VQ7od8CuWi4r41tGkGMMRxm3,,,75000,75000,usd,paid,INV-VQ7od8CuWi4r41tGkGMMRxm3,,1770081604,1770081604
in_HRc1cUP9a76yenUY18KOq8kt,,,50000,50000,usd,paid,INV-HRc1cUP9a76yenUY18KOq8kt,,1777684713,1777684713
in_j0xhXfaEvC7BhoUfEsnUtNsz,,,50000,50000,usd,paid,INV-j0xhXfaEvC7BhoUfEsnUtNsz,,1774732206,1774732206
in_jmn2stBgqkBAnXhD2PewJAKK,,,100000,100000,usd,paid,INV-jmn2stBgqkBAnXhD2PewJAKK,,1787347406,1787347406
in_8t2jgb7odW70eB4SEeKpPAbQ,,,15000,15000,usd,paid,INV-8t2jgb7odW70eB4SEeKpPAbQ,,1788251958,1788251958
in_p25xWaYM4vC7z5WxYtuvVxNz,,,25000,25000,usd,paid,INV-p25xWaYM4vC7z5WxYtuvVxNz,,1774097679,1774097679
in_btEP20zoRtz3mBaKLyALLfZv,,,25000,25000,usd,paid,INV-btEP20zoRtz3mBaKLyALLfZv,,1788388517,1788388517
in_qbcxoX3MIsgC8aJg6VeYHXYz,,,50000,50000,usd,paid,INV-qbcxoX3MIsgC8aJg6VeYHXYz,,1790342783,1790342783
in_IkhtPlN4ETvtutqFJv7mKNL7,,,15000,15000,usd,paid,INV-IkhtPlN4ETvtutqFJv7mKNL7,,1785725994,1785725994
in_NKSiqBd1q2In8VNbXvtZ4RZr,,,25000,25000,usd,paid,INV-NKSiqBd1q2In8VNbXvtZ4RZr,,1785814758,1785814758
in_pZW6to5b3Zn4cScCmTpMH8ZH,,,25000,25000,usd,paid,INV-pZW6to5b3Zn4cScCmTpMH8ZH,,1764985117,1764985117
in_8YHwbxHWIm2eYu3toEOZteiQ,,,75000,0,usd,open,INV-8YHwbxHWIm2eYu3toEOZteiQ,,1770682533,1770682533
in_HlD1Pgqj1Y5BFYp5Rqk7Gi1y,,,75000,75000,usd,paid,INV-HlD1Pgqj1Y5BFYp5Rqk7Gi1y,,1767000861,1767000861
in_EUWaX6kHEHU5rrKUTAcMhEv8,,,50000,50000,usd,paid,INV-EUWaX6kHEHU5rrKUTAcMhEv8,,1773298041,1773298041
in_KRebcozaAp0KeYJ74guU25Nb,,,15000,15000,usd,paid,INV-KRebcozaAp0KeYJ74guU25Nb,,1769909429,1769909429
in_LCtI2rtznkaTzG73o61a48sC,,,100000,100000,usd,paid,INV-LCtI2rtznkaTzG73o61a48sC,,1783346893,1783346893
in_LA0V2B6zElSpj8ryeQJARm6X,,,100000,100000,usd,paid,INV-LA0V2B6zElSpj8ryeQJARm6X,,1771570258,1771570258
in_eIMr0jBcZl2xfvJgeyTauA4j,,,25000,25000,usd,paid,INV-eIMr0jBcZl2xfvJgeyTauA4j,,1770934429,1770934429
in_dtbG3NlpXfDyyUwjmKLeVzWE,,,15000,15000,usd,paid,INV-dtbG3NlpXfDyyUwjmKLeVzWE,,1790710227,1790710227
in_4dnvHHy0kltT8gCCIafkeSHd,,,100000,100000,usd,paid,INV-4dnvHHy0kltT8gCCIafkeSHd,,1781011943,1781011943
in_Peun9eatWu5e3fu32GmCDfY2,,,25000,25000,usd,paid,INV-Peun9eatWu5e3fu32GmCDfY2,,1772387131,1772387131
in_Fn6qLqwY7pzmMBoMc4TrPghp,,,50000,0,usd,open,INV-Fn6qLqwY7pzmMBoMc4TrPghp,,1780874437,1780874437
in_hBmA6DcMhGMg8bv0vaGnO8XS,,,15000,15000,usd,paid,INV-hBmA6DcMhGMg8bv0vaGnO8XS,,1785011864,1785011864
in_mRPqMlZtDYXdih73jQBoiRNQ,,,25000,25000,usd,paid,INV-mRPqMlZtDYXdih73jQBoiRNQ,,1789672584,1789672584
in_PyChNx7EhXShwkEVqvZtbiTJ,,,100000,100000,usd,paid,INV-PyChNx7EhXShwkEVqvZtbiTJ,,1772810754,1772810754
in_2qNvIZ1LnyqkyZmLmTYAtXDQ,,,50000,50000,usd,paid,INV-2qNvIZ1LnyqkyZmLmTYAtXDQ,,1783548387,1783548387
in_jZAxFJAneLzKXZEbr7M3J0fJ,,,25000,0,usd,open,INV-jZAxFJAneLzKXZEbr7M3J0fJ,,1789171563,1789171563
in_2cXQAOVMfodn4Jbbxb42V9AC,,,25000,25000,usd,paid,INV-2cXQAOVMfodn4Jbbxb42V9AC,,1789618959,1789618959
in_MqZaX0QOSHeg7aSsIp1fBra6,,,2500,2500,usd,paid,INV-MqZaX0QOSHeg7aSsIp1fBra6,,1767290400,1767290400
in_ytAFEaBbxuRTQsIAQlGfhrIk,,,2500,0,usd,open,INV-ytAFEaBbxuRTQsIAQlGfhrIk,,1770055200,1770055200
in_Tu8sToLuBwN2jTpk3Pd7RRlh,,,10000,10000,usd,paid,INV-Tu8sToLuBwN2jTpk3Pd7RRlh,,1772560800,1772560800
in_Ef3y1NxSOsm76xIexog7ljAY,,,5000,5000,usd,paid,INV-Ef3y1NxSOsm76xIexog7ljAY,,1775325600,1775325600
in_rKXDOKT4TXhlvtCliFgaGT2r,,,5000,5000,usd,paid,INV-rKXDOKT4TXhlvtCliFgaGT2r,,1778004000,1778004000
in_3ESWsiLDArnW6gF2e579wzxM,,,5000,5000,usd,paid,INV-3ESWsiLDArnW6gF2e579wzxM,,1780768800,1780768800
in_GEamInCEVa8U4Sxm5g5mCrsP,,,7500,7500,usd,paid,INV-GEamInCEVa8U4Sxm5g5mCrsP,,1783447200,1783447200
in_nhGtKlesozBq9nqnS5NqX7Sc,,,1500,1500,usd,paid,INV-nhGtKlesozBq9nqnS5NqX7Sc,,1786212000,1786212000
in_lamcYaSmKy1h6hrDORVrjfny,,,10000,10000,usd,paid,INV-lamcYaSmKy1h6hrDORVrjfny,,1788976800,1788976800
in_XjmqWdXUXuOxVA8ExvAfAMev,,,200,0,usd,open,INV-XjmqWdXUXuOxVA8ExvAfAMev,,1768068000,1768068000
in_4E36KNFmYDwsankD9jwMiQhA,,,200,200,usd,paid,INV-4E36KNFmYDwsankD9jwMiQhA,,1770832800,1770832800
in_prmwJxqoaUB973kJhO1O8cpW,,,200,0,usd,open,INV-prmwJxqoaUB973kJhO1O8cpW,,1773338400,1773338400
in_HgnQ5evE0dRSN6dgsIFg5ZRg,,,10000,10000,usd,paid,INV-HgnQ5evE0dRSN6dgsIFg5ZRg,,1776103200,1776103200
in_9sOm4nZB5g2oSwmRJB8EPJ1P,,,200,0,usd,open,INV-9sOm4nZB5g2oSwmRJB8EPJ1P,,1778781600,1778781600
in_YRW3P95AVAoPxI1bxy2UQPQ9,,,10000,10000,usd,paid,INV-YRW3P95AVAoPxI1bxy2UQPQ9,,1781546400,1781546400
in_ivXg68ZknZFsiuvEccbHhhbs,,,1500,1500,usd,paid,INV-ivXg68ZknZFsiuvEccbHhhbs,,1784224800,1784224800
in_nA1WDBEmHDdFegUH3WmzxiF2,,,5000,5000,usd,paid,INV-nA1WDBEmHDdFegUH3WmzxiF2,,1786989600,1786989600
in_Mlzaq5QaJ2W2rGh74RQXQbpX,,,1500,1500,usd,paid,INV-Mlzaq5QaJ2W2rGh74RQXQbpX,,1789754400,1789754400
in_VErx2S4AfYBM1PRqwxoaUpAK,,,5000,5000,usd,paid,INV-VErx2S4AfYBM1PRqwxoaUpAK,,1768845600,1768845600
in_5qoCXebGOy356p3ediGRvEgz,,,7500,7500,usd,paid,INV-5qoCXebGOy356p3ediGRvEgz,,1771610400,1771610400
in_XnOoLOBSXPf112IXZFf2vHOg,,,500,500,usd,paid,INV-XnOoLOBSXPf112IXZFf2vHOg,,1774116000,1774116000
in_tVDFeHD0hC9P3VkZpcRB6pAG,,,500,500,usd,paid,INV-tVDFeHD0hC9P3VkZpcRB6pAG,,1776880800,1776880800
in_HOPtViJLzFzlAM8ZTFbjtQFq,,,7500,0,usd,open,INV-HOPtViJLzFzlAM8ZTFbjtQFq,,1779559200,1779559200
in_HXvlrWwHkDq3DLfbfuMhqv59,,,2500,2500,usd,paid,INV-HXvlrWwHkDq3DLfbfuMhqv59,,1782324000,1782324000
in_dFH2Ho70nJmO88YjDkfCXgkZ,,,5000,5000,usd,paid,INV-dFH2Ho70nJmO88YjDkfCXgkZ,,1785002400,1785002400
in_6DFMWqfewXsH44SGlZLvQMcv,,,1500,1500,usd,paid,INV-6DFMWqfewXsH44SGlZLvQMcv,,1787767200,1787767200
in_t5zmDkXUWxkUxF2506jWmbQT,,,5000,5000,usd,paid,INV-t5zmDkXUWxkUxF2506jWmbQT,,1790532000,1790532000
in_77lE9QoLLodL9TVJFRlvXtrd,,,5000,5000,usd,paid,INV-77lE9QoLLodL9TVJFRlvXtrd,,1767290400,1767290400
in_VU1ELPHk54xKBRTkflOHBxSK,,,2500,2500,usd,paid,INV-VU1ELPHk54xKBRTkflOHBxSK,,1770055200,1770055200
in_B0aE5U6F7illOVtsHu4d2NHE,,,5000,5000,usd,paid,INV-B0aE5U6F7illOVtsHu4d2NHE,,1772560800,1772560800
in_69QGjv3cd27UTZfxNNRUDdB4,,,5000,0,usd,open,INV-69QGjv3cd27UTZfxNNRUDdB4,,1775325600,1775325600
in_RVzAw8Rks9Kl0Mo8PDZejY0f,,,7500,7500,usd,paid,INV-RVzAw8Rks9Kl0Mo8PDZejY0f,,1778004000,1778004000
in_muqDzLILjUvp8uRKKiYJQ9MC,,,200,200,usd,paid,INV-muqDzLILjUvp8uRKKiYJQ9MC,,1780768800,1780768800
in_XOBqR6pB7rbEpMCvrP927M4Z,,,10000,10000,usd,paid,INV-XOBqR6pB7rbEpMCvrP927M4Z,,1783447200,1783447200
in_qkLFotnl37VgzZsFuHFmpjMw,,,7500,0,usd,draft,INV-qkLFotnl37VgzZsFuHFmpjMw,,1786212000,1786212000
in_yGGBZvlXZq2raHr95QhY1TtA,,,500,500,usd,paid,INV-yGGBZvlXZq2raHr95QhY1TtA,,1788976800,1788976800
in_zRGFwqF8GVmGoCYN1b1koOqH,,,2500,2500,usd,paid,INV-zRGFwqF8GVmGoCYN1b1koOqH,,1768068000,1768068000
in_8b7fzlfVCTiG5vXCkWqq55SD,,,1500,1500,usd,paid,INV-8b7fzlfVCTiG5vXCkWqq55SD,,1770832800,1770832800
in_PaWTJr4kKthe1OfC4q8c1rXi,,,200,200,usd,paid,INV-PaWTJr4kKthe1OfC4q8c1rXi,,1773338400,1773338400
in_iByozBqIDe0kzWldpBHYlfZW,,,200,200,usd,paid,INV-iByozBqIDe0kzWldpBHYlfZW,,1776103200,1776103200
in_H1qPVGdTx8rv0aEIsBTfyvy8,,,7500,0,usd,draft,INV-H1qPVGdTx8rv0aEIsBTfyvy8,,1778781600,1778781600
in_tmp6FuK4vvSQ4ukGQcbofAVI,,,5000,5000,usd,paid,INV-tmp6FuK4vvSQ4ukGQcbofAVI,,1781546400,1781546400
in_sPgT5TwqWTWavckDoqDdO7T2,,,5000,5000,usd,paid,INV-sPgT5TwqWTWavckDoqDdO7T2,,1784224800,1784224800
in_pwLCPfAvnaGH8uNOO5yGU3va,,,7500,7500,usd,paid,INV-pwLCPfAvnaGH8uNOO5yGU3va,,1786989600,1786989600
in_nR5LQfYtWDAULp6yrTf4OaRO,,,2500,2500,usd,paid,INV-nR5LQfYtWDAULp6yrTf4OaRO,,1789754400,1789754400
in_aY4PVWxv5Mc8Md2sf8RTygJy,,,5000,0,usd,draft,INV-aY4PVWxv5Mc8Md2sf8RTygJy,,1768845600,1768845600
in_zISt9biSMF06ANwLSSnIUlTl,,,2500,2500,usd,paid,INV-zISt9biSMF06ANwLSSnIUlTl,,1771610400,1771610400
in_eDhiJ5uVtAqGPmkow0VgFrxr,,,1500,1500,usd,paid,INV-eDhiJ5uVtAqGPmkow0VgFrxr,,1774116000,1774116000
in_eswWo7dvEEhk8yV7q7aUtgYm,,,2500,2500,usd,paid,INV-eswWo7dvEEhk8yV7q7aUtgYm,,1776880800,1776880800
in_YUEEPa2z2y7P1DAjhZVrK5tF,,,5000,5000,usd,paid,INV-YUEEPa2z2y7P1DAjhZVrK5tF,,1779559200,1779559200
in_XJiukvWV5imPFZshcrmOjU76,,,1500,1500,usd,paid,INV-XJiukvWV5imPFZshcrmOjU76,,1782324000,1782324000
in_IKVo0vUYuOxGzA8o25oKDyBI,,,200,200,usd,paid,INV-IKVo0vUYuOxGzA8o25oKDyBI,,1785002400,1785002400
in_p1T28ENM48Zfe5uxHo0YKs1T,,,5000,5000,usd,paid,INV-p1T28ENM48Zfe5uxHo0YKs1T,,1787767200,1787767200
in_BUU77nTH8GeLu6ed5l6RF454,,,500,500,usd,paid,INV-BUU77nTH8GeLu6ed5l6RF454,,1790532000,1790532000
in_DoxDafIN1xpnguRIswcki280,,,500,500,usd,paid,INV-DoxDafIN1xpnguRIswcki280,,1767290400,1767290400
in_XZEOp0RUn1gOzbwUoy4kTMYi,,,2500,2500,usd,paid,INV-XZEOp0RUn1gOzbwUoy4kTMYi,,1770055200,1770055200
in_6ZvlfdEmHBKZqBCHj6GX2mr5,,,500,500,usd,paid,INV-6ZvlfdEmHBKZqBCHj6GX2mr5,,1772560800,1772560800
in_8KIqWtWYRSejy9UmLBlgYr9x,,,2500,2500,usd,paid,INV-8KIqWtWYRSejy9UmLBlgYr9x,,1775325600,1775325600
in_dSeYAaGnowUXsfidvlBgJqrr,,,5000,5000,usd,paid,INV-dSeYAaGnowUXsfidvlBgJqrr,,1778004000,1778004000
in_nQXcq4aK6GC29DlbZiFxpvI8,,,7500,7500,usd,paid,INV-nQXcq4aK6GC29DlbZiFxpvI8,,1780768800,1780768800
in_zdiRZPH9xA9XvH9N2LKnWghQ,,,200,200,usd,paid,INV-zdiRZPH9xA9XvH9N2LKnWghQ,,1783447200,1783447200
in_LBJJBY9X3X5ZV6XQakGtgSBq,,,2500,2500,usd,paid,INV-LBJJBY9X3X5ZV6XQakGtgSBq,,1786212000,1786212000
in_D64iij7v5GSMxgekH60YlBWw,,,5000,5000,usd,paid,INV-D64iij7v5GSMxgekH60YlBWw,,1788976800,1788976800
in_SVk6VXYQDsauq8H0zeQIOgv2,,,1500,1500,usd,paid,INV-SVk6VXYQDsauq8H0zeQIOgv2,,1768068000,1768068000
in_Jost0nL1lpIwcL8ISVt8MnZd,,,5000,5000,usd,paid,INV-Jost0nL1lpIwcL8ISVt8MnZd,,1770832800,1770832800
in_u1EaI2mcx53LXG7hjF6R1DVt,,,10000,10000,usd,paid,INV-u1EaI2mcx53LXG7hjF6R1DVt,,1773338400,1773338400
in_0jI4Rdashu3EMZB4vu4S47Ww,,,2500,2500,usd,paid,INV-0jI4Rdashu3EMZB4vu4S47Ww,,1776103200,1776103200
in_XsADaW34HEwnplraPTb7PeMM,,,500,500,usd,paid,INV-XsADaW34HEwnplraPTb7PeMM,,1778781600,1778781600
in_u3qzJeBuVxkkINcOub2IXqWb,,,2500,2500,usd,paid,INV-u3qzJeBuVxkkINcOub2IXqWb,,1781546400,1781546400
in_b55gxHVIWAIf3q25kDUDibnQ,,,5000,5000,usd,paid,INV-b55gxHVIWAIf3q25kDUDibnQ,,1784224800,1784224800
in_Ks6D16CfmsrTq41SRDHoDePQ,,,1500,1500,usd,paid,INV-Ks6D16CfmsrTq41SRDHoDePQ,,1786989600,1786989600
in_d3nsOp5uZ1JlPEd32QwQIpFP,,,200,200,usd,paid,INV-d3nsOp5uZ1JlPEd32QwQIpFP,,1789754400,1789754400
in_9unIQdM1WbqWkn0qiOrvsQVW,,,200,200,usd,paid,INV-9unIQdM1WbqWkn0qiOrvsQVW,,1768845600,1768845600
in_Ah0A3Ixxb0s37qHCIhSaUUF3,,,200,200,usd,paid,INV-Ah0A3Ixxb0s37qHCIhSaUUF3,,1771610400,1771610400
in_pw7Kf2Qx7v8u1lxVdeABygpc,,,500,500,usd,paid,INV-pw7Kf2Qx7v8u1lxVdeABygpc,,1774116000,1774116000
in_jJrP3tv2WU9Pf7oVqEp6IJnw,,,7500,7500,usd,paid,INV-jJrP3tv2WU9Pf7oVqEp6IJnw,,1776880800,1776880800
in_rovxKFvFvjYLeoi455IMLsPL,,,2500,2500,usd,paid,INV-rovxKFvFvjYLeoi455IMLsPL,,1779559200,1779559200
in_D3Qq9LPKG51gqvEzJiGxmmqE,,,10000,10000,usd,paid,INV-D3Qq9LPKG51gqvEzJiGxmmqE,,1782324000,1782324000
in_09EiMIzi0tUs2vEuF91fIuuM,,,10000,10000,usd,paid,INV-09EiMIzi0tUs2vEuF91fIuuM,,1785002400,1785002400
in_VathD4HlwfErfPZUcNJOAxu1,,,5000,5000,usd,paid,INV-VathD4HlwfErfPZUcNJOAxu1,,1787767200,1787767200
in_5TYmmtsndBvOlOI3WoIJp1VV,,,7500,7500,usd,paid,INV-5TYmmtsndBvOlOI3WoIJp1VV,,1790532000,1790532000
in_qyO9VWk8wsdFvXtAB6ZcJwxe,,,1500,0,usd,open,INV-qyO9VWk8wsdFvXtAB6ZcJwxe,,1767290400,1767290400
in_aj0t2Bm5m6T1V9gfiTnyG57c,,,2500,0,usd,open,INV-aj0t2Bm5m6T1V9gfiTnyG57c,,1770055200,1770055200
in_zRjRrdg7KCkJx4Hdhkt6qe3S,,,500,500,usd,paid,INV-zRjRrdg7KCkJx4Hdhkt6qe3S,,1772560800,1772560800
in_yhdwLxiSLYwzqrbIXUa2dkN8,,,5000,5000,usd,paid,INV-yhdwLxiSLYwzqrbIXUa2dkN8,,1775325600,1775325600
in_PpVo8lDWrh4QwXU1M39a6c4T,,,1500,1500,usd,paid,INV-PpVo8lDWrh4QwXU1M39a6c4T,,1778004000,1778004000
in_B1H6naX8PbFg3cw8YW8whMuE,,,1500,1500,usd,paid,INV-B1H6naX8PbFg3cw8YW8whMuE,,1780768800,1780768800
